Date,Google,Translate,Docs,Okay google,gmail,Earth,Hangout,Maps,Street View,Classroom,Chrome,Wallet,Cardboard,Drive,Nexus,Gravity,Slides,Price
3/10/13,97,84,52,96,72,93,64,86,63,38,87,93,46,58,64,41,41,395.203674
3/11/13,96,95,91,55,97,87,42,97,56,51,79,70,54,79,60,56,60,389.818878
3/12/13,97,95,94,49,96,86,58,96,54,45,82,79,44,76,59,53,48,381.524963
3/13/13,98,95,92,55,95,85,50,95,57,51,81,89,37,76,56,49,50,398.441528
3/14/13,98,95,92,53,95,84,51,95,52,65,83,68,30,77,56,58,52,398.561096
3/15/13,96,87,79,55,92,87,49,97,52,44,84,88,46,72,62,57,40,402.441559
3/16/13,99,76,44,35,75,86,39,92,55,59,89,91,41,54,59,39,27,405.206177
3/17/13,97,82,51,44,72,91,29,86,58,44,86,80,34,59,62,45,27,403.039307
3/18/13,95,94,100,58,96,82,27,92,56,65,80,72,44,100,59,54,23,399.213654
3/19/13,99,98,98,44,97,86,43,95,64,75,83,64,49,79,62,56,46,408.000702
3/20/13,97,97,92,73,97,87,62,96,57,83,83,69,35,80,60,57,51,410.745422
3/21/13,98,95,96,57,96,85,55,98,50,59,82,62,75,81,60,61,49,408.683167
3/22/13,96,85,78,70,91,87,50,98,52,64,83,60,23,72,56,59,28,413.256012
3/23/13,98,76,42,45,75,96,39,94,54,32,90,67,65,54,61,46,34,421.280945
3/24/13,97,81,48,44,72,99,45,87,56,36,86,71,58,62,61,43,45,429.166382
3/25/13,96,92,82,41,96,92,51,96,50,54,79,61,37,78,60,53,35,427.014435
3/26/13,97,93,83,65,97,91,59,98,49,48,82,58,55,75,67,56,39,435.183838
3/27/13,95,93,80,36,93,90,52,96,45,59,84,69,30,77,62,62,44,434.112823
3/28/13,96,89,75,38,90,91,60,94,67,60,85,64,37,70,65,51,31,438.471497
3/29/13,94,79,53,53,81,95,42,89,60,35,88,70,17,61,62,41,26,437.126556
3/30/13,98,77,39,62,74,93,36,84,57,26,90,64,18,54,60,41,17,441.893677
3/31/13,99,81,42,37,70,100,44,82,54,31,87,75,25,56,61,41,44,456.234924
1/1/14,97,74,26,65,65,71,44,68,47,22,81,100,19,38,100,49,22,554.481689
1/2/14,95,81,42,48,83,67,44,82,45,36,83,90,45,53,94,38,31,550.436829
1/3/14,95,78,39,50,80,68,48,85,46,30,84,91,30,52,91,39,31,556.573853
1/4/14,96,74,28,60,70,68,36,76,48,29,85,89,73,43,93,34,36,567.303589
1/5/14,95,77,34,59,66,73,38,74,48,36,81,89,61,48,88,34,37,568.484192
1/6/14,95,86,62,49,86,67,49,84,44,76,81,86,44,69,84,42,54,563.009705
1/7/14,96,90,67,47,89,68,47,88,48,61,81,80,38,71,85,48,47,562.979797
1/8/14,97,94,73,45,90,67,49,90,48,76,88,80,52,77,81,58,47,559.39325
1/9/14,97,94,79,45,89,69,48,92,47,49,87,80,38,80,81,68,66,572.553955
1/10/14,98,87,73,47,88,71,53,92,48,54,88,82,39,75,81,82,64,572.165405
1/11/14,95,74,33,57,69,69,46,80,51,41,88,87,44,47,84,49,21,575.951172
1/12/14,97,83,43,56,65,70,44,76,50,43,83,90,41,53,85,51,65,573.116821
1/13/14,96,91,83,41,90,67,47,90,44,78,83,79,47,81,76,72,59,579.677246
1/14/14,98,93,83,40,88,69,53,91,47,73,84,82,61,83,77,80,72,580.334778
1/15/14,97,95,84,42,88,70,49,91,46,71,87,83,56,83,76,71,65,577.883972
1/16/14,99,94,85,41,89,69,55,93,47,67,95,85,89,84,73,82,65,559.81665
1/17/14,98,85,76,45,86,71,48,93,48,49,100,85,30,77,72,80,70,548.558838
1/18/14,96,75,33,55,70,72,42,83,50,32,100,90,50,48,79,53,62,559.408203
1/19/14,96,80,37,49,65,73,45,77,51,49,97,80,22,49,80,48,71,551.39325
1/20/14,95,90,55,43,89,68,49,91,45,63,91,76,56,69,73,50,47,565.575073
1/21/14,96,94,78,37,89,70,52,92,49,52,90,79,42,81,70,63,75,588.279968
1/22/14,98,96,81,38,91,71,54,91,47,83,92,79,51,81,70,71,55,564.598755
1/23/14,96,93,82,43,88,68,49,91,50,76,91,80,42,83,70,82,65,566.954895
1/24/14,97,85,75,43,97,69,52,92,51,49,89,80,44,80,71,78,59,569.465515
1/25/14,95,74,35,56,76,67,39,80,51,35,92,88,49,49,75,51,40,577.814209
1/26/14,96,82,41,55,72,68,42,76,53,42,87,78,73,54,77,45,39,586.521545
1/27/14,96,92,75,35,100,65,41,89,45,77,88,81,46,82,73,56,62,584.274963
1/28/14,97,92,78,40,95,68,47,89,49,95,86,82,46,81,71,64,53,592.867798
1/29/14,97,93,81,40,90,67,48,90,51,100,90,81,51,83,68,68,71,591.129272
1/30/14,98,92,84,38,89,68,49,94,100,72,92,85,42,85,70,76,91,597.709656
1/31/14,96,83,74,44,85,67,43,92,74,71,87,84,54,78,70,74,53,599.154236
2/1/14,96,73,35,51,69,67,44,82,64,43,92,95,44,49,75,48,38,603.179138
2/2/14,94,79,43,51,64,67,33,76,61,57,86,92,59,51,72,42,58,598.92511
2/3/14,95,90,83,35,88,64,43,85,51,60,84,79,28,81,68,68,64,599.806763
2/4/14,97,95,88,42,91,67,47,91,50,82,90,82,23,88,69,71,50,599.6474
2/5/14,98,94,79,39,91,67,51,90,50,83,92,86,60,82,70,70,61,603.991089
2/6/14,95,85,79,31,89,67,52,89,47,82,86,77,70,84,58,74,66,607.722107
2/7/14,99,86,75,44,88,70,51,94,50,70,89,89,40,79,70,90,57,607.806763
2/8/14,96,74,35,61,70,69,42,80,50,44,88,91,32,48,73,47,33,607.328613
2/9/14,96,81,45,54,66,69,40,75,52,41,85,95,63,56,73,37,61,605.555237
2/10/14,96,93,88,43,91,65,46,88,47,90,86,92,82,88,67,63,68,599.099426
2/11/14,98,95,91,44,93,67,48,91,49,75,84,84,41,90,69,69,79,605.186584
2/12/14,95,97,89,53,90,68,58,89,48,71,81,86,60,89,62,71,76,606.855347
2/13/14,96,95,84,48,91,64,53,90,47,57,81,83,70,85,63,75,68,607.527832
2/14/14,97,89,67,53,86,65,40,89,45,49,80,77,73,74,63,87,52,605.126831
2/15/14,95,75,33,65,70,66,34,78,46,37,85,96,55,48,69,45,51,603.522827
2/16/14,96,81,39,63,66,67,39,77,52,38,81,94,22,52,66,59,56,597.754456
2/17/14,94,95,65,56,89,65,45,87,47,57,79,82,46,74,61,57,66,601.395813
2/18/14,95,100,81,48,91,68,51,89,52,55,79,83,37,86,61,64,53,592.309875
2/19/14,95,98,87,46,89,66,47,89,52,70,80,88,64,87,60,65,92,584.210266
2/20/14,97,94,86,49,89,68,52,92,54,69,83,94,28,91,60,72,90,593.824219
2/21/14,96,86,76,51,84,67,46,92,54,62,87,91,58,81,65,69,69,603.368408
2/22/14,95,75,36,67,68,65,40,80,51,46,94,90,49,52,66,58,44,597.385864
2/23/14,95,82,48,63,64,67,44,76,55,58,93,96,43,58,69,48,64,596.344727
2/24/14,97,95,97,47,91,65,45,91,54,69,87,88,100,94,62,71,86,589.311096
2/25/14,96,98,98,47,91,65,50,92,52,82,87,91,50,97,66,74,70,576.802979
2/26/14,99,100,98,49,91,67,48,91,55,74,92,85,64,96,65,79,100,577.196533
2/27/14,98,95,98,55,88,69,55,94,57,74,91,86,55,94,66,82,96,563.87146
2/28/14,97,89,86,61,86,69,60,93,54,70,87,92,58,87,65,85,78,556.930969
3/1/14,95,76,39,73,67,68,38,81,54,32,90,84,43,52,68,55,52,558.456787
3/2/14,93,82,49,67,64,71,47,78,57,57,86,81,48,57,66,53,62,555.445007
3/3/14,95,94,92,56,86,66,55,88,53,56,82,87,74,90,60,69,68,565.607117
3/4/14,96,96,100,54,88,66,52,91,48,65,83,88,65,95,60,70,52,565.447571
3/5/14,97,97,97,52,90,67,48,91,52,66,84,87,23,96,58,70,68,568.180054
3/6/14,98,97,97,57,90,68,47,96,57,73,85,80,56,94,61,79,85,541.652893
3/7/14,97,88,86,60,88,66,50,96,52,55,82,90,49,87,59,100,79,536.676575
3/8/14,97,76,37,75,70,67,37,85,48,38,84,86,33,51,63,62,40,553.380676
3/9/14,96,83,48,66,66,69,38,78,51,71,80,78,33,58,60,45,54,562.595398
3/10/14,97,96,93,51,94,68,49,94,50,76,78,76,47,92,62,63,75,539.468872
3/11/14,98,97,94,54,94,72,55,95,47,84,80,76,60,95,56,74,96,529.147217
3/12/14,98,95,94,48,92,72,46,93,46,95,82,87,49,94,55,71,78,531.061951
3/13/14,97,95,95,57,91,74,50,94,48,83,80,86,37,98,56,77,93,534.971252
3/14/14,97,88,82,60,88,76,47,95,52,49,80,92,29,96,57,78,49,555.016174
3/15/14,94,75,35,77,68,68,34,84,52,35,83,94,33,57,61,47,46,534.632141
3/16/14,93,81,48,71,65,71,37,78,49,66,82,83,59,62,59,44,60,527.172668
3/17/14,95,95,92,57,90,69,100,92,48,66,79,78,51,100,54,65,89,533.345703
3/18/14,97,96,92,68,92,76,56,94,47,87,80,78,41,98,57,68,86,525.497253
3/19/14,98,98,92,74,91,94,55,94,48,78,81,81,50,98,63,71,67,523.722107
3/20/14,100,95,94,81,91,100,54,95,50,75,82,73,37,96,59,98,64,514.766724
3/21/14,99,87,78,78,88,90,44,96,51,41,82,71,68,85,58,79,74,515.73407
3/22/14,94,74,36,100,69,81,39,84,51,44,84,80,40,53,62,42,50,526.255188
3/23/14,94,79,48,91,65,79,40,76,51,50,83,75,40,60,64,38,67,525.218018
3/24/14,94,92,89,71,90,76,51,91,45,75,80,74,54,94,59,66,94,529.895203
3/25/14,96,94,90,66,93,73,46,93,46,69,98,73,68,95,56,69,72,526.484558
3/26/14,97,95,92,72,93,73,46,92,49,75,94,77,48,94,60,71,85,526.364868
3/27/14,96,92,88,66,90,70,43,91,50,62,79,79,37,93,56,71,87,513.729553
3/28/14,94,84,77,71,88,68,56,94,50,59,81,79,48,86,55,72,70,508.563751
3/29/14,94,72,37,88,69,69,42,80,49,41,84,84,27,55,60,46,49,509.600891
3/30/14,93,76,48,85,65,66,48,74,44,49,79,80,64,60,62,41,53,517.309753
3/31/14,94,90,90,59,92,66,45,100,45,72,77,70,50,94,56,69,75,528.469116
1/1/15,94,67,17,100,60,58,46,53,93,5,84,82,66,35,100,28,7,531.630432
1/2/15,92,66,25,86,72,59,47,64,98,6,89,85,66,43,95,27,10,525.208069
1/3/15,93,67,24,93,65,60,40,60,97,6,90,83,59,41,92,23,9,518.556274
1/4/15,93,70,29,89,63,61,42,59,95,12,89,85,53,46,90,19,14,523.373108
1/5/15,95,82,64,72,90,60,55,73,94,60,90,78,63,74,79,27,28,512.463013
1/6/15,99,89,73,70,88,62,64,73,100,72,93,77,73,80,85,37,41,500.585632
1/7/15,97,92,70,66,90,61,64,74,95,69,89,75,74,78,79,41,36,499.727997
1/8/15,99,92,74,73,90,62,67,76,91,68,90,70,72,82,76,45,40,501.30368
1/9/15,97,86,74,77,85,63,65,75,91,71,90,78,70,81,75,70,44,494.811493
1/10/15,95,71,29,93,68,61,48,62,91,11,91,77,60,45,80,45,14,491.201416
1/11/15,93,77,38,89,63,60,46,60,92,17,89,73,53,50,77,21,19,494.821472
1/12/15,96,94,82,66,93,62,62,78,88,79,91,65,59,89,69,43,50,499.498627
1/13/15,98,94,87,70,94,64,60,78,84,83,100,68,64,92,77,46,49,500.416107
1/14/15,98,96,84,69,92,64,61,79,83,81,100,65,60,88,75,47,52,506.688873
1/15/15,99,95,88,67,91,64,60,79,78,83,94,66,65,90,68,51,52,505.512115
1/16/15,96,86,80,68,86,65,56,78,78,72,85,78,65,83,76,54,42,516.621643
1/17/15,95,71,29,89,68,62,46,66,80,12,86,74,51,45,74,31,11,532.926819
1/18/15,93,76,31,85,64,64,44,60,81,12,84,78,51,47,76,22,17,538.471619
1/19/15,95,88,50,68,91,61,55,77,78,27,81,71,57,67,70,32,27,533.744629
1/20/15,98,92,82,63,94,64,58,78,77,80,81,68,54,90,71,43,47,517.210022
1/21/15,97,95,87,60,93,64,56,78,87,86,83,74,57,90,70,47,54,508.603638
1/22/15,99,93,87,60,93,67,64,80,92,87,91,76,70,91,70,51,53,509.26181
1/23/15,97,85,78,62,88,65,59,79,94,80,89,73,68,84,69,54,50,533.056519
1/24/15,94,70,29,76,68,63,50,66,94,13,90,79,61,45,72,26,15,527.03302
1/25/15,94,77,37,78,65,65,49,61,92,17,89,73,67,51,71,22,20,527.790955
1/26/15,96,89,78,58,91,63,57,77,81,79,84,72,57,85,64,42,44,521.328674
1/27/15,97,92,76,57,93,64,66,77,85,76,90,74,75,86,67,47,48,526.135498
1/28/15,98,92,83,56,93,66,67,79,85,88,88,77,76,90,64,51,55,529.546143
1/29/15,99,92,87,57,94,65,70,79,81,89,86,71,78,92,64,54,62,526.384827
1/30/15,96,84,78,61,88,64,62,77,78,84,85,84,68,84,66,56,55,535.469849
1/31/15,93,69,31,78,70,78,46,64,82,13,88,86,58,47,71,36,16,534.502502
2/1/15,94,75,38,73,65,100,44,61,82,18,86,77,54,51,74,28,21,541.443481
2/2/15,95,88,72,57,92,96,62,74,73,70,83,77,61,83,62,44,45,547.506836
2/3/15,98,91,85,54,94,98,74,78,85,90,84,88,63,94,64,51,58,541.353699
2/4/15,99,95,89,56,95,90,65,79,93,97,85,78,59,93,61,53,67,538.22229
2/5/15,99,92,90,54,93,81,64,77,84,99,86,67,60,94,68,59,67,541.383606
2/6/15,98,86,84,61,91,77,62,80,84,93,88,82,65,88,66,63,59,537.474365
2/7/15,93,70,32,77,69,70,54,67,83,14,86,78,51,46,70,32,19,530.453613
2/8/15,93,77,40,72,65,71,50,61,86,22,84,73,63,53,78,26,29,534.622192
2/9/15,96,90,86,46,92,68,63,76,77,85,81,68,68,90,62,51,64,542.38092
2/10/15,97,95,91,54,94,69,63,78,81,98,82,71,77,98,61,55,69,553.959106
2/11/15,98,95,93,58,93,71,67,78,80,99,82,77,73,99,62,59,78,556.871094
2/12/15,98,93,93,57,93,69,61,78,85,97,82,76,63,98,62,58,75,569.775696
2/13/15,95,84,75,66,88,66,66,77,82,68,79,81,91,82,62,54,51,572.069397
2/14/15,93,69,27,78,67,61,44,63,78,11,80,88,85,42,60,41,16,571.80011
2/15/15,92,73,33,74,62,66,44,61,82,14,78,89,60,46,67,54,17,573.754761
2/16/15,94,84,56,62,88,65,56,73,82,31,76,85,66,68,56,74,36,566.130676
2/17/15,95,88,77,61,87,66,66,75,88,69,78,93,59,82,58,98,50,567.29248
2/18/15,99,89,85,61,91,68,59,79,94,81,80,88,66,88,60,100,65,553.490417
2/19/15,96,85,84,60,90,68,65,78,87,77,79,90,61,84,58,76,61,549.670898
2/20/15,95,82,74,68,88,68,64,79,87,74,80,79,69,81,59,65,55,553.989014
2/21/15,91,68,34,83,69,63,50,65,93,14,85,86,53,47,63,41,27,545.821472
2/22/15,91,75,43,79,65,65,49,62,92,23,79,77,49,55,67,37,28,552.99176
2/23/15,96,91,90,69,93,65,54,77,84,92,75,80,61,94,53,57,73,549.331787
2/24/15,98,94,96,63,95,67,60,78,91,96,75,100,70,94,57,61,76,557.968079
2/25/15,100,96,99,66,96,67,60,79,90,97,77,79,63,96,57,69,79,556.462219
2/26/15,99,93,99,65,96,69,98,78,85,98,77,72,58,97,60,64,85,558.825745
2/27/15,96,84,88,76,90,63,100,77,85,90,77,78,55,87,52,63,78,557.279968
2/28/15,93,69,35,95,69,60,54,63,83,15,76,76,61,48,64,31,24,568.628845
3/1/15,93,76,45,86,66,63,65,61,86,25,74,75,53,58,66,28,28,557.255066
3/2/15,97,92,96,64,98,63,87,78,86,95,75,77,54,96,59,51,79,553.649963
3/3/15,97,94,100,64,98,65,78,78,93,97,74,72,66,97,58,59,87,546.838684
3/4/15,96,93,97,66,97,65,73,77,88,97,75,81,67,97,57,57,85,550.518555
3/5/15,100,93,91,70,95,67,85,79,94,88,76,83,67,93,56,60,85,546.499573
3/6/15,96,84,87,73,90,64,68,79,91,91,75,72,70,87,59,63,76,541.074463
3/7/15,93,70,34,93,70,59,51,66,86,15,75,78,83,48,62,31,25,534.063721
3/8/15,95,78,43,88,66,62,46,63,98,24,72,73,87,56,60,31,33,535.295349
3/9/15,97,95,95,63,99,65,60,78,87,95,73,68,70,99,58,51,81,535.549622
3/10/15,100,97,98,64,98,66,68,79,89,96,75,73,68,100,66,62,89,540.127075
3/11/15,99,96,92,64,96,67,64,77,89,93,76,71,86,97,60,68,91,539.299377
3/12/15,99,92,97,64,96,65,65,78,96,96,78,70,93,97,72,68,99,538.531433
3/13/15,96,84,83,70,91,65,56,79,89,78,78,72,99,88,67,65,73,537.693787
3/14/15,92,69,31,92,68,63,49,66,91,13,79,73,100,48,71,35,21,528.937805
3/15/15,92,76,43,83,65,63,48,61,90,22,77,68,69,55,67,32,35,531.07196
3/16/15,97,91,91,61,95,66,58,80,84,87,75,63,75,93,58,53,80,532.33844
3/17/15,99,93,94,61,96,65,66,81,84,91,76,70,68,93,59,71,84,522.615173
3/18/15,99,93,91,64,95,67,64,79,86,88,77,65,64,93,56,60,91,533.914124
3/19/15,97,90,92,62,92,65,58,78,81,91,75,65,73,92,61,65,89,532.507996
3/20/15,97,83,79,71,88,68,57,81,89,76,76,70,69,83,57,66,73,537.888245
3/21/15,92,68,33,90,66,61,43,67,83,12,77,69,54,48,65,32,28,545.502319
3/22/15,93,75,44,84,63,64,41,62,90,22,76,70,56,54,62,31,37,563.512878
3/23/15,97,93,91,61,95,66,57,79,77,95,76,62,61,96,62,55,84,555.369995
3/24/15,98,94,95,61,95,70,61,80,86,98,76,72,61,96,57,59,98,553.679993
3/25/15,90,100,78,83,100,69,60,76,84,65,75,77,75,88,62,69,86,549.080017
3/26/15,97,90,98,74,93,70,62,83,86,100,75,70,59,97,57,68,100,537.340027
3/27/15,96,84,80,71,88,66,56,78,87,82,74,66,60,83,58,60,76,537.900024
3/28/15,92,71,29,91,66,65,43,67,85,12,75,66,85,44,56,32,24,540.780029
3/29/15,93,74,42,84,62,63,40,61,86,20,73,72,58,53,57,28,36,530.799988
3/30/15,93,89,86,62,93,66,53,79,78,76,72,64,66,87,54,44,85,524.219971
3/31/15,99,90,87,63,93,69,64,100,92,78,75,71,65,90,58,51,81,530.700012
1/1/16,86,67,14,100,52,85,54,59,44,4,72,89,57,31,94,45,5,538.219971
1/2/16,86,67,17,83,60,89,55,67,44,5,80,91,47,37,98,37,7,535.700012
1/3/16,86,69,22,77,60,90,56,66,48,9,79,79,45,40,90,37,10,529.039978
1/4/16,92,82,52,62,87,88,75,89,45,57,81,90,49,70,88,52,40,529.619995
1/5/16,95,91,64,60,89,91,79,92,49,77,85,89,50,78,96,66,54,538.400024
1/6/16,97,93,69,62,87,95,85,92,48,84,86,85,63,80,84,67,63,533.849976
1/7/16,97,94,74,64,89,95,82,95,50,86,84,85,100,86,84,80,70,741.840027
1/8/16,94,87,73,65,86,95,84,94,48,84,84,88,97,82,90,80,69,742.580017
1/9/16,87,73,21,80,64,86,61,74,48,10,82,79,94,40,89,44,12,743.619995
1/10/16,85,76,27,77,60,86,61,69,46,15,78,73,69,45,84,34,18,726.390015
1/11/16,96,93,73,60,91,89,78,92,47,82,80,68,57,84,79,68,67,714.469971
1/12/16,99,98,78,61,92,92,93,97,47,85,87,75,60,89,79,77,71,716.030029
1/13/16,99,98,79,62,93,94,93,97,49,86,86,79,66,87,96,76,74,726.070007
1/14/16,96,95,82,68,89,96,86,96,52,88,84,72,67,88,87,81,77,700.559998
1/15/16,94,87,74,68,84,91,86,97,54,80,86,79,57,81,84,86,67,714.719971
1/16/16,85,72,21,82,64,87,58,74,46,10,87,75,55,39,89,38,12,694.450012
1/17/16,84,76,23,78,59,88,60,68,47,10,80,75,53,42,84,36,14,701.789978
1/18/16,90,92,39,65,89,91,78,95,51,23,80,72,45,61,76,48,27,698.450012
1/19/16,96,99,77,61,93,94,95,99,51,85,83,78,48,88,81,73,70,706.590027
1/20/16,96,99,79,62,91,97,97,96,49,84,82,77,45,85,78,72,71,725.25
1/21/16,98,98,82,65,91,100,92,98,52,90,85,72,48,89,85,79,75,711.669983
1/22/16,96,89,74,68,86,95,96,97,51,79,85,71,50,80,79,100,67,713.039978
1/23/16,84,72,22,76,64,89,74,74,48,11,82,80,45,41,90,50,13,699.98999
1/24/16,84,77,28,73,60,91,68,69,50,15,79,68,45,45,78,41,15,730.960022
1/25/16,93,95,72,60,90,96,91,94,50,81,80,74,45,82,84,69,58,742.950012
1/26/16,99,98,79,63,90,97,97,99,52,86,83,76,45,87,82,83,68,752
1/27/16,97,99,80,60,93,97,94,100,52,88,85,79,52,89,100,77,75,764.650024
1/28/16,97,97,85,62,93,97,100,98,54,90,87,73,68,90,84,88,76,726.950012
1/29/16,93,89,76,65,88,95,96,96,53,86,100,72,53,83,79,86,68,708.01001
1/30/16,87,71,23,79,66,87,70,76,51,10,96,79,50,42,87,50,12,683.570007
1/31/16,86,76,30,70,63,92,65,71,53,15,88,71,50,47,96,46,17,682.73999
2/1/16,95,96,80,58,97,93,85,92,48,92,91,71,44,90,82,68,67,678.109985
2/2/16,96,98,83,57,96,94,91,95,48,95,91,75,45,91,85,80,74,684.119995
2/3/16,97,99,85,58,96,96,99,95,50,96,90,74,43,92,70,85,80,683.109985
2/4/16,98,96,91,59,94,96,99,96,52,100,89,74,37,94,80,94,85,682.400024
2/5/16,93,86,78,62,89,97,98,96,50,87,89,78,42,83,72,96,71,691
2/6/16,85,70,23,74,67,89,71,73,49,10,86,75,41,42,78,51,15,708.400024
2/7/16,84,75,30,75,62,88,60,69,48,14,81,70,38,45,77,45,17,697.349976
2/8/16,94,93,79,62,88,92,78,90,44,88,84,71,45,86,72,75,71,700.909973
2/9/16,96,96,91,58,90,92,97,93,49,97,85,70,41,100,82,77,81,706.460022
2/10/16,95,96,92,58,94,92,94,96,52,98,86,75,39,98,83,86,87,695.849976
2/11/16,96,96,91,58,95,95,95,97,51,99,89,67,40,96,79,99,88,699.559998
2/12/16,91,86,69,59,88,91,96,94,52,73,83,74,41,79,71,89,62,705.75
2/13/16,85,71,22,72,66,85,64,74,49,9,83,73,40,42,77,63,11,705.070007
2/14/16,84,75,24,70,61,86,59,68,48,10,78,63,36,43,72,64,14,697.77002
2/15/16,90,89,42,62,94,90,79,92,52,26,85,69,40,64,66,57,26,718.809998
2/16/16,93,95,74,55,96,92,85,94,50,75,86,71,40,85,65,74,66,718.849976
2/17/16,95,98,83,56,96,94,91,94,53,88,89,61,38,91,66,77,79,712.419983
2/18/16,95,97,85,57,95,94,86,93,52,91,86,71,37,91,72,85,81,710.890015
2/19/16,92,90,78,62,97,92,85,93,53,86,84,67,41,84,70,82,76,695.159973
2/20/16,84,74,25,74,72,87,59,73,52,11,84,71,37,44,73,52,14,693.969971
2/21/16,84,79,34,69,65,89,60,69,50,17,82,61,45,51,74,45,21,705.23999
2/22/16,95,98,91,54,99,95,84,95,50,98,84,60,45,96,77,82,84,712.820007
2/23/16,97,99,95,56,98,95,87,94,52,99,86,70,53,98,69,84,91,726.820007
2/24/16,96,99,93,57,97,97,94,95,53,94,84,60,47,96,65,84,90,730.48999
2/25/16,95,98,97,58,97,96,86,96,51,97,83,66,47,96,70,81,92,728.330017
2/26/16,94,90,87,62,93,95,89,94,52,91,81,70,47,87,69,81,86,736.090027
2/27/16,83,72,27,73,68,86,61,73,48,11,79,70,43,44,70,46,14,737.780029
2/28/16,83,80,36,68,65,89,62,69,46,18,77,72,43,51,71,44,22,737.599976
2/29/16,96,97,94,54,98,87,81,93,46,95,79,67,44,96,68,78,83,742.090027
3/1/16,97,99,94,57,100,94,88,94,48,94,82,74,54,97,66,84,94,740.75
3/2/16,96,100,95,58,98,99,86,95,50,93,82,66,46,97,65,80,92,738.059998
3/3/16,96,99,100,58,98,96,88,94,50,100,84,77,43,99,63,87,98,735.299988
3/4/16,93,90,88,60,91,96,89,96,58,91,81,71,42,88,69,88,87,733.530029
3/5/16,84,73,26,73,69,89,58,75,52,11,81,78,44,44,73,47,15,744.77002
3/6/16,84,76,34,66,64,90,60,69,52,16,77,73,40,51,71,51,22,750.530029
3/7/16,95,98,93,55,99,95,79,96,52,94,78,65,41,97,73,79,89,744.950012
3/8/16,97,99,95,56,98,97,81,97,51,96,81,65,40,98,83,89,99,749.909973
3/9/16,98,97,95,54,97,96,87,96,54,94,82,66,39,98,83,87,100,745.289978
3/10/16,96,96,96,56,97,96,87,96,54,94,82,68,43,97,77,86,98,737.799988
3/11/16,94,88,85,62,92,97,84,96,50,82,83,71,46,86,82,83,85,745.690002
3/12/16,83,71,25,74,67,87,62,75,48,10,79,69,43,44,80,41,16,740.280029
3/13/16,85,78,34,68,64,89,63,71,45,16,77,73,43,51,87,40,21,739.150024
3/14/16,95,95,84,54,100,93,83,95,49,86,79,68,42,92,82,70,85,736.099976
3/15/16,95,98,89,56,99,89,79,96,49,86,87,67,48,91,80,69,89,743.090027
3/16/16,95,96,87,57,96,91,83,95,49,83,86,69,50,91,76,73,89,751.719971
3/17/16,95,95,86,59,95,91,89,94,46,86,83,66,46,90,75,92,89,753.200012
3/18/16,92,86,75,63,89,91,81,95,47,75,82,69,48,81,71,77,77,759
3/19/16,83,70,23,72,65,87,53,75,43,9,80,64,44,42,72,43,15,766.609985
3/20/16,82,75,33,69,61,88,59,71,46,15,77,65,43,48,74,44,22,753.929993
3/21/16,95,94,78,57,93,93,83,92,45,75,79,68,40,88,72,60,73,752.669983
3/22/16,100,94,80,57,92,92,84,96,47,77,78,65,36,88,80,71,80,759.140015
3/23/16,94,94,81,58,90,93,92,98,70,74,80,71,68,86,74,68,82,718.77002
3/24/16,91,87,68,63,83,92,90,91,90,59,77,71,95,76,70,68,67,723.150024
3/25/16,85,74,38,70,69,89,71,78,100,24,77,77,78,53,80,48,29,708.140015
3/26/16,83,71,20,74,63,84,51,69,85,7,75,71,67,39,78,37,12,705.840027
3/27/16,82,75,24,68,58,91,55,64,73,8,74,68,66,40,81,39,12,691.02002
3/28/16,89,86,60,59,89,93,82,88,66,47,77,66,68,72,75,46,51,693.01001
3/29/16,93,92,71,55,96,92,83,95,60,61,77,69,61,82,73,58,66,698.210022
3/30/16,91,95,75,55,98,90,83,96,64,62,79,65,55,82,66,63,70,692.359985
3/31/16,93,92,77,58,97,90,84,97,64,64,78,100,55,83,67,64,72,695.700012
1/1/17,77,67,11,100,49,70,36,49,76,4,80,89,100,31,99,41,5,701.429993
1/2/17,82,72,21,81,74,75,45,67,77,12,90,89,82,45,99,35,10,711.119995
1/3/17,90,80,44,72,87,80,60,80,88,49,96,85,81,64,93,50,36,712.900024
1/4/17,90,85,53,71,87,84,70,82,83,66,97,100,77,71,93,55,45,723.179993
1/5/17,91,86,59,72,85,82,67,82,89,71,97,78,70,74,92,60,55,786.140015
1/6/17,90,82,57,77,78,86,69,77,88,67,95,97,79,69,100,63,55,786.900024
1/7/17,81,69,17,86,61,75,52,60,88,8,91,87,82,41,97,36,10,794.02002
1/8/17,80,74,23,82,60,81,52,59,87,12,90,84,75,45,100,35,12,806.150024
1/9/17,93,92,67,67,93,84,76,85,85,83,94,80,63,83,87,57,59,806.650024
1/10/17,95,95,71,68,93,86,80,86,92,85,98,78,67,89,85,65,68,804.789978
1/11/17,96,96,73,66,91,87,74,85,98,87,98,79,62,86,84,71,70,807.909973
1/12/17,95,95,79,67,89,87,77,86,97,92,97,76,65,87,80,75,76,806.359985
1/13/17,93,87,72,71,83,85,74,85,97,85,94,83,56,80,81,71,69,807.880005
1/14/17,80,70,18,84,60,80,53,63,96,8,89,86,65,41,87,39,10,804.609985
1/15/17,81,75,21,76,58,80,43,59,96,9,88,85,64,43,88,37,12,806.070007
1/16/17,85,89,37,64,90,81,57,83,87,22,89,68,60,63,89,47,25,802.174988
