Date,Google,Translate,Docs,Okay google,gmail,Earth,Hangout,Maps,Street View,Classroom,Chrome,Wallet,Cardboard,Drive,Nexus,Gravity,Slides,Price
1/31/10,85,83,57,25,77,82,0,73,36,61,99,49,97,64,7,3,48,269.370331
2/1/10,84,82,89,32,91,66,0,76,29,47,76,29,0,71,7,5,98,270.386536
2/2/10,88,89,90,19,93,67,0,79,30,35,87,25,38,71,7,3,37,266.53595
2/3/10,88,88,87,0,93,68,0,79,28,54,77,26,38,72,8,4,56,264.742676
2/4/10,88,85,84,20,93,70,0,81,27,72,69,39,0,66,7,5,57,262.232086
2/5/10,86,81,79,20,90,75,0,84,29,38,72,20,0,68,7,5,40,262.416412
2/6/10,87,75,56,25,81,88,0,82,33,46,87,100,49,76,7,3,49,265.350403
2/7/10,84,83,57,25,77,86,0,76,35,57,82,49,0,76,8,6,0,269.519775
2/8/10,85,87,85,19,92,73,0,81,28,47,65,29,76,72,8,3,28,271.641815
2/9/10,92,90,84,29,94,74,0,90,70,59,64,19,0,82,8,2,28,276.259521
2/10/10,100,89,86,48,97,79,100,97,86,62,65,32,38,79,7,3,65,281.051544
2/11/10,95,90,84,30,96,77,0,99,77,49,68,20,0,83,7,4,72,280.189789
2/12/10,94,82,82,63,93,80,0,99,65,39,76,0,42,77,7,5,61,279.049042
2/13/10,91,77,47,35,82,87,0,92,59,24,89,77,51,83,6,3,0,287.148682
2/14/10,88,84,53,0,79,88,0,85,50,48,83,39,51,90,6,3,0,289.484924
2/15/10,87,86,77,21,92,73,0,86,41,38,70,20,41,60,7,3,30,288.687927
2/16/10,87,86,78,100,92,70,0,85,38,25,69,40,60,76,7,3,29,280.538483
2/17/10,88,89,83,26,93,71,0,86,36,55,67,20,58,72,6,3,0,281.544708
2/18/10,88,90,81,39,92,72,0,88,36,61,69,20,39,70,5,4,58,281.72403
2/19/10,89,86,75,48,92,72,0,90,34,64,71,35,41,61,5,3,81,282.142456
2/20/10,88,81,51,25,83,82,0,85,36,35,82,33,49,81,6,2,55,278.954407
2/21/10,85,89,52,24,79,83,0,80,36,34,81,0,48,71,5,2,59,277.709076
2/22/10,86,90,85,57,95,67,0,86,31,52,63,19,74,60,5,3,27,273.474945
2/23/10,88,93,91,19,94,71,0,86,61,81,63,19,0,72,5,7,37,277.62439
2/24/10,87,94,80,32,94,71,0,86,45,100,67,19,56,61,5,3,56,280.389038
2/25/10,89,89,83,39,93,70,0,85,34,53,66,19,57,70,5,11,42,280.294403
2/26/10,87,83,73,0,91,71,0,86,38,37,66,20,0,73,5,6,44,280.174835
2/27/10,88,82,50,0,81,98,0,90,41,46,80,33,97,78,5,5,72,282.296875
2/28/10,85,91,54,0,77,89,0,79,37,44,80,56,47,71,5,2,70,282.501129
3/1/10,85,92,87,32,92,71,0,84,34,71,66,0,38,79,5,5,46,283.337982
3/2/10,87,93,87,38,95,71,0,85,35,71,68,38,76,76,5,4,42,284.438843
3/3/10,88,93,86,0,94,70,0,85,35,53,67,57,38,68,5,4,46,283.049072
3/4/10,89,95,85,33,96,72,0,87,34,48,63,19,51,71,5,4,42,280.717804
3/5/10,87,89,82,20,93,75,0,91,32,38,70,81,0,78,5,5,30,282.685425
3/6/10,85,83,52,25,81,84,0,86,37,23,85,74,49,68,5,4,55,282.052795
3/7/10,84,92,59,25,79,82,0,79,34,30,85,41,48,77,5,4,53,285.295654
3/8/10,84,94,92,19,94,66,0,83,33,53,65,19,38,79,5,3,55,292.289429
3/9/10,87,98,89,19,97,69,0,86,33,71,61,19,75,66,5,5,42,293.400269
3/10/10,90,99,94,38,96,69,0,88,35,70,62,38,0,74,5,4,55,296.538513
3/11/10,92,96,86,26,96,77,0,98,100,30,64,29,0,84,5,6,42,274.047791
3/12/10,91,90,83,60,95,79,0,100,92,74,67,30,40,74,5,4,58,274.022888
3/13/10,88,84,55,49,83,86,0,92,80,45,82,37,49,75,4,3,36,276.483673
3/14/10,87,94,60,48,78,87,0,86,75,52,84,24,94,85,5,3,35,276.115051
3/15/10,86,94,80,0,95,71,0,90,65,46,65,37,0,68,5,5,54,272.508575
3/16/10,88,95,87,29,97,72,0,93,70,53,64,0,57,74,6,3,56,271.477448
3/17/10,90,96,82,48,96,73,0,95,70,48,66,0,76,82,7,6,98,264.827362
3/18/10,91,96,84,20,98,74,0,95,69,61,70,26,39,84,6,5,43,263.542175
3/19/10,88,87,74,27,94,77,0,96,71,44,67,0,0,76,6,6,30,263.606934
3/20/10,88,85,50,42,83,87,0,95,80,54,82,25,0,89,6,5,91,265.006683
3/21/10,87,94,60,24,79,89,0,90,70,37,80,49,97,85,6,3,35,261.868439
3/22/10,90,98,89,28,95,72,0,94,60,76,65,19,37,79,6,4,28,264.309296
3/23/10,97,99,91,0,99,74,0,96,56,47,68,38,0,71,7,6,28,252.239548
3/24/10,94,100,88,19,100,71,0,93,55,60,68,19,38,80,6,5,42,253.928207
3/25/10,90,95,85,20,98,71,0,94,50,96,68,20,77,67,5,6,71,248.403915
3/26/10,91,90,78,21,97,73,0,98,49,82,69,41,41,83,5,7,70,245.649246
3/27/10,88,85,54,0,84,83,0,90,51,70,84,63,0,85,6,4,37,259.851013
3/28/10,86,92,56,25,80,82,0,86,52,39,81,33,0,73,5,2,97,301.0466
3/29/10,86,91,86,38,95,70,0,92,49,94,66,38,0,83,5,5,74,299.93576
3/30/10,88,94,89,29,96,71,0,93,47,54,66,32,0,71,5,3,65,303.397797
3/31/10,87,93,81,20,93,70,0,94,45,79,69,20,0,72,5,3,58,305.604523
1/1/11,81,67,42,40,81,85,0,78,99,20,84,44,39,85,92,24,32,307.069031
1/2/11,81,68,49,71,79,83,0,80,100,18,80,38,34,81,89,17,28,305.958191
1/3/11,80,69,73,38,93,71,0,84,82,35,71,41,82,83,99,17,22,306.854828
1/4/11,82,72,77,64,94,70,0,88,78,41,67,39,26,75,94,32,54,307.283234
1/5/11,84,74,76,55,93,72,0,90,83,54,68,20,27,93,88,28,0,307.193573
1/6/11,83,75,76,46,89,72,0,88,82,55,69,20,54,84,81,32,66,310.924591
1/7/11,83,72,73,42,89,74,0,92,84,21,69,62,27,76,77,26,45,318.620728
1/8/11,83,71,53,89,83,82,0,88,82,17,79,60,33,85,96,34,40,314.695435
1/9/11,81,76,54,97,80,81,0,83,92,32,75,47,0,81,80,25,26,312.214752
1/10/11,82,77,85,40,95,70,0,89,78,72,66,38,26,83,73,40,62,304.772644
1/11/11,84,78,82,43,94,73,79,91,78,45,64,75,25,81,82,38,34,304.399048
1/12/11,86,81,79,44,95,74,0,91,82,85,65,38,25,74,83,29,48,308.797546
1/13/11,85,81,81,62,96,73,0,93,83,59,67,38,26,90,86,28,42,307.098907
1/14/11,86,75,74,81,92,74,0,94,81,41,71,79,27,83,80,29,100,307.243378
1/15/11,82,71,49,49,80,82,100,90,84,32,80,71,0,77,84,24,38,299.372864
1/16/11,84,91,51,54,78,81,0,86,90,16,77,46,0,78,69,22,51,299.059052
1/17/11,84,100,70,39,95,69,0,91,77,38,66,37,0,74,86,16,41,304.37912
1/18/11,87,96,83,34,94,70,0,92,77,45,66,37,25,65,75,23,51,304.85733
1/19/11,89,95,85,77,94,70,0,95,77,70,68,0,25,79,85,21,61,303.93576
1/20/11,88,88,81,26,95,72,0,96,74,91,67,38,51,73,73,20,62,304.349213
1/21/11,87,79,76,45,93,70,83,96,77,27,68,20,26,80,74,22,57,305.998047
1/22/11,85,77,51,98,84,82,0,94,80,16,79,58,47,74,85,22,63,308.0354
1/23/11,84,85,57,80,81,82,0,87,94,63,74,34,31,71,79,18,33,307.098907
1/24/11,83,82,80,51,97,69,0,91,77,19,64,54,25,69,70,17,50,307.069031
1/25/11,86,84,87,34,96,71,0,92,81,25,66,46,50,74,74,68,91,311.083984
1/26/11,86,82,83,51,95,68,0,92,71,51,65,28,100,81,74,100,41,312.902161
1/27/11,86,82,79,65,96,69,0,94,70,65,67,38,51,77,72,59,48,310.909637
1/28/11,87,76,75,69,95,73,0,95,83,54,68,39,27,91,66,47,85,310.944489
1/29/11,86,72,55,53,86,79,0,92,81,16,80,23,60,83,58,41,33,311.462555
1/30/11,86,78,58,91,82,80,0,85,82,23,79,55,0,71,66,38,36,313.863556
1/31/11,87,78,91,97,98,69,0,90,79,84,68,53,24,73,59,29,51,303.965668
2/1/11,90,80,92,49,97,72,0,92,83,43,71,44,0,82,70,36,26,304.518585
2/2/11,92,82,83,49,97,73,0,93,90,36,73,53,48,81,73,47,49,303.273254
2/3/11,91,81,86,75,97,73,0,94,86,81,72,18,37,76,71,37,66,303.880981
2/4/11,93,75,80,26,97,77,0,97,83,39,80,28,51,84,67,38,21,305.554718
2/5/11,90,72,57,31,85,81,0,91,91,31,93,23,45,83,76,41,37,299.258301
2/6/11,88,79,58,46,81,80,0,86,86,23,88,0,0,90,68,44,24,299.273254
2/7/11,89,81,88,37,97,71,0,91,73,61,76,45,0,87,69,40,39,303.641876
2/8/11,94,84,93,63,97,72,0,94,75,100,74,27,24,93,82,68,72,299.188568
2/9/11,90,85,88,34,96,69,78,94,74,50,75,18,37,86,68,57,71,294.725311
2/10/11,88,84,89,69,98,69,0,94,73,45,74,19,25,83,63,46,75,295.049072
2/11/11,90,80,79,54,96,70,0,100,73,20,75,29,26,80,76,49,49,294.78009
2/12/11,87,74,51,85,83,77,0,94,75,16,86,0,31,87,68,59,38,289.066498
2/13/11,86,84,59,52,82,80,0,87,80,39,80,45,30,91,70,59,73,287.278198
2/14/11,89,84,89,34,99,64,0,94,73,82,67,37,25,77,62,35,40,283.930756
2/15/11,88,81,91,57,98,65,0,92,69,55,80,53,59,84,69,35,32,283.716553
2/16/11,89,84,91,50,98,67,0,93,68,44,81,55,0,73,60,33,20,277.509827
2/17/11,90,83,91,26,98,68,0,94,62,32,81,28,0,81,60,30,40,279.631866
2/18/11,89,79,80,71,96,72,0,98,62,60,86,39,26,91,61,36,74,279.482422
2/19/11,89,73,57,42,85,77,0,95,69,47,100,57,31,82,52,31,33,287.173615
2/20/11,86,88,62,72,81,77,0,87,67,38,93,23,0,92,70,31,36,287.582062
2/21/11,86,91,81,25,98,68,0,93,62,50,81,27,0,87,57,34,72,289.993042
2/22/11,89,89,93,63,97,70,0,95,60,43,81,18,0,83,59,31,49,292.349213
2/23/11,89,90,90,38,97,69,0,93,59,56,81,36,74,79,64,33,40,288.787567
2/24/11,89,83,87,59,96,68,0,94,61,51,81,28,25,86,62,28,67,286.605743
2/25/11,88,80,83,40,96,69,0,96,65,46,84,19,26,91,65,29,55,289.778839
2/26/11,87,76,58,73,84,75,0,93,61,23,94,45,0,76,58,25,37,289.833618
2/27/11,85,84,60,30,80,73,0,86,66,30,91,44,30,87,66,21,60,292.284454
2/28/11,86,84,88,66,99,62,0,89,59,43,75,45,48,73,65,21,49,294.795044
3/1/11,88,87,92,25,99,64,0,90,56,67,80,27,0,81,72,23,52,292.742737
3/2/11,90,87,96,75,98,68,0,87,56,25,75,27,74,71,63,25,79,283.482452
3/3/11,93,83,87,64,98,65,0,84,53,38,77,28,74,88,61,24,47,286.017944
3/4/11,92,78,86,27,96,66,0,87,59,46,74,19,26,87,64,29,28,288.917053
3/5/11,93,75,55,74,81,76,0,82,58,55,89,34,0,86,69,28,25,288.000488
3/6/11,90,86,62,31,78,73,0,75,63,55,85,57,0,93,66,26,42,287.606964
3/7/11,91,86,89,26,96,66,0,81,60,70,73,56,50,85,60,22,27,284.239594
3/8/11,93,86,94,39,95,66,0,82,55,70,74,19,38,92,75,23,47,287.064026
3/9/11,94,85,92,42,95,64,0,82,52,62,84,73,49,79,75,20,33,288.174835
3/10/11,93,83,90,37,95,65,0,83,54,68,84,55,24,86,61,27,79,264.359131
3/11/11,98,77,78,86,92,100,0,93,53,57,81,46,25,75,69,27,40,262.43631
3/12/11,95,69,52,32,80,94,0,83,59,31,90,45,31,78,54,23,62,259.791229
3/13/11,92,75,57,42,78,95,0,77,64,47,83,57,60,65,67,19,33,261.883392
3/14/11,93,77,82,52,97,83,0,83,54,46,75,19,51,72,68,26,41,261.56958
3/15/11,95,83,85,38,98,83,77,85,52,31,75,18,24,76,71,46,33,261.544678
3/16/11,96,83,90,66,96,81,0,85,56,68,81,27,36,71,100,37,65,265.415161
3/17/11,96,84,88,51,96,76,0,85,53,69,80,18,25,83,77,38,60,267.875946
3/18/11,93,75,76,40,94,75,0,86,51,53,80,38,51,76,85,32,42,267.98053
3/19/11,93,71,50,52,80,79,0,80,51,46,90,23,30,94,75,31,25,271.034088
3/20/11,92,80,64,51,78,78,0,75,62,30,86,22,45,96,75,33,57,268.274445
3/21/11,93,84,91,58,98,69,76,81,59,43,74,54,24,73,85,33,39,265.948151
3/22/11,94,85,92,100,100,69,0,84,62,50,77,36,0,81,84,28,39,266.894623
3/23/11,96,85,93,25,97,66,0,84,54,50,78,0,48,83,67,31,46,266.137451
3/24/11,100,85,85,51,97,67,0,85,54,69,80,55,25,73,76,35,40,266.650543
3/25/11,95,77,73,53,95,68,0,85,52,26,80,77,39,72,66,28,28,267.83609
3/26/11,93,72,56,78,82,77,0,81,57,31,91,22,30,81,72,26,49,270.316772
3/27/11,92,79,65,76,81,76,93,74,56,0,85,22,30,100,68,33,24,331.462585
3/28/11,93,83,96,49,99,64,0,82,47,60,71,35,24,84,65,24,58,332.892242
3/29/11,95,85,97,33,100,67,0,82,49,74,73,71,24,94,72,30,39,328.274536
3/30/11,96,86,100,62,97,66,0,82,53,68,70,18,24,93,81,25,30,323.796326
3/31/11,99,84,97,50,98,66,0,84,57,75,72,100,0,89,81,36,33,310.06778
1/1/12,91,79,37,91,78,97,51,74,50,48,87,59,35,48,100,79,64,310.406525
1/2/12,88,79,52,35,90,87,33,84,41,37,87,55,53,38,89,60,16,311.811249
1/3/12,88,84,69,78,91,83,61,89,40,34,85,52,76,43,93,57,26,313.644379
1/4/12,88,87,73,58,92,83,36,90,42,51,90,55,38,38,100,58,30,311.328064
1/5/12,89,89,72,46,92,87,30,90,39,23,88,71,75,35,87,51,31,313.116364
1/6/12,90,83,71,41,90,91,19,88,43,83,92,56,27,38,92,63,32,315.273285
1/7/12,90,80,47,100,79,94,43,86,42,34,100,61,30,39,89,57,45,318.590851
1/8/12,87,86,54,30,78,97,28,82,44,26,94,56,57,38,92,48,69,291.900879
1/9/12,89,90,83,50,96,82,53,90,38,66,84,49,48,36,89,47,66,291.666748
1/10/12,89,93,84,44,95,83,64,89,40,55,84,55,32,34,87,49,24,289.380341
1/11/12,93,96,86,63,96,86,59,95,46,55,85,62,48,40,87,56,73,283.681702
1/12/12,91,94,87,57,95,85,71,94,55,44,85,66,24,47,90,51,45,282.989288
1/13/12,91,88,77,46,93,87,37,94,50,40,86,48,25,39,83,47,46,288.907104
1/14/12,89,78,49,61,79,93,21,90,54,40,94,63,69,40,87,42,36,287.766388
1/15/12,89,86,53,45,76,96,35,83,49,26,89,56,0,35,82,37,26,288.971863
1/16/12,88,90,70,25,95,83,47,91,50,22,82,52,40,37,77,36,15,289.330505
1/17/12,91,94,86,50,95,84,29,92,51,66,82,54,48,39,91,39,63,291.462524
1/18/12,100,96,85,56,93,85,52,92,47,92,83,55,31,41,73,48,53,297.051575
1/19/12,93,93,88,31,95,85,53,91,49,71,83,49,36,37,74,48,34,303.407745
1/20/12,92,86,79,39,92,88,42,94,47,51,83,55,66,34,79,51,40,302.252075
1/21/12,90,79,50,37,79,95,55,86,53,26,88,56,57,35,79,46,23,303.786346
1/22/12,88,86,54,88,76,96,62,82,55,39,83,49,37,38,72,43,40,304.588318
1/23/12,88,91,85,37,94,84,40,92,47,70,73,48,35,29,69,46,53,301.8237
1/24/12,91,95,88,44,96,86,52,93,48,65,74,53,40,39,71,57,58,304.95694
1/25/12,92,95,88,74,94,86,81,98,46,60,74,54,48,36,70,52,44,303.741516
1/26/12,92,92,87,38,93,89,77,97,46,100,79,61,37,36,67,51,45,301.649353
1/27/12,92,97,80,39,93,95,43,97,48,51,81,64,88,38,76,53,31,302.127563
1/28/12,92,85,49,68,80,100,28,91,51,53,90,65,39,36,67,54,27,301.191071
1/29/12,90,90,60,96,77,100,55,84,56,46,86,61,100,37,74,50,41,305.853577
1/30/12,89,95,86,67,96,88,51,91,46,86,76,59,39,38,68,43,21,302.8349
1/31/12,91,96,90,67,97,86,63,91,48,70,76,56,58,38,64,44,33,301.923309
2/1/12,88,95,94,74,97,84,34,90,46,81,77,50,39,38,70,42,33,303.811249
2/2/12,89,94,92,49,95,85,35,90,47,49,77,59,40,35,66,43,48,303.517334
2/3/12,89,88,82,51,93,86,60,94,49,79,77,91,37,40,68,44,30,308.040375
2/4/12,87,79,49,52,80,92,35,86,49,19,86,72,48,39,77,39,52,307.970642
2/5/12,88,85,57,51,76,94,48,81,51,52,84,67,28,40,66,66,51,310.037903
2/6/12,88,94,91,49,97,81,51,87,39,54,75,53,23,38,64,52,43,309.465057
2/7/12,93,97,94,36,96,84,45,91,41,53,79,54,35,37,62,52,29,305.978119
2/8/12,93,98,98,37,97,84,34,92,39,86,80,52,59,35,66,45,57,301.350464
2/9/12,92,98,92,68,96,85,23,93,41,92,85,70,24,86,65,49,43,302.267029
2/10/12,91,90,89,51,94,87,24,93,42,45,87,74,37,78,68,52,35,302.436401
2/11/12,89,78,55,74,79,91,48,86,43,39,94,65,42,56,64,40,40,299.004272
2/12/12,89,84,56,79,74,93,53,76,41,50,86,67,54,50,63,100,44,301.445099
2/13/12,88,91,92,30,96,77,39,88,40,42,76,64,38,52,70,55,66,307.736542
2/14/12,96,98,93,56,96,79,52,90,38,71,76,62,35,43,58,57,48,306.844879
2/15/12,91,96,92,62,97,80,40,89,38,38,92,64,31,52,57,47,43,309.405273
2/16/12,92,94,95,31,96,84,29,93,41,93,82,64,55,51,65,42,39,311.352966
2/17/12,90,87,84,78,93,87,36,94,41,46,80,50,33,75,70,42,68,315.806274
2/18/12,89,80,50,60,80,91,56,89,42,33,90,49,43,54,58,45,58,315.562195
2/19/12,87,86,53,67,76,92,42,81,44,46,87,57,29,42,69,40,52,318.795074
2/20/12,89,94,75,57,94,85,47,88,40,78,76,55,56,43,54,50,29,321.818756
2/21/12,90,98,95,57,95,83,35,91,48,83,75,61,36,57,60,52,34,320.095215
2/22/12,96,100,92,43,97,85,29,92,47,64,76,56,63,51,57,70,43,323.452606
2/23/12,93,95,95,43,97,84,29,94,46,43,77,53,24,41,53,52,77,322.301941
2/24/12,89,89,81,44,94,82,47,95,43,61,77,56,36,47,66,47,35,326.655609
2/25/12,90,80,51,66,79,89,41,90,43,45,89,45,56,49,62,42,29,322.994324
2/26/12,89,87,62,51,77,90,68,81,50,64,84,52,37,44,63,47,43,319.422729
2/27/12,89,96,93,48,97,78,84,89,37,64,73,51,46,51,63,39,47,322.252106
2/28/12,91,99,98,42,98,80,51,90,37,74,73,52,81,41,61,42,47,320.110138
2/29/12,96,100,100,61,99,84,57,93,34,64,75,57,35,46,60,43,36,316.389099
3/1/12,93,100,99,90,100,81,54,94,34,84,78,57,62,40,58,41,65,314.97937
3/2/12,90,92,85,73,97,87,49,96,68,29,78,59,51,38,60,42,57,314.242157
3/3/12,88,81,52,46,82,92,100,92,63,47,86,43,59,48,61,35,54,312.259583
3/4/12,87,93,59,23,79,94,50,83,60,33,81,60,29,35,60,31,71,316.792572
3/5/12,87,97,97,31,99,83,64,94,45,71,76,54,32,41,59,33,44,324.28949
3/6/12,91,97,93,24,98,82,45,92,44,58,72,62,46,43,63,37,33,311.133789
3/7/12,94,95,92,96,96,80,22,91,41,37,76,93,58,37,66,35,66,301.903381
3/8/12,97,96,94,31,95,83,17,92,36,43,74,79,24,40,70,42,73,303.646851
3/9/12,93,89,81,83,94,86,54,95,43,45,77,100,49,42,66,38,65,302.59082
3/10/12,91,80,49,73,79,88,41,89,39,32,84,92,37,39,68,34,57,298.531036
3/11/12,92,88,58,94,77,88,41,82,39,51,78,78,56,42,65,28,85,296.917084
3/12/12,91,98,92,48,99,82,56,91,34,85,70,76,31,40,63,33,38,297.684204
3/13/12,93,100,91,66,97,79,62,91,36,84,72,71,92,41,64,35,42,299.51236
3/14/12,93,99,89,43,97,81,51,91,36,70,74,50,0,41,64,46,100,303.721588
3/15/12,93,96,92,37,98,82,58,93,32,93,73,55,87,41,52,42,48,306.585846
3/16/12,91,89,80,39,94,84,42,94,40,57,73,57,49,37,62,37,30,306.341766
3/17/12,92,82,49,67,80,87,35,89,37,39,80,51,56,41,73,53,64,301.295685
3/18/12,91,89,57,58,75,89,27,80,39,83,75,54,70,43,65,34,63,301.086456
3/19/12,91,98,95,49,97,82,40,90,35,75,70,55,35,42,68,37,62,302.496185
3/20/12,94,98,97,61,98,84,51,93,33,59,71,55,59,39,71,47,76,304.369141
3/21/12,92,99,94,55,96,82,40,91,37,64,67,66,58,40,67,37,66,297.370392
3/22/12,93,94,97,74,97,84,29,95,100,65,70,65,56,46,64,36,58,302.640625
3/23/12,94,90,88,39,94,83,55,100,86,86,74,65,33,39,56,40,30,305.250854
3/24/12,90,81,51,60,78,85,35,94,73,53,81,56,58,40,64,35,79,303.437653
3/25/12,90,88,62,52,77,85,28,83,62,26,77,58,43,39,64,27,47,305.684235
3/26/12,90,98,92,18,100,81,28,95,67,32,68,57,23,38,55,33,52,301.484955
3/27/12,97,99,96,55,98,81,51,95,67,69,71,67,47,45,63,40,71,300.872253
3/28/12,93,99,94,43,97,81,57,94,56,54,77,54,40,47,69,36,43,304.413971
3/29/12,92,96,89,50,96,81,58,94,51,65,73,62,40,46,74,35,44,360.274597
3/30/12,91,90,82,26,93,82,31,97,51,63,75,53,25,100,72,36,25,360.483826
3/31/12,90,78,50,52,77,90,42,99,45,52,82,61,57,100,71,33,35,367.607117
1/1/13,95,80,38,62,69,94,39,76,37,35,84,74,42,44,99,58,27,366.003143
1/2/13,92,81,59,62,82,85,65,88,39,19,85,73,42,54,98,57,6,365.280823
1/3/13,92,84,67,45,83,89,53,93,36,29,85,72,60,55,100,77,15,367.681824
1/4/13,93,82,63,59,82,92,39,94,37,54,84,65,55,53,97,67,28,369.35556
1/5/13,95,77,41,51,69,92,42,86,38,24,89,63,37,45,90,51,15,368.613342
1/6/13,94,82,48,83,67,94,46,81,41,46,85,67,31,49,91,95,24,360.274597
1/7/13,93,92,81,57,88,85,38,92,38,47,79,59,42,60,87,68,23,361.111481
1/8/13,93,94,88,49,87,88,43,93,34,48,81,62,47,60,82,100,28,356.259644
1/9/13,93,97,88,56,87,88,59,95,34,57,85,58,36,63,78,63,28,354.331879
1/10/13,94,96,90,78,89,94,35,95,37,72,84,60,31,64,76,71,35,350.939606
1/11/13,92,91,81,74,85,93,57,97,34,57,87,54,38,58,72,71,42,350.12265
1/12/13,93,78,44,69,69,95,34,87,39,38,96,55,25,48,77,49,26,369.36554
1/13/13,97,89,53,65,67,96,53,83,42,35,96,55,36,51,78,42,24,375.696808
1/14/13,93,96,92,49,87,87,53,94,35,36,89,58,41,64,73,51,24,375.427795
1/15/13,93,98,91,45,89,88,58,94,35,40,90,51,46,62,70,53,28,373.963287
1/16/13,100,99,91,52,89,88,32,97,41,50,91,56,61,62,72,76,46,375.4328
1/17/13,94,98,91,71,87,91,61,95,49,74,86,59,26,64,69,62,38,375.507507
1/18/13,94,89,78,54,85,93,55,97,40,35,88,53,56,61,71,64,23,376.434021
1/19/13,95,78,40,72,70,95,50,89,44,31,95,59,36,48,72,44,17,386.351868
1/20/13,92,85,46,60,67,94,56,83,42,37,91,55,27,54,73,37,18,378.092804
1/21/13,92,92,65,54,87,86,44,91,37,65,84,63,41,60,72,53,22,381.440277
1/22/13,95,96,86,48,88,91,44,94,38,53,85,56,41,65,70,58,38,383.647003
1/23/13,94,96,89,30,88,89,46,94,37,75,88,57,30,66,69,58,50,385.529938
1/24/13,93,95,88,46,86,90,58,93,37,54,88,62,31,65,67,59,100,391.218628
1/25/13,95,89,78,63,85,91,48,95,37,43,88,53,58,60,65,57,64,389.749115
1/26/13,95,79,42,65,70,94,48,89,42,43,95,64,91,46,69,42,21,388.892334
1/27/13,94,86,47,37,67,95,42,82,43,42,90,59,30,53,69,41,28,389.968292
1/28/13,94,98,83,42,88,86,50,92,36,47,83,64,45,67,66,50,43,392.439056
1/29/13,94,98,93,54,91,90,62,95,39,86,87,77,40,71,85,52,31,394.964569
1/30/13,95,98,91,90,87,90,52,94,37,80,85,90,30,64,99,60,51,401.918518
1/31/13,95,97,91,60,87,90,56,96,100,47,84,86,31,66,81,64,40,394.750366
2/1/13,93,89,85,57,86,92,73,99,71,70,88,74,32,61,80,63,31,396.279633
2/2/13,95,77,43,61,70,93,100,90,64,31,98,82,30,49,78,46,33,398.361847
2/3/13,94,85,52,64,67,95,63,82,54,37,93,62,30,50,72,39,28,393.908539
2/4/13,93,95,88,60,89,82,70,90,47,69,100,69,45,64,70,53,32,393.589722
2/5/13,95,99,97,69,90,88,60,93,54,83,92,80,30,67,79,65,38,398.396698
2/6/13,98,99,95,52,90,90,54,96,49,76,93,68,61,68,72,64,48,399.104065
2/7/13,94,97,92,61,88,90,59,94,46,60,90,71,52,70,69,66,42,401.589752
2/8/13,93,88,78,48,85,91,95,96,43,46,90,61,53,63,68,66,27,409.216156
2/9/13,96,78,43,62,70,94,51,91,45,24,95,62,55,51,71,49,21,417.734222
2/10/13,96,86,49,80,67,98,63,85,51,36,92,66,100,53,72,42,33,414.137695
2/11/13,94,93,89,37,85,88,57,92,48,56,87,64,36,63,70,54,26,414.745422
2/12/13,95,99,95,53,86,89,74,92,43,67,86,71,63,65,72,58,39,414.207458
2/13/13,94,96,92,36,89,86,59,93,42,65,86,66,31,65,67,58,38,415.851288
2/14/13,98,97,89,50,89,86,56,94,39,55,86,57,31,65,65,78,43,412.259735
2/15/13,96,88,75,57,85,92,52,96,45,54,87,75,21,64,66,69,35,411.114044
2/16/13,97,77,40,50,70,95,43,92,44,28,92,74,24,50,72,56,26,409.236084
2/17/13,95,82,43,78,67,97,45,84,46,39,89,69,36,54,70,40,28,405.629608
2/18/13,93,91,67,45,88,85,71,91,41,57,82,68,25,61,67,45,33,402.386749
2/19/13,98,97,88,36,90,89,67,96,41,54,84,65,45,67,67,64,55,404.145172
2/20/13,96,98,89,39,91,88,50,94,46,82,85,71,35,65,64,65,41,405.833832
2/21/13,98,97,89,51,90,92,64,96,46,53,87,68,15,73,63,63,39,404.115265
2/22/13,100,89,78,59,88,90,35,98,49,47,91,69,58,69,65,64,25,403.642059
2/23/13,98,80,43,84,73,91,54,89,50,53,99,71,27,53,67,46,25,403.308289
2/24/13,97,87,53,66,70,94,51,82,52,39,96,65,53,57,72,48,32,404.693115
2/25/13,96,97,95,64,92,85,74,90,37,48,87,75,40,71,63,56,46,399.831329
2/26/13,96,99,98,47,98,85,60,94,41,100,89,70,64,74,64,60,48,395.612152
2/27/13,96,100,94,65,99,87,55,95,43,75,88,77,60,76,59,57,45,399.099091
2/28/13,97,100,99,72,98,87,60,94,49,69,88,74,15,77,61,63,38,405.001953
3/1/13,97,92,87,100,95,88,66,99,46,70,87,82,37,69,61,63,39,401.594727
3/2/13,97,77,47,32,77,89,58,91,42,23,90,87,36,53,64,51,21,396.050507
3/3/13,97,86,56,80,75,92,42,86,44,43,90,100,35,57,64,52,46,390.062958
3/4/13,97,98,95,51,100,84,47,94,37,80,81,88,40,78,61,65,45,385.978271
3/5/13,95,99,96,42,98,84,59,94,38,84,84,84,75,77,59,67,35,387.373016
3/6/13,97,96,95,39,98,85,55,94,39,45,86,79,50,78,60,82,19,393.614624
3/7/13,99,95,97,41,97,89,58,97,79,53,85,80,41,75,62,72,44,393.719238
3/8/13,99,88,85,71,93,89,47,100,62,58,83,77,52,75,57,65,47,393.549866
3/9/13,98,77,43,80,75,93,51,94,64,21,92,71,47,57,69,44,30,389.505035
