"","Date","Amazon","Echo","Kindle","Order","Register","Error","Sucks","Recall"
"3705","2016-11-21",62,56,52,57,22,59,53,62
"3706","2016-11-22",61,51,48,53,37,94,34,44
"3707","2016-11-23",63,53,54,51,30,47,81,49
"3708","2016-11-24",70,59,64,59,33,67,49,19
"3709","2016-11-25",100,72,91,74,37,74,63,37
"3710","2016-11-26",74,57,70,68,40,50,100,26
"3711","2016-11-27",73,59,68,73,36,74,69,35
"3712","2016-11-28",85,69,68,84,52,72,65,43
"3713","2016-11-29",67,62,54,78,40,35,79,100
"3714","2016-11-30",61,56,49,74,29,54,67,97
"3715","2016-12-01",61,56,47,69,34,48,54,35
"3716","2016-12-02",60,55,45,72,31,71,55,27
"3717","2016-12-03",63,51,51,65,33,83,54,20
"3718","2016-12-04",68,56,54,75,31,62,38,46
"3719","2016-12-05",64,58,49,78,43,71,33,18
"3720","2016-12-06",65,60,48,73,30,43,60,31
"3721","2016-12-07",62,57,45,73,38,52,53,58
"3722","2016-12-08",63,57,47,66,40,38,27,32
"3723","2016-12-09",61,54,45,63,26,34,29,10
"3724","2016-12-10",61,52,49,61,29,42,35,35
"3725","2016-12-11",70,58,58,74,39,56,56,11
"3726","2016-12-12",68,61,50,72,39,59,20,36
"3727","2016-12-13",66,61,47,78,34,42,33,53
"3728","2016-12-14",68,59,50,76,28,43,60,61
"3729","2016-12-15",65,61,42,69,36,67,61,36
"3730","2016-12-16",65,63,49,75,30,42,50,43
"3731","2016-12-17",69,62,56,81,52,65,64,21
"3732","2016-12-18",72,67,57,76,48,53,63,57
"3733","2016-12-19",67,66,52,81,38,61,75,18
"3734","2016-12-20",65,68,50,74,31,48,55,37
"3735","2016-12-21",62,65,50,78,32,51,50,24
"3736","2016-12-22",57,62,52,74,37,62,50,10
"3737","2016-12-23",52,62,51,72,36,38,61,30
"3738","2016-12-24",49,61,64,62,51,75,43,45
"3739","2016-12-25",61,100,100,62,100,87,62,23
"3740","2016-12-26",64,91,87,74,92,71,61,30
"3741","2016-12-27",61,75,68,71,66,55,57,42
"3742","2016-12-28",60,78,62,72,50,57,57,24
"3743","2016-12-29",57,70,60,62,43,68,72,14
"3744","2016-12-30",57,61,59,64,60,100,60,20
"3745","2016-12-31",48,60,49,57,42,60,67,17
"3746","2017-01-01",91,100,90,38,64,37,39,39
"3747","2017-01-02",100,95,100,57,100,33,32,33
"3748","2017-01-03",97,92,87,57,60,47,15,36
"3749","2017-01-04",94,95,86,46,54,39,38,22
"3750","2017-01-05",90,92,75,60,69,41,84,48
"3751","2017-01-06",89,90,74,49,58,40,79,54
"3752","2017-01-07",95,86,81,50,79,39,51,34
"3753","2017-01-08",97,83,88,42,59,42,17,64
"3754","2017-01-09",90,88,72,49,62,37,59,42
"3755","2017-01-10",89,83,72,48,71,30,15,61
"3756","2017-01-11",90,83,69,49,37,28,29,42
"3757","2017-01-12",88,85,69,51,50,32,30,100
"3758","2017-01-13",87,84,67,100,52,31,30,97
"3759","2017-01-14",91,77,71,52,58,35,34,90
"3760","2017-01-15",95,75,79,53,55,29,59,58
"3761","2017-01-16",87,81,72,46,68,45,15,64
"3762","2017-01-17",86,80,72,49,53,20,51,55
"3763","2017-01-18",85,81,67,51,54,27,37,54
"3764","2017-01-19",82,79,63,47,59,23,29,71
"3765","2017-01-20",87,76,59,49,58,36,15,25
"3766","2017-01-21",91,73,68,46,40,29,42,40
"3767","2017-01-22",96,71,77,45,57,21,59,55
"3768","2017-01-23",87,79,72,47,44,47,15,33
"3769","2017-01-24",82,77,66,47,65,20,15,48
"3770","2017-01-25",82,78,64,48,54,35,37,52
"3771","2017-01-26",81,79,66,40,54,27,37,34
"3772","2017-01-27",79,78,59,44,45,35,45,34
"3773","2017-01-28",86,74,67,43,63,35,43,42
"3774","2017-01-29",89,73,75,49,43,50,67,40
"3775","2017-01-30",83,79,59,46,36,20,37,28
"3776","2017-01-31",82,79,64,52,48,36,44,23
"3777","2017-02-01",80,76,58,44,54,34,14,52
"3778","2017-02-02",82,83,62,42,73,20,59,21
"3779","2017-02-03",81,78,62,43,35,38,61,31
"3780","2017-02-04",84,70,69,48,66,25,92,29
"3781","2017-02-05",88,69,76,47,44,39,33,43
"3782","2017-02-06",81,77,65,44,49,16,36,22
"3783","2017-02-07",80,75,61,45,45,33,65,39
"3784","2017-02-08",81,76,63,43,48,38,29,12
"3785","2017-02-09",79,75,67,44,39,43,44,45
"3786","2017-02-10",78,75,64,48,37,22,30,30
"3787","2017-02-11",83,70,76,43,56,25,34,39
"3788","2017-02-12",86,68,75,43,47,43,83,63
"3789","2017-02-13",78,77,59,48,44,24,36,34
"3790","2017-02-14",75,75,62,51,47,30,36,12
"3791","2017-02-15",76,74,65,46,46,27,37,29
"3792","2017-02-16",75,72,56,42,44,25,22,38
"3793","2017-02-17",76,73,58,39,37,26,38,39
"3794","2017-02-18",81,68,72,45,42,19,34,39
"3795","2017-02-19",84,66,73,44,44,25,100,43
"3796","2017-02-20",80,75,67,43,51,22,29,43
"3797","2017-02-21",78,75,64,41,42,39,36,37
"3798","2017-02-22",79,78,61,50,45,18,22,43
"3799","2017-02-23",77,80,62,43,43,32,44,40
"3800","2017-02-24",77,75,58,40,45,26,31,29
"3801","2017-02-25",80,68,62,42,50,27,43,36
"3802","2017-02-26",85,70,70,43,51,25,34,35
"3803","2017-02-27",80,77,61,44,46,22,73,51
"3804","2017-02-28",86,77,67,53,47,100,37,45
"3805","2017-03-01",82,75,64,49,42,46,14,59
"3806","2017-03-02",80,77,57,47,46,28,36,58
"3807","2017-03-03",80,77,58,52,29,46,30,57
"3808","2017-03-04",84,69,67,44,50,24,49,56
"3809","2017-03-05",89,71,68,48,51,15,25,42
"3810","2017-03-06",81,78,58,46,49,26,21,25
"3811","2017-03-07",80,78,61,42,47,29,14,50
"3812","2017-03-08",78,80,54,45,51,28,29,36
"3813","2017-03-09",76,76,51,44,39,31,65,71
"3814","2017-03-10",77,77,53,45,46,31,52,29
"3815","2017-03-11",80,72,62,47,48,38,33,56
"3816","2017-03-12",84,70,65,39,47,11,16,48
"3817","2017-03-13",78,75,60,40,43,23,36,34
"3818","2017-03-14",77,75,56,44,43,31,36,55
"3819","2017-03-15",77,74,57,46,44,26,50,17
"3820","2017-03-16",74,74,54,40,27,25,43,34
"3821","2017-03-17",74,72,54,40,59,29,46,39
"3822","2017-03-18",79,68,57,41,35,32,58,48
"3823","2017-03-19",84,70,61,38,62,30,33,33
"3824","2017-03-20",78,76,54,39,50,28,29,32
"3825","2017-03-21",77,76,56,41,49,25,58,26
"3826","2017-03-22",78,74,57,39,30,43,50,46
"3827","2017-03-23",79,77,56,44,46,18,51,31
"3828","2017-03-24",76,72,54,46,41,21,46,36
"3829","2017-03-25",79,71,60,39,49,31,43,39
"3830","2017-03-26",84,72,62,42,56,17,42,36
"3831","2017-03-27",78,75,55,42,58,39,29,39
"3832","2017-03-28",77,74,63,48,37,39,36,34
"3833","2017-03-29",78,74,66,43,50,35,44,30
"3834","2017-03-30",80,76,62,44,48,30,52,37
"3835","2017-03-31",78,72,63,50,40,33,15,45
