"","Date","Amazon","Echo","Kindle","Order","Register","Error","Sucks","Recall"
"1","2006-10-01",66,65,0,36,67,0,0,66
"2","2006-10-02",59,81,0,25,0,0,0,0
"3","2006-10-03",59,81,0,58,46,0,52,0
"4","2006-10-04",59,89,0,16,0,0,0,0
"5","2006-10-05",58,89,17,59,0,44,0,0
"6","2006-10-06",58,75,0,18,50,0,0,100
"7","2006-10-07",60,78,0,73,0,0,0,0
"8","2006-10-08",63,77,0,24,67,0,75,0
"9","2006-10-09",57,76,0,33,0,44,51,0
"10","2006-10-10",57,87,0,24,0,0,0,0
"11","2006-10-11",56,80,0,32,45,84,100,45
"12","2006-10-12",57,92,100,51,47,0,0,0
"13","2006-10-13",58,75,9,18,50,0,0,0
"14","2006-10-14",61,69,0,96,0,0,0,0
"15","2006-10-15",65,71,78,47,0,0,0,0
"16","2006-10-16",59,86,49,16,44,0,49,0
"17","2006-10-17",59,91,24,40,66,0,49,0
"18","2006-10-18",57,82,0,24,0,0,50,0
"19","2006-10-19",56,85,0,33,45,0,0,0
"20","2006-10-20",59,80,9,17,49,0,0,48
"21","2006-10-21",61,61,0,24,0,0,0,0
"22","2006-10-22",64,73,0,80,0,0,0,0
"23","2006-10-23",60,86,0,24,0,0,0,0
"24","2006-10-24",60,86,0,48,0,0,50,0
"25","2006-10-25",59,92,8,32,0,0,0,0
"26","2006-10-26",57,82,0,49,0,0,0,0
"27","2006-10-27",58,84,0,35,0,0,0,0
"28","2006-10-28",60,69,0,58,0,0,0,0
"29","2006-10-29",66,70,0,34,62,0,0,0
"30","2006-10-30",60,81,0,55,0,0,49,0
"31","2006-10-31",58,89,0,32,0,0,50,0
"32","2006-11-01",59,87,0,26,0,0,0,0
"33","2006-11-02",60,96,8,49,0,84,50,0
"34","2006-11-03",58,82,0,51,48,0,0,0
"35","2006-11-04",63,75,0,23,0,0,71,0
"36","2006-11-05",68,74,11,55,61,0,69,0
"37","2006-11-06",62,80,0,31,0,0,0,0
"38","2006-11-07",60,88,0,61,85,0,0,0
"39","2006-11-08",58,84,0,45,42,0,0,0
"40","2006-11-09",60,85,0,47,0,0,0,0
"41","2006-11-10",62,76,0,17,0,0,0,0
"42","2006-11-11",68,71,0,66,61,0,0,0
"43","2006-11-12",76,65,0,32,0,0,0,0
"44","2006-11-13",66,100,0,38,0,0,0,0
"45","2006-11-14",65,89,0,30,42,39,47,0
"46","2006-11-15",63,92,0,15,0,0,0,0
"47","2006-11-16",65,83,0,78,0,0,0,0
"48","2006-11-17",68,91,8,41,0,0,0,0
"49","2006-11-18",74,62,0,100,62,0,0,0
"50","2006-11-19",81,63,0,53,0,0,0,0
"51","2006-11-20",72,80,0,52,0,0,0,41
"52","2006-11-21",72,81,0,60,42,0,0,42
"53","2006-11-22",70,83,0,39,43,81,0,0
"54","2006-11-23",83,81,0,78,48,0,0,0
"55","2006-11-24",75,74,0,26,100,0,0,49
"56","2006-11-25",81,65,11,22,0,0,0,0
"57","2006-11-26",88,67,0,53,60,0,0,0
"58","2006-11-27",80,87,7,51,0,38,46,0
"59","2006-11-28",78,90,8,51,41,38,0,0
"60","2006-11-29",77,80,8,37,0,0,0,0
"61","2006-11-30",75,78,0,23,42,40,47,0
"62","2006-12-01",77,76,8,32,0,42,51,0
"63","2006-12-02",87,61,11,65,61,0,0,0
"64","2006-12-03",94,62,0,21,59,0,0,0
"65","2006-12-04",88,80,8,44,0,38,46,0
"66","2006-12-05",85,69,0,59,0,39,0,0
"67","2006-12-06",84,81,0,75,0,0,0,0
"68","2006-12-07",86,81,8,31,0,0,0,0
"69","2006-12-08",88,75,9,59,0,0,0,0
"70","2006-12-09",94,72,0,55,0,0,0,0
"71","2006-12-10",100,55,0,21,59,0,66,0
"72","2006-12-11",96,79,8,66,0,77,0,0
"73","2006-12-12",89,80,0,52,41,38,46,0
"74","2006-12-13",88,78,15,82,0,39,0,0
"75","2006-12-14",89,81,0,86,65,0,0,0
"76","2006-12-15",88,81,0,17,47,0,0,0
"77","2006-12-16",93,63,0,44,0,0,0,62
"78","2006-12-17",95,59,0,44,62,0,68,0
"79","2006-12-18",88,80,0,30,42,0,0,0
"80","2006-12-19",82,84,8,63,65,41,97,44
"81","2006-12-20",78,76,8,49,91,43,50,45
"82","2006-12-21",72,73,0,25,0,0,52,46
"83","2006-12-22",68,71,9,19,52,0,0,0
"84","2006-12-23",69,59,12,61,67,63,0,0
"85","2006-12-24",66,51,0,27,75,71,84,0
"86","2006-12-25",69,45,0,54,0,0,0,0
"87","2006-12-26",71,62,0,21,58,53,0,0
"88","2006-12-27",74,73,0,54,0,0,55,0
"89","2006-12-28",70,68,9,71,0,0,0,0
"90","2006-12-29",71,67,0,38,0,100,0,0
"91","2006-12-30",67,64,0,46,0,0,0,0
"92","2006-12-31",68,63,0,52,0,0,0,0
"93","2007-01-01",100,36,0,58,0,71,0,0
"94","2007-01-02",96,47,0,25,41,0,39,0
"95","2007-01-03",93,54,0,46,39,43,38,0
"96","2007-01-04",91,53,100,34,0,42,0,83
"97","2007-01-05",89,52,0,60,0,0,38,0
"98","2007-01-06",95,43,0,31,0,57,100,0
"99","2007-01-07",95,37,0,31,0,0,0,0
"100","2007-01-08",91,53,0,44,0,80,0,0
"101","2007-01-09",88,51,0,64,71,0,34,0
"102","2007-01-10",86,53,0,65,35,40,34,0
"103","2007-01-11",85,56,0,33,71,0,0,39
"104","2007-01-12",86,51,0,58,76,0,0,0
"105","2007-01-13",89,46,0,61,0,0,0,0
"106","2007-01-14",98,42,0,30,0,0,0,0
"107","2007-01-15",86,55,0,65,0,0,0,0
"108","2007-01-16",87,53,0,95,35,0,0,0
"109","2007-01-17",85,52,0,53,0,0,0,0
"110","2007-01-18",80,55,0,53,0,39,0,0
"111","2007-01-19",82,56,0,46,75,42,36,0
"112","2007-01-20",88,41,0,44,49,0,0,0
"113","2007-01-21",94,44,0,87,0,0,0,0
"114","2007-01-22",82,53,0,72,0,0,0,0
"115","2007-01-23",82,56,0,41,0,0,66,0
"116","2007-01-24",83,53,0,63,34,38,33,38
"117","2007-01-25",80,49,0,54,0,39,34,0
"118","2007-01-26",79,51,0,34,0,0,72,41
"119","2007-01-27",86,42,0,45,0,0,0,0
"120","2007-01-28",92,41,0,29,0,0,46,0
"121","2007-01-29",82,53,0,61,0,0,0,0
"122","2007-01-30",82,52,89,41,34,0,0,0
"123","2007-01-31",80,55,0,21,0,75,0,0
"124","2007-02-01",80,51,0,64,35,39,0,38
"125","2007-02-02",83,48,0,33,36,40,0,0
"126","2007-02-03",89,46,0,44,0,0,0,0
"127","2007-02-04",89,45,0,29,0,53,0,0
"128","2007-02-05",81,53,0,21,34,0,0,37
"129","2007-02-06",83,53,88,51,34,0,0,0
"130","2007-02-07",80,52,0,21,0,0,0,38
"131","2007-02-08",79,51,0,41,34,0,33,0
"132","2007-02-09",79,48,0,87,0,0,35,0
"133","2007-02-10",85,43,0,72,48,0,46,0
"134","2007-02-11",91,43,0,28,46,0,45,0
"135","2007-02-12",82,52,0,40,0,37,32,0
"136","2007-02-13",80,52,87,0,0,37,0,0
"137","2007-02-14",73,51,0,31,34,0,33,38
"138","2007-02-15",78,53,0,43,0,39,0,78
"139","2007-02-16",80,50,0,68,37,0,0,0
"140","2007-02-17",84,44,0,61,50,0,0,0
"141","2007-02-18",89,48,0,60,0,54,0,0
"142","2007-02-19",84,54,0,33,0,40,0,40
"143","2007-02-20",80,54,0,53,0,0,0,0
"144","2007-02-21",82,52,0,31,0,38,33,0
"145","2007-02-22",78,51,0,52,35,38,0,0
"146","2007-02-23",76,51,0,55,37,0,0,0
"147","2007-02-24",84,47,0,100,47,0,0,52
"148","2007-02-25",90,41,0,69,0,0,0,0
"149","2007-02-26",78,51,0,40,33,0,32,0
"150","2007-02-27",78,50,0,49,33,0,32,0
"151","2007-02-28",78,54,0,20,0,0,0,0
"152","2007-03-01",77,53,0,61,0,38,32,0
"153","2007-03-02",82,52,0,32,0,39,0,0
"154","2007-03-03",82,47,0,42,46,52,45,0
"155","2007-03-04",89,43,0,28,0,0,0,0
"156","2007-03-05",77,53,0,59,33,0,0,0
"157","2007-03-06",75,54,0,20,0,0,31,0
"158","2007-03-07",73,54,0,29,33,0,0,0
"159","2007-03-08",76,52,0,31,0,0,0,0
"160","2007-03-09",75,50,0,53,0,39,34,0
"161","2007-03-10",82,43,0,43,0,0,45,0
"162","2007-03-11",84,43,0,56,46,52,0,0
"163","2007-03-12",78,53,0,60,65,0,0,0
"164","2007-03-13",74,54,0,50,0,36,0,0
"165","2007-03-14",74,53,0,50,0,0,0,0
"166","2007-03-15",71,53,0,21,0,0,0,0
"167","2007-03-16",71,47,0,43,0,0,0,0
"168","2007-03-17",77,44,0,28,46,0,46,0
"169","2007-03-18",83,45,0,82,0,100,0,100
"170","2007-03-19",78,60,0,49,32,36,0,71
"171","2007-03-20",71,53,0,52,34,0,0,75
"172","2007-03-21",75,53,0,60,0,0,32,36
"173","2007-03-22",75,57,87,20,33,0,0,36
"174","2007-03-23",75,56,0,21,0,77,34,0
"175","2007-03-24",79,49,0,84,0,0,0,50
"176","2007-03-25",83,90,0,70,0,0,0,0
"177","2007-03-26",76,100,0,19,0,35,31,35
"178","2007-03-27",73,69,0,19,48,0,0,36
"179","2007-03-28",75,56,0,80,32,73,0,36
"180","2007-03-29",75,55,0,81,100,37,0,0
"181","2007-03-30",75,55,0,32,0,40,0,39
"182","2007-03-31",76,42,0,0,0,0,46,52
"183","2007-04-01",94,74,0,0,0,53,54,51
"184","2007-04-02",85,85,0,43,0,38,0,36
"185","2007-04-03",86,88,0,36,0,0,0,36
"186","2007-04-04",82,85,0,15,39,0,0,0
"187","2007-04-05",83,78,0,32,42,41,0,39
"188","2007-04-06",81,73,0,19,0,48,0,45
"189","2007-04-07",86,71,0,44,0,0,0,0
"190","2007-04-08",88,61,0,57,0,0,0,0
"191","2007-04-09",84,67,0,16,0,84,0,0
"192","2007-04-10",83,86,0,14,0,0,0,0
"193","2007-04-11",83,82,0,14,0,0,0,35
"194","2007-04-12",80,83,0,42,74,36,0,35
"195","2007-04-13",80,80,0,15,0,39,0,0
"196","2007-04-14",84,68,0,21,0,53,0,51
"197","2007-04-15",88,65,0,30,0,0,0,0
"198","2007-04-16",83,85,0,28,36,36,0,34
"199","2007-04-17",81,82,0,21,36,36,0,0
"200","2007-04-18",83,84,0,41,37,0,36,0
"201","2007-04-19",81,83,0,50,37,0,0,0
"202","2007-04-20",82,81,0,15,79,0,0,0
"203","2007-04-21",84,72,0,21,0,0,0,0
"204","2007-04-22",90,69,0,30,0,51,0,49
"205","2007-04-23",84,88,0,27,0,0,36,0
"206","2007-04-24",83,82,0,48,36,35,0,33
"207","2007-04-25",83,88,0,63,37,0,0,35
"208","2007-04-26",83,87,0,35,0,37,0,0
"209","2007-04-27",86,82,0,30,80,39,0,38
"210","2007-04-28",85,71,0,82,55,53,0,0
"211","2007-04-29",93,67,74,41,0,0,0,0
"212","2007-04-30",86,84,53,29,0,39,39,0
"213","2007-05-01",93,86,0,63,0,40,0,0
"214","2007-05-02",83,87,0,21,37,73,0,35
"215","2007-05-03",83,87,0,50,38,0,0,35
"216","2007-05-04",81,89,52,22,0,37,0,0
"217","2007-05-05",88,73,0,28,0,0,100,0
"218","2007-05-06",93,70,66,91,0,47,0,0
"219","2007-05-07",87,76,0,19,0,33,0,0
"220","2007-05-08",87,93,0,25,34,32,0,0
"221","2007-05-09",86,84,46,32,33,50,0,31
"222","2007-05-10",85,86,47,26,69,34,34,0
"223","2007-05-11",85,84,100,28,0,54,0,0
"224","2007-05-12",93,72,68,19,100,49,0,0
"225","2007-05-13",98,73,68,19,49,0,0,46
"226","2007-05-14",90,84,0,13,33,32,33,0
"227","2007-05-15",85,86,0,13,33,33,33,31
"228","2007-05-16",83,86,91,38,34,0,0,0
"229","2007-05-17",86,86,0,47,36,0,35,100
"230","2007-05-18",84,86,0,21,37,36,0,0
"231","2007-05-19",87,73,0,38,51,0,0,0
"232","2007-05-20",92,68,0,18,48,0,0,0
"233","2007-05-21",84,86,0,19,33,33,0,0
"234","2007-05-22",84,93,0,13,0,0,0,0
"235","2007-05-23",82,89,46,32,0,0,0,0
"236","2007-05-24",81,90,0,33,0,68,0,0
"237","2007-05-25",81,85,0,28,0,37,0,0
"238","2007-05-26",89,74,0,76,50,49,100,0
"239","2007-05-27",92,68,0,28,0,48,0,0
"240","2007-05-28",85,75,0,21,0,0,0,0
"241","2007-05-29",88,84,0,31,0,0,0,31
"242","2007-05-30",88,97,0,25,66,49,0,31
"243","2007-05-31",85,85,0,39,0,33,34,0
"244","2007-06-01",82,83,0,28,73,0,36,34
"245","2007-06-02",91,69,0,37,0,49,49,0
"246","2007-06-03",98,71,0,55,0,0,0,0
"247","2007-06-04",89,89,0,19,49,0,32,31
"248","2007-06-05",86,88,0,37,33,48,32,0
"249","2007-06-06",85,91,0,13,0,100,0,32
"250","2007-06-07",84,84,0,13,0,0,35,0
"251","2007-06-08",85,88,51,42,0,36,0,0
"252","2007-06-09",91,71,0,48,50,0,50,0
"253","2007-06-10",97,69,0,37,0,48,0,91
"254","2007-06-11",91,97,0,100,0,0,33,0
"255","2007-06-12",89,92,92,38,0,66,0,0
"256","2007-06-13",86,89,0,32,67,66,33,0
"257","2007-06-14",87,88,0,26,34,0,0,32
"258","2007-06-15",88,87,0,28,0,73,0,0
"259","2007-06-16",93,73,0,29,0,0,0,0
"260","2007-06-17",98,72,70,68,51,0,0,48
"261","2007-06-18",88,86,47,26,34,33,34,0
"262","2007-06-19",86,88,0,32,69,34,0,0
"263","2007-06-20",86,87,0,20,35,34,0,0
"264","2007-06-21",87,88,0,40,0,0,0,0
"265","2007-06-22",88,87,0,27,36,0,0,0
"266","2007-06-23",93,76,0,66,0,0,50,47
"267","2007-06-24",100,72,0,46,0,96,0,0
"268","2007-06-25",91,100,0,25,0,32,0,0
"269","2007-06-26",88,92,44,55,32,0,32,0
"270","2007-06-27",88,87,0,69,0,33,0,0
"271","2007-06-28",86,87,0,19,0,0,0,0
"272","2007-06-29",88,85,0,42,74,0,0,35
"273","2007-06-30",97,77,0,29,0,50,0,0
"274","2007-07-01",95,78,0,18,0,71,0,0
"275","2007-07-02",86,94,21,54,33,0,0,0
"276","2007-07-03",84,96,41,41,0,0,32,0
"277","2007-07-04",83,89,22,19,0,0,0,27
"278","2007-07-05",82,93,0,62,34,25,0,0
"279","2007-07-06",83,84,22,33,0,26,70,0
"280","2007-07-07",86,76,31,54,0,0,0,0
"281","2007-07-08",92,72,0,62,0,0,0,0
"282","2007-07-09",86,96,0,41,32,0,0,0
"283","2007-07-10",84,93,0,35,0,24,0,0
"284","2007-07-11",85,91,0,42,0,0,33,0
"285","2007-07-12",84,93,0,49,0,0,0,26
"286","2007-07-13",84,98,0,53,0,26,0,0
"287","2007-07-14",89,76,0,28,0,0,100,0
"288","2007-07-15",99,69,0,91,50,36,0,0
"289","2007-07-16",87,100,0,97,0,0,0,0
"290","2007-07-17",86,94,0,42,33,24,64,0
"291","2007-07-18",85,94,0,60,33,0,33,0
"292","2007-07-19",85,93,0,44,34,0,0,0
"293","2007-07-20",85,85,0,59,36,0,35,0
"294","2007-07-21",96,77,0,100,50,36,0,0
"295","2007-07-22",96,75,0,63,98,0,98,0
"296","2007-07-23",88,97,20,36,0,0,32,0
"297","2007-07-24",85,92,0,83,0,0,32,0
"298","2007-07-25",87,88,21,18,0,24,0,0
"299","2007-07-26",83,89,0,37,0,25,34,0
"300","2007-07-27",84,89,0,53,0,26,0,0
"301","2007-07-28",88,82,31,36,0,36,48,0
"302","2007-07-29",98,71,30,18,48,0,71,75
"303","2007-07-30",87,93,0,77,0,0,0,0
"304","2007-07-31",84,88,0,12,0,24,0,0
"305","2007-08-01",84,90,0,31,34,0,0,27
"306","2007-08-02",84,94,0,25,0,25,0,27
"307","2007-08-03",83,89,22,39,0,0,35,28
"308","2007-08-04",86,75,0,46,0,0,0,0
"309","2007-08-05",92,67,0,27,100,37,50,39
"310","2007-08-06",87,93,0,54,0,0,33,26
"311","2007-08-07",86,87,0,36,0,24,32,0
"312","2007-08-08",85,91,0,18,0,0,0,0
"313","2007-08-09",84,88,21,37,0,0,33,0
"314","2007-08-10",84,81,22,32,35,26,0,0
"315","2007-08-11",87,70,0,35,0,35,0,38
"316","2007-08-12",94,73,0,35,0,0,0,0
"317","2007-08-13",87,87,20,36,0,0,64,0
"318","2007-08-14",86,95,0,36,0,0,0,0
"319","2007-08-15",87,91,0,38,0,26,34,0
"320","2007-08-16",83,81,0,18,0,0,32,26
"321","2007-08-17",83,88,0,51,0,0,34,28
"322","2007-08-18",89,67,0,34,0,0,92,0
"323","2007-08-19",97,71,0,34,0,0,0,0
"324","2007-08-20",89,92,0,17,0,46,62,0
"325","2007-08-21",88,90,0,28,31,22,30,0
"326","2007-08-22",87,87,0,63,0,23,0,0
"327","2007-08-23",85,99,0,29,0,0,32,25
"328","2007-08-24",84,88,0,31,0,0,0,27
"329","2007-08-25",88,68,0,59,0,34,46,0
"330","2007-08-26",90,68,0,17,91,100,0,0
"331","2007-08-27",85,78,19,28,0,0,30,0
"332","2007-08-28",89,87,0,50,0,0,0,24
"333","2007-08-29",86,90,0,22,0,0,0,0
"334","2007-08-30",87,90,0,34,32,0,0,0
"335","2007-08-31",85,90,0,31,0,0,33,0
"336","2007-09-01",88,63,28,25,0,33,45,0
"337","2007-09-02",93,71,0,40,0,0,44,0
"338","2007-09-03",87,89,0,24,0,24,32,0
"339","2007-09-04",85,85,0,16,30,0,0,0
"340","2007-09-05",87,82,0,28,30,0,30,0
"341","2007-09-06",87,84,96,50,30,0,30,24
"342","2007-09-07",82,81,92,30,0,0,0,26
"343","2007-09-08",90,67,27,32,0,0,0,0
"344","2007-09-09",95,66,39,46,83,0,0,0
"345","2007-09-10",87,87,100,53,58,22,0,0
"346","2007-09-11",85,83,45,42,0,42,28,0
"347","2007-09-12",88,85,19,38,29,65,29,47
"348","2007-09-13",86,92,19,11,0,0,30,0
"349","2007-09-14",84,82,30,29,64,23,0,0
"350","2007-09-15",91,67,54,23,0,0,85,0
"351","2007-09-16",96,66,26,38,42,61,0,0
"352","2007-09-17",85,90,18,38,0,22,29,0
"353","2007-09-18",86,85,0,21,0,0,28,0
"354","2007-09-19",85,88,0,38,0,21,0,0
"355","2007-09-20",83,87,19,27,0,0,0,24
"356","2007-09-21",85,77,20,35,96,70,32,0
"357","2007-09-22",89,75,26,15,0,62,41,100
"358","2007-09-23",95,67,0,30,0,0,40,0
"359","2007-09-24",87,84,18,21,0,0,0,0
"360","2007-09-25",91,88,0,26,0,0,0,0
"361","2007-09-26",91,91,0,47,28,0,0,0
"362","2007-09-27",90,85,18,43,59,0,29,23
"363","2007-09-28",89,84,39,34,0,23,0,25
"364","2007-09-29",94,68,26,30,0,60,41,33
"365","2007-09-30",100,72,0,52,80,30,40,0
"366","2007-10-01",58,96,1,53,0,70,0,0
"367","2007-10-02",57,97,2,67,27,35,71,46
"368","2007-10-03",57,100,2,40,0,35,71,46
"369","2007-10-04",56,92,2,26,27,0,36,46
"370","2007-10-05",56,97,1,43,29,0,0,49
"371","2007-10-06",57,70,1,37,77,49,0,65
"372","2007-10-07",62,68,0,36,0,48,98,0
"373","2007-10-08",57,95,1,79,54,0,0,44
"374","2007-10-09",58,96,1,90,53,34,35,0
"375","2007-10-10",56,90,2,39,0,0,35,45
"376","2007-10-11",56,92,2,53,0,0,36,69
"377","2007-10-12",56,94,1,44,59,0,0,100
"378","2007-10-13",61,80,0,19,0,0,52,0
"379","2007-10-14",64,73,1,0,0,0,0,0
"380","2007-10-15",59,90,0,13,0,0,35,0
"381","2007-10-16",58,94,1,25,0,0,69,44
"382","2007-10-17",56,91,2,13,0,68,68,0
"383","2007-10-18",57,96,1,39,27,70,35,0
"384","2007-10-19",56,80,1,28,28,37,37,0
"385","2007-10-20",58,75,2,37,0,0,0,0
"386","2007-10-21",64,71,1,70,0,0,0,0
"387","2007-10-22",58,98,2,49,25,0,0,0
"388","2007-10-23",58,88,3,37,26,33,33,0
"389","2007-10-24",58,88,1,13,26,0,0,0
"390","2007-10-25",59,88,1,39,0,0,0,44
"391","2007-10-26",59,84,1,41,28,0,0,47
"392","2007-10-27",61,73,0,53,37,0,48,0
"393","2007-10-28",67,62,1,17,0,0,0,0
"394","2007-10-29",60,82,2,87,25,0,33,0
"395","2007-10-30",59,85,1,50,26,33,0,0
"396","2007-10-31",57,84,2,26,0,0,35,0
"397","2007-11-01",62,87,2,14,28,0,0,0
"398","2007-11-02",62,85,3,28,29,0,38,0
"399","2007-11-03",63,73,1,89,36,0,0,0
"400","2007-11-04",69,74,0,51,35,0,45,0
"401","2007-11-05",63,94,1,24,37,0,0,0
"402","2007-11-06",64,92,2,25,0,33,0,0
"403","2007-11-07",63,92,1,86,25,0,33,42
"404","2007-11-08",62,92,0,75,26,33,0,65
"405","2007-11-09",63,90,0,54,0,35,0,0
"406","2007-11-10",69,68,2,85,70,45,0,0
"407","2007-11-11",75,71,1,16,34,0,45,57
"408","2007-11-12",67,87,0,49,25,32,0,0
"409","2007-11-13",65,91,1,84,37,0,32,41
"410","2007-11-14",66,95,1,75,15,0,20,0
"411","2007-11-15",66,93,0,37,26,0,0,43
"412","2007-11-16",65,88,7,81,0,0,0,92
"413","2007-11-17",72,69,8,34,0,45,0,59
"414","2007-11-18",83,76,20,84,0,0,0,0
"415","2007-11-19",77,99,88,74,75,0,0,0
"416","2007-11-20",76,81,100,72,49,32,0,41
"417","2007-11-21",74,85,55,63,26,0,34,43
"418","2007-11-22",75,85,37,68,28,36,0,46
"419","2007-11-23",82,84,42,56,29,0,96,0
"420","2007-11-24",85,76,30,68,0,0,0,0
"421","2007-11-25",91,77,25,16,51,0,0,57
"422","2007-11-26",86,89,23,24,25,32,32,41
"423","2007-11-27",81,93,19,24,24,0,32,41
"424","2007-11-28",78,88,16,36,51,64,0,0
"425","2007-11-29",77,91,18,74,51,0,0,0
"426","2007-11-30",78,83,16,52,41,0,36,0
"427","2007-12-01",87,74,11,50,35,0,0,57
"428","2007-12-02",97,78,12,33,34,0,0,0
"429","2007-12-03",88,88,14,95,24,32,0,41
"430","2007-12-04",87,90,12,71,0,31,33,41
"431","2007-12-05",86,83,12,50,52,0,0,42
"432","2007-12-06",86,89,10,49,39,65,51,0
"433","2007-12-07",85,91,12,0,27,0,0,45
"434","2007-12-08",92,67,13,100,0,0,0,0
"435","2007-12-09",100,67,13,81,0,0,44,0
"436","2007-12-10",94,87,7,60,24,0,32,41
"437","2007-12-11",94,82,11,60,50,32,67,0
"438","2007-12-12",91,86,11,61,100,32,0,42
"439","2007-12-13",90,88,9,25,26,100,0,0
"440","2007-12-14",90,84,11,40,0,0,71,46
"441","2007-12-15",96,67,8,17,71,46,0,59
"442","2007-12-16",99,67,7,100,0,0,44,0
"443","2007-12-17",93,82,9,87,0,0,0,0
"444","2007-12-18",90,89,9,13,26,0,0,0
"445","2007-12-19",84,81,9,38,26,34,35,0
"446","2007-12-20",79,80,10,27,0,0,54,0
"447","2007-12-21",73,72,10,15,0,40,40,51
"448","2007-12-22",70,64,7,57,0,0,51,0
"449","2007-12-23",66,59,8,77,0,0,0,0
"450","2007-12-24",63,69,7,55,0,0,100,64
"451","2007-12-25",68,54,10,0,0,0,56,0
"452","2007-12-26",76,59,8,64,66,0,43,0
"453","2007-12-27",75,83,8,59,30,77,0,50
"454","2007-12-28",74,78,8,75,31,39,81,0
"455","2007-12-29",74,76,9,36,0,0,0,0
"456","2007-12-30",74,70,5,37,38,0,0,0
"457","2007-12-31",70,82,10,73,0,0,48,0
"458","2008-01-01",100,48,94,100,55,0,0,0
"459","2008-01-02",96,63,62,98,0,0,0,0
"460","2008-01-03",93,61,49,70,0,0,39,0
"461","2008-01-04",92,60,56,52,36,0,0,0
"462","2008-01-05",95,51,57,66,92,0,0,0
"463","2008-01-06",97,51,64,58,0,0,0,35
"464","2008-01-07",92,66,36,60,0,0,37,25
"465","2008-01-08",88,63,61,30,0,0,0,0
"466","2008-01-09",87,65,92,18,33,0,73,0
"467","2008-01-10",86,75,72,30,50,0,37,0
"468","2008-01-11",85,79,43,37,35,25,77,0
"469","2008-01-12",90,62,62,40,45,0,100,0
"470","2008-01-13",94,58,48,63,45,32,0,0
"471","2008-01-14",87,71,45,29,32,0,35,0
"472","2008-01-15",86,68,54,69,0,23,0,0
"473","2008-01-16",83,66,35,46,0,0,36,0
"474","2008-01-17",82,73,96,35,33,0,0,25
"475","2008-01-18",81,71,52,31,34,0,38,26
"476","2008-01-19",87,60,47,71,0,0,0,33
"477","2008-01-20",91,54,20,54,43,62,47,0
"478","2008-01-21",82,69,29,52,32,0,53,0
"479","2008-01-22",82,69,24,45,32,45,0,0
"480","2008-01-23",78,63,43,11,32,0,0,0
"481","2008-01-24",77,66,69,52,33,47,0,0
"482","2008-01-25",79,64,32,43,0,0,38,0
"483","2008-01-26",84,58,48,80,45,0,49,0
"484","2008-01-27",91,57,80,23,0,31,0,0
"485","2008-01-28",83,67,48,34,48,23,35,0
"486","2008-01-29",81,65,77,34,0,22,34,0
"487","2008-01-30",80,66,49,57,32,23,0,0
"488","2008-01-31",81,68,30,35,32,24,36,0
"489","2008-02-01",80,68,26,25,0,0,38,0
"490","2008-02-02",84,54,87,31,45,32,0,0
"491","2008-02-03",91,57,47,55,44,32,0,33
"492","2008-02-04",83,69,51,18,100,24,0,0
"493","2008-02-05",81,69,60,70,33,0,36,0
"494","2008-02-06",80,65,35,41,33,47,0,0
"495","2008-02-07",79,70,36,12,33,0,0,100
"496","2008-02-08",77,67,16,25,0,0,0,0
"497","2008-02-09",83,55,74,48,0,0,0,0
"498","2008-02-10",88,53,40,39,0,64,0,33
"499","2008-02-11",80,63,29,40,65,23,0,0
"500","2008-02-12",80,65,68,51,0,0,0,24
"501","2008-02-13",74,63,58,29,0,0,71,0
"502","2008-02-14",72,66,56,41,33,0,73,50
"503","2008-02-15",75,95,31,31,0,25,38,52
"504","2008-02-16",82,100,100,54,0,31,48,0
"505","2008-02-17",86,67,59,38,43,0,0,0
"506","2008-02-18",78,74,34,62,0,0,0,24
"507","2008-02-19",76,66,29,45,0,0,0,0
"508","2008-02-20",75,63,43,45,31,0,34,0
"509","2008-02-21",76,62,62,34,48,0,35,24
"510","2008-02-22",76,66,67,60,0,0,36,25
"511","2008-02-23",80,55,19,46,85,30,47,0
"512","2008-02-24",84,53,44,37,41,0,0,0
"513","2008-02-25",76,67,19,76,0,0,34,0
"514","2008-02-26",75,64,47,38,30,21,0,34
"515","2008-02-27",77,63,23,44,62,22,34,23
"516","2008-02-28",76,65,63,45,63,0,35,0
"517","2008-02-29",75,66,46,53,0,0,0,0
"518","2008-03-01",81,55,32,38,84,0,0,0
"519","2008-03-02",86,53,31,22,0,0,45,31
"520","2008-03-03",79,63,38,33,46,44,34,0
"521","2008-03-04",76,64,56,27,0,0,0,0
"522","2008-03-05",77,65,42,27,31,22,34,23
"523","2008-03-06",76,64,19,46,63,23,35,0
"524","2008-03-07",75,65,35,12,34,24,36,0
"525","2008-03-08",80,58,19,52,42,0,0,0
"526","2008-03-09",82,55,56,36,0,0,0,0
"527","2008-03-10",78,70,41,38,0,0,33,23
"528","2008-03-11",77,67,52,33,0,0,67,0
"529","2008-03-12",84,65,81,44,0,0,0,0
"530","2008-03-13",78,68,29,17,0,0,35,24
"531","2008-03-14",75,69,60,12,0,24,0,0
"532","2008-03-15",80,57,26,46,0,0,0,32
"533","2008-03-16",85,54,13,44,82,0,89,0
"534","2008-03-17",77,69,23,44,0,22,34,23
"535","2008-03-18",76,64,24,11,31,23,68,0
"536","2008-03-19",76,65,54,23,0,0,36,0
"537","2008-03-20",77,63,43,44,52,100,0,0
