"","Date","Microsoft","Glasses","Phone","Office 10","Band","Hologram","Surface","Office","Silverlight","Outlook"
"460","2012-01-09",92,67,61,88,69,0,65,94,73,87
"461","2012-01-10",97,50,70,94,59,84,65,97,65,97
"462","2012-01-11",96,34,63,94,77,42,74,100,77,91
"463","2012-01-12",95,34,72,89,17,0,50,93,68,100
"464","2012-01-13",88,69,61,86,62,0,58,85,69,88
"465","2012-01-14",77,40,46,89,41,0,45,83,78,49
"466","2012-01-15",80,0,55,88,41,0,33,87,81,51
"467","2012-01-16",90,33,72,89,34,42,65,87,68,80
"468","2012-01-17",92,100,55,87,42,42,67,89,73,95
"469","2012-01-18",93,33,68,89,50,42,73,91,74,86
"470","2012-01-19",91,67,63,86,34,42,83,87,62,90
"471","2012-01-20",86,35,62,78,45,44,32,81,66,82
"472","2012-01-21",75,0,49,83,51,0,40,79,80,51
"473","2012-01-22",77,0,53,92,100,50,54,84,76,50
"474","2012-01-23",87,44,65,90,34,0,85,87,62,86
"475","2012-01-24",93,33,55,87,25,42,86,90,76,85
"476","2012-01-25",91,0,59,88,42,0,61,89,70,83
"477","2012-01-26",88,45,52,80,34,0,71,83,70,84
"478","2012-01-27",85,35,63,80,44,44,64,81,67,79
"479","2012-01-28",73,0,60,79,41,51,41,80,83,54
"480","2012-01-29",78,39,52,90,40,0,58,85,83,49
"481","2012-01-30",90,49,53,83,83,41,57,86,71,81
"482","2012-01-31",90,81,59,89,41,0,57,89,69,90
"483","2012-02-01",90,32,62,88,33,0,57,85,71,88
"484","2012-02-02",88,0,60,84,42,42,43,83,54,80
"485","2012-02-03",84,34,61,79,35,43,35,78,63,76
"486","2012-02-04",73,59,52,78,40,0,44,75,67,51
"487","2012-02-05",74,0,50,84,20,49,61,80,95,46
"488","2012-02-06",85,49,62,84,33,0,42,87,71,88
"489","2012-02-07",90,32,68,87,33,0,51,90,66,90
"490","2012-02-08",91,33,62,87,50,42,66,90,63,85
"491","2012-02-09",89,33,50,84,67,0,64,85,70,92
"492","2012-02-10",84,0,61,75,26,0,57,77,74,77
"493","2012-02-11",73,0,54,76,50,50,40,76,74,54
"494","2012-02-12",72,38,46,81,0,0,38,78,79,39
"495","2012-02-13",85,32,66,80,25,0,36,84,63,84
"496","2012-02-14",86,33,44,82,17,0,52,79,76,85
"497","2012-02-15",92,33,49,85,59,0,70,88,100,92
"498","2012-02-16",91,67,57,86,93,0,49,83,98,89
"499","2012-02-17",84,0,47,79,52,0,60,76,100,79
"500","2012-02-18",73,40,58,78,51,0,36,77,91,53
"501","2012-02-19",76,0,45,89,20,0,29,84,90,52
"502","2012-02-20",86,34,48,85,43,0,59,87,81,77
"503","2012-02-21",90,33,62,85,25,42,40,88,78,86
"504","2012-02-22",92,98,58,85,33,0,100,88,87,89
"505","2012-02-23",89,65,46,86,33,0,55,84,79,87
"506","2012-02-24",82,0,57,79,60,42,41,81,72,78
"507","2012-02-25",73,39,46,80,60,0,43,78,76,53
"508","2012-02-26",76,0,56,86,29,0,50,84,92,47
"509","2012-02-27",87,32,60,80,57,41,21,89,76,79
"510","2012-02-28",91,64,50,87,16,0,65,90,69,81
"511","2012-02-29",100,33,70,89,50,0,72,91,67,83
"512","2012-03-01",100,34,69,87,79,0,70,94,78,94
"513","2012-03-02",93,35,62,83,36,44,72,88,64,83
"514","2012-03-03",82,40,50,87,21,0,19,84,79,50
"515","2012-03-04",83,40,48,100,51,0,49,93,95,51
"516","2012-03-05",92,0,64,95,25,42,58,92,73,85
"517","2012-03-06",92,48,54,89,58,0,51,90,80,83
"518","2012-03-07",89,0,51,83,25,40,39,87,72,80
"519","2012-03-08",88,50,51,86,51,0,61,86,71,83
"520","2012-03-09",84,34,62,75,69,0,79,80,64,79
"521","2012-03-10",73,0,54,82,30,0,65,78,70,44
"522","2012-03-11",75,79,51,90,30,50,25,85,78,46
"523","2012-03-12",87,32,53,85,41,0,45,90,66,82
"524","2012-03-13",89,96,68,87,33,40,41,89,69,87
"525","2012-03-14",90,32,45,86,33,0,42,89,75,80
"526","2012-03-15",89,66,51,84,59,0,61,84,58,85
"527","2012-03-16",83,34,57,82,17,0,54,81,72,72
"528","2012-03-17",73,53,38,78,81,0,51,79,77,47
"529","2012-03-18",73,39,44,83,30,0,29,83,77,41
"530","2012-03-19",86,81,53,84,58,41,52,88,69,88
"531","2012-03-20",88,32,62,85,74,0,66,89,72,85
"532","2012-03-21",88,32,52,87,75,41,48,88,66,89
"533","2012-03-22",86,33,66,83,17,0,61,84,64,77
"534","2012-03-23",79,35,49,75,36,0,41,74,67,74
"535","2012-03-24",69,0,44,71,31,0,33,73,72,48
"536","2012-03-25",72,81,39,83,31,0,37,78,79,39
"537","2012-03-26",85,32,76,84,49,0,84,82,66,82
"538","2012-03-27",87,65,93,82,50,0,75,86,78,87
"539","2012-03-28",87,33,90,84,50,42,33,84,71,83
"540","2012-03-29",86,44,100,83,42,42,58,84,78,78
"541","2012-03-30",77,0,80,72,36,0,45,72,71,72
"542","2012-03-31",68,0,62,73,40,0,47,68,75,42
"543","2013-01-01",66,60,74,68,76,0,74,63,22,48
"544","2013-01-02",84,31,100,83,45,0,78,78,25,91
"545","2013-01-03",87,53,96,91,39,44,65,80,25,87
"546","2013-01-04",85,47,97,86,46,45,66,80,25,80
"547","2013-01-05",75,26,81,84,51,0,68,73,23,56
"548","2013-01-06",75,39,70,90,25,0,81,78,26,47
"549","2013-01-07",88,34,88,95,43,0,68,86,23,82
"550","2013-01-08",91,29,82,92,27,42,55,84,21,91
"551","2013-01-09",93,22,88,97,69,43,59,89,20,100
"552","2013-01-10",96,22,92,92,65,0,62,87,21,91
"553","2013-01-11",88,23,83,84,72,44,61,79,26,86
"554","2013-01-12",78,26,87,87,57,99,63,78,25,54
"555","2013-01-13",80,25,72,94,62,0,71,84,26,53
"556","2013-01-14",91,22,74,99,100,0,62,88,21,87
"557","2013-01-15",91,43,86,97,41,41,61,86,23,89
"558","2013-01-16",91,51,86,96,26,0,55,87,23,89
"559","2013-01-17",91,22,87,95,64,0,50,86,21,84
"560","2013-01-18",85,38,84,88,38,0,55,78,19,84
"561","2013-01-19",75,26,75,85,37,0,49,75,24,52
"562","2013-01-20",77,38,62,85,62,0,54,81,28,46
"563","2013-01-21",89,21,76,92,41,0,56,83,25,75
"564","2013-01-22",93,87,77,95,37,41,63,89,22,90
"565","2013-01-23",94,65,92,95,68,41,63,86,25,87
"566","2013-01-24",92,0,89,90,64,0,55,84,22,90
"567","2013-01-25",87,45,97,81,38,0,55,78,22,81
"568","2013-01-26",77,39,78,83,38,100,49,76,23,52
"569","2013-01-27",79,34,63,94,43,0,50,83,25,47
"570","2013-01-28",90,32,86,91,42,41,49,86,21,87
"571","2013-01-29",100,36,93,100,52,41,53,100,20,90
"572","2013-01-30",98,32,92,95,78,0,62,100,19,85
"573","2013-01-31",95,33,99,94,26,42,54,96,21,91
"574","2013-02-01",91,38,78,84,39,43,51,87,22,89
"575","2013-02-02",78,34,67,87,19,0,51,79,24,53
"576","2013-02-03",78,25,81,94,18,0,48,86,23,54
"577","2013-02-04",89,22,73,91,52,0,52,87,22,86
"578","2013-02-05",92,86,89,90,47,0,59,88,20,86
"579","2013-02-06",92,43,82,90,37,0,69,83,21,91
"580","2013-02-07",92,22,76,90,58,63,58,86,22,87
"581","2013-02-08",85,34,88,81,55,44,70,78,22,85
"582","2013-02-09",77,35,92,82,63,0,91,77,22,54
"583","2013-02-10",79,26,70,91,66,0,100,82,22,53
"584","2013-02-11",90,22,83,89,64,0,93,84,19,80
"585","2013-02-12",91,44,71,90,59,0,80,86,21,85
"586","2013-02-13",89,33,77,87,73,0,77,86,20,89
"587","2013-02-14",87,0,78,79,54,0,69,78,21,80
"588","2013-02-15",84,30,67,78,44,0,68,74,19,80
"589","2013-02-16",76,51,74,83,47,0,65,79,22,55
"590","2013-02-17",78,25,74,93,49,98,72,82,22,47
"591","2013-02-18",88,32,83,91,31,0,59,85,22,89
"592","2013-02-19",92,28,87,90,77,82,59,87,21,100
"593","2013-02-20",95,29,75,89,52,0,53,87,23,98
"594","2013-02-21",94,100,87,86,36,0,54,85,21,97
"595","2013-02-22",88,52,87,82,65,0,51,79,22,88
"596","2013-02-23",78,25,68,85,46,0,57,78,24,62
"597","2013-02-24",80,62,58,89,36,47,55,82,27,54
"598","2013-02-25",90,21,82,87,56,0,51,85,22,95
"599","2013-02-26",92,63,88,92,30,0,54,85,19,96
"600","2013-02-27",91,35,80,92,31,41,49,87,24,92
"601","2013-02-28",91,22,73,91,79,0,50,87,22,87
"602","2013-03-01",86,37,78,83,32,0,53,78,22,84
"603","2013-03-02",74,38,72,87,49,0,53,79,20,56
"604","2013-03-03",77,38,72,90,36,0,52,84,23,48
"605","2013-03-04",90,28,82,88,23,41,46,86,21,84
"606","2013-03-05",90,64,72,92,26,0,44,85,22,97
"607","2013-03-06",90,64,75,91,46,0,40,84,23,92
"608","2013-03-07",92,64,80,87,31,0,41,85,24,94
"609","2013-03-08",82,59,84,77,32,0,41,77,19,78
"610","2013-03-09",74,25,76,86,48,0,39,78,23,49
"611","2013-03-10",74,49,68,90,30,0,40,84,22,50
"612","2013-03-11",87,28,77,89,30,40,40,86,20,85
"613","2013-03-12",89,69,79,88,35,0,40,86,24,79
"614","2013-03-13",90,28,74,88,45,40,39,85,60,89
"615","2013-03-14",91,21,69,83,53,0,39,82,100,90
"616","2013-03-15",84,44,87,81,64,0,40,75,77,85
"617","2013-03-16",74,33,67,81,60,0,42,74,63,58
"618","2013-03-17",77,37,65,92,35,0,45,83,57,54
"619","2013-03-18",87,83,81,90,25,40,40,85,47,90
"620","2013-03-19",91,35,81,92,20,0,40,90,45,92
"621","2013-03-20",89,63,77,89,66,0,35,86,37,88
"622","2013-03-21",87,21,85,82,21,0,36,83,34,92
"623","2013-03-22",80,22,69,73,26,0,34,74,29,78
"624","2013-03-23",71,25,77,80,45,0,38,75,29,52
"625","2013-03-24",73,37,64,89,44,0,38,80,31,51
"626","2013-03-25",85,42,85,84,20,0,42,83,26,84
"627","2013-03-26",86,32,77,86,46,41,33,81,26,89
"628","2013-03-27",85,22,74,81,21,42,34,80,27,82
"629","2013-03-28",81,56,71,77,38,0,37,74,26,87
"630","2013-03-29",74,24,57,74,58,0,36,73,27,73
"631","2013-03-30",66,26,74,71,47,0,33,68,25,48
"632","2013-03-31",68,79,49,80,70,0,38,71,28,48
"633","2014-01-01",64,0,76,63,42,0,90,61,60,48
"634","2014-01-02",82,31,92,82,62,0,99,78,64,87
"635","2014-01-03",80,62,100,80,41,0,100,77,67,79
"636","2014-01-04",73,35,90,78,45,0,95,74,69,57
"637","2014-01-05",73,34,80,90,45,51,87,80,62,57
"638","2014-01-06",87,45,93,93,100,0,92,88,61,99
"639","2014-01-07",89,48,97,89,58,0,85,88,56,100
"640","2014-01-08",91,44,83,100,96,0,86,92,56,98
"641","2014-01-09",91,29,77,91,39,0,86,89,52,99
"642","2014-01-10",85,60,79,84,40,0,86,81,58,93
"643","2014-01-11",72,34,89,86,60,51,76,76,60,55
"644","2014-01-12",74,34,82,97,60,50,82,84,64,54
"645","2014-01-13",89,28,97,97,50,0,82,89,59,92
"646","2014-01-14",92,29,82,95,95,0,81,90,54,87
"647","2014-01-15",92,43,90,96,63,43,75,91,58,93
"648","2014-01-16",90,44,84,91,51,0,75,90,56,94
"649","2014-01-17",86,60,85,78,70,0,73,79,49,95
"650","2014-01-18",75,68,92,81,68,0,74,78,66,58
"651","2014-01-19",75,100,77,92,59,0,80,81,59,49
"652","2014-01-20",87,58,83,91,64,43,83,85,52,83
"653","2014-01-21",91,43,71,86,56,0,72,87,60,98
"654","2014-01-22",91,57,88,86,75,0,71,88,63,96
"655","2014-01-23",89,58,85,82,32,0,78,84,56,93
"656","2014-01-24",85,45,82,74,66,0,91,78,50,90
"657","2014-01-25",71,0,79,76,60,0,72,70,54,52
"658","2014-01-26",72,33,66,87,44,50,83,78,60,54
"659","2014-01-27",88,0,81,82,50,0,75,85,52,93
"660","2014-01-28",90,65,87,80,74,0,78,84,57,94
"661","2014-01-29",89,28,76,83,69,0,73,83,53,97
"662","2014-01-30",88,29,75,80,26,43,73,81,50,94
"663","2014-01-31",86,60,82,76,53,45,83,74,56,82
"664","2014-02-01",74,0,74,76,59,0,99,73,77,56
"665","2014-02-02",73,65,73,83,44,49,81,75,80,49
"666","2014-02-03",87,47,84,82,44,0,71,81,67,90
"667","2014-02-04",100,28,90,86,69,0,78,86,74,95
"668","2014-02-05",98,57,96,85,38,43,74,86,69,94
"669","2014-02-06",89,98,72,82,86,0,68,80,58,91
"670","2014-02-07",84,33,82,72,54,0,66,73,54,85
"671","2014-02-08",72,33,86,77,66,0,69,71,60,55
"672","2014-02-09",73,33,72,84,65,49,67,79,59,51
"673","2014-02-10",87,56,86,84,37,0,73,84,49,91
"674","2014-02-11",91,28,80,85,37,0,78,84,50,92
"675","2014-02-12",91,57,87,87,57,0,73,86,54,95
"676","2014-02-13",88,38,85,80,70,0,71,80,58,95
"677","2014-02-14",78,30,82,69,59,0,63,68,55,80
"678","2014-02-15",69,33,91,79,60,0,69,69,75,55
"679","2014-02-16",73,66,68,87,22,0,83,77,73,49
"680","2014-02-17",85,57,78,84,50,0,76,81,72,88
"681","2014-02-18",89,56,82,85,56,0,72,85,63,93
"682","2014-02-19",90,57,85,88,44,0,74,82,52,87
"683","2014-02-20",88,29,76,82,69,0,69,82,51,92
"684","2014-02-21",83,0,83,73,59,0,65,73,55,86
"685","2014-02-22",71,67,86,75,44,0,67,72,57,50
"686","2014-02-23",73,33,74,87,59,50,76,79,64,52
"687","2014-02-24",88,42,92,83,28,0,63,82,47,89
"688","2014-02-25",91,28,92,86,37,0,68,86,53,92
"689","2014-02-26",89,56,84,88,56,0,68,85,53,94
"690","2014-02-27",88,85,92,88,57,0,68,82,49,87
"691","2014-02-28",84,30,94,78,66,0,66,73,45,88
"692","2014-03-01",71,33,87,77,89,0,69,71,56,55
"693","2014-03-02",73,0,73,78,73,0,68,77,62,50
"694","2014-03-03",88,28,89,88,50,42,66,86,52,87
"695","2014-03-04",88,29,88,84,51,0,63,84,52,93
"696","2014-03-05",89,29,89,82,44,0,66,85,56,93
"697","2014-03-06",89,29,79,78,64,0,73,81,47,93
"698","2014-03-07",81,30,88,76,79,0,71,71,48,84
"699","2014-03-08",67,34,79,81,34,0,64,68,57,49
"700","2014-03-09",70,67,76,90,51,100,65,75,56,48
"701","2014-03-10",86,57,77,86,57,0,69,82,49,93
"702","2014-03-11",91,29,80,81,25,0,64,82,61,92
"703","2014-03-12",89,76,91,86,19,0,61,82,100,91
"704","2014-03-13",88,29,77,83,57,0,63,81,93,87
"705","2014-03-14",80,30,75,78,90,0,67,73,92,81
"706","2014-03-15",69,33,75,79,59,0,65,72,83,52
"707","2014-03-16",71,0,74,89,43,0,66,74,85,50
"708","2014-03-17",85,28,81,78,44,84,68,81,63,85
"709","2014-03-18",89,47,73,85,31,0,65,85,70,91
"710","2014-03-19",89,56,74,83,56,0,67,84,69,90
"711","2014-03-20",87,29,87,77,63,0,65,82,67,88
"712","2014-03-21",79,50,82,73,33,0,66,73,66,88
"713","2014-03-22",70,33,73,75,59,0,66,70,73,49
"714","2014-03-23",71,32,69,85,64,0,63,76,73,54
"715","2014-03-24",86,28,74,82,55,0,69,83,65,93
"716","2014-03-25",89,28,76,83,31,0,65,84,68,98
"717","2014-03-26",91,42,75,82,19,0,67,84,63,93
"718","2014-03-27",93,86,85,83,51,0,67,100,55,94
"719","2014-03-28",92,59,85,69,66,44,71,100,60,89
"720","2014-03-29",74,0,74,70,59,0,65,88,56,51
"721","2014-03-30",74,0,76,83,44,49,65,87,65,52
"722","2014-03-31",87,56,88,76,65,0,63,88,56,96
"723","2015-01-01",54,0,81,63,41,0,69,65,80,44
"724","2015-01-02",65,3,92,84,39,0,66,82,87,73
"725","2015-01-03",61,6,86,90,41,0,57,81,75,50
"726","2015-01-04",62,3,78,89,41,0,80,86,100,47
"727","2015-01-05",76,2,94,97,47,0,68,98,75,95
"728","2015-01-06",77,7,91,100,38,0,61,98,73,91
"729","2015-01-07",76,4,84,91,41,0,60,97,68,91
"730","2015-01-08",76,2,86,97,38,0,60,92,85,90
"731","2015-01-09",72,2,85,85,32,1,60,88,71,85
"732","2015-01-10",62,5,86,84,29,1,62,82,75,52
"733","2015-01-11",63,5,88,93,35,0,75,88,74,50
"734","2015-01-12",78,7,94,91,34,0,71,99,75,91
"735","2015-01-13",79,5,89,97,29,0,64,100,75,100
"736","2015-01-14",80,2,80,98,38,0,57,99,80,89
"737","2015-01-15",78,2,76,92,32,0,61,97,76,88
"738","2015-01-16",74,2,84,83,30,0,55,86,70,80
"739","2015-01-17",62,11,76,86,32,0,59,81,81,54
"740","2015-01-18",63,5,73,97,26,0,61,88,88,50
"741","2015-01-19",75,5,73,95,45,0,64,95,83,84
"742","2015-01-20",79,2,84,92,35,1,60,99,81,92
"743","2015-01-21",91,22,99,97,31,37,71,99,79,92
"744","2015-01-22",100,100,100,93,33,100,78,97,74,96
"745","2015-01-23",85,71,87,85,34,51,64,87,93,84
"746","2015-01-24",71,39,87,88,28,30,62,83,82,51
"747","2015-01-25",70,40,73,97,26,26,61,89,92,47
"748","2015-01-26",82,44,75,88,23,20,63,94,92,85
"749","2015-01-27",85,44,88,96,29,22,70,95,87,89
"750","2015-01-28",85,41,82,92,26,21,69,96,86,90
"751","2015-01-29",84,32,89,92,24,19,67,92,71,99
"752","2015-01-30",76,19,80,83,28,15,65,87,82,100
"753","2015-01-31",66,30,82,84,22,13,63,81,95,64
"754","2015-02-01",66,23,77,87,24,10,63,87,92,55
"755","2015-02-02",81,21,78,88,25,11,74,93,79,95
"756","2015-02-03",82,30,88,90,27,7,63,96,84,96
"757","2015-02-04",82,17,80,89,24,6,66,94,69,93
"758","2015-02-05",80,15,83,87,26,8,60,92,78,99
"759","2015-02-06",76,17,78,85,21,7,63,87,71,85
"760","2015-02-07",63,21,87,86,25,3,60,81,95,51
"761","2015-02-08",65,20,80,96,20,7,60,88,95,49
"762","2015-02-09",78,9,78,90,23,5,68,94,78,86
"763","2015-02-10",80,13,70,90,24,3,57,96,80,88
"764","2015-02-11",81,11,86,93,25,5,57,95,67,92
"765","2015-02-12",79,11,85,84,22,4,56,90,76,91
"766","2015-02-13",74,19,84,82,20,5,55,84,64,85
"767","2015-02-14",59,16,85,78,20,2,52,73,81,50
"768","2015-02-15",64,14,88,83,23,4,57,81,80,50
"769","2015-02-16",77,8,90,98,22,3,60,91,69,85
"770","2015-02-17",79,16,84,89,26,3,63,95,74,95
"771","2015-02-18",78,14,91,82,24,3,57,91,67,85
"772","2015-02-19",77,10,88,81,20,3,58,86,67,85
"773","2015-02-20",73,12,91,72,22,2,57,82,68,80
"774","2015-02-21",65,19,86,82,21,3,52,80,77,49
"775","2015-02-22",63,13,74,88,23,3,55,84,84,47
"776","2015-02-23",77,16,81,86,35,2,53,92,64,87
"777","2015-02-24",81,4,78,89,61,2,55,94,91,91
"778","2015-02-25",79,10,79,92,48,2,54,95,66,93
"779","2015-02-26",79,6,80,83,38,3,57,93,61,95
"780","2015-02-27",72,12,76,77,25,1,57,79,60,77
"781","2015-02-28",62,4,99,89,26,2,52,80,74,50
"782","2015-03-01",64,6,84,89,29,2,55,89,74,49
"783","2015-03-02",79,9,93,95,26,3,52,92,57,90
"784","2015-03-03",81,13,97,89,26,2,54,97,71,91
"785","2015-03-04",80,9,83,90,30,2,53,93,68,88
"786","2015-03-05",79,13,83,88,23,2,60,94,60,87
"787","2015-03-06",74,13,93,82,22,1,53,87,71,81
"788","2015-03-07",63,7,99,87,31,2,51,81,73,51
"789","2015-03-08",64,9,93,93,27,2,47,82,63,50
"790","2015-03-09",78,9,90,91,49,2,57,95,56,90
"791","2015-03-10",80,7,99,95,72,2,54,93,60,95
"792","2015-03-11",80,10,94,98,48,2,54,95,62,88
"793","2015-03-12",80,12,94,92,42,2,57,91,64,91
"794","2015-03-13",75,8,91,83,38,2,58,83,64,81
"795","2015-03-14",64,9,90,80,28,2,49,78,82,49
"796","2015-03-15",64,6,85,95,29,1,47,86,61,47
"797","2015-03-16",79,9,79,91,29,3,50,92,68,90
"798","2015-03-17",80,15,88,94,95,2,51,91,59,86
"799","2015-03-18",81,6,90,91,100,3,52,93,59,89
"800","2015-03-19",79,16,86,88,53,1,48,87,72,90
"801","2015-03-20",72,9,84,81,53,2,46,82,66,83
"802","2015-03-21",63,5,99,82,48,2,45,74,65,50
"803","2015-03-22",63,8,89,86,47,1,44,80,82,46
"804","2015-03-23",77,11,85,92,41,1,51,90,61,88
"805","2015-03-24",78,7,89,95,37,1,50,90,72,87
"806","2015-03-25",80,7,80,95,42,2,52,93,65,80
"807","2015-03-26",76,9,84,82,29,1,51,84,67,86
"808","2015-03-27",71,7,89,79,36,3,48,77,59,83
"809","2015-03-28",61,9,91,84,44,1,41,72,62,48
"810","2015-03-29",61,5,79,81,46,1,41,77,82,49
"811","2015-03-30",74,4,89,83,36,2,51,86,72,86
"812","2015-03-31",77,9,88,82,33,1,100,82,82,91
"813","2016-01-01",67,64,95,67,100,37,75,61,64,40
"814","2016-01-02",73,28,100,78,67,64,79,71,65,46
"815","2016-01-03",75,55,82,89,68,31,82,80,68,49
"816","2016-01-04",94,31,94,100,65,40,94,97,65,100
"817","2016-01-05",98,31,97,99,67,27,95,95,63,93
"818","2016-01-06",97,48,94,97,58,27,96,95,71,94
"819","2016-01-07",97,31,95,98,62,27,96,94,69,88
"820","2016-01-08",91,24,88,87,54,37,88,86,59,81
"821","2016-01-09",78,27,91,89,54,0,84,79,57,53
"822","2016-01-10",76,35,92,93,46,60,87,84,69,52
"823","2016-01-11",94,45,85,90,42,26,86,97,58,88
"824","2016-01-12",99,53,85,98,44,39,82,99,61,86
"825","2016-01-13",99,31,83,97,39,26,88,99,93,94
"826","2016-01-14",95,54,83,90,44,26,83,95,85,87
"827","2016-01-15",89,24,86,88,56,27,83,84,72,82
"828","2016-01-16",76,71,93,85,58,46,81,77,77,46
"829","2016-01-17",77,0,83,86,53,30,89,85,87,44
"830","2016-01-18",94,15,92,95,46,0,84,98,72,85
"831","2016-01-19",100,46,84,97,41,0,84,100,78,81
"832","2016-01-20",97,38,80,98,48,26,85,100,63,89
"833","2016-01-21",97,15,85,98,46,40,91,94,97,86
"834","2016-01-22",91,40,87,85,46,27,86,86,96,85
"835","2016-01-23",75,70,82,81,44,30,79,78,100,49
"836","2016-01-24",77,35,82,90,39,30,90,82,97,48
"837","2016-01-25",93,15,79,92,40,0,100,91,85,83
"838","2016-01-26",96,38,82,89,35,26,86,96,80,84
"839","2016-01-27",97,23,81,94,36,26,91,95,80,90
"840","2016-01-28",96,38,90,97,35,35,83,93,75,88
"841","2016-01-29",91,39,87,82,34,54,88,82,77,79
"842","2016-01-30",75,44,88,80,32,31,82,78,72,47
"843","2016-01-31",77,34,81,83,35,29,73,81,87,48
"844","2016-02-01",94,29,82,92,39,25,82,92,85,89
"845","2016-02-02",98,29,79,89,36,75,74,93,69,89
"846","2016-02-03",96,29,84,85,45,25,85,91,76,88
"847","2016-02-04",94,45,83,86,45,26,81,89,65,88
"848","2016-02-05",88,46,81,78,35,26,77,81,65,76
"849","2016-02-06",72,17,81,82,36,0,69,72,75,49
"850","2016-02-07",71,26,73,81,35,0,68,74,86,46
"851","2016-02-08",89,23,79,80,37,52,77,87,74,78
"852","2016-02-09",94,45,80,84,38,26,76,90,78,87
"853","2016-02-10",94,30,76,85,38,25,80,89,72,81
"854","2016-02-11",93,30,80,84,36,39,81,91,71,85
"855","2016-02-12",87,61,79,82,33,40,76,82,75,74
"856","2016-02-13",72,17,80,79,35,29,68,72,75,48
"857","2016-02-14",69,25,76,81,44,29,64,71,74,44
"858","2016-02-15",90,30,90,89,30,39,82,90,73,79
"859","2016-02-16",92,44,85,88,39,0,83,90,56,86
"860","2016-02-17",95,22,77,99,34,50,79,91,67,79
"861","2016-02-18",93,29,79,86,33,42,91,87,63,82
"862","2016-02-19",87,38,87,87,33,44,82,81,70,83
"863","2016-02-20",73,17,79,81,33,29,74,73,61,48
"864","2016-02-21",75,0,83,89,38,29,75,79,69,46
"865","2016-02-22",94,65,82,88,31,50,86,91,68,86
"866","2016-02-23",96,36,84,93,28,50,82,91,81,83
"867","2016-02-24",95,44,76,91,31,42,79,91,68,83
"868","2016-02-25",94,15,73,91,27,25,83,89,53,87
"869","2016-02-26",87,30,78,80,36,26,79,80,59,76
"870","2016-02-27",71,34,90,84,33,0,75,74,73,45
"871","2016-02-28",74,33,76,89,33,43,74,79,67,48
"872","2016-02-29",90,35,73,89,39,24,72,90,66,83
"873","2016-03-01",93,57,78,92,41,37,78,93,57,83
"874","2016-03-02",93,29,80,89,38,66,76,90,61,84
"875","2016-03-03",93,22,83,84,28,25,73,87,50,85
"876","2016-03-04",86,30,76,82,31,26,69,80,63,79
"877","2016-03-05",72,33,78,82,29,57,72,72,65,48
"878","2016-03-06",71,16,74,84,34,28,65,78,54,45
"879","2016-03-07",91,43,74,90,34,33,77,89,63,82
"880","2016-03-08",90,43,75,89,30,37,73,88,65,80
"881","2016-03-09",91,14,70,90,28,0,79,89,63,82
"882","2016-03-10",93,22,73,88,33,49,75,89,55,79
"883","2016-03-11",87,45,78,80,42,39,73,81,58,74
"884","2016-03-12",72,42,74,85,38,0,72,72,64,45
"885","2016-03-13",73,33,73,88,43,38,69,78,62,43
"886","2016-03-14",91,57,73,86,36,25,75,88,45,82
"887","2016-03-15",92,22,78,86,40,25,70,87,57,83
"888","2016-03-16",92,0,72,85,33,25,67,87,68,79
"889","2016-03-17",89,22,77,89,33,0,72,84,57,82
"890","2016-03-18",83,30,88,80,37,26,67,76,57,74
"891","2016-03-19",69,33,80,82,35,29,71,68,62,44
"892","2016-03-20",70,41,76,80,32,57,64,71,61,39
"893","2016-03-21",89,58,81,79,35,25,79,81,51,76
"894","2016-03-22",88,29,78,82,33,37,80,82,53,81
"895","2016-03-23",88,45,79,82,34,26,74,82,63,83
"896","2016-03-24",88,100,82,80,38,27,83,76,54,75
"897","2016-03-25",85,33,82,74,31,28,77,69,61,60
"898","2016-03-26",71,35,87,68,37,80,72,66,64,40
"899","2016-03-27",70,44,75,78,39,91,71,64,66,39
"900","2016-03-28",85,61,78,84,39,78,80,83,55,68
"901","2016-03-29",93,22,85,91,36,58,75,85,71,80
"902","2016-03-30",96,36,73,85,34,100,74,86,64,80
"903","2016-03-31",93,58,81,85,34,75,75,82,51,80
"904","2017-01-01",56,56,77,62,84,33,76,56,57,34
"905","2017-01-02",73,70,91,84,100,0,85,81,65,52
"906","2017-01-03",85,52,100,89,54,51,86,91,64,73
"907","2017-01-04",87,66,93,94,78,26,84,96,71,73
"908","2017-01-05",86,30,88,92,85,26,81,93,65,71
"909","2017-01-06",81,38,89,90,69,27,81,83,53,65
"910","2017-01-07",68,37,88,73,81,0,71,74,55,43
"911","2017-01-08",67,62,82,86,80,29,85,80,66,39
"912","2017-01-09",87,50,87,90,80,25,82,95,55,72
"913","2017-01-10",91,65,82,89,79,0,88,96,58,75
"914","2017-01-11",90,75,83,90,70,0,85,97,51,75
"915","2017-01-12",90,29,86,86,55,0,82,93,51,70
"916","2017-01-13",82,74,81,87,72,26,73,87,60,69
"917","2017-01-14",66,50,74,87,76,0,71,75,56,39
"918","2017-01-15",67,41,73,94,84,0,80,79,63,39
"919","2017-01-16",83,64,86,96,73,25,75,93,56,68
"920","2017-01-17",92,86,86,95,69,0,84,100,65,74
"921","2017-01-18",89,75,91,100,82,0,82,97,52,76
"922","2017-01-19",88,29,84,89,66,0,81,92,54,72
"923","2017-01-20",81,22,81,79,67,0,74,84,53,63
