"","Date","Google","Translate","Docs","Okay google","gmail","Earth","Hangout","Maps","Street View","Classroom","Chrome"
"970","2017-03-08",100,100,94,61,94,91,91,88,84,94,92
"971","2017-03-09",96,94,95,63,96,89,90,88,91,93,92
"972","2017-03-10",93,87,80,64,90,88,100,88,88,81,91
"973","2017-03-11",79,70,21,73,64,77,56,66,84,9,85
"974","2017-03-12",80,75,29,68,61,81,56,62,84,14,84
"975","2017-03-13",93,92,81,58,95,89,78,89,86,81,89
"976","2017-03-14",92,94,71,57,96,88,84,88,84,68,91
"977","2017-03-15",93,92,76,59,95,87,78,89,86,73,91
"978","2017-03-16",93,91,84,58,95,88,78,88,87,80,93
"979","2017-03-17",91,86,71,64,91,87,79,89,89,71,95
"980","2017-03-18",79,70,21,70,65,80,51,66,83,8,87
"981","2017-03-19",79,75,30,66,61,83,46,61,91,14,86
"982","2017-03-20",93,94,84,57,96,90,82,87,86,84,90
"983","2017-03-21",97,96,88,58,99,95,84,90,96,85,95
"984","2017-03-22",94,95,88,56,98,92,81,91,95,86,93
"985","2017-03-23",96,94,90,58,96,92,79,91,92,86,92
"986","2017-03-24",92,87,76,61,91,89,86,89,95,75,90
"987","2017-03-25",79,70,22,69,66,78,48,67,90,8,87
"988","2017-03-26",80,77,32,62,62,83,50,63,83,15,85
"989","2017-03-27",93,93,84,55,99,90,76,89,83,78,89
"990","2017-03-28",94,95,84,56,96,92,84,89,86,76,92
"991","2017-03-29",92,97,85,53,99,90,79,89,88,79,92
"992","2017-03-30",94,96,86,54,100,95,78,91,95,80,92
"993","2017-03-31",91,86,73,57,94,90,72,100,92,70,92
