"","Date","Value"
"783","11/30/08",37
"784","12/1/08",37
"785","12/2/08",19
"786","12/3/08",38
"787","12/4/08",0
"788","12/5/08",20
"789","12/6/08",26
"790","12/7/08",38
"791","12/8/08",30
"792","12/9/08",19
"793","12/10/08",57
"794","12/11/08",58
"795","12/12/08",61
"796","12/13/08",26
"797","12/14/08",100
"798","12/15/08",37
"799","12/16/08",28
"800","12/17/08",0
"801","12/18/08",40
"802","12/19/08",43
"803","12/20/08",53
"804","12/21/08",27
"805","12/22/08",41
"806","12/23/08",88
"807","12/24/08",0
"808","12/25/08",96
"809","12/26/08",53
"810","12/27/08",0
"811","12/28/08",54
"812","12/29/08",22
"813","12/30/08",33
"814","12/31/08",40
"815","1/2/09",0
"816","1/3/09",36
"817","1/4/09",0
"818","1/5/09",0
"819","1/6/09",27
"820","1/7/09",27
"821","1/8/09",27
"822","1/9/09",0
"823","1/10/09",0
"824","1/11/09",34
"825","1/12/09",26
"826","1/13/09",26
"827","1/14/09",0
"828","1/15/09",26
"829","1/16/09",0
"830","1/17/09",0
"831","1/18/09",34
"832","1/19/09",77
"833","1/20/09",0
"834","1/21/09",0
"835","1/22/09",52
"836","1/23/09",0
"837","1/24/09",34
"838","1/25/09",66
"839","1/26/09",0
"840","1/27/09",0
"841","1/28/09",0
"842","1/29/09",25
"843","1/30/09",0
"844","1/31/09",67
"845","2/1/09",33
"846","2/2/09",0
"847","2/3/09",0
"848","2/4/09",25
"849","2/5/09",26
"850","2/6/09",26
"851","2/7/09",0
"852","2/8/09",64
"853","2/9/09",0
"854","2/10/09",24
"855","2/11/09",0
"856","2/12/09",26
"857","2/13/09",27
"858","2/14/09",0
"859","2/15/09",0
"860","2/16/09",0
"861","2/17/09",0
"862","2/18/09",0
"863","2/19/09",26
"864","2/20/09",54
"865","2/21/09",68
"866","2/22/09",0
"867","2/23/09",51
"868","2/24/09",25
"869","2/25/09",0
"870","2/26/09",0
"871","2/27/09",0
"872","2/28/09",33
"873","3/1/09",32
"874","3/2/09",0
"875","3/3/09",49
"876","3/4/09",24
"877","3/5/09",0
"878","3/6/09",52
"879","3/7/09",100
"880","3/8/09",32
"881","3/9/09",24
"882","3/10/09",0
"883","3/11/09",25
"884","3/12/09",0
"885","3/13/09",53
"886","3/14/09",33
"887","3/15/09",0
"888","3/16/09",48
"889","3/17/09",49
"890","3/18/09",25
"891","3/19/09",0
"892","3/20/09",27
"893","3/21/09",0
"894","3/22/09",0
"895","3/23/09",0
"896","3/24/09",24
"897","3/25/09",0
"898","3/26/09",0
"899","3/27/09",26
"900","3/28/09",0
"901","3/29/09",0
"902","3/30/09",24
"903","3/31/09",0
"904","4/2/09",34
"905","4/3/09",35
"906","4/4/09",0
"907","4/5/09",0
"908","4/6/09",33
"909","4/7/09",99
"910","4/8/09",68
"911","4/9/09",0
"912","4/10/09",41
"913","4/11/09",0
"914","4/12/09",0
"915","4/13/09",0
"916","4/14/09",32
"917","4/15/09",100
"918","4/16/09",33
"919","4/17/09",0
"920","4/18/09",0
"921","4/19/09",0
"922","4/20/09",65
"923","4/21/09",0
"924","4/22/09",0
"925","4/23/09",66
"926","4/24/09",35
"927","4/25/09",46
"928","4/26/09",87
"929","4/27/09",0
"930","4/28/09",0
"931","4/29/09",33
"932","4/30/09",34
"933","5/1/09",41
"934","5/2/09",46
"935","5/3/09",0
"936","5/4/09",0
"937","5/5/09",32
"938","5/6/09",32
"939","5/7/09",33
"940","5/8/09",35
"941","5/9/09",0
"942","5/10/09",45
"943","5/11/09",32
"944","5/12/09",0
"945","5/13/09",0
"946","5/14/09",62
"947","5/15/09",67
"948","5/16/09",43
"949","5/17/09",42
"950","5/18/09",31
"951","5/19/09",62
"952","5/20/09",0
"953","5/21/09",67
"954","5/22/09",34
"955","5/23/09",0
"956","5/24/09",44
"957","5/25/09",0
"958","5/26/09",31
"959","5/27/09",0
"960","5/28/09",32
"961","5/29/09",0
"962","5/30/09",44
"963","5/31/09",0
"964","6/1/09",65
"965","6/2/09",0
"966","6/3/09",0
"967","6/4/09",32
"968","6/5/09",66
"969","6/6/09",43
"970","6/7/09",83
"971","6/8/09",91
"972","6/9/09",0
"973","6/10/09",94
"974","6/11/09",0
"975","6/12/09",34
"976","6/13/09",44
"977","6/14/09",43
"978","6/15/09",31
"979","6/16/09",0
"980","6/17/09",31
"981","6/18/09",31
"982","6/19/09",33
"983","6/20/09",0
"984","6/21/09",43
"985","6/22/09",61
"986","6/23/09",31
"987","6/24/09",0
"988","6/25/09",0
"989","6/26/09",33
"990","6/27/09",0
"991","6/28/09",44
"992","6/29/09",0
"993","6/30/09",32
"994","7/2/09",18
"995","7/3/09",0
"996","7/4/09",30
"997","7/5/09",17
"998","7/6/09",12
"999","7/7/09",35
"1000","7/8/09",20
"1001","7/9/09",33
"1002","7/10/09",39
"1003","7/11/09",46
"1004","7/12/09",17
"1005","7/13/09",17
"1006","7/14/09",12
"1007","7/15/09",12
"1008","7/16/09",12
"1009","7/17/09",26
"1010","7/18/09",29
"1011","7/19/09",29
"1012","7/20/09",12
"1013","7/21/09",24
"1014","7/22/09",15
"1015","7/23/09",27
"1016","7/24/09",29
"1017","7/25/09",68
"1018","7/26/09",21
"1019","7/27/09",21
"1020","7/28/09",21
"1021","7/29/09",35
"1022","7/30/09",12
"1023","7/31/09",25
"1024","8/1/09",0
"1025","8/2/09",21
"1026","8/3/09",0
"1027","8/4/09",15
"1028","8/5/09",21
"1029","8/6/09",49
"1030","8/7/09",39
"1031","8/8/09",0
"1032","8/9/09",45
"1033","8/10/09",18
"1034","8/11/09",12
"1035","8/12/09",27
"1036","8/13/09",15
"1037","8/14/09",13
"1038","8/15/09",50
"1039","8/16/09",17
"1040","8/17/09",21
"1041","8/18/09",35
"1042","8/19/09",15
"1043","8/20/09",57
"1044","8/21/09",25
"1045","8/22/09",28
"1046","8/23/09",16
"1047","8/24/09",100
"1048","8/25/09",25
"1049","8/26/09",37
"1050","8/27/09",32
"1051","8/28/09",25
"1052","8/29/09",27
"1053","8/30/09",26
"1054","8/31/09",14
"1055","9/1/09",16
"1056","9/2/09",0
"1057","9/3/09",36
"1058","9/4/09",21
"1059","9/5/09",0
"1060","9/6/09",0
"1061","9/7/09",53
"1062","9/8/09",19
"1063","9/9/09",19
"1064","9/10/09",23
"1065","9/11/09",12
"1066","9/12/09",40
"1067","9/13/09",54
"1068","9/14/09",0
"1069","9/15/09",21
"1070","9/16/09",11
"1071","9/17/09",0
"1072","9/18/09",32
"1073","9/19/09",0
"1074","9/20/09",0
"1075","9/21/09",16
"1076","9/22/09",16
"1077","9/23/09",27
"1078","9/24/09",22
"1079","9/25/09",20
"1080","9/26/09",15
"1081","9/27/09",56
"1082","9/28/09",11
"1083","9/29/09",24
"1084","9/30/09",11
"1085","10/2/09",41
"1086","10/3/09",84
"1087","10/4/09",0
"1088","10/5/09",37
"1089","10/6/09",75
"1090","10/7/09",37
"1091","10/8/09",26
"1092","10/9/09",67
"1093","10/10/09",100
"1094","10/11/09",33
"1095","10/12/09",52
"1096","10/13/09",49
"1097","10/14/09",50
"1098","10/15/09",51
"1099","10/16/09",54
"1100","10/17/09",33
"1101","10/18/09",32
"1102","10/19/09",0
"1103","10/20/09",25
"1104","10/21/09",49
"1105","10/22/09",25
"1106","10/23/09",39
"1107","10/24/09",96
"1108","10/25/09",32
"1109","10/26/09",24
"1110","10/27/09",36
"1111","10/28/09",37
"1112","10/29/09",75
"1113","10/30/09",66
"1114","10/31/09",67
"1115","11/1/09",97
"1116","11/2/09",74
"1117","11/3/09",36
"1118","11/4/09",24
"1119","11/5/09",25
"1120","11/6/09",39
"1121","11/7/09",32
"1122","11/8/09",62
"1123","11/9/09",59
"1124","11/10/09",47
"1125","11/11/09",97
"1126","11/12/09",36
"1127","11/13/09",26
"1128","11/14/09",63
"1129","11/15/09",31
"1130","11/16/09",24
"1131","11/17/09",36
"1132","11/18/09",36
"1133","11/19/09",49
"1134","11/20/09",26
"1135","11/21/09",64
"1136","11/22/09",31
"1137","11/23/09",59
"1138","11/24/09",47
"1139","11/25/09",61
"1140","11/26/09",79
"1141","11/27/09",69
"1142","11/28/09",97
"1143","11/29/09",46
"1144","11/30/09",35
"1145","12/1/09",59
"1146","12/2/09",47
"1147","12/3/09",36
"1148","12/4/09",38
"1149","12/5/09",63
"1150","12/6/09",93
"1151","12/7/09",36
"1152","12/8/09",48
"1153","12/9/09",59
"1154","12/10/09",36
"1155","12/11/09",76
"1156","12/12/09",94
"1157","12/13/09",46
"1158","12/14/09",58
"1159","12/15/09",24
"1160","12/16/09",84
"1161","12/17/09",50
"1162","12/18/09",80
"1163","12/19/09",81
"1164","12/20/09",32
"1165","12/21/09",50
"1166","12/22/09",51
"1167","12/23/09",69
"1168","12/24/09",33
"1169","12/25/09",97
"1170","12/26/09",52
"1171","12/27/09",50
"1172","12/28/09",79
"1173","12/29/09",54
"1174","12/30/09",41
"1175","12/31/09",81
"1176","1/2/10",28
"1177","1/3/10",27
"1178","1/4/10",41
"1179","1/5/10",21
"1180","1/6/10",0
"1181","1/7/10",20
"1182","1/8/10",42
"1183","1/9/10",26
"1184","1/10/10",100
"1185","1/11/10",59
"1186","1/12/10",0
"1187","1/13/10",0
"1188","1/14/10",40
"1189","1/15/10",62
"1190","1/16/10",0
"1191","1/17/10",25
"1192","1/18/10",20
"1193","1/19/10",19
"1194","1/20/10",19
"1195","1/21/10",0
"1196","1/22/10",62
"1197","1/23/10",0
"1198","1/24/10",25
"1199","1/25/10",19
"1200","1/26/10",19
"1201","1/27/10",76
"1202","1/28/10",19
"1203","1/29/10",41
"1204","1/30/10",75
"1205","1/31/10",25
"1206","2/1/10",19
"1207","2/2/10",57
"1208","2/3/10",76
"1209","2/4/10",19
"1210","2/5/10",41
"1211","2/6/10",0
"1212","2/7/10",25
"1213","2/8/10",38
"1214","2/9/10",57
"1215","2/10/10",0
"1216","2/11/10",20
"1217","2/12/10",21
"1218","2/13/10",26
"1219","2/14/10",0
"1220","2/15/10",0
"1221","2/16/10",0
"1222","2/17/10",39
"1223","2/18/10",39
"1224","2/19/10",41
"1225","2/20/10",0
"1226","2/21/10",48
"1227","2/22/10",56
"1228","2/23/10",19
"1229","2/24/10",0
"1230","2/25/10",19
"1231","2/26/10",40
"1232","2/27/10",74
"1233","2/28/10",24
"1234","3/1/10",19
"1235","3/2/10",19
"1236","3/3/10",38
"1237","3/4/10",58
"1238","3/5/10",20
"1239","3/6/10",0
"1240","3/7/10",49
"1241","3/8/10",0
"1242","3/9/10",37
"1243","3/10/10",57
"1244","3/11/10",39
"1245","3/12/10",40
"1246","3/13/10",73
"1247","3/14/10",48
"1248","3/15/10",0
