Date,Amazon Australia,Amazon dvd,Amazon mp3,Amazon books,Amazon India,Amazon music,Amazon UK,Amazon video,Amazon error,Amazon kindle,Amazon order,Amazon recall,Amazon register,Amazon sucks,Amazon echo,Price
3/3/10,86,53,49,75,27,59,68,55,38,31,85,37,79,31,65,136.580002
3/4/10,68,63,56,77,54,55,66,51,58,47,100,25,61,47,83,135.770004
3/5/10,55,56,67,70,63,67,64,56,20,66,76,26,0,66,100,131.809998
3/6/10,97,61,68,71,62,64,74,65,0,0,62,64,0,0,60,131.490005
3/7/10,78,69,77,72,75,74,86,67,49,78,77,31,0,78,55,135.559998
3/8/10,75,62,52,76,48,58,72,44,0,0,69,0,39,0,62,134.869995
3/9/10,73,51,55,73,64,69,74,54,37,31,63,0,59,31,63,140.960007
3/10/10,75,58,53,69,64,55,69,47,57,62,37,25,78,62,62,140.059998
3/11/10,74,50,56,74,49,70,64,58,39,63,66,25,0,63,62,141.199997
3/12/10,68,61,51,69,50,62,63,61,40,33,64,26,21,33,61,140.160004
3/13/10,64,58,76,85,34,68,70,69,73,0,41,32,25,0,51,144.279999
3/14/10,81,72,72,54,40,72,82,69,48,39,53,62,25,39,48,145.820007
3/15/10,84,58,45,57,84,47,67,54,0,60,65,0,39,60,61,142.169998
3/16/10,84,53,49,50,48,64,68,45,19,0,69,0,20,0,62,142.429993
3/17/10,82,54,54,52,70,59,66,44,38,62,69,25,20,62,60,144.199997
3/18/10,78,52,42,52,38,60,67,47,39,0,57,51,61,0,61,146.429993
3/19/10,56,54,52,47,69,51,64,62,0,0,46,0,21,0,61,150.089996
3/20/10,71,68,76,52,63,95,77,60,0,41,42,32,26,41,51,143.630005
3/21/10,79,68,70,51,48,77,79,76,0,39,50,0,25,39,49,147.110001
3/22/10,75,71,55,53,95,45,73,42,19,0,44,24,20,0,63,142.020004
3/23/10,74,55,63,47,68,52,70,48,0,61,63,25,20,61,62,139.350006
3/24/10,71,53,63,40,59,55,63,57,19,0,56,74,0,0,60,141.729996
3/25/10,65,52,47,49,44,67,68,55,39,63,51,38,0,63,61,137.100006
3/26/10,78,49,59,53,52,64,68,60,20,33,57,27,0,33,58,137.490005
3/27/10,65,74,62,45,50,84,76,73,25,83,49,0,26,83,53,129.830002
3/28/10,64,73,68,49,56,69,88,76,25,81,59,32,0,81,51,130.929993
3/29/10,78,59,55,48,37,64,77,52,19,31,37,0,0,31,63,128.710007
3/30/10,67,55,58,52,38,58,71,44,19,94,54,0,60,94,61,124.980003
3/31/10,76,60,49,49,39,57,65,50,20,64,47,26,21,64,59,131.289993
1/1/11,99,86,100,85,83,80,100,75,85,32,51,74,92,32,47,130.460007
1/2/11,66,100,84,96,73,74,97,100,42,28,74,21,100,28,46,133.869995
1/3/11,85,82,70,95,100,71,83,48,53,22,86,17,100,22,52,131.470001
1/4/11,95,73,56,89,86,73,83,68,25,0,87,25,62,0,55,184.220001
1/5/11,78,69,65,98,67,71,83,47,39,0,59,0,42,0,56,185.009995
1/6/11,86,67,62,89,82,68,79,54,65,22,93,17,36,22,57,187.419998
1/7/11,83,68,68,91,69,76,80,60,60,23,76,17,43,23,54,185.860001
1/8/11,71,71,75,85,85,71,81,62,54,53,72,41,68,53,49,185.490005
1/9/11,74,83,67,97,58,92,87,60,53,77,58,30,67,77,47,184.679993
1/10/11,77,71,52,90,53,70,77,72,31,62,73,33,40,62,58,184.339996
1/11/11,77,68,61,98,60,72,73,40,43,41,93,16,40,41,57,184.080002
1/12/11,78,69,60,89,78,69,75,46,25,0,59,16,81,0,54,185.529999
1/13/11,74,60,52,100,68,75,69,54,37,42,57,16,61,42,59,188.75
1/14/11,60,65,67,90,61,72,73,46,25,21,65,17,35,21,56,191.25
1/15/11,68,82,83,84,85,85,85,61,30,26,53,100,58,26,49,186.869995
1/16/11,59,84,74,96,72,87,93,69,53,51,89,20,99,51,50,181.960007
1/17/11,80,67,56,88,63,75,72,59,91,21,74,40,40,21,61,177.419998
1/18/11,70,59,66,90,83,74,68,51,42,41,71,32,20,41,58,176.850006
1/19/11,68,65,62,93,75,62,68,45,66,41,65,16,93,41,59,176.699997
1/20/11,66,58,52,98,63,67,72,57,37,21,84,57,67,21,59,175.389999
1/21/11,57,58,58,85,51,72,69,48,63,0,75,50,55,0,56,184.449997
1/22/11,60,75,76,97,51,88,74,63,53,0,77,50,41,0,48,171.139999
1/23/11,71,72,85,100,46,89,84,59,30,0,85,59,33,0,46,169.639999
1/24/11,68,62,58,91,68,73,69,44,41,0,75,31,65,0,60,172.110001
1/25/11,71,60,54,89,59,67,66,46,84,20,71,16,26,20,57,173.529999
1/26/11,62,56,52,83,52,63,69,42,42,20,56,48,98,20,57,173.710007
1/27/11,66,58,62,82,79,64,65,42,30,0,58,24,60,0,59,175.929993
1/28/11,70,56,59,87,77,73,70,41,32,0,64,17,42,0,61,176.429993
1/29/11,74,65,83,94,69,84,72,65,15,0,73,58,32,0,52,183.059998
1/30/11,95,72,79,87,52,100,80,71,57,48,86,19,47,48,49,185.300003
1/31/11,64,55,53,82,65,78,68,41,40,78,80,30,81,78,64,186.210007
2/1/11,58,59,57,79,49,66,69,52,17,19,64,30,19,19,60,189.25
2/2/11,68,53,57,86,76,68,70,48,58,19,86,0,63,19,56,190.419998
2/3/11,65,55,51,72,77,61,72,46,53,20,58,31,26,20,57,189.029999
2/4/11,62,63,67,75,54,67,65,52,55,62,64,16,13,62,56,186.619995
2/5/11,59,71,75,88,63,93,80,55,15,25,63,38,72,25,46,187.759995
2/6/11,71,77,72,90,56,93,81,64,28,0,61,47,39,0,47,186.5
2/7/11,69,59,56,76,76,66,71,52,35,0,61,23,51,0,64,180.419998
2/8/11,61,55,59,79,61,65,67,36,18,20,79,15,45,20,72,176.679993
2/9/11,57,55,59,73,79,62,65,35,18,0,63,0,13,0,62,177.75
2/10/11,51,55,60,77,56,63,65,40,36,41,75,0,33,41,61,177.240005
2/11/11,51,54,61,72,46,69,64,39,31,42,72,41,35,42,59,173.289993
2/12/11,68,68,69,68,68,79,68,46,67,0,59,59,32,0,46,169.440002
2/13/11,64,74,68,77,62,82,82,71,80,0,72,19,56,0,47,172.020004
2/14/11,56,54,75,73,59,71,64,51,36,100,62,23,33,100,56,172.789993
2/15/11,58,54,61,79,51,62,64,43,17,19,76,45,19,19,56,171.669998
2/16/11,61,51,55,71,66,61,58,43,52,20,70,46,51,20,55,169.080002
2/17/11,66,52,56,69,70,65,60,30,36,20,61,39,13,20,56,166.889999
2/18/11,84,54,64,70,62,63,64,41,13,0,62,17,34,0,55,169.050003
2/19/11,88,63,79,78,73,75,72,54,44,0,56,48,64,0,48,166.139999
2/20/11,100,71,75,75,60,73,84,62,58,0,53,19,40,0,46,168.070007
2/21/11,88,60,46,75,64,61,71,47,65,20,73,0,58,20,57,166.729996
2/22/11,61,52,55,63,56,58,62,99,29,0,63,38,45,0,56,165.080002
2/23/11,53,55,55,66,47,67,65,91,71,20,64,15,26,20,55,164.699997
2/24/11,59,54,52,68,49,59,59,56,36,0,69,23,26,0,54,160.970001
2/25/11,55,53,60,73,53,65,64,68,37,0,67,48,40,0,53,161.820007
2/26/11,72,63,60,68,68,79,67,79,36,0,62,0,79,0,46,164.520004
2/27/11,72,66,75,77,63,79,81,86,43,24,66,94,55,24,43,162.600006
2/28/11,80,63,56,71,45,54,69,66,35,19,72,15,82,19,53,165.320007
3/1/11,77,57,49,68,63,52,66,49,35,19,67,0,83,19,54,171.100006
3/2/11,71,46,53,70,66,54,63,49,47,60,71,15,58,60,57,170.979996
3/3/11,67,57,53,80,71,56,66,40,60,20,70,24,39,20,55,169.350006
3/4/11,57,54,62,73,57,62,60,51,38,21,100,16,48,21,54,174.619995
3/5/11,72,58,71,65,64,67,75,64,52,25,85,58,65,25,47,179.419998
3/6/11,91,67,73,79,63,78,79,63,52,25,59,29,97,25,47,180.130005
3/7/11,75,57,53,69,76,74,72,51,36,40,78,39,52,40,58,180.130005
3/8/11,66,62,65,79,61,60,64,43,42,0,69,32,53,0,54,182.940002
3/9/11,56,50,49,70,60,62,63,39,41,79,65,38,19,79,57,185.289993
3/10/11,73,50,54,70,60,53,65,41,35,40,81,23,26,40,57,182.759995
3/11/11,58,49,60,59,50,55,56,32,42,60,55,16,26,60,53,184.910004
3/12/11,58,54,58,69,44,45,66,47,52,25,52,20,57,25,43,184.710007
3/13/11,79,55,55,63,63,67,71,50,29,0,63,58,79,0,40,184.039993
3/14/11,73,45,47,61,45,50,56,42,31,21,68,16,47,21,52,180.479996
3/15/11,68,49,52,65,55,55,64,40,12,0,67,31,58,0,53,182.289993
3/16/11,66,50,52,70,62,56,59,37,29,19,65,15,19,19,55,181.820007
3/17/11,58,46,54,68,45,65,60,39,36,40,77,31,39,40,54,180.009995
3/18/11,59,51,59,67,48,54,56,36,37,0,59,49,34,0,52,178.339996
3/19/11,65,58,71,65,59,68,62,58,44,0,56,19,24,0,44,178.820007
3/20/11,82,63,78,76,79,76,75,60,43,0,59,38,24,0,44,183.869995
3/21/11,65,54,49,73,70,62,66,50,29,59,65,15,32,59,58,185.889999
3/22/11,59,56,50,72,80,53,64,45,76,39,54,46,19,39,55,185.419998
3/23/11,63,50,53,69,52,57,60,52,41,0,85,15,32,0,55,182.300003
3/24/11,64,40,61,67,76,62,60,46,47,39,57,31,26,39,81,196.630005
3/25/11,59,46,64,66,43,55,61,47,100,0,42,16,41,0,100,195.070007
3/26/11,75,64,71,73,62,73,67,57,44,25,53,29,40,25,57,195.809998
3/27/11,93,62,75,73,88,81,70,73,50,0,80,19,16,0,51,201.190002
3/28/11,72,51,51,68,66,58,66,54,35,38,51,0,31,38,62,198.449997
3/29/11,71,54,82,75,76,99,69,46,23,20,62,15,69,20,56,199.970001
3/30/11,69,55,82,74,84,93,66,37,88,20,84,15,38,20,58,197.110001
3/31/11,70,49,69,71,44,80,66,44,59,20,45,0,32,20,55,197.600006
1/1/12,93,100,100,89,45,92,100,100,75,60,60,70,100,60,49,200.800003
1/2/12,73,83,84,91,34,93,95,90,68,46,68,27,39,46,56,203.940002
1/3/12,82,78,70,94,40,82,94,68,81,72,76,100,24,72,59,204.380005
1/4/12,65,77,79,89,41,84,90,60,36,43,57,0,30,43,57,206.070007
1/5/12,78,72,56,84,40,80,87,57,54,71,53,12,48,71,57,202.559998
1/6/12,73,62,70,82,45,92,84,56,47,0,100,0,31,0,55,179.029999
1/7/12,73,73,87,82,41,93,89,84,86,85,56,0,36,85,49,177.509995
1/8/12,100,84,82,92,30,98,99,86,61,49,65,43,82,49,50,177.610001
1/9/12,70,72,68,86,37,86,85,61,17,83,65,36,52,83,60,182.610001
1/10/12,61,61,60,88,26,79,79,65,35,82,70,24,35,82,57,178.559998
1/11/12,64,65,66,82,33,75,76,59,26,41,63,0,29,41,58,179.339996
1/12/12,57,57,56,78,33,84,77,44,35,70,38,24,30,70,59,178.899994
1/13/12,79,58,66,80,34,85,64,63,81,57,49,25,30,57,54,175.929993
1/14/12,67,77,78,79,34,96,75,67,53,33,68,15,29,33,46,178.419998
1/15/12,84,81,82,82,34,100,77,66,52,33,73,29,14,33,48,181.660004
1/16/12,68,63,64,82,36,77,50,67,43,41,51,12,29,41,58,189.440002
1/17/12,75,54,73,83,31,73,46,48,77,41,53,24,29,41,59,194.449997
1/18/12,55,58,63,91,37,74,44,48,26,41,58,23,51,41,57,190.929993
1/19/12,50,59,67,82,36,77,46,59,17,55,51,24,40,55,58,186.089996
1/20/12,46,64,66,82,44,83,45,57,54,43,53,50,12,43,59,187
1/21/12,59,70,83,86,45,94,48,85,72,0,59,14,42,0,49,187.800003
1/22/12,79,78,80,93,50,86,58,78,72,48,59,14,27,48,48,193.320007
1/23/12,63,63,57,85,36,76,45,60,8,95,70,12,29,95,58,195.369995
1/24/12,71,61,62,88,39,71,45,59,52,68,82,12,40,68,57,192.149994
1/25/12,62,58,67,86,33,82,44,54,35,96,51,0,34,96,58,194.440002
1/26/12,62,53,62,83,39,74,43,52,53,55,57,48,23,55,59,179.460007
1/27/12,64,62,70,78,34,83,44,57,63,57,39,13,18,57,58,181.720001
1/28/12,69,73,81,84,37,99,49,73,52,33,59,29,21,33,49,187.679993
1/29/12,73,83,78,88,30,100,54,64,72,33,65,28,41,33,49,183.139999
1/30/12,63,64,63,83,37,78,48,53,59,27,50,35,39,27,61,184.190002
1/31/12,54,57,50,78,27,76,44,49,42,40,57,58,45,40,61,185.479996
2/1/12,52,59,55,78,43,83,45,49,42,53,74,23,39,53,59,184.979996
2/2/12,57,57,53,72,100,73,44,42,17,41,54,35,23,41,57,185.539993
2/3/12,49,60,71,70,68,81,43,49,53,71,71,12,24,71,56,191.589996
2/4/12,52,71,84,87,56,83,49,65,51,65,66,28,48,65,49,191.300003
2/5/12,66,76,76,87,47,97,52,71,40,32,52,0,20,32,48,184.470001
2/6/12,45,63,65,79,44,75,45,54,17,54,69,23,40,54,58,179.929993
2/7/12,66,56,64,89,48,85,44,53,100,53,70,46,34,53,58,182.5
2/8/12,55,59,52,82,43,69,43,63,51,41,67,0,51,41,57,182.259995
2/9/12,49,59,66,87,38,81,42,62,84,27,54,24,11,27,57,180.580002
2/10/12,54,57,70,82,38,83,42,56,53,56,52,12,41,56,56,178.889999
2/11/12,56,71,73,88,40,100,50,72,10,65,56,0,27,65,47,179.130005
2/12/12,59,69,83,93,39,84,50,75,49,0,71,14,32,0,47,178.529999
2/13/12,52,59,67,78,38,81,41,54,25,53,39,23,55,53,59,183.800003
2/14/12,53,59,66,83,35,79,41,52,92,80,44,47,23,80,56,179.690002
2/15/12,45,53,63,77,36,73,41,54,51,54,31,0,34,54,56,180.039993
2/16/12,54,56,71,82,44,83,40,53,77,41,64,24,28,41,57,179.300003
2/17/12,53,60,66,83,39,76,41,56,53,28,65,49,30,28,56,180.259995
2/18/12,50,74,87,80,43,89,45,77,41,65,38,0,55,65,48,181.089996
2/19/12,57,73,84,95,36,92,50,85,42,32,51,29,48,32,47,183.770004
2/20/12,57,64,57,87,44,72,45,59,96,98,54,24,41,98,59,187.639999
2/21/12,56,63,57,91,38,84,41,53,43,68,55,24,23,68,62,184.320007
2/22/12,59,60,60,89,41,85,42,51,67,27,52,0,23,27,62,183.389999
2/23/12,53,58,60,85,36,68,49,53,34,54,56,24,34,54,59,184.589996
2/24/12,60,59,65,83,37,83,48,39,17,55,44,12,23,55,58,182.259995
2/25/12,58,66,84,86,47,83,51,74,31,0,69,0,34,0,52,184.429993
2/26/12,62,71,95,91,37,79,59,76,50,0,65,42,33,0,48,185.050003
2/27/12,48,61,62,81,34,71,73,63,58,66,55,23,17,66,59,185.520004
2/28/12,67,61,55,85,40,77,75,59,41,40,51,23,39,40,64,192.330002
2/29/12,70,57,55,87,39,74,73,53,67,53,59,12,22,53,62,191.729996
3/1/12,64,54,57,86,36,75,66,55,44,70,77,37,18,70,62,192.399994
3/2/12,63,58,65,87,38,83,69,59,64,29,83,25,25,29,60,195.039993
3/3/12,66,74,80,95,44,89,74,80,95,100,57,29,35,100,49,202.869995
3/4/12,62,77,86,100,40,84,88,75,52,33,83,0,48,33,49,205.440002
3/5/12,59,59,64,87,42,78,76,63,77,68,88,12,35,68,61,201.160004
3/6/12,60,59,63,82,33,72,72,48,50,53,83,12,39,53,58,204.610001
3/7/12,51,52,58,85,35,70,70,54,33,26,91,12,6,26,55,202.509995
3/8/12,50,49,54,82,34,74,70,58,9,41,58,60,34,41,57,198.050003
3/9/12,46,55,73,79,35,80,70,60,18,28,56,73,58,28,56,199.660004
3/10/12,44,65,82,85,32,78,71,66,61,48,64,14,47,48,47,193.990005
3/11/12,69,67,86,92,33,87,81,72,30,63,43,27,27,63,45,194.389999
3/12/12,70,58,59,78,47,77,73,54,76,53,70,12,28,53,59,191.869995
3/13/12,53,55,59,83,39,64,72,45,42,53,67,23,28,53,58,186.979996
3/14/12,52,53,57,79,36,65,75,54,17,27,40,12,44,27,58,187.970001
3/15/12,58,55,52,80,32,78,70,48,51,27,33,36,23,27,56,190.690002
3/16/12,55,52,58,74,34,70,70,55,26,84,38,49,24,84,54,188.460007
3/17/12,77,67,79,83,38,76,77,75,41,32,65,14,35,32,46,185.5
3/18/12,62,70,86,91,35,84,79,72,50,32,65,28,34,32,48,188.389999
3/19/12,62,60,56,84,29,74,71,50,67,81,44,12,45,81,59,191.070007
3/20/12,61,50,60,77,33,78,69,54,84,67,57,23,22,67,60,191.100006
3/21/12,63,47,62,78,34,75,70,48,33,53,44,12,28,53,59,189.979996
3/22/12,59,48,67,72,26,77,67,46,26,27,43,47,34,27,90,188.240005
3/23/12,54,58,59,70,29,70,65,49,27,28,37,0,54,28,100,190.330002
3/24/12,59,62,68,81,38,86,69,63,31,98,45,15,21,98,58,194.419998
3/25/12,73,66,81,86,38,81,74,58,42,67,51,57,34,67,53,195.990005
3/26/12,63,57,69,73,34,73,70,67,51,0,68,47,34,0,60,226.850006
3/27/12,57,52,74,62,39,79,68,59,42,54,77,35,28,54,56,231.899994
3/28/12,75,52,65,60,36,69,69,52,34,54,77,71,46,54,55,230.039993
3/29/12,49,58,58,62,36,67,68,42,51,82,68,48,17,82,59,230.25
3/30/12,48,52,79,61,40,63,66,55,45,57,66,12,42,57,53,229.449997
3/31/12,55,62,82,64,38,81,77,56,31,32,42,28,41,32,46,223.990005
1/1/13,98,97,95,99,88,91,86,96,30,40,81,91,86,40,54,225.160004
1/2/13,84,86,86,96,89,76,82,78,41,74,71,89,77,74,58,223.899994
1/3/13,85,83,84,93,84,66,77,67,42,62,89,17,64,62,58,257.309998
1/4/13,74,85,77,91,83,84,75,70,49,21,79,72,93,21,56,258.480011
1/5/13,87,93,91,100,91,88,78,87,39,59,65,100,74,59,49,259.149994
1/6/13,99,100,91,100,85,100,82,92,33,23,98,99,100,23,47,268.459991
1/7/13,82,81,69,89,83,68,74,63,37,30,93,68,59,30,55,266.380005
1/8/13,92,72,73,92,77,83,70,57,22,20,90,84,52,20,59,266.350006
1/9/13,84,78,68,85,90,73,65,55,40,100,69,67,52,100,56,265.339996
1/10/13,76,69,79,83,79,76,65,60,32,40,77,17,73,40,58,267.940002
1/11/13,69,66,81,85,74,74,64,60,29,41,78,52,78,41,57,272.730011
1/12/13,84,86,94,80,73,91,72,86,45,24,70,39,54,24,52,271.899994
1/13/13,95,89,100,89,69,96,83,80,49,46,79,78,74,46,50,268.929993
1/14/13,85,73,67,87,60,72,69,60,18,39,77,17,40,39,59,270.480011
1/15/13,80,65,72,88,63,70,68,59,49,49,64,66,34,49,59,272.119995
1/16/13,75,65,68,80,87,67,64,54,35,39,86,33,26,39,54,270.190002
1/17/13,78,60,80,75,78,71,60,58,38,99,75,33,72,99,57,268.109985
1/18/13,81,67,82,76,82,65,64,60,25,71,67,17,87,71,62,273.459991
1/19/13,94,84,100,79,91,97,75,82,37,58,71,98,71,58,49,283.98999
1/20/13,77,89,89,82,66,94,80,74,23,91,71,96,73,91,51,276.040009
1/21/13,69,74,68,76,69,71,67,64,29,19,65,16,56,19,62,260.350006
1/22/13,87,67,70,75,76,69,66,53,41,19,83,82,54,19,60,272.76001
1/23/13,80,66,66,82,75,68,61,48,29,39,67,65,37,39,57,265.5
1/24/13,74,64,68,79,69,66,61,55,30,59,100,84,51,59,58,265
1/25/13,65,67,81,72,70,77,61,57,16,71,67,52,48,71,58,259.980011
1/26/13,77,75,84,72,71,84,71,75,28,23,62,20,51,23,49,266.890015
1/27/13,95,83,90,84,80,92,80,71,46,46,73,77,67,46,50,262.220001
1/28/13,84,64,71,81,84,66,69,49,39,57,74,0,62,57,60,260.230011
1/29/13,81,72,65,74,68,70,67,55,31,58,68,16,39,58,59,261.950012
1/30/13,75,64,63,78,72,63,65,48,27,29,71,65,51,29,61,257.209991
1/31/13,73,65,69,76,80,77,60,50,30,39,71,83,66,39,62,258.700012
2/1/13,76,60,73,71,80,72,65,57,47,30,76,51,60,30,57,269.470001
2/2/13,85,77,89,75,90,87,68,80,33,46,73,58,88,46,48,269.23999
2/3/13,89,88,93,83,97,92,77,78,57,68,66,38,80,68,45,265.089996
2/4/13,72,67,69,67,83,67,70,52,29,58,87,16,37,58,57,269.75
2/5/13,69,74,68,74,69,71,66,54,29,67,71,33,62,67,59,266.410004
2/6/13,81,63,67,71,69,70,64,48,24,39,72,82,43,39,56,265.940002
2/7/13,69,55,71,73,68,76,62,44,42,69,70,33,52,69,58,265.420013
2/8/13,68,63,77,69,63,69,60,49,39,41,79,34,33,41,55,259.869995
2/9/13,70,81,94,75,70,71,69,76,42,35,76,59,55,35,51,259.359985
2/10/13,96,90,90,84,84,95,80,80,33,23,71,40,44,23,49,263.25
2/11/13,72,70,78,72,96,69,67,57,18,49,62,33,49,49,57,264.269989
2/12/13,73,65,65,76,73,70,62,54,43,50,85,34,38,50,57,265.73999
2/13/13,79,62,74,73,67,60,71,49,30,20,60,16,57,20,57,273.109985
2/14/13,77,61,70,62,68,71,66,45,12,60,68,17,41,60,56,275.589996
2/15/13,68,64,71,60,73,69,68,53,35,41,56,86,36,41,54,273.790009
2/16/13,83,77,92,66,78,89,82,80,21,23,66,20,54,23,49,273.880005
2/17/13,87,82,84,75,69,59,86,86,39,46,63,38,60,46,49,274.190002
2/18/13,81,70,64,72,81,61,75,57,31,19,70,49,68,19,56,271.23999
2/19/13,93,62,62,69,87,76,71,53,39,38,66,64,50,38,56,274.130005
2/20/13,71,68,62,71,73,73,72,51,31,38,83,65,25,38,56,275.100006
2/21/13,89,60,57,71,75,57,72,54,39,48,74,16,42,48,55,265.73999
2/22/13,77,64,71,67,73,65,70,52,30,30,67,34,53,30,57,261.820007
2/23/13,93,72,79,66,87,80,83,79,34,45,71,76,56,45,50,257.890015
2/24/13,94,94,75,72,80,94,92,73,25,33,68,19,52,33,47,256.410004
2/25/13,79,71,58,70,66,64,76,53,21,57,75,16,47,57,59,257.279999
2/26/13,78,64,76,74,70,64,74,51,35,28,84,16,39,28,58,253.389999
2/27/13,90,66,64,68,76,60,72,51,33,19,76,16,42,19,58,257.75
2/28/13,77,57,71,66,79,69,71,52,47,0,71,33,42,0,61,256.019989
3/1/13,77,59,75,70,80,68,72,57,79,20,56,34,56,20,58,260.309998
3/2/13,95,78,83,69,95,75,85,81,34,68,63,76,70,68,50,265.299988
3/3/13,100,88,81,80,79,80,97,83,39,0,83,19,46,0,50,266.48999
3/4/13,84,63,63,71,65,65,76,56,33,38,85,48,61,38,60,261.609985
3/5/13,86,59,63,71,92,48,75,51,25,0,67,49,50,0,57,263.320007
3/6/13,79,64,77,71,78,64,75,50,39,48,70,32,62,48,60,259.029999
3/7/13,63,65,65,73,70,56,75,52,16,58,75,16,59,58,67,259.079987
3/8/13,76,58,68,67,88,83,72,63,28,50,64,0,41,50,63,255.479996
3/9/13,88,77,75,77,79,73,83,85,34,68,65,19,56,68,56,258.950012
3/10/13,95,80,79,81,79,86,97,80,33,44,73,37,65,44,51,261.140015
3/11/13,74,67,63,76,55,55,79,56,40,28,64,32,22,28,58,264.769989
3/12/13,82,58,68,73,74,58,76,50,41,46,68,31,19,46,57,269.850006
3/13/13,76,57,62,68,68,66,70,51,19,37,59,63,43,37,56,272.869995
3/14/13,84,55,53,69,68,54,67,51,27,66,55,63,47,66,57,267.720001
3/15/13,71,74,60,73,77,69,72,54,22,20,64,84,49,20,56,272.339996
3/16/13,89,80,79,78,83,80,84,67,27,67,80,75,45,67,51,267.399994
3/17/13,84,79,82,82,82,81,100,73,27,22,86,92,64,22,51,259.420013
3/18/13,85,67,58,75,90,60,80,54,34,28,62,16,41,28,58,260.320007
3/19/13,68,63,63,75,73,63,76,50,30,37,84,79,50,37,60,263.549988
3/20/13,67,63,63,77,75,66,76,55,19,19,56,96,41,19,61,268.899994
3/21/13,82,56,57,75,82,62,73,54,37,77,78,0,28,77,93,268.779999
3/22/13,68,63,65,75,71,65,76,57,26,39,60,17,44,39,100,274.700012
3/23/13,86,74,83,84,73,75,90,77,43,67,63,57,33,67,61,254.809998
3/24/13,79,82,89,81,94,74,100,80,47,66,78,0,36,66,54,249.740005
3/25/13,67,65,75,80,71,70,82,55,23,66,73,80,27,66,59,253.809998
3/26/13,68,64,71,76,71,56,80,52,27,57,72,32,53,57,57,248.229996
3/27/13,69,58,69,79,76,57,78,53,27,19,73,33,42,19,58,397.970001
3/28/13,65,59,67,71,78,70,76,52,18,50,75,85,41,50,55,396.440002
3/29/13,63,67,70,79,75,80,85,58,24,43,65,54,47,43,53,393.630005
3/30/13,66,70,69,69,89,71,84,100,100,35,64,20,51,35,51,398.029999
3/31/13,78,77,74,77,100,77,90,82,22,24,56,40,45,24,49,401.920013
1/1/14,85,97,100,94,80,84,100,64,80,17,100,42,97,17,50,401.01001
1/2/14,86,94,75,96,86,100,93,52,83,21,90,68,68,21,54,397.660004
1/3/14,85,90,82,95,78,90,92,47,39,100,88,14,61,100,55,390.980011
1/4/14,88,100,86,89,81,94,94,55,43,39,81,75,82,39,47,397.540009
1/5/14,89,95,86,100,72,92,99,58,50,47,70,15,94,47,45,395.869995
1/6/14,83,87,74,91,76,79,89,45,31,48,97,26,97,48,55,395.799988
1/7/14,73,71,64,88,73,62,80,40,36,46,76,51,79,46,53,399.609985
1/8/14,80,76,73,91,68,60,79,36,66,20,93,32,76,20,50,407.049988
1/9/14,79,72,67,92,65,73,75,34,36,47,96,26,80,47,52,404.540009
1/10/14,73,72,71,89,60,66,71,36,31,62,72,13,100,62,54,399.869995
1/11/14,71,90,88,87,77,96,83,46,36,23,74,45,78,23,45,387.600006
1/12/14,100,89,90,89,68,90,93,51,55,76,60,44,61,76,45,386.279999
1/13/14,88,79,62,90,72,81,75,35,59,32,80,25,88,32,52,394.429993
1/14/14,66,66,75,90,65,70,78,34,18,53,69,45,53,53,53,384.200012
1/15/14,82,64,69,92,64,76,74,31,18,13,81,25,59,13,53,403.01001
1/16/14,69,67,72,86,66,74,74,31,42,26,67,45,77,26,54,358.690002
1/17/14,68,67,71,83,66,71,72,37,63,55,53,33,72,55,53,346.149994
1/18/14,84,92,83,81,77,82,83,43,70,31,84,15,62,31,46,347.950012
1/19/14,82,94,89,86,91,83,94,48,62,38,71,81,84,38,47,346.450012
1/20/14,77,72,70,79,88,72,78,41,48,39,72,51,62,39,56,354.589996
1/21/14,77,72,60,84,77,78,72,30,47,45,98,49,51,45,56,361.079987
1/22/14,70,70,67,88,80,72,71,37,18,19,80,19,71,19,54,360.869995
1/23/14,81,64,64,77,80,78,72,33,30,39,64,44,59,39,56,361.790009
1/24/14,72,69,69,76,79,69,68,37,56,40,91,13,44,40,53,349.25
1/25/14,77,78,84,78,83,86,83,49,70,23,61,29,54,23,47,357.200012
1/26/14,84,97,86,87,86,85,92,50,27,15,84,22,68,15,46,357.350006
1/27/14,64,68,69,80,75,79,77,33,17,25,71,37,52,25,55,353.649994
1/28/14,64,66,68,82,70,77,71,31,77,32,77,37,58,32,53,347.380005
1/29/14,71,64,72,81,67,65,74,33,29,26,92,19,62,26,55,349.799988
1/30/14,75,66,63,74,77,77,72,31,24,33,85,19,53,33,56,346.76001
1/31/14,63,64,76,75,71,81,71,37,43,34,65,26,41,34,57,351.779999
2/1/14,85,82,88,78,73,73,83,48,56,53,73,37,70,53,48,358.320007
2/2/14,87,89,90,75,79,94,93,39,48,15,61,29,86,15,46,359.799988
2/3/14,67,66,61,71,78,61,74,29,58,51,68,12,71,51,53,360.130005
2/4/14,70,61,63,73,73,62,72,30,100,0,82,25,52,0,52,362.100006
2/5/14,75,66,66,74,82,58,74,31,41,39,56,19,64,39,55,359.779999
2/6/14,80,68,59,67,33,78,76,30,73,27,67,60,49,27,56,363.899994
2/7/14,58,62,59,73,78,88,69,30,60,15,62,21,33,15,57,372.369995
2/8/14,75,83,85,78,79,89,80,43,34,30,83,29,72,30,47,372.160004
