"","Date","Google","Translate","Docs","Okay google","gmail","Earth","Hangout","Maps","Street View","Classroom","Chrome","Wallet","Cardboard","Drive","Nexus","Gravity","Slides"
"711","2014-03-20",100,95,94,81,91,100,54,95,50,75,82,73,37,96,59,98,64
"712","2014-03-21",99,87,78,78,88,90,44,96,51,41,82,71,68,85,58,79,74
"713","2014-03-22",94,74,36,100,69,81,39,84,51,44,84,80,40,53,62,42,50
"714","2014-03-23",94,79,48,91,65,79,40,76,51,50,83,75,40,60,64,38,67
"715","2014-03-24",94,92,89,71,90,76,51,91,45,75,80,74,54,94,59,66,94
"716","2014-03-25",96,94,90,66,93,73,46,93,46,69,98,73,68,95,56,69,72
"717","2014-03-26",97,95,92,72,93,73,46,92,49,75,94,77,48,94,60,71,85
"718","2014-03-27",96,92,88,66,90,70,43,91,50,62,79,79,37,93,56,71,87
"719","2014-03-28",94,84,77,71,88,68,56,94,50,59,81,79,48,86,55,72,70
"720","2014-03-29",94,72,37,88,69,69,42,80,49,41,84,84,27,55,60,46,49
"721","2014-03-30",93,76,48,85,65,66,48,74,44,49,79,80,64,60,62,41,53
"722","2014-03-31",94,90,90,59,92,66,45,100,45,72,77,70,50,94,56,69,75
"723","2015-01-01",94,67,17,100,60,58,46,53,93,5,84,82,66,35,100,28,7
"724","2015-01-02",92,66,25,86,72,59,47,64,98,6,89,85,66,43,95,27,10
"725","2015-01-03",93,67,24,93,65,60,40,60,97,6,90,83,59,41,92,23,9
"726","2015-01-04",93,70,29,89,63,61,42,59,95,12,89,85,53,46,90,19,14
"727","2015-01-05",95,82,64,72,90,60,55,73,94,60,90,78,63,74,79,27,28
"728","2015-01-06",99,89,73,70,88,62,64,73,100,72,93,77,73,80,85,37,41
"729","2015-01-07",97,92,70,66,90,61,64,74,95,69,89,75,74,78,79,41,36
"730","2015-01-08",99,92,74,73,90,62,67,76,91,68,90,70,72,82,76,45,40
"731","2015-01-09",97,86,74,77,85,63,65,75,91,71,90,78,70,81,75,70,44
"732","2015-01-10",95,71,29,93,68,61,48,62,91,11,91,77,60,45,80,45,14
"733","2015-01-11",93,77,38,89,63,60,46,60,92,17,89,73,53,50,77,21,19
"734","2015-01-12",96,94,82,66,93,62,62,78,88,79,91,65,59,89,69,43,50
"735","2015-01-13",98,94,87,70,94,64,60,78,84,83,100,68,64,92,77,46,49
"736","2015-01-14",98,96,84,69,92,64,61,79,83,81,100,65,60,88,75,47,52
"737","2015-01-15",99,95,88,67,91,64,60,79,78,83,94,66,65,90,68,51,52
"738","2015-01-16",96,86,80,68,86,65,56,78,78,72,85,78,65,83,76,54,42
"739","2015-01-17",95,71,29,89,68,62,46,66,80,12,86,74,51,45,74,31,11
"740","2015-01-18",93,76,31,85,64,64,44,60,81,12,84,78,51,47,76,22,17
"741","2015-01-19",95,88,50,68,91,61,55,77,78,27,81,71,57,67,70,32,27
"742","2015-01-20",98,92,82,63,94,64,58,78,77,80,81,68,54,90,71,43,47
"743","2015-01-21",97,95,87,60,93,64,56,78,87,86,83,74,57,90,70,47,54
"744","2015-01-22",99,93,87,60,93,67,64,80,92,87,91,76,70,91,70,51,53
"745","2015-01-23",97,85,78,62,88,65,59,79,94,80,89,73,68,84,69,54,50
"746","2015-01-24",94,70,29,76,68,63,50,66,94,13,90,79,61,45,72,26,15
"747","2015-01-25",94,77,37,78,65,65,49,61,92,17,89,73,67,51,71,22,20
"748","2015-01-26",96,89,78,58,91,63,57,77,81,79,84,72,57,85,64,42,44
"749","2015-01-27",97,92,76,57,93,64,66,77,85,76,90,74,75,86,67,47,48
"750","2015-01-28",98,92,83,56,93,66,67,79,85,88,88,77,76,90,64,51,55
"751","2015-01-29",99,92,87,57,94,65,70,79,81,89,86,71,78,92,64,54,62
"752","2015-01-30",96,84,78,61,88,64,62,77,78,84,85,84,68,84,66,56,55
"753","2015-01-31",93,69,31,78,70,78,46,64,82,13,88,86,58,47,71,36,16
"754","2015-02-01",94,75,38,73,65,100,44,61,82,18,86,77,54,51,74,28,21
"755","2015-02-02",95,88,72,57,92,96,62,74,73,70,83,77,61,83,62,44,45
"756","2015-02-03",98,91,85,54,94,98,74,78,85,90,84,88,63,94,64,51,58
"757","2015-02-04",99,95,89,56,95,90,65,79,93,97,85,78,59,93,61,53,67
"758","2015-02-05",99,92,90,54,93,81,64,77,84,99,86,67,60,94,68,59,67
"759","2015-02-06",98,86,84,61,91,77,62,80,84,93,88,82,65,88,66,63,59
"760","2015-02-07",93,70,32,77,69,70,54,67,83,14,86,78,51,46,70,32,19
"761","2015-02-08",93,77,40,72,65,71,50,61,86,22,84,73,63,53,78,26,29
"762","2015-02-09",96,90,86,46,92,68,63,76,77,85,81,68,68,90,62,51,64
"763","2015-02-10",97,95,91,54,94,69,63,78,81,98,82,71,77,98,61,55,69
"764","2015-02-11",98,95,93,58,93,71,67,78,80,99,82,77,73,99,62,59,78
"765","2015-02-12",98,93,93,57,93,69,61,78,85,97,82,76,63,98,62,58,75
"766","2015-02-13",95,84,75,66,88,66,66,77,82,68,79,81,91,82,62,54,51
"767","2015-02-14",93,69,27,78,67,61,44,63,78,11,80,88,85,42,60,41,16
"768","2015-02-15",92,73,33,74,62,66,44,61,82,14,78,89,60,46,67,54,17
"769","2015-02-16",94,84,56,62,88,65,56,73,82,31,76,85,66,68,56,74,36
"770","2015-02-17",95,88,77,61,87,66,66,75,88,69,78,93,59,82,58,98,50
"771","2015-02-18",99,89,85,61,91,68,59,79,94,81,80,88,66,88,60,100,65
"772","2015-02-19",96,85,84,60,90,68,65,78,87,77,79,90,61,84,58,76,61
"773","2015-02-20",95,82,74,68,88,68,64,79,87,74,80,79,69,81,59,65,55
"774","2015-02-21",91,68,34,83,69,63,50,65,93,14,85,86,53,47,63,41,27
"775","2015-02-22",91,75,43,79,65,65,49,62,92,23,79,77,49,55,67,37,28
"776","2015-02-23",96,91,90,69,93,65,54,77,84,92,75,80,61,94,53,57,73
"777","2015-02-24",98,94,96,63,95,67,60,78,91,96,75,100,70,94,57,61,76
"778","2015-02-25",100,96,99,66,96,67,60,79,90,97,77,79,63,96,57,69,79
"779","2015-02-26",99,93,99,65,96,69,98,78,85,98,77,72,58,97,60,64,85
"780","2015-02-27",96,84,88,76,90,63,100,77,85,90,77,78,55,87,52,63,78
"781","2015-02-28",93,69,35,95,69,60,54,63,83,15,76,76,61,48,64,31,24
"782","2015-03-01",93,76,45,86,66,63,65,61,86,25,74,75,53,58,66,28,28
"783","2015-03-02",97,92,96,64,98,63,87,78,86,95,75,77,54,96,59,51,79
"784","2015-03-03",97,94,100,64,98,65,78,78,93,97,74,72,66,97,58,59,87
"785","2015-03-04",96,93,97,66,97,65,73,77,88,97,75,81,67,97,57,57,85
"786","2015-03-05",100,93,91,70,95,67,85,79,94,88,76,83,67,93,56,60,85
"787","2015-03-06",96,84,87,73,90,64,68,79,91,91,75,72,70,87,59,63,76
"788","2015-03-07",93,70,34,93,70,59,51,66,86,15,75,78,83,48,62,31,25
"789","2015-03-08",95,78,43,88,66,62,46,63,98,24,72,73,87,56,60,31,33
"790","2015-03-09",97,95,95,63,99,65,60,78,87,95,73,68,70,99,58,51,81
"791","2015-03-10",100,97,98,64,98,66,68,79,89,96,75,73,68,100,66,62,89
"792","2015-03-11",99,96,92,64,96,67,64,77,89,93,76,71,86,97,60,68,91
"793","2015-03-12",99,92,97,64,96,65,65,78,96,96,78,70,93,97,72,68,99
"794","2015-03-13",96,84,83,70,91,65,56,79,89,78,78,72,99,88,67,65,73
"795","2015-03-14",92,69,31,92,68,63,49,66,91,13,79,73,100,48,71,35,21
"796","2015-03-15",92,76,43,83,65,63,48,61,90,22,77,68,69,55,67,32,35
"797","2015-03-16",97,91,91,61,95,66,58,80,84,87,75,63,75,93,58,53,80
"798","2015-03-17",99,93,94,61,96,65,66,81,84,91,76,70,68,93,59,71,84
"799","2015-03-18",99,93,91,64,95,67,64,79,86,88,77,65,64,93,56,60,91
"800","2015-03-19",97,90,92,62,92,65,58,78,81,91,75,65,73,92,61,65,89
"801","2015-03-20",97,83,79,71,88,68,57,81,89,76,76,70,69,83,57,66,73
"802","2015-03-21",92,68,33,90,66,61,43,67,83,12,77,69,54,48,65,32,28
"803","2015-03-22",93,75,44,84,63,64,41,62,90,22,76,70,56,54,62,31,37
"804","2015-03-23",97,93,91,61,95,66,57,79,77,95,76,62,61,96,62,55,84
"805","2015-03-24",98,94,95,61,95,70,61,80,86,98,76,72,61,96,57,59,98
"806","2015-03-25",90,100,78,83,100,69,60,76,84,65,75,77,75,88,62,69,86
"807","2015-03-26",97,90,98,74,93,70,62,83,86,100,75,70,59,97,57,68,100
"808","2015-03-27",96,84,80,71,88,66,56,78,87,82,74,66,60,83,58,60,76
"809","2015-03-28",92,71,29,91,66,65,43,67,85,12,75,66,85,44,56,32,24
"810","2015-03-29",93,74,42,84,62,63,40,61,86,20,73,72,58,53,57,28,36
"811","2015-03-30",93,89,86,62,93,66,53,79,78,76,72,64,66,87,54,44,85
"812","2015-03-31",99,90,87,63,93,69,64,100,92,78,75,71,65,90,58,51,81
"813","2016-01-01",86,67,14,100,52,85,54,59,44,4,72,89,57,31,94,45,5
"814","2016-01-02",86,67,17,83,60,89,55,67,44,5,80,91,47,37,98,37,7
"815","2016-01-03",86,69,22,77,60,90,56,66,48,9,79,79,45,40,90,37,10
"816","2016-01-04",92,82,52,62,87,88,75,89,45,57,81,90,49,70,88,52,40
"817","2016-01-05",95,91,64,60,89,91,79,92,49,77,85,89,50,78,96,66,54
"818","2016-01-06",97,93,69,62,87,95,85,92,48,84,86,85,63,80,84,67,63
"819","2016-01-07",97,94,74,64,89,95,82,95,50,86,84,85,100,86,84,80,70
"820","2016-01-08",94,87,73,65,86,95,84,94,48,84,84,88,97,82,90,80,69
"821","2016-01-09",87,73,21,80,64,86,61,74,48,10,82,79,94,40,89,44,12
"822","2016-01-10",85,76,27,77,60,86,61,69,46,15,78,73,69,45,84,34,18
"823","2016-01-11",96,93,73,60,91,89,78,92,47,82,80,68,57,84,79,68,67
"824","2016-01-12",99,98,78,61,92,92,93,97,47,85,87,75,60,89,79,77,71
"825","2016-01-13",99,98,79,62,93,94,93,97,49,86,86,79,66,87,96,76,74
"826","2016-01-14",96,95,82,68,89,96,86,96,52,88,84,72,67,88,87,81,77
"827","2016-01-15",94,87,74,68,84,91,86,97,54,80,86,79,57,81,84,86,67
"828","2016-01-16",85,72,21,82,64,87,58,74,46,10,87,75,55,39,89,38,12
"829","2016-01-17",84,76,23,78,59,88,60,68,47,10,80,75,53,42,84,36,14
"830","2016-01-18",90,92,39,65,89,91,78,95,51,23,80,72,45,61,76,48,27
"831","2016-01-19",96,99,77,61,93,94,95,99,51,85,83,78,48,88,81,73,70
"832","2016-01-20",96,99,79,62,91,97,97,96,49,84,82,77,45,85,78,72,71
"833","2016-01-21",98,98,82,65,91,100,92,98,52,90,85,72,48,89,85,79,75
"834","2016-01-22",96,89,74,68,86,95,96,97,51,79,85,71,50,80,79,100,67
"835","2016-01-23",84,72,22,76,64,89,74,74,48,11,82,80,45,41,90,50,13
"836","2016-01-24",84,77,28,73,60,91,68,69,50,15,79,68,45,45,78,41,15
"837","2016-01-25",93,95,72,60,90,96,91,94,50,81,80,74,45,82,84,69,58
"838","2016-01-26",99,98,79,63,90,97,97,99,52,86,83,76,45,87,82,83,68
"839","2016-01-27",97,99,80,60,93,97,94,100,52,88,85,79,52,89,100,77,75
"840","2016-01-28",97,97,85,62,93,97,100,98,54,90,87,73,68,90,84,88,76
"841","2016-01-29",93,89,76,65,88,95,96,96,53,86,100,72,53,83,79,86,68
"842","2016-01-30",87,71,23,79,66,87,70,76,51,10,96,79,50,42,87,50,12
"843","2016-01-31",86,76,30,70,63,92,65,71,53,15,88,71,50,47,96,46,17
"844","2016-02-01",95,96,80,58,97,93,85,92,48,92,91,71,44,90,82,68,67
"845","2016-02-02",96,98,83,57,96,94,91,95,48,95,91,75,45,91,85,80,74
"846","2016-02-03",97,99,85,58,96,96,99,95,50,96,90,74,43,92,70,85,80
"847","2016-02-04",98,96,91,59,94,96,99,96,52,100,89,74,37,94,80,94,85
"848","2016-02-05",93,86,78,62,89,97,98,96,50,87,89,78,42,83,72,96,71
"849","2016-02-06",85,70,23,74,67,89,71,73,49,10,86,75,41,42,78,51,15
"850","2016-02-07",84,75,30,75,62,88,60,69,48,14,81,70,38,45,77,45,17
"851","2016-02-08",94,93,79,62,88,92,78,90,44,88,84,71,45,86,72,75,71
"852","2016-02-09",96,96,91,58,90,92,97,93,49,97,85,70,41,100,82,77,81
"853","2016-02-10",95,96,92,58,94,92,94,96,52,98,86,75,39,98,83,86,87
"854","2016-02-11",96,96,91,58,95,95,95,97,51,99,89,67,40,96,79,99,88
"855","2016-02-12",91,86,69,59,88,91,96,94,52,73,83,74,41,79,71,89,62
"856","2016-02-13",85,71,22,72,66,85,64,74,49,9,83,73,40,42,77,63,11
"857","2016-02-14",84,75,24,70,61,86,59,68,48,10,78,63,36,43,72,64,14
"858","2016-02-15",90,89,42,62,94,90,79,92,52,26,85,69,40,64,66,57,26
"859","2016-02-16",93,95,74,55,96,92,85,94,50,75,86,71,40,85,65,74,66
"860","2016-02-17",95,98,83,56,96,94,91,94,53,88,89,61,38,91,66,77,79
"861","2016-02-18",95,97,85,57,95,94,86,93,52,91,86,71,37,91,72,85,81
"862","2016-02-19",92,90,78,62,97,92,85,93,53,86,84,67,41,84,70,82,76
"863","2016-02-20",84,74,25,74,72,87,59,73,52,11,84,71,37,44,73,52,14
"864","2016-02-21",84,79,34,69,65,89,60,69,50,17,82,61,45,51,74,45,21
"865","2016-02-22",95,98,91,54,99,95,84,95,50,98,84,60,45,96,77,82,84
"866","2016-02-23",97,99,95,56,98,95,87,94,52,99,86,70,53,98,69,84,91
"867","2016-02-24",96,99,93,57,97,97,94,95,53,94,84,60,47,96,65,84,90
"868","2016-02-25",95,98,97,58,97,96,86,96,51,97,83,66,47,96,70,81,92
"869","2016-02-26",94,90,87,62,93,95,89,94,52,91,81,70,47,87,69,81,86
"870","2016-02-27",83,72,27,73,68,86,61,73,48,11,79,70,43,44,70,46,14
"871","2016-02-28",83,80,36,68,65,89,62,69,46,18,77,72,43,51,71,44,22
"872","2016-02-29",96,97,94,54,98,87,81,93,46,95,79,67,44,96,68,78,83
"873","2016-03-01",97,99,94,57,100,94,88,94,48,94,82,74,54,97,66,84,94
"874","2016-03-02",96,100,95,58,98,99,86,95,50,93,82,66,46,97,65,80,92
"875","2016-03-03",96,99,100,58,98,96,88,94,50,100,84,77,43,99,63,87,98
"876","2016-03-04",93,90,88,60,91,96,89,96,58,91,81,71,42,88,69,88,87
"877","2016-03-05",84,73,26,73,69,89,58,75,52,11,81,78,44,44,73,47,15
"878","2016-03-06",84,76,34,66,64,90,60,69,52,16,77,73,40,51,71,51,22
"879","2016-03-07",95,98,93,55,99,95,79,96,52,94,78,65,41,97,73,79,89
"880","2016-03-08",97,99,95,56,98,97,81,97,51,96,81,65,40,98,83,89,99
"881","2016-03-09",98,97,95,54,97,96,87,96,54,94,82,66,39,98,83,87,100
"882","2016-03-10",96,96,96,56,97,96,87,96,54,94,82,68,43,97,77,86,98
"883","2016-03-11",94,88,85,62,92,97,84,96,50,82,83,71,46,86,82,83,85
"884","2016-03-12",83,71,25,74,67,87,62,75,48,10,79,69,43,44,80,41,16
"885","2016-03-13",85,78,34,68,64,89,63,71,45,16,77,73,43,51,87,40,21
"886","2016-03-14",95,95,84,54,100,93,83,95,49,86,79,68,42,92,82,70,85
"887","2016-03-15",95,98,89,56,99,89,79,96,49,86,87,67,48,91,80,69,89
"888","2016-03-16",95,96,87,57,96,91,83,95,49,83,86,69,50,91,76,73,89
"889","2016-03-17",95,95,86,59,95,91,89,94,46,86,83,66,46,90,75,92,89
"890","2016-03-18",92,86,75,63,89,91,81,95,47,75,82,69,48,81,71,77,77
"891","2016-03-19",83,70,23,72,65,87,53,75,43,9,80,64,44,42,72,43,15
"892","2016-03-20",82,75,33,69,61,88,59,71,46,15,77,65,43,48,74,44,22
"893","2016-03-21",95,94,78,57,93,93,83,92,45,75,79,68,40,88,72,60,73
"894","2016-03-22",100,94,80,57,92,92,84,96,47,77,78,65,36,88,80,71,80
"895","2016-03-23",94,94,81,58,90,93,92,98,70,74,80,71,68,86,74,68,82
"896","2016-03-24",91,87,68,63,83,92,90,91,90,59,77,71,95,76,70,68,67
"897","2016-03-25",85,74,38,70,69,89,71,78,100,24,77,77,78,53,80,48,29
"898","2016-03-26",83,71,20,74,63,84,51,69,85,7,75,71,67,39,78,37,12
"899","2016-03-27",82,75,24,68,58,91,55,64,73,8,74,68,66,40,81,39,12
"900","2016-03-28",89,86,60,59,89,93,82,88,66,47,77,66,68,72,75,46,51
"901","2016-03-29",93,92,71,55,96,92,83,95,60,61,77,69,61,82,73,58,66
"902","2016-03-30",91,95,75,55,98,90,83,96,64,62,79,65,55,82,66,63,70
"903","2016-03-31",93,92,77,58,97,90,84,97,64,64,78,100,55,83,67,64,72
"904","2017-01-01",77,67,11,100,49,70,36,49,76,4,80,89,100,31,99,41,5
"905","2017-01-02",82,72,21,81,74,75,45,67,77,12,90,89,82,45,99,35,10
"906","2017-01-03",90,80,44,72,87,80,60,80,88,49,96,85,81,64,93,50,36
"907","2017-01-04",90,85,53,71,87,84,70,82,83,66,97,100,77,71,93,55,45
"908","2017-01-05",91,86,59,72,85,82,67,82,89,71,97,78,70,74,92,60,55
"909","2017-01-06",90,82,57,77,78,86,69,77,88,67,95,97,79,69,100,63,55
"910","2017-01-07",81,69,17,86,61,75,52,60,88,8,91,87,82,41,97,36,10
"911","2017-01-08",80,74,23,82,60,81,52,59,87,12,90,84,75,45,100,35,12
"912","2017-01-09",93,92,67,67,93,84,76,85,85,83,94,80,63,83,87,57,59
"913","2017-01-10",95,95,71,68,93,86,80,86,92,85,98,78,67,89,85,65,68
"914","2017-01-11",96,96,73,66,91,87,74,85,98,87,98,79,62,86,84,71,70
"915","2017-01-12",95,95,79,67,89,87,77,86,97,92,97,76,65,87,80,75,76
"916","2017-01-13",93,87,72,71,83,85,74,85,97,85,94,83,56,80,81,71,69
"917","2017-01-14",80,70,18,84,60,80,53,63,96,8,89,86,65,41,87,39,10
"918","2017-01-15",81,75,21,76,58,80,43,59,96,9,88,85,64,43,88,37,12
"919","2017-01-16",85,89,37,64,90,81,57,83,87,22,89,68,60,63,89,47,25
"920","2017-01-17",96,97,78,54,93,89,74,87,90,88,98,80,63,94,81,67,75
"921","2017-01-18",97,99,80,54,91,91,78,87,94,92,99,82,54,91,82,73,79
"922","2017-01-19",96,95,82,53,89,89,79,86,88,95,97,78,60,90,77,79,84
"923","2017-01-20",93,87,76,25,85,88,76,84,87,87,92,82,48,82,72,77,72
"924","2017-01-21",79,69,21,5,62,78,48,63,86,9,89,79,62,41,90,39,12
"925","2017-01-22",80,77,27,5,59,80,56,59,87,14,87,77,65,48,91,42,16
"926","2017-01-23",94,95,78,5,93,88,82,87,89,91,94,71,51,90,78,68,73
"927","2017-01-24",96,97,80,4,91,91,86,87,87,92,97,74,52,91,76,75,78
"928","2017-01-25",95,96,82,4,90,89,79,86,87,93,97,75,53,89,76,71,79
"929","2017-01-26",96,93,84,4,85,91,84,86,85,96,98,74,53,91,74,88,82
"930","2017-01-27",93,86,76,4,84,88,82,85,86,87,98,87,57,83,79,80,71
"931","2017-01-28",79,68,21,4,61,80,57,65,90,9,91,87,62,40,94,39,11
"932","2017-01-29",81,75,26,4,59,80,51,59,87,13,88,81,55,46,91,40,15
"933","2017-01-30",94,93,80,3,91,84,78,85,86,92,93,81,50,90,78,63,73
"934","2017-01-31",96,96,86,4,94,89,84,86,87,97,96,71,46,94,81,73,80
"935","2017-02-01",95,96,86,3,91,90,82,86,86,96,98,81,50,93,76,73,82
"936","2017-02-02",97,95,89,4,91,90,81,86,93,100,96,83,54,94,80,77,85
"937","2017-02-03",94,88,80,4,87,89,80,86,90,93,94,83,49,86,74,80,78
"938","2017-02-04",79,69,21,4,64,80,55,63,90,9,90,83,49,44,87,41,13
"939","2017-02-05",78,76,27,4,58,80,50,58,100,14,86,69,56,47,83,33,16
"940","2017-02-06",93,94,79,4,91,87,72,81,87,93,93,64,50,91,79,66,77
"941","2017-02-07",96,97,88,4,95,92,89,86,88,97,99,76,44,95,76,80,85
"942","2017-02-08",97,99,89,4,95,94,84,86,90,98,100,70,49,95,74,74,86
"943","2017-02-09",96,95,81,4,91,91,83,86,88,87,99,75,52,90,71,78,79
"944","2017-02-10",92,87,80,4,88,90,83,86,86,90,96,78,47,87,77,85,78
"945","2017-02-11",80,71,21,5,63,81,54,65,87,10,92,78,48,42,85,42,12
"946","2017-02-12",81,77,29,4,60,84,57,61,89,15,89,74,47,49,81,41,18
"947","2017-02-13",93,96,81,3,92,90,73,87,85,85,93,70,42,91,74,65,75
"948","2017-02-14",98,98,88,4,93,87,82,85,88,94,96,73,47,94,74,68,83
"949","2017-02-15",99,97,93,3,95,94,90,88,89,98,96,78,45,95,72,82,90
"950","2017-02-16",95,96,90,4,92,92,88,88,87,93,95,69,47,95,69,81,88
"951","2017-02-17",92,89,73,4,87,92,80,89,90,78,93,69,47,81,77,70,69
"952","2017-02-18",80,71,20,4,64,82,52,67,85,9,89,75,41,43,82,45,12
"953","2017-02-19",79,79,24,4,60,87,50,64,89,11,87,69,45,48,82,50,14
"954","2017-02-20",87,91,42,4,94,89,64,86,84,29,89,70,41,70,76,58,32
"955","2017-02-21",95,98,83,9,93,94,81,90,89,84,93,74,44,92,71,77,78
"956","2017-02-22",96,98,85,13,94,93,82,89,82,89,95,68,42,93,70,82,84
"957","2017-02-23",100,95,88,52,94,100,80,90,87,91,91,70,39,94,75,100,86
"958","2017-02-24",97,89,79,69,97,93,84,89,88,85,94,81,44,87,76,94,81
"959","2017-02-25",81,73,23,78,66,81,53,66,81,10,90,76,44,45,83,55,14
"960","2017-02-26",81,77,31,71,61,83,50,60,86,15,84,69,44,50,95,46,20
"961","2017-02-27",94,99,95,62,91,90,79,84,83,98,89,77,41,98,79,77,92
"962","2017-02-28",97,100,100,63,92,94,86,86,85,100,94,76,40,100,85,81,100
"963","2017-03-01",97,99,96,65,95,91,89,87,90,94,93,75,50,97,81,81,95
"964","2017-03-02",98,98,97,63,97,93,86,89,91,97,93,75,42,98,79,82,98
"965","2017-03-03",95,87,88,68,92,89,87,88,85,92,92,76,43,90,93,84,87
"966","2017-03-04",78,69,22,75,66,79,53,66,76,10,87,76,43,46,83,50,15
"967","2017-03-05",80,78,32,70,63,84,50,62,84,15,83,81,46,51,85,49,20
"968","2017-03-06",96,97,92,60,97,91,80,91,86,93,90,62,43,98,88,84,91
"969","2017-03-07",97,100,97,59,98,92,83,90,88,96,94,70,43,100,81,83,97
"970","2017-03-08",100,100,94,61,94,91,91,88,84,94,92,61,42,99,76,83,95
"971","2017-03-09",96,94,95,63,96,89,90,88,91,93,92,65,38,99,83,82,95
"972","2017-03-10",93,87,80,64,90,88,100,88,88,81,91,71,42,87,78,80,81
"973","2017-03-11",79,70,21,73,64,77,56,66,84,9,85,78,42,44,85,51,13
"974","2017-03-12",80,75,29,68,61,81,56,62,84,14,84,76,45,50,82,52,19
"975","2017-03-13",93,92,81,58,95,89,78,89,86,81,89,73,39,93,73,81,78
"976","2017-03-14",92,94,71,57,96,88,84,88,84,68,91,71,51,86,72,71,68
"977","2017-03-15",93,92,76,59,95,87,78,89,86,73,91,80,39,89,68,69,77
"978","2017-03-16",93,91,84,58,95,88,78,88,87,80,93,84,48,92,68,73,82
"979","2017-03-17",91,86,71,64,91,87,79,89,89,71,95,83,49,82,66,75,70
"980","2017-03-18",79,70,21,70,65,80,51,66,83,8,87,65,50,43,70,50,13
"981","2017-03-19",79,75,30,66,61,83,46,61,91,14,86,69,47,52,75,54,20
"982","2017-03-20",93,94,84,57,96,90,82,87,86,84,90,74,40,96,66,79,82
"983","2017-03-21",97,96,88,58,99,95,84,90,96,85,95,70,37,97,79,93,89
"984","2017-03-22",94,95,88,56,98,92,81,91,95,86,93,66,42,96,80,87,91
"985","2017-03-23",96,94,90,58,96,92,79,91,92,86,92,63,41,95,73,89,93
"986","2017-03-24",92,87,76,61,91,89,86,89,95,75,90,71,41,87,70,84,78
"987","2017-03-25",79,70,22,69,66,78,48,67,90,8,87,68,43,44,81,51,13
"988","2017-03-26",80,77,32,62,62,83,50,63,83,15,85,73,38,52,78,42,21
"989","2017-03-27",93,93,84,55,99,90,76,89,83,78,89,65,38,95,76,68,82
"990","2017-03-28",94,95,84,56,96,92,84,89,86,76,92,69,41,95,69,71,86
"991","2017-03-29",92,97,85,53,99,90,79,89,88,79,92,70,38,94,68,71,87
"992","2017-03-30",94,96,86,54,100,95,78,91,95,80,92,78,37,93,72,77,88
"993","2017-03-31",91,86,73,57,94,90,72,100,92,70,92,80,41,83,66,75,73
