"","Date","Google","Translate","Docs","Okay google","gmail","Earth","Hangout","Maps","Street View","Classroom","Chrome","Wallet","Cardboard","Drive","Nexus","Gravity","Slides"
"395","2011-02-03",91,81,86,75,97,73,0,94,86,81,72,18,37,76,71,37,66
"396","2011-02-04",93,75,80,26,97,77,0,97,83,39,80,28,51,84,67,38,21
"397","2011-02-05",90,72,57,31,85,81,0,91,91,31,93,23,45,83,76,41,37
"398","2011-02-06",88,79,58,46,81,80,0,86,86,23,88,0,0,90,68,44,24
"399","2011-02-07",89,81,88,37,97,71,0,91,73,61,76,45,0,87,69,40,39
"400","2011-02-08",94,84,93,63,97,72,0,94,75,100,74,27,24,93,82,68,72
"401","2011-02-09",90,85,88,34,96,69,78,94,74,50,75,18,37,86,68,57,71
"402","2011-02-10",88,84,89,69,98,69,0,94,73,45,74,19,25,83,63,46,75
"403","2011-02-11",90,80,79,54,96,70,0,100,73,20,75,29,26,80,76,49,49
"404","2011-02-12",87,74,51,85,83,77,0,94,75,16,86,0,31,87,68,59,38
"405","2011-02-13",86,84,59,52,82,80,0,87,80,39,80,45,30,91,70,59,73
"406","2011-02-14",89,84,89,34,99,64,0,94,73,82,67,37,25,77,62,35,40
"407","2011-02-15",88,81,91,57,98,65,0,92,69,55,80,53,59,84,69,35,32
"408","2011-02-16",89,84,91,50,98,67,0,93,68,44,81,55,0,73,60,33,20
"409","2011-02-17",90,83,91,26,98,68,0,94,62,32,81,28,0,81,60,30,40
"410","2011-02-18",89,79,80,71,96,72,0,98,62,60,86,39,26,91,61,36,74
"411","2011-02-19",89,73,57,42,85,77,0,95,69,47,100,57,31,82,52,31,33
"412","2011-02-20",86,88,62,72,81,77,0,87,67,38,93,23,0,92,70,31,36
"413","2011-02-21",86,91,81,25,98,68,0,93,62,50,81,27,0,87,57,34,72
"414","2011-02-22",89,89,93,63,97,70,0,95,60,43,81,18,0,83,59,31,49
"415","2011-02-23",89,90,90,38,97,69,0,93,59,56,81,36,74,79,64,33,40
"416","2011-02-24",89,83,87,59,96,68,0,94,61,51,81,28,25,86,62,28,67
"417","2011-02-25",88,80,83,40,96,69,0,96,65,46,84,19,26,91,65,29,55
"418","2011-02-26",87,76,58,73,84,75,0,93,61,23,94,45,0,76,58,25,37
"419","2011-02-27",85,84,60,30,80,73,0,86,66,30,91,44,30,87,66,21,60
"420","2011-02-28",86,84,88,66,99,62,0,89,59,43,75,45,48,73,65,21,49
"421","2011-03-01",88,87,92,25,99,64,0,90,56,67,80,27,0,81,72,23,52
"422","2011-03-02",90,87,96,75,98,68,0,87,56,25,75,27,74,71,63,25,79
"423","2011-03-03",93,83,87,64,98,65,0,84,53,38,77,28,74,88,61,24,47
"424","2011-03-04",92,78,86,27,96,66,0,87,59,46,74,19,26,87,64,29,28
"425","2011-03-05",93,75,55,74,81,76,0,82,58,55,89,34,0,86,69,28,25
"426","2011-03-06",90,86,62,31,78,73,0,75,63,55,85,57,0,93,66,26,42
"427","2011-03-07",91,86,89,26,96,66,0,81,60,70,73,56,50,85,60,22,27
"428","2011-03-08",93,86,94,39,95,66,0,82,55,70,74,19,38,92,75,23,47
"429","2011-03-09",94,85,92,42,95,64,0,82,52,62,84,73,49,79,75,20,33
"430","2011-03-10",93,83,90,37,95,65,0,83,54,68,84,55,24,86,61,27,79
"431","2011-03-11",98,77,78,86,92,100,0,93,53,57,81,46,25,75,69,27,40
"432","2011-03-12",95,69,52,32,80,94,0,83,59,31,90,45,31,78,54,23,62
"433","2011-03-13",92,75,57,42,78,95,0,77,64,47,83,57,60,65,67,19,33
"434","2011-03-14",93,77,82,52,97,83,0,83,54,46,75,19,51,72,68,26,41
"435","2011-03-15",95,83,85,38,98,83,77,85,52,31,75,18,24,76,71,46,33
"436","2011-03-16",96,83,90,66,96,81,0,85,56,68,81,27,36,71,100,37,65
"437","2011-03-17",96,84,88,51,96,76,0,85,53,69,80,18,25,83,77,38,60
"438","2011-03-18",93,75,76,40,94,75,0,86,51,53,80,38,51,76,85,32,42
"439","2011-03-19",93,71,50,52,80,79,0,80,51,46,90,23,30,94,75,31,25
"440","2011-03-20",92,80,64,51,78,78,0,75,62,30,86,22,45,96,75,33,57
"441","2011-03-21",93,84,91,58,98,69,76,81,59,43,74,54,24,73,85,33,39
"442","2011-03-22",94,85,92,100,100,69,0,84,62,50,77,36,0,81,84,28,39
"443","2011-03-23",96,85,93,25,97,66,0,84,54,50,78,0,48,83,67,31,46
"444","2011-03-24",100,85,85,51,97,67,0,85,54,69,80,55,25,73,76,35,40
"445","2011-03-25",95,77,73,53,95,68,0,85,52,26,80,77,39,72,66,28,28
"446","2011-03-26",93,72,56,78,82,77,0,81,57,31,91,22,30,81,72,26,49
"447","2011-03-27",92,79,65,76,81,76,93,74,56,0,85,22,30,100,68,33,24
"448","2011-03-28",93,83,96,49,99,64,0,82,47,60,71,35,24,84,65,24,58
"449","2011-03-29",95,85,97,33,100,67,0,82,49,74,73,71,24,94,72,30,39
"450","2011-03-30",96,86,100,62,97,66,0,82,53,68,70,18,24,93,81,25,30
"451","2011-03-31",99,84,97,50,98,66,0,84,57,75,72,100,0,89,81,36,33
"452","2012-01-01",91,79,37,91,78,97,51,74,50,48,87,59,35,48,100,79,64
"453","2012-01-02",88,79,52,35,90,87,33,84,41,37,87,55,53,38,89,60,16
"454","2012-01-03",88,84,69,78,91,83,61,89,40,34,85,52,76,43,93,57,26
"455","2012-01-04",88,87,73,58,92,83,36,90,42,51,90,55,38,38,100,58,30
"456","2012-01-05",89,89,72,46,92,87,30,90,39,23,88,71,75,35,87,51,31
"457","2012-01-06",90,83,71,41,90,91,19,88,43,83,92,56,27,38,92,63,32
"458","2012-01-07",90,80,47,100,79,94,43,86,42,34,100,61,30,39,89,57,45
"459","2012-01-08",87,86,54,30,78,97,28,82,44,26,94,56,57,38,92,48,69
"460","2012-01-09",89,90,83,50,96,82,53,90,38,66,84,49,48,36,89,47,66
"461","2012-01-10",89,93,84,44,95,83,64,89,40,55,84,55,32,34,87,49,24
"462","2012-01-11",93,96,86,63,96,86,59,95,46,55,85,62,48,40,87,56,73
"463","2012-01-12",91,94,87,57,95,85,71,94,55,44,85,66,24,47,90,51,45
"464","2012-01-13",91,88,77,46,93,87,37,94,50,40,86,48,25,39,83,47,46
"465","2012-01-14",89,78,49,61,79,93,21,90,54,40,94,63,69,40,87,42,36
"466","2012-01-15",89,86,53,45,76,96,35,83,49,26,89,56,0,35,82,37,26
"467","2012-01-16",88,90,70,25,95,83,47,91,50,22,82,52,40,37,77,36,15
"468","2012-01-17",91,94,86,50,95,84,29,92,51,66,82,54,48,39,91,39,63
"469","2012-01-18",100,96,85,56,93,85,52,92,47,92,83,55,31,41,73,48,53
"470","2012-01-19",93,93,88,31,95,85,53,91,49,71,83,49,36,37,74,48,34
"471","2012-01-20",92,86,79,39,92,88,42,94,47,51,83,55,66,34,79,51,40
"472","2012-01-21",90,79,50,37,79,95,55,86,53,26,88,56,57,35,79,46,23
"473","2012-01-22",88,86,54,88,76,96,62,82,55,39,83,49,37,38,72,43,40
"474","2012-01-23",88,91,85,37,94,84,40,92,47,70,73,48,35,29,69,46,53
"475","2012-01-24",91,95,88,44,96,86,52,93,48,65,74,53,40,39,71,57,58
"476","2012-01-25",92,95,88,74,94,86,81,98,46,60,74,54,48,36,70,52,44
"477","2012-01-26",92,92,87,38,93,89,77,97,46,100,79,61,37,36,67,51,45
"478","2012-01-27",92,97,80,39,93,95,43,97,48,51,81,64,88,38,76,53,31
"479","2012-01-28",92,85,49,68,80,100,28,91,51,53,90,65,39,36,67,54,27
"480","2012-01-29",90,90,60,96,77,100,55,84,56,46,86,61,100,37,74,50,41
"481","2012-01-30",89,95,86,67,96,88,51,91,46,86,76,59,39,38,68,43,21
"482","2012-01-31",91,96,90,67,97,86,63,91,48,70,76,56,58,38,64,44,33
"483","2012-02-01",88,95,94,74,97,84,34,90,46,81,77,50,39,38,70,42,33
"484","2012-02-02",89,94,92,49,95,85,35,90,47,49,77,59,40,35,66,43,48
"485","2012-02-03",89,88,82,51,93,86,60,94,49,79,77,91,37,40,68,44,30
"486","2012-02-04",87,79,49,52,80,92,35,86,49,19,86,72,48,39,77,39,52
"487","2012-02-05",88,85,57,51,76,94,48,81,51,52,84,67,28,40,66,66,51
"488","2012-02-06",88,94,91,49,97,81,51,87,39,54,75,53,23,38,64,52,43
"489","2012-02-07",93,97,94,36,96,84,45,91,41,53,79,54,35,37,62,52,29
"490","2012-02-08",93,98,98,37,97,84,34,92,39,86,80,52,59,35,66,45,57
"491","2012-02-09",92,98,92,68,96,85,23,93,41,92,85,70,24,86,65,49,43
"492","2012-02-10",91,90,89,51,94,87,24,93,42,45,87,74,37,78,68,52,35
"493","2012-02-11",89,78,55,74,79,91,48,86,43,39,94,65,42,56,64,40,40
"494","2012-02-12",89,84,56,79,74,93,53,76,41,50,86,67,54,50,63,100,44
"495","2012-02-13",88,91,92,30,96,77,39,88,40,42,76,64,38,52,70,55,66
"496","2012-02-14",96,98,93,56,96,79,52,90,38,71,76,62,35,43,58,57,48
"497","2012-02-15",91,96,92,62,97,80,40,89,38,38,92,64,31,52,57,47,43
"498","2012-02-16",92,94,95,31,96,84,29,93,41,93,82,64,55,51,65,42,39
"499","2012-02-17",90,87,84,78,93,87,36,94,41,46,80,50,33,75,70,42,68
"500","2012-02-18",89,80,50,60,80,91,56,89,42,33,90,49,43,54,58,45,58
"501","2012-02-19",87,86,53,67,76,92,42,81,44,46,87,57,29,42,69,40,52
"502","2012-02-20",89,94,75,57,94,85,47,88,40,78,76,55,56,43,54,50,29
"503","2012-02-21",90,98,95,57,95,83,35,91,48,83,75,61,36,57,60,52,34
"504","2012-02-22",96,100,92,43,97,85,29,92,47,64,76,56,63,51,57,70,43
"505","2012-02-23",93,95,95,43,97,84,29,94,46,43,77,53,24,41,53,52,77
"506","2012-02-24",89,89,81,44,94,82,47,95,43,61,77,56,36,47,66,47,35
"507","2012-02-25",90,80,51,66,79,89,41,90,43,45,89,45,56,49,62,42,29
"508","2012-02-26",89,87,62,51,77,90,68,81,50,64,84,52,37,44,63,47,43
"509","2012-02-27",89,96,93,48,97,78,84,89,37,64,73,51,46,51,63,39,47
"510","2012-02-28",91,99,98,42,98,80,51,90,37,74,73,52,81,41,61,42,47
"511","2012-02-29",96,100,100,61,99,84,57,93,34,64,75,57,35,46,60,43,36
"512","2012-03-01",93,100,99,90,100,81,54,94,34,84,78,57,62,40,58,41,65
"513","2012-03-02",90,92,85,73,97,87,49,96,68,29,78,59,51,38,60,42,57
"514","2012-03-03",88,81,52,46,82,92,100,92,63,47,86,43,59,48,61,35,54
"515","2012-03-04",87,93,59,23,79,94,50,83,60,33,81,60,29,35,60,31,71
"516","2012-03-05",87,97,97,31,99,83,64,94,45,71,76,54,32,41,59,33,44
"517","2012-03-06",91,97,93,24,98,82,45,92,44,58,72,62,46,43,63,37,33
"518","2012-03-07",94,95,92,96,96,80,22,91,41,37,76,93,58,37,66,35,66
"519","2012-03-08",97,96,94,31,95,83,17,92,36,43,74,79,24,40,70,42,73
"520","2012-03-09",93,89,81,83,94,86,54,95,43,45,77,100,49,42,66,38,65
"521","2012-03-10",91,80,49,73,79,88,41,89,39,32,84,92,37,39,68,34,57
"522","2012-03-11",92,88,58,94,77,88,41,82,39,51,78,78,56,42,65,28,85
"523","2012-03-12",91,98,92,48,99,82,56,91,34,85,70,76,31,40,63,33,38
"524","2012-03-13",93,100,91,66,97,79,62,91,36,84,72,71,92,41,64,35,42
"525","2012-03-14",93,99,89,43,97,81,51,91,36,70,74,50,0,41,64,46,100
"526","2012-03-15",93,96,92,37,98,82,58,93,32,93,73,55,87,41,52,42,48
"527","2012-03-16",91,89,80,39,94,84,42,94,40,57,73,57,49,37,62,37,30
"528","2012-03-17",92,82,49,67,80,87,35,89,37,39,80,51,56,41,73,53,64
"529","2012-03-18",91,89,57,58,75,89,27,80,39,83,75,54,70,43,65,34,63
"530","2012-03-19",91,98,95,49,97,82,40,90,35,75,70,55,35,42,68,37,62
"531","2012-03-20",94,98,97,61,98,84,51,93,33,59,71,55,59,39,71,47,76
"532","2012-03-21",92,99,94,55,96,82,40,91,37,64,67,66,58,40,67,37,66
"533","2012-03-22",93,94,97,74,97,84,29,95,100,65,70,65,56,46,64,36,58
"534","2012-03-23",94,90,88,39,94,83,55,100,86,86,74,65,33,39,56,40,30
"535","2012-03-24",90,81,51,60,78,85,35,94,73,53,81,56,58,40,64,35,79
"536","2012-03-25",90,88,62,52,77,85,28,83,62,26,77,58,43,39,64,27,47
"537","2012-03-26",90,98,92,18,100,81,28,95,67,32,68,57,23,38,55,33,52
"538","2012-03-27",97,99,96,55,98,81,51,95,67,69,71,67,47,45,63,40,71
"539","2012-03-28",93,99,94,43,97,81,57,94,56,54,77,54,40,47,69,36,43
"540","2012-03-29",92,96,89,50,96,81,58,94,51,65,73,62,40,46,74,35,44
"541","2012-03-30",91,90,82,26,93,82,31,97,51,63,75,53,25,100,72,36,25
"542","2012-03-31",90,78,50,52,77,90,42,99,45,52,82,61,57,100,71,33,35
"543","2013-01-01",95,80,38,62,69,94,39,76,37,35,84,74,42,44,99,58,27
"544","2013-01-02",92,81,59,62,82,85,65,88,39,19,85,73,42,54,98,57,6
"545","2013-01-03",92,84,67,45,83,89,53,93,36,29,85,72,60,55,100,77,15
"546","2013-01-04",93,82,63,59,82,92,39,94,37,54,84,65,55,53,97,67,28
"547","2013-01-05",95,77,41,51,69,92,42,86,38,24,89,63,37,45,90,51,15
"548","2013-01-06",94,82,48,83,67,94,46,81,41,46,85,67,31,49,91,95,24
"549","2013-01-07",93,92,81,57,88,85,38,92,38,47,79,59,42,60,87,68,23
"550","2013-01-08",93,94,88,49,87,88,43,93,34,48,81,62,47,60,82,100,28
"551","2013-01-09",93,97,88,56,87,88,59,95,34,57,85,58,36,63,78,63,28
"552","2013-01-10",94,96,90,78,89,94,35,95,37,72,84,60,31,64,76,71,35
"553","2013-01-11",92,91,81,74,85,93,57,97,34,57,87,54,38,58,72,71,42
"554","2013-01-12",93,78,44,69,69,95,34,87,39,38,96,55,25,48,77,49,26
"555","2013-01-13",97,89,53,65,67,96,53,83,42,35,96,55,36,51,78,42,24
"556","2013-01-14",93,96,92,49,87,87,53,94,35,36,89,58,41,64,73,51,24
"557","2013-01-15",93,98,91,45,89,88,58,94,35,40,90,51,46,62,70,53,28
"558","2013-01-16",100,99,91,52,89,88,32,97,41,50,91,56,61,62,72,76,46
"559","2013-01-17",94,98,91,71,87,91,61,95,49,74,86,59,26,64,69,62,38
"560","2013-01-18",94,89,78,54,85,93,55,97,40,35,88,53,56,61,71,64,23
"561","2013-01-19",95,78,40,72,70,95,50,89,44,31,95,59,36,48,72,44,17
"562","2013-01-20",92,85,46,60,67,94,56,83,42,37,91,55,27,54,73,37,18
"563","2013-01-21",92,92,65,54,87,86,44,91,37,65,84,63,41,60,72,53,22
"564","2013-01-22",95,96,86,48,88,91,44,94,38,53,85,56,41,65,70,58,38
"565","2013-01-23",94,96,89,30,88,89,46,94,37,75,88,57,30,66,69,58,50
"566","2013-01-24",93,95,88,46,86,90,58,93,37,54,88,62,31,65,67,59,100
"567","2013-01-25",95,89,78,63,85,91,48,95,37,43,88,53,58,60,65,57,64
"568","2013-01-26",95,79,42,65,70,94,48,89,42,43,95,64,91,46,69,42,21
"569","2013-01-27",94,86,47,37,67,95,42,82,43,42,90,59,30,53,69,41,28
"570","2013-01-28",94,98,83,42,88,86,50,92,36,47,83,64,45,67,66,50,43
"571","2013-01-29",94,98,93,54,91,90,62,95,39,86,87,77,40,71,85,52,31
"572","2013-01-30",95,98,91,90,87,90,52,94,37,80,85,90,30,64,99,60,51
"573","2013-01-31",95,97,91,60,87,90,56,96,100,47,84,86,31,66,81,64,40
"574","2013-02-01",93,89,85,57,86,92,73,99,71,70,88,74,32,61,80,63,31
"575","2013-02-02",95,77,43,61,70,93,100,90,64,31,98,82,30,49,78,46,33
"576","2013-02-03",94,85,52,64,67,95,63,82,54,37,93,62,30,50,72,39,28
"577","2013-02-04",93,95,88,60,89,82,70,90,47,69,100,69,45,64,70,53,32
"578","2013-02-05",95,99,97,69,90,88,60,93,54,83,92,80,30,67,79,65,38
"579","2013-02-06",98,99,95,52,90,90,54,96,49,76,93,68,61,68,72,64,48
"580","2013-02-07",94,97,92,61,88,90,59,94,46,60,90,71,52,70,69,66,42
"581","2013-02-08",93,88,78,48,85,91,95,96,43,46,90,61,53,63,68,66,27
"582","2013-02-09",96,78,43,62,70,94,51,91,45,24,95,62,55,51,71,49,21
"583","2013-02-10",96,86,49,80,67,98,63,85,51,36,92,66,100,53,72,42,33
"584","2013-02-11",94,93,89,37,85,88,57,92,48,56,87,64,36,63,70,54,26
"585","2013-02-12",95,99,95,53,86,89,74,92,43,67,86,71,63,65,72,58,39
"586","2013-02-13",94,96,92,36,89,86,59,93,42,65,86,66,31,65,67,58,38
"587","2013-02-14",98,97,89,50,89,86,56,94,39,55,86,57,31,65,65,78,43
"588","2013-02-15",96,88,75,57,85,92,52,96,45,54,87,75,21,64,66,69,35
"589","2013-02-16",97,77,40,50,70,95,43,92,44,28,92,74,24,50,72,56,26
"590","2013-02-17",95,82,43,78,67,97,45,84,46,39,89,69,36,54,70,40,28
"591","2013-02-18",93,91,67,45,88,85,71,91,41,57,82,68,25,61,67,45,33
"592","2013-02-19",98,97,88,36,90,89,67,96,41,54,84,65,45,67,67,64,55
"593","2013-02-20",96,98,89,39,91,88,50,94,46,82,85,71,35,65,64,65,41
"594","2013-02-21",98,97,89,51,90,92,64,96,46,53,87,68,15,73,63,63,39
"595","2013-02-22",100,89,78,59,88,90,35,98,49,47,91,69,58,69,65,64,25
"596","2013-02-23",98,80,43,84,73,91,54,89,50,53,99,71,27,53,67,46,25
"597","2013-02-24",97,87,53,66,70,94,51,82,52,39,96,65,53,57,72,48,32
"598","2013-02-25",96,97,95,64,92,85,74,90,37,48,87,75,40,71,63,56,46
"599","2013-02-26",96,99,98,47,98,85,60,94,41,100,89,70,64,74,64,60,48
"600","2013-02-27",96,100,94,65,99,87,55,95,43,75,88,77,60,76,59,57,45
"601","2013-02-28",97,100,99,72,98,87,60,94,49,69,88,74,15,77,61,63,38
"602","2013-03-01",97,92,87,100,95,88,66,99,46,70,87,82,37,69,61,63,39
"603","2013-03-02",97,77,47,32,77,89,58,91,42,23,90,87,36,53,64,51,21
"604","2013-03-03",97,86,56,80,75,92,42,86,44,43,90,100,35,57,64,52,46
"605","2013-03-04",97,98,95,51,100,84,47,94,37,80,81,88,40,78,61,65,45
"606","2013-03-05",95,99,96,42,98,84,59,94,38,84,84,84,75,77,59,67,35
"607","2013-03-06",97,96,95,39,98,85,55,94,39,45,86,79,50,78,60,82,19
"608","2013-03-07",99,95,97,41,97,89,58,97,79,53,85,80,41,75,62,72,44
"609","2013-03-08",99,88,85,71,93,89,47,100,62,58,83,77,52,75,57,65,47
"610","2013-03-09",98,77,43,80,75,93,51,94,64,21,92,71,47,57,69,44,30
"611","2013-03-10",97,84,52,96,72,93,64,86,63,38,87,93,46,58,64,41,41
"612","2013-03-11",96,95,91,55,97,87,42,97,56,51,79,70,54,79,60,56,60
"613","2013-03-12",97,95,94,49,96,86,58,96,54,45,82,79,44,76,59,53,48
"614","2013-03-13",98,95,92,55,95,85,50,95,57,51,81,89,37,76,56,49,50
"615","2013-03-14",98,95,92,53,95,84,51,95,52,65,83,68,30,77,56,58,52
"616","2013-03-15",96,87,79,55,92,87,49,97,52,44,84,88,46,72,62,57,40
"617","2013-03-16",99,76,44,35,75,86,39,92,55,59,89,91,41,54,59,39,27
"618","2013-03-17",97,82,51,44,72,91,29,86,58,44,86,80,34,59,62,45,27
"619","2013-03-18",95,94,100,58,96,82,27,92,56,65,80,72,44,100,59,54,23
"620","2013-03-19",99,98,98,44,97,86,43,95,64,75,83,64,49,79,62,56,46
"621","2013-03-20",97,97,92,73,97,87,62,96,57,83,83,69,35,80,60,57,51
"622","2013-03-21",98,95,96,57,96,85,55,98,50,59,82,62,75,81,60,61,49
"623","2013-03-22",96,85,78,70,91,87,50,98,52,64,83,60,23,72,56,59,28
"624","2013-03-23",98,76,42,45,75,96,39,94,54,32,90,67,65,54,61,46,34
"625","2013-03-24",97,81,48,44,72,99,45,87,56,36,86,71,58,62,61,43,45
"626","2013-03-25",96,92,82,41,96,92,51,96,50,54,79,61,37,78,60,53,35
"627","2013-03-26",97,93,83,65,97,91,59,98,49,48,82,58,55,75,67,56,39
"628","2013-03-27",95,93,80,36,93,90,52,96,45,59,84,69,30,77,62,62,44
"629","2013-03-28",96,89,75,38,90,91,60,94,67,60,85,64,37,70,65,51,31
"630","2013-03-29",94,79,53,53,81,95,42,89,60,35,88,70,17,61,62,41,26
"631","2013-03-30",98,77,39,62,74,93,36,84,57,26,90,64,18,54,60,41,17
"632","2013-03-31",99,81,42,37,70,100,44,82,54,31,87,75,25,56,61,41,44
"633","2014-01-01",97,74,26,65,65,71,44,68,47,22,81,100,19,38,100,49,22
"634","2014-01-02",95,81,42,48,83,67,44,82,45,36,83,90,45,53,94,38,31
"635","2014-01-03",95,78,39,50,80,68,48,85,46,30,84,91,30,52,91,39,31
"636","2014-01-04",96,74,28,60,70,68,36,76,48,29,85,89,73,43,93,34,36
"637","2014-01-05",95,77,34,59,66,73,38,74,48,36,81,89,61,48,88,34,37
"638","2014-01-06",95,86,62,49,86,67,49,84,44,76,81,86,44,69,84,42,54
"639","2014-01-07",96,90,67,47,89,68,47,88,48,61,81,80,38,71,85,48,47
"640","2014-01-08",97,94,73,45,90,67,49,90,48,76,88,80,52,77,81,58,47
"641","2014-01-09",97,94,79,45,89,69,48,92,47,49,87,80,38,80,81,68,66
"642","2014-01-10",98,87,73,47,88,71,53,92,48,54,88,82,39,75,81,82,64
"643","2014-01-11",95,74,33,57,69,69,46,80,51,41,88,87,44,47,84,49,21
"644","2014-01-12",97,83,43,56,65,70,44,76,50,43,83,90,41,53,85,51,65
"645","2014-01-13",96,91,83,41,90,67,47,90,44,78,83,79,47,81,76,72,59
"646","2014-01-14",98,93,83,40,88,69,53,91,47,73,84,82,61,83,77,80,72
"647","2014-01-15",97,95,84,42,88,70,49,91,46,71,87,83,56,83,76,71,65
"648","2014-01-16",99,94,85,41,89,69,55,93,47,67,95,85,89,84,73,82,65
"649","2014-01-17",98,85,76,45,86,71,48,93,48,49,100,85,30,77,72,80,70
"650","2014-01-18",96,75,33,55,70,72,42,83,50,32,100,90,50,48,79,53,62
"651","2014-01-19",96,80,37,49,65,73,45,77,51,49,97,80,22,49,80,48,71
"652","2014-01-20",95,90,55,43,89,68,49,91,45,63,91,76,56,69,73,50,47
"653","2014-01-21",96,94,78,37,89,70,52,92,49,52,90,79,42,81,70,63,75
"654","2014-01-22",98,96,81,38,91,71,54,91,47,83,92,79,51,81,70,71,55
"655","2014-01-23",96,93,82,43,88,68,49,91,50,76,91,80,42,83,70,82,65
"656","2014-01-24",97,85,75,43,97,69,52,92,51,49,89,80,44,80,71,78,59
"657","2014-01-25",95,74,35,56,76,67,39,80,51,35,92,88,49,49,75,51,40
"658","2014-01-26",96,82,41,55,72,68,42,76,53,42,87,78,73,54,77,45,39
"659","2014-01-27",96,92,75,35,100,65,41,89,45,77,88,81,46,82,73,56,62
"660","2014-01-28",97,92,78,40,95,68,47,89,49,95,86,82,46,81,71,64,53
"661","2014-01-29",97,93,81,40,90,67,48,90,51,100,90,81,51,83,68,68,71
"662","2014-01-30",98,92,84,38,89,68,49,94,100,72,92,85,42,85,70,76,91
"663","2014-01-31",96,83,74,44,85,67,43,92,74,71,87,84,54,78,70,74,53
"664","2014-02-01",96,73,35,51,69,67,44,82,64,43,92,95,44,49,75,48,38
"665","2014-02-02",94,79,43,51,64,67,33,76,61,57,86,92,59,51,72,42,58
"666","2014-02-03",95,90,83,35,88,64,43,85,51,60,84,79,28,81,68,68,64
"667","2014-02-04",97,95,88,42,91,67,47,91,50,82,90,82,23,88,69,71,50
"668","2014-02-05",98,94,79,39,91,67,51,90,50,83,92,86,60,82,70,70,61
"669","2014-02-06",95,85,79,31,89,67,52,89,47,82,86,77,70,84,58,74,66
"670","2014-02-07",99,86,75,44,88,70,51,94,50,70,89,89,40,79,70,90,57
"671","2014-02-08",96,74,35,61,70,69,42,80,50,44,88,91,32,48,73,47,33
"672","2014-02-09",96,81,45,54,66,69,40,75,52,41,85,95,63,56,73,37,61
"673","2014-02-10",96,93,88,43,91,65,46,88,47,90,86,92,82,88,67,63,68
"674","2014-02-11",98,95,91,44,93,67,48,91,49,75,84,84,41,90,69,69,79
"675","2014-02-12",95,97,89,53,90,68,58,89,48,71,81,86,60,89,62,71,76
"676","2014-02-13",96,95,84,48,91,64,53,90,47,57,81,83,70,85,63,75,68
"677","2014-02-14",97,89,67,53,86,65,40,89,45,49,80,77,73,74,63,87,52
"678","2014-02-15",95,75,33,65,70,66,34,78,46,37,85,96,55,48,69,45,51
"679","2014-02-16",96,81,39,63,66,67,39,77,52,38,81,94,22,52,66,59,56
"680","2014-02-17",94,95,65,56,89,65,45,87,47,57,79,82,46,74,61,57,66
"681","2014-02-18",95,100,81,48,91,68,51,89,52,55,79,83,37,86,61,64,53
"682","2014-02-19",95,98,87,46,89,66,47,89,52,70,80,88,64,87,60,65,92
"683","2014-02-20",97,94,86,49,89,68,52,92,54,69,83,94,28,91,60,72,90
"684","2014-02-21",96,86,76,51,84,67,46,92,54,62,87,91,58,81,65,69,69
"685","2014-02-22",95,75,36,67,68,65,40,80,51,46,94,90,49,52,66,58,44
"686","2014-02-23",95,82,48,63,64,67,44,76,55,58,93,96,43,58,69,48,64
"687","2014-02-24",97,95,97,47,91,65,45,91,54,69,87,88,100,94,62,71,86
"688","2014-02-25",96,98,98,47,91,65,50,92,52,82,87,91,50,97,66,74,70
"689","2014-02-26",99,100,98,49,91,67,48,91,55,74,92,85,64,96,65,79,100
"690","2014-02-27",98,95,98,55,88,69,55,94,57,74,91,86,55,94,66,82,96
"691","2014-02-28",97,89,86,61,86,69,60,93,54,70,87,92,58,87,65,85,78
"692","2014-03-01",95,76,39,73,67,68,38,81,54,32,90,84,43,52,68,55,52
"693","2014-03-02",93,82,49,67,64,71,47,78,57,57,86,81,48,57,66,53,62
"694","2014-03-03",95,94,92,56,86,66,55,88,53,56,82,87,74,90,60,69,68
"695","2014-03-04",96,96,100,54,88,66,52,91,48,65,83,88,65,95,60,70,52
"696","2014-03-05",97,97,97,52,90,67,48,91,52,66,84,87,23,96,58,70,68
"697","2014-03-06",98,97,97,57,90,68,47,96,57,73,85,80,56,94,61,79,85
"698","2014-03-07",97,88,86,60,88,66,50,96,52,55,82,90,49,87,59,100,79
"699","2014-03-08",97,76,37,75,70,67,37,85,48,38,84,86,33,51,63,62,40
"700","2014-03-09",96,83,48,66,66,69,38,78,51,71,80,78,33,58,60,45,54
"701","2014-03-10",97,96,93,51,94,68,49,94,50,76,78,76,47,92,62,63,75
"702","2014-03-11",98,97,94,54,94,72,55,95,47,84,80,76,60,95,56,74,96
"703","2014-03-12",98,95,94,48,92,72,46,93,46,95,82,87,49,94,55,71,78
"704","2014-03-13",97,95,95,57,91,74,50,94,48,83,80,86,37,98,56,77,93
"705","2014-03-14",97,88,82,60,88,76,47,95,52,49,80,92,29,96,57,78,49
"706","2014-03-15",94,75,35,77,68,68,34,84,52,35,83,94,33,57,61,47,46
"707","2014-03-16",93,81,48,71,65,71,37,78,49,66,82,83,59,62,59,44,60
"708","2014-03-17",95,95,92,57,90,69,100,92,48,66,79,78,51,100,54,65,89
"709","2014-03-18",97,96,92,68,92,76,56,94,47,87,80,78,41,98,57,68,86
"710","2014-03-19",98,98,92,74,91,94,55,94,48,78,81,81,50,98,63,71,67
