"","date","Amazon"
"2226","2012-11-03",60
"2227","2012-11-04",67
"2228","2012-11-05",59
"2229","2012-11-06",58
"2230","2012-11-07",55
"2231","2012-11-08",57
"2232","2012-11-09",57
"2233","2012-11-10",64
"2234","2012-11-11",70
"2235","2012-11-12",63
"2236","2012-11-13",65
"2237","2012-11-14",63
"2238","2012-11-15",63
"2239","2012-11-16",63
"2240","2012-11-17",69
"2241","2012-11-18",76
"2242","2012-11-19",72
"2243","2012-11-20",72
"2244","2012-11-21",72
"2245","2012-11-22",74
"2246","2012-11-23",100
"2247","2012-11-24",91
"2248","2012-11-25",93
"2249","2012-11-26",98
"2250","2012-11-27",86
"2251","2012-11-28",76
"2252","2012-11-29",75
"2253","2012-11-30",75
"2254","2012-12-01",81
"2255","2012-12-02",91
"2256","2012-12-03",85
"2257","2012-12-04",82
"2258","2012-12-05",80
"2259","2012-12-06",80
"2260","2012-12-07",80
"2261","2012-12-08",86
"2262","2012-12-09",94
"2263","2012-12-10",89
"2264","2012-12-11",86
"2265","2012-12-12",84
"2266","2012-12-13",82
"2267","2012-12-14",80
"2268","2012-12-15",87
"2269","2012-12-16",95
"2270","2012-12-17",88
"2271","2012-12-18",83
"2272","2012-12-19",78
"2273","2012-12-20",72
"2274","2012-12-21",66
"2275","2012-12-22",68
"2276","2012-12-23",66
"2277","2012-12-24",63
"2278","2012-12-25",83
"2279","2012-12-26",85
"2280","2012-12-27",80
"2281","2012-12-28",75
"2282","2012-12-29",75
"2283","2012-12-30",73
"2284","2012-12-31",66
"2285","2013-01-01",98
"2286","2013-01-02",99
"2287","2013-01-03",96
"2288","2013-01-04",93
"2289","2013-01-05",96
"2290","2013-01-06",100
"2291","2013-01-07",92
"2292","2013-01-08",89
"2293","2013-01-09",89
"2294","2013-01-10",86
"2295","2013-01-11",83
"2296","2013-01-12",90
"2297","2013-01-13",97
"2298","2013-01-14",87
"2299","2013-01-15",83
"2300","2013-01-16",83
"2301","2013-01-17",80
"2302","2013-01-18",81
"2303","2013-01-19",88
"2304","2013-01-20",94
"2305","2013-01-21",83
"2306","2013-01-22",81
"2307","2013-01-23",80
"2308","2013-01-24",79
"2309","2013-01-25",78
"2310","2013-01-26",87
"2311","2013-01-27",93
"2312","2013-01-28",83
"2313","2013-01-29",81
"2314","2013-01-30",80
"2315","2013-01-31",79
"2316","2013-02-01",77
"2317","2013-02-02",84
"2318","2013-02-03",90
"2319","2013-02-04",80
"2320","2013-02-05",80
"2321","2013-02-06",80
"2322","2013-02-07",77
"2323","2013-02-08",75
"2324","2013-02-09",84
"2325","2013-02-10",91
"2326","2013-02-11",81
"2327","2013-02-12",80
"2328","2013-02-13",76
"2329","2013-02-14",72
"2330","2013-02-15",74
"2331","2013-02-16",82
"2332","2013-02-17",86
"2333","2013-02-18",79
"2334","2013-02-19",77
"2335","2013-02-20",77
"2336","2013-02-21",75
"2337","2013-02-22",75
"2338","2013-02-23",82
"2339","2013-02-24",87
"2340","2013-02-25",77
"2341","2013-02-26",76
"2342","2013-02-27",76
"2343","2013-02-28",76
"2344","2013-03-01",75
"2345","2013-03-02",80
"2346","2013-03-03",89
"2347","2013-03-04",78
"2348","2013-03-05",76
"2349","2013-03-06",77
"2350","2013-03-07",76
"2351","2013-03-08",75
"2352","2013-03-09",82
"2353","2013-03-10",88
"2354","2013-03-11",78
"2355","2013-03-12",76
"2356","2013-03-13",75
"2357","2013-03-14",72
"2358","2013-03-15",73
"2359","2013-03-16",81
"2360","2013-03-17",88
"2361","2013-03-18",79
"2362","2013-03-19",77
"2363","2013-03-20",76
"2364","2013-03-21",75
"2365","2013-03-22",74
"2366","2013-03-23",82
"2367","2013-03-24",88
"2368","2013-03-25",80
"2369","2013-03-26",76
"2370","2013-03-27",76
"2371","2013-03-28",74
"2372","2013-03-29",76
"2373","2013-03-30",78
"2374","2013-03-31",80
"2375","2013-04-01",90
"2376","2013-04-02",88
"2377","2013-04-03",87
"2378","2013-04-04",87
"2379","2013-04-05",86
"2380","2013-04-06",89
"2381","2013-04-07",95
"2382","2013-04-08",88
"2383","2013-04-09",85
"2384","2013-04-10",86
"2385","2013-04-11",84
"2386","2013-04-12",83
"2387","2013-04-13",90
"2388","2013-04-14",96
"2389","2013-04-15",84
"2390","2013-04-16",83
"2391","2013-04-17",84
"2392","2013-04-18",84
"2393","2013-04-19",82
"2394","2013-04-20",89
"2395","2013-04-21",98
"2396","2013-04-22",89
"2397","2013-04-23",85
"2398","2013-04-24",83
"2399","2013-04-25",84
"2400","2013-04-26",84
"2401","2013-04-27",91
"2402","2013-04-28",99
"2403","2013-04-29",90
"2404","2013-04-30",85
"2405","2013-05-01",90
"2406","2013-05-02",84
"2407","2013-05-03",83
"2408","2013-05-04",88
"2409","2013-05-05",93
"2410","2013-05-06",87
"2411","2013-05-07",86
"2412","2013-05-08",84
"2413","2013-05-09",85
"2414","2013-05-10",86
"2415","2013-05-11",91
"2416","2013-05-12",96
"2417","2013-05-13",88
"2418","2013-05-14",87
"2419","2013-05-15",85
"2420","2013-05-16",83
"2421","2013-05-17",81
"2422","2013-05-18",89
"2423","2013-05-19",93
"2424","2013-05-20",88
"2425","2013-05-21",85
"2426","2013-05-22",85
"2427","2013-05-23",84
"2428","2013-05-24",82
"2429","2013-05-25",87
"2430","2013-05-26",90
"2431","2013-05-27",87
"2432","2013-05-28",85
"2433","2013-05-29",88
"2434","2013-05-30",86
"2435","2013-05-31",83
"2436","2013-06-01",90
"2437","2013-06-02",97
"2438","2013-06-03",88
"2439","2013-06-04",86
"2440","2013-06-05",86
"2441","2013-06-06",85
"2442","2013-06-07",82
"2443","2013-06-08",88
"2444","2013-06-09",98
"2445","2013-06-10",91
"2446","2013-06-11",94
"2447","2013-06-12",89
"2448","2013-06-13",89
"2449","2013-06-14",87
"2450","2013-06-15",90
"2451","2013-06-16",96
"2452","2013-06-17",90
"2453","2013-06-18",87
"2454","2013-06-19",86
"2455","2013-06-20",85
"2456","2013-06-21",83
"2457","2013-06-22",92
"2458","2013-06-23",100
"2459","2013-06-24",91
"2460","2013-06-25",90
"2461","2013-06-26",90
"2462","2013-06-27",88
"2463","2013-06-28",88
"2464","2013-06-29",94
"2465","2013-06-30",100
"2466","2013-07-01",87
"2467","2013-07-02",86
"2468","2013-07-03",86
"2469","2013-07-04",81
"2470","2013-07-05",79
"2471","2013-07-06",85
"2472","2013-07-07",91
"2473","2013-07-08",86
"2474","2013-07-09",85
"2475","2013-07-10",86
"2476","2013-07-11",83
"2477","2013-07-12",81
"2478","2013-07-13",85
"2479","2013-07-14",93
"2480","2013-07-15",88
"2481","2013-07-16",86
"2482","2013-07-17",85
"2483","2013-07-18",84
"2484","2013-07-19",82
"2485","2013-07-20",87
"2486","2013-07-21",95
"2487","2013-07-22",88
"2488","2013-07-23",86
"2489","2013-07-24",86
"2490","2013-07-25",85
"2491","2013-07-26",84
"2492","2013-07-27",88
"2493","2013-07-28",97
"2494","2013-07-29",93
"2495","2013-07-30",91
"2496","2013-07-31",89
"2497","2013-08-01",88
"2498","2013-08-02",85
"2499","2013-08-03",90
"2500","2013-08-04",97
"2501","2013-08-05",92
"2502","2013-08-06",92
"2503","2013-08-07",91
"2504","2013-08-08",91
"2505","2013-08-09",87
"2506","2013-08-10",90
"2507","2013-08-11",95
"2508","2013-08-12",91
"2509","2013-08-13",89
"2510","2013-08-14",87
"2511","2013-08-15",89
"2512","2013-08-16",85
"2513","2013-08-17",89
"2514","2013-08-18",98
"2515","2013-08-19",96
"2516","2013-08-20",92
"2517","2013-08-21",89
"2518","2013-08-22",86
"2519","2013-08-23",87
"2520","2013-08-24",91
"2521","2013-08-25",98
"2522","2013-08-26",90
"2523","2013-08-27",89
"2524","2013-08-28",90
"2525","2013-08-29",89
"2526","2013-08-30",88
"2527","2013-08-31",91
"2528","2013-09-01",99
"2529","2013-09-02",95
"2530","2013-09-03",91
"2531","2013-09-04",88
"2532","2013-09-05",87
"2533","2013-09-06",87
"2534","2013-09-07",93
"2535","2013-09-08",99
"2536","2013-09-09",91
"2537","2013-09-10",90
"2538","2013-09-11",88
"2539","2013-09-12",87
"2540","2013-09-13",85
"2541","2013-09-14",92
"2542","2013-09-15",100
"2543","2013-09-16",92
"2544","2013-09-17",92
"2545","2013-09-18",89
"2546","2013-09-19",84
"2547","2013-09-20",83
"2548","2013-09-21",88
"2549","2013-09-22",92
"2550","2013-09-23",87
"2551","2013-09-24",84
"2552","2013-09-25",84
"2553","2013-09-26",84
"2554","2013-09-27",81
"2555","2013-09-28",87
"2556","2013-09-29",93
"2557","2013-09-30",89
"2558","2013-10-01",48
"2559","2013-10-02",47
"2560","2013-10-03",47
"2561","2013-10-04",47
"2562","2013-10-05",49
"2563","2013-10-06",53
"2564","2013-10-07",48
"2565","2013-10-08",48
"2566","2013-10-09",48
"2567","2013-10-10",47
"2568","2013-10-11",46
"2569","2013-10-12",50
"2570","2013-10-13",54
"2571","2013-10-14",50
"2572","2013-10-15",49
"2573","2013-10-16",48
"2574","2013-10-17",48
"2575","2013-10-18",46
"2576","2013-10-19",50
"2577","2013-10-20",55
"2578","2013-10-21",50
"2579","2013-10-22",50
"2580","2013-10-23",50
"2581","2013-10-24",48
"2582","2013-10-25",48
"2583","2013-10-26",50
"2584","2013-10-27",55
"2585","2013-10-28",51
"2586","2013-10-29",50
"2587","2013-10-30",48
"2588","2013-10-31",45
"2589","2013-11-01",49
"2590","2013-11-02",54
"2591","2013-11-03",60
"2592","2013-11-04",54
"2593","2013-11-05",52
"2594","2013-11-06",51
"2595","2013-11-07",51
"2596","2013-11-08",50
"2597","2013-11-09",55
"2598","2013-11-10",60
"2599","2013-11-11",57
"2600","2013-11-12",55
"2601","2013-11-13",54
"2602","2013-11-14",54
"2603","2013-11-15",55
"2604","2013-11-16",60
"2605","2013-11-17",66
"2606","2013-11-18",59
"2607","2013-11-19",57
"2608","2013-11-20",58
"2609","2013-11-21",57
"2610","2013-11-22",58
"2611","2013-11-23",63
"2612","2013-11-24",71
"2613","2013-11-25",66
"2614","2013-11-26",64
"2615","2013-11-27",65
"2616","2013-11-28",68
"2617","2013-11-29",95
"2618","2013-11-30",80
"2619","2013-12-01",79
"2620","2013-12-02",100
"2621","2013-12-03",84
"2622","2013-12-04",74
"2623","2013-12-05",70
"2624","2013-12-06",69
"2625","2013-12-07",75
"2626","2013-12-08",82
"2627","2013-12-09",77
"2628","2013-12-10",74
"2629","2013-12-11",72
"2630","2013-12-12",71
"2631","2013-12-13",71
"2632","2013-12-14",79
"2633","2013-12-15",82
"2634","2013-12-16",78
"2635","2013-12-17",74
"2636","2013-12-18",69
"2637","2013-12-19",66
"2638","2013-12-20",62
"2639","2013-12-21",65
"2640","2013-12-22",62
"2641","2013-12-23",58
"2642","2013-12-24",53
"2643","2013-12-25",67
"2644","2013-12-26",72
"2645","2013-12-27",68
"2646","2013-12-28",64
"2647","2013-12-29",64
"2648","2013-12-30",61
"2649","2013-12-31",54
"2650","2014-01-01",94
"2651","2014-01-02",100
"2652","2014-01-03",97
"2653","2014-01-04",98
"2654","2014-01-05",100
"2655","2014-01-06",93
"2656","2014-01-07",90
"2657","2014-01-08",91
"2658","2014-01-09",86
"2659","2014-01-10",86
"2660","2014-01-11",92
"2661","2014-01-12",97
"2662","2014-01-13",87
"2663","2014-01-14",86
"2664","2014-01-15",84
"2665","2014-01-16",82
"2666","2014-01-17",80
"2667","2014-01-18",89
"2668","2014-01-19",94
"2669","2014-01-20",86
"2670","2014-01-21",84
"2671","2014-01-22",84
"2672","2014-01-23",80
"2673","2014-01-24",79
"2674","2014-01-25",88
"2675","2014-01-26",95
"2676","2014-01-27",82
"2677","2014-01-28",82
"2678","2014-01-29",81
"2679","2014-01-30",80
"2680","2014-01-31",80
"2681","2014-02-01",86
"2682","2014-02-02",89
"2683","2014-02-03",81
"2684","2014-02-04",82
"2685","2014-02-05",80
"2686","2014-02-06",80
"2687","2014-02-07",78
"2688","2014-02-08",85
"2689","2014-02-09",91
"2690","2014-02-10",82
"2691","2014-02-11",81
"2692","2014-02-12",79
"2693","2014-02-13",77
"2694","2014-02-14",74
"2695","2014-02-15",82
"2696","2014-02-16",88
"2697","2014-02-17",81
"2698","2014-02-18",80
"2699","2014-02-19",76
"2700","2014-02-20",76
"2701","2014-02-21",76
"2702","2014-02-22",81
"2703","2014-02-23",87
"2704","2014-02-24",79
"2705","2014-02-25",79
"2706","2014-02-26",79
"2707","2014-02-27",77
"2708","2014-02-28",77
"2709","2014-03-01",84
"2710","2014-03-02",91
"2711","2014-03-03",81
"2712","2014-03-04",81
"2713","2014-03-05",78
"2714","2014-03-06",76
"2715","2014-03-07",75
"2716","2014-03-08",80
"2717","2014-03-09",84
"2718","2014-03-10",79
"2719","2014-03-11",78
"2720","2014-03-12",76
"2721","2014-03-13",77
"2722","2014-03-14",76
"2723","2014-03-15",81
"2724","2014-03-16",87
"2725","2014-03-17",80
"2726","2014-03-18",77
"2727","2014-03-19",77
"2728","2014-03-20",74
"2729","2014-03-21",75
"2730","2014-03-22",83
"2731","2014-03-23",87
"2732","2014-03-24",79
"2733","2014-03-25",79
"2734","2014-03-26",78
"2735","2014-03-27",76
"2736","2014-03-28",75
"2737","2014-03-29",80
"2738","2014-03-30",85
"2739","2014-03-31",79
"2740","2014-04-01",85
"2741","2014-04-02",89
"2742","2014-04-03",89
"2743","2014-04-04",86
"2744","2014-04-05",92
"2745","2014-04-06",100
"2746","2014-04-07",89
"2747","2014-04-08",89
"2748","2014-04-09",87
"2749","2014-04-10",85
"2750","2014-04-11",84
"2751","2014-04-12",91
"2752","2014-04-13",95
"2753","2014-04-14",90
"2754","2014-04-15",88
"2755","2014-04-16",85
"2756","2014-04-17",84
"2757","2014-04-18",88
"2758","2014-04-19",87
"2759","2014-04-20",90
"2760","2014-04-21",93
"2761","2014-04-22",88
"2762","2014-04-23",89
"2763","2014-04-24",85
"2764","2014-04-25",87
"2765","2014-04-26",90
"2766","2014-04-27",99
"2767","2014-04-28",88
"2768","2014-04-29",86
"2769","2014-04-30",86
"2770","2014-05-01",92
"2771","2014-05-02",89
"2772","2014-05-03",89
"2773","2014-05-04",94
"2774","2014-05-05",88
"2775","2014-05-06",88
"2776","2014-05-07",87
"2777","2014-05-08",88
"2778","2014-05-09",85
"2779","2014-05-10",90
"2780","2014-05-11",94
"2781","2014-05-12",88
"2782","2014-05-13",86
"2783","2014-05-14",84
"2784","2014-05-15",83
"2785","2014-05-16",81
"2786","2014-05-17",85
"2787","2014-05-18",93
"2788","2014-05-19",87
"2789","2014-05-20",87
"2790","2014-05-21",83
"2791","2014-05-22",82
"2792","2014-05-23",82
"2793","2014-05-24",87
"2794","2014-05-25",88
"2795","2014-05-26",86
"2796","2014-05-27",87
"2797","2014-05-28",86
"2798","2014-05-29",86
"2799","2014-05-30",84
"2800","2014-05-31",86
"2801","2014-06-01",95
"2802","2014-06-02",89
"2803","2014-06-03",88
"2804","2014-06-04",88
"2805","2014-06-05",87
"2806","2014-06-06",82
"2807","2014-06-07",88
"2808","2014-06-08",92
"2809","2014-06-09",89
"2810","2014-06-10",90
"2811","2014-06-11",88
"2812","2014-06-12",85
"2813","2014-06-13",82
"2814","2014-06-14",86
"2815","2014-06-15",92
"2816","2014-06-16",86
"2817","2014-06-17",88
"2818","2014-06-18",96
"2819","2014-06-19",97
"2820","2014-06-20",89
"2821","2014-06-21",87
"2822","2014-06-22",94
"2823","2014-06-23",89
"2824","2014-06-24",89
"2825","2014-06-25",89
"2826","2014-06-26",84
"2827","2014-06-27",87
"2828","2014-06-28",92
"2829","2014-06-29",100
"2830","2014-06-30",91
"2831","2014-07-01",83
"2832","2014-07-02",85
"2833","2014-07-03",82
"2834","2014-07-04",76
"2835","2014-07-05",80
"2836","2014-07-06",92
"2837","2014-07-07",87
"2838","2014-07-08",87
"2839","2014-07-09",84
"2840","2014-07-10",83
"2841","2014-07-11",83
"2842","2014-07-12",86
"2843","2014-07-13",88
"2844","2014-07-14",87
"2845","2014-07-15",87
"2846","2014-07-16",87
"2847","2014-07-17",83
"2848","2014-07-18",81
"2849","2014-07-19",87
"2850","2014-07-20",95
"2851","2014-07-21",90
"2852","2014-07-22",90
"2853","2014-07-23",88
"2854","2014-07-24",87
"2855","2014-07-25",86
"2856","2014-07-26",88
"2857","2014-07-27",95
"2858","2014-07-28",94
"2859","2014-07-29",93
"2860","2014-07-30",90
"2861","2014-07-31",87
"2862","2014-08-01",88
"2863","2014-08-02",91
"2864","2014-08-03",97
"2865","2014-08-04",92
"2866","2014-08-05",91
"2867","2014-08-06",89
"2868","2014-08-07",87
"2869","2014-08-08",86
"2870","2014-08-09",89
"2871","2014-08-10",97
"2872","2014-08-11",91
"2873","2014-08-12",90
"2874","2014-08-13",89
"2875","2014-08-14",88
"2876","2014-08-15",89
"2877","2014-08-16",91
"2878","2014-08-17",97
"2879","2014-08-18",94
"2880","2014-08-19",91
"2881","2014-08-20",91
"2882","2014-08-21",89
"2883","2014-08-22",87
"2884","2014-08-23",91
"2885","2014-08-24",96
"2886","2014-08-25",95
"2887","2014-08-26",94
"2888","2014-08-27",92
"2889","2014-08-28",91
"2890","2014-08-29",89
"2891","2014-08-30",93
"2892","2014-08-31",99
"2893","2014-09-01",94
"2894","2014-09-02",92
"2895","2014-09-03",92
"2896","2014-09-04",89
"2897","2014-09-05",88
"2898","2014-09-06",95
"2899","2014-09-07",100
"2900","2014-09-08",93
"2901","2014-09-09",94
"2902","2014-09-10",94
"2903","2014-09-11",90
"2904","2014-09-12",88
"2905","2014-09-13",93
"2906","2014-09-14",99
"2907","2014-09-15",95
"2908","2014-09-16",93
"2909","2014-09-17",90
"2910","2014-09-18",87
"2911","2014-09-19",89
"2912","2014-09-20",94
"2913","2014-09-21",99
"2914","2014-09-22",93
"2915","2014-09-23",90
"2916","2014-09-24",91
"2917","2014-09-25",90
"2918","2014-09-26",89
"2919","2014-09-27",92
"2920","2014-09-28",100
"2921","2014-09-29",94
"2922","2014-09-30",93
"2923","2014-10-01",47
"2924","2014-10-02",45
"2925","2014-10-03",45
"2926","2014-10-04",49
"2927","2014-10-05",52
"2928","2014-10-06",51
"2929","2014-10-07",50
"2930","2014-10-08",49
"2931","2014-10-09",49
"2932","2014-10-10",57
"2933","2014-10-11",56
"2934","2014-10-12",56
"2935","2014-10-13",52
"2936","2014-10-14",51
"2937","2014-10-15",49
"2938","2014-10-16",49
"2939","2014-10-17",48
"2940","2014-10-18",50
"2941","2014-10-19",52
"2942","2014-10-20",50
"2943","2014-10-21",52
"2944","2014-10-22",49
"2945","2014-10-23",49
"2946","2014-10-24",47
"2947","2014-10-25",48
"2948","2014-10-26",52
"2949","2014-10-27",50
"2950","2014-10-28",49
"2951","2014-10-29",48
"2952","2014-10-30",46
"2953","2014-10-31",43
"2954","2014-11-01",49
"2955","2014-11-02",54
"2956","2014-11-03",51
"2957","2014-11-04",50
"2958","2014-11-05",49
"2959","2014-11-06",50
"2960","2014-11-07",49
"2961","2014-11-08",54
"2962","2014-11-09",57
"2963","2014-11-10",53
"2964","2014-11-11",57
"2965","2014-11-12",52
"2966","2014-11-13",51
"2967","2014-11-14",51
"2968","2014-11-15",56
"2969","2014-11-16",62
"2970","2014-11-17",57
"2971","2014-11-18",55
"2972","2014-11-19",55
"2973","2014-11-20",54
"2974","2014-11-21",55
"2975","2014-11-22",59
"2976","2014-11-23",65
"2977","2014-11-24",63
"2978","2014-11-25",61
"2979","2014-11-26",64
"2980","2014-11-27",72
"2981","2014-11-28",100
"2982","2014-11-29",78
"2983","2014-11-30",78
"2984","2014-12-01",85
"2985","2014-12-02",73
"2986","2014-12-03",66
"2987","2014-12-04",64
"2988","2014-12-05",64
"2989","2014-12-06",67
"2990","2014-12-07",73
"2991","2014-12-08",71
"2992","2014-12-09",69
"2993","2014-12-10",67
"2994","2014-12-11",67
"2995","2014-12-12",66
"2996","2014-12-13",71
"2997","2014-12-14",76
"2998","2014-12-15",71
"2999","2014-12-16",69
"3000","2014-12-17",68
"3001","2014-12-18",65
"3002","2014-12-19",63
"3003","2014-12-20",65
"3004","2014-12-21",63
"3005","2014-12-22",60
"3006","2014-12-23",55
"3007","2014-12-24",50
"3008","2014-12-25",64
"3009","2014-12-26",69
"3010","2014-12-27",65
"3011","2014-12-28",62
"3012","2014-12-29",61
"3013","2014-12-30",56
"3014","2014-12-31",51
"3015","2015-01-01",90
"3016","2015-01-02",99
"3017","2015-01-03",100
"3018","2015-01-04",98
"3019","2015-01-05",91
"3020","2015-01-06",90
"3021","2015-01-07",88
"3022","2015-01-08",86
"3023","2015-01-09",85
"3024","2015-01-10",93
"3025","2015-01-11",96
"3026","2015-01-12",90
"3027","2015-01-13",87
"3028","2015-01-14",87
"3029","2015-01-15",84
"3030","2015-01-16",84
"3031","2015-01-17",89
"3032","2015-01-18",94
"3033","2015-01-19",88
"3034","2015-01-20",85
"3035","2015-01-21",84
"3036","2015-01-22",85
"3037","2015-01-23",86
"3038","2015-01-24",92
"3039","2015-01-25",97
"3040","2015-01-26",85
"3041","2015-01-27",83
"3042","2015-01-28",81
"3043","2015-01-29",82
"3044","2015-01-30",80
"3045","2015-01-31",87
"3046","2015-02-01",89
"3047","2015-02-02",80
"3048","2015-02-03",81
"3049","2015-02-04",81
"3050","2015-02-05",81
"3051","2015-02-06",79
"3052","2015-02-07",84
"3053","2015-02-08",90
"3054","2015-02-09",81
"3055","2015-02-10",80
"3056","2015-02-11",79
"3057","2015-02-12",78
"3058","2015-02-13",76
"3059","2015-02-14",80
"3060","2015-02-15",96
"3061","2015-02-16",87
"3062","2015-02-17",79
"3063","2015-02-18",78
"3064","2015-02-19",76
"3065","2015-02-20",77
"3066","2015-02-21",83
"3067","2015-02-22",86
"3068","2015-02-23",78
"3069","2015-02-24",78
"3070","2015-02-25",76
"3071","2015-02-26",78
"3072","2015-02-27",75
"3073","2015-02-28",80
"3074","2015-03-01",87
"3075","2015-03-02",78
"3076","2015-03-03",77
"3077","2015-03-04",75
"3078","2015-03-05",76
"3079","2015-03-06",74
"3080","2015-03-07",79
"3081","2015-03-08",83
"3082","2015-03-09",78
"3083","2015-03-10",75
"3084","2015-03-11",74
"3085","2015-03-12",74
"3086","2015-03-13",73
"3087","2015-03-14",77
"3088","2015-03-15",84
"3089","2015-03-16",77
"3090","2015-03-17",74
"3091","2015-03-18",73
"3092","2015-03-19",72
"3093","2015-03-20",72
"3094","2015-03-21",80
"3095","2015-03-22",83
"3096","2015-03-23",77
"3097","2015-03-24",75
"3098","2015-03-25",77
"3099","2015-03-26",75
"3100","2015-03-27",75
"3101","2015-03-28",79
"3102","2015-03-29",84
"3103","2015-03-30",80
"3104","2015-03-31",78
"3105","2015-04-01",87
"3106","2015-04-02",83
"3107","2015-04-03",83
"3108","2015-04-04",80
"3109","2015-04-05",82
"3110","2015-04-06",83
"3111","2015-04-07",81
"3112","2015-04-08",82
"3113","2015-04-09",80
"3114","2015-04-10",81
"3115","2015-04-11",85
"3116","2015-04-12",89
"3117","2015-04-13",84
"3118","2015-04-14",81
"3119","2015-04-15",81
"3120","2015-04-16",79
"3121","2015-04-17",78
"3122","2015-04-18",82
"3123","2015-04-19",89
"3124","2015-04-20",84
"3125","2015-04-21",82
"3126","2015-04-22",80
"3127","2015-04-23",79
"3128","2015-04-24",79
"3129","2015-04-25",84
"3130","2015-04-26",90
"3131","2015-04-27",84
"3132","2015-04-28",81
"3133","2015-04-29",80
"3134","2015-04-30",80
"3135","2015-05-01",85
"3136","2015-05-02",82
"3137","2015-05-03",87
"3138","2015-05-04",85
"3139","2015-05-05",85
"3140","2015-05-06",100
"3141","2015-05-07",89
"3142","2015-05-08",83
"3143","2015-05-09",85
"3144","2015-05-10",87
"3145","2015-05-11",83
"3146","2015-05-12",83
"3147","2015-05-13",78
"3148","2015-05-14",80
"3149","2015-05-15",80
"3150","2015-05-16",84
"3151","2015-05-17",88
"3152","2015-05-18",84
"3153","2015-05-19",83
"3154","2015-05-20",81
"3155","2015-05-21",77
"3156","2015-05-22",76
"3157","2015-05-23",80
"3158","2015-05-24",81
"3159","2015-05-25",85
"3160","2015-05-26",83
"3161","2015-05-27",81
"3162","2015-05-28",82
"3163","2015-05-29",81
"3164","2015-05-30",85
"3165","2015-05-31",94
"3166","2015-06-01",86
"3167","2015-06-02",84
"3168","2015-06-03",83
"3169","2015-06-04",82
"3170","2015-06-05",80
"3171","2015-06-06",82
"3172","2015-06-07",88
"3173","2015-06-08",87
"3174","2015-06-09",83
"3175","2015-06-10",82
"3176","2015-06-11",79
"3177","2015-06-12",80
"3178","2015-06-13",83
"3179","2015-06-14",91
"3180","2015-06-15",85
"3181","2015-06-16",85
"3182","2015-06-17",84
"3183","2015-06-18",85
"3184","2015-06-19",81
"3185","2015-06-20",85
"3186","2015-06-21",90
"3187","2015-06-22",88
"3188","2015-06-23",89
"3189","2015-06-24",86
"3190","2015-06-25",83
"3191","2015-06-26",81
"3192","2015-06-27",86
"3193","2015-06-28",91
"3194","2015-06-29",86
"3195","2015-06-30",85
"3196","2015-07-01",51
"3197","2015-07-02",51
"3198","2015-07-03",48
"3199","2015-07-04",50
"3200","2015-07-05",54
"3201","2015-07-06",54
"3202","2015-07-07",54
"3203","2015-07-08",55
"3204","2015-07-09",53
"3205","2015-07-10",52
"3206","2015-07-11",53
"3207","2015-07-12",58
"3208","2015-07-13",56
"3209","2015-07-14",62
"3210","2015-07-15",100
"3211","2015-07-16",61
"3212","2015-07-17",54
"3213","2015-07-18",54
"3214","2015-07-19",58
"3215","2015-07-20",55
"3216","2015-07-21",54
"3217","2015-07-22",54
"3218","2015-07-23",52
"3219","2015-07-24",53
"3220","2015-07-25",52
"3221","2015-07-26",57
"3222","2015-07-27",55
"3223","2015-07-28",54
"3224","2015-07-29",54
"3225","2015-07-30",53
"3226","2015-07-31",52
"3227","2015-08-01",52
"3228","2015-08-02",56
"3229","2015-08-03",55
"3230","2015-08-04",55
"3231","2015-08-05",54
"3232","2015-08-06",53
"3233","2015-08-07",51
"3234","2015-08-08",54
"3235","2015-08-09",58
"3236","2015-08-10",67
"3237","2015-08-11",64
"3238","2015-08-12",58
"3239","2015-08-13",54
"3240","2015-08-14",53
"3241","2015-08-15",54
"3242","2015-08-16",60
"3243","2015-08-17",58
"3244","2015-08-18",57
"3245","2015-08-19",55
"3246","2015-08-20",54
"3247","2015-08-21",52
"3248","2015-08-22",53
"3249","2015-08-23",58
"3250","2015-08-24",56
"3251","2015-08-25",57
"3252","2015-08-26",55
"3253","2015-08-27",55
"3254","2015-08-28",53
"3255","2015-08-29",55
"3256","2015-08-30",58
"3257","2015-08-31",55
"3258","2015-09-01",56
"3259","2015-09-02",55
"3260","2015-09-03",53
"3261","2015-09-04",53
"3262","2015-09-05",54
"3263","2015-09-06",57
"3264","2015-09-07",56
"3265","2015-09-08",53
"3266","2015-09-09",52
"3267","2015-09-10",51
"3268","2015-09-11",51
"3269","2015-09-12",53
"3270","2015-09-13",57
"3271","2015-09-14",53
"3272","2015-09-15",51
"3273","2015-09-16",52
"3274","2015-09-17",51
"3275","2015-09-18",50
"3276","2015-09-19",53
"3277","2015-09-20",58
"3278","2015-09-21",53
"3279","2015-09-22",53
"3280","2015-09-23",53
"3281","2015-09-24",54
"3282","2015-09-25",54
"3283","2015-09-26",55
"3284","2015-09-27",58
"3285","2015-09-28",54
"3286","2015-09-29",54
"3287","2015-09-30",55
"3288","2015-10-01",45
"3289","2015-10-02",43
"3290","2015-10-03",47
"3291","2015-10-04",48
"3292","2015-10-05",46
"3293","2015-10-06",45
"3294","2015-10-07",45
"3295","2015-10-08",44
"3296","2015-10-09",43
"3297","2015-10-10",46
"3298","2015-10-11",49
"3299","2015-10-12",49
"3300","2015-10-13",53
"3301","2015-10-14",50
