"","date","Amazon"
"1150","2009-11-23",76
"1151","2009-11-24",76
"1152","2009-11-25",77
"1153","2009-11-26",77
"1154","2009-11-27",91
"1155","2009-11-28",92
"1156","2009-11-29",96
"1157","2009-11-30",98
"1158","2009-12-01",90
"1159","2009-12-02",83
"1160","2009-12-03",84
"1161","2009-12-04",82
"1162","2009-12-05",91
"1163","2009-12-06",100
"1164","2009-12-07",96
"1165","2009-12-08",92
"1166","2009-12-09",89
"1167","2009-12-10",87
"1168","2009-12-11",86
"1169","2009-12-12",94
"1170","2009-12-13",100
"1171","2009-12-14",97
"1172","2009-12-15",93
"1173","2009-12-16",91
"1174","2009-12-17",87
"1175","2009-12-18",82
"1176","2009-12-19",85
"1177","2009-12-20",86
"1178","2009-12-21",78
"1179","2009-12-22",73
"1180","2009-12-23",66
"1181","2009-12-24",60
"1182","2009-12-25",70
"1183","2009-12-26",80
"1184","2009-12-27",81
"1185","2009-12-28",75
"1186","2009-12-29",73
"1187","2009-12-30",70
"1188","2009-12-31",65
"1189","2010-01-01",97
"1190","2010-01-02",100
"1191","2010-01-03",100
"1192","2010-01-04",93
"1193","2010-01-05",88
"1194","2010-01-06",88
"1195","2010-01-07",84
"1196","2010-01-08",84
"1197","2010-01-09",90
"1198","2010-01-10",95
"1199","2010-01-11",85
"1200","2010-01-12",82
"1201","2010-01-13",80
"1202","2010-01-14",81
"1203","2010-01-15",79
"1204","2010-01-16",86
"1205","2010-01-17",89
"1206","2010-01-18",80
"1207","2010-01-19",79
"1208","2010-01-20",78
"1209","2010-01-21",76
"1210","2010-01-22",79
"1211","2010-01-23",85
"1212","2010-01-24",90
"1213","2010-01-25",81
"1214","2010-01-26",79
"1215","2010-01-27",77
"1216","2010-01-28",80
"1217","2010-01-29",79
"1218","2010-01-30",86
"1219","2010-01-31",92
"1220","2010-02-01",82
"1221","2010-02-02",80
"1222","2010-02-03",78
"1223","2010-02-04",77
"1224","2010-02-05",75
"1225","2010-02-06",83
"1226","2010-02-07",89
"1227","2010-02-08",78
"1228","2010-02-09",76
"1229","2010-02-10",75
"1230","2010-02-11",74
"1231","2010-02-12",74
"1232","2010-02-13",78
"1233","2010-02-14",83
"1234","2010-02-15",82
"1235","2010-02-16",77
"1236","2010-02-17",74
"1237","2010-02-18",74
"1238","2010-02-19",73
"1239","2010-02-20",78
"1240","2010-02-21",85
"1241","2010-02-22",76
"1242","2010-02-23",74
"1243","2010-02-24",73
"1244","2010-02-25",72
"1245","2010-02-26",72
"1246","2010-02-27",78
"1247","2010-02-28",84
"1248","2010-03-01",76
"1249","2010-03-02",74
"1250","2010-03-03",73
"1251","2010-03-04",73
"1252","2010-03-05",72
"1253","2010-03-06",80
"1254","2010-03-07",84
"1255","2010-03-08",75
"1256","2010-03-09",76
"1257","2010-03-10",72
"1258","2010-03-11",71
"1259","2010-03-12",72
"1260","2010-03-13",77
"1261","2010-03-14",80
"1262","2010-03-15",75
"1263","2010-03-16",71
"1264","2010-03-17",70
"1265","2010-03-18",71
"1266","2010-03-19",70
"1267","2010-03-20",77
"1268","2010-03-21",82
"1269","2010-03-22",74
"1270","2010-03-23",72
"1271","2010-03-24",70
"1272","2010-03-25",71
"1273","2010-03-26",71
"1274","2010-03-27",76
"1275","2010-03-28",82
"1276","2010-03-29",75
"1277","2010-03-30",73
"1278","2010-03-31",70
"1279","2010-04-01",83
"1280","2010-04-02",87
"1281","2010-04-03",87
"1282","2010-04-04",92
"1283","2010-04-05",90
"1284","2010-04-06",84
"1285","2010-04-07",82
"1286","2010-04-08",81
"1287","2010-04-09",79
"1288","2010-04-10",81
"1289","2010-04-11",90
"1290","2010-04-12",84
"1291","2010-04-13",83
"1292","2010-04-14",82
"1293","2010-04-15",79
"1294","2010-04-16",80
"1295","2010-04-17",83
"1296","2010-04-18",90
"1297","2010-04-19",84
"1298","2010-04-20",84
"1299","2010-04-21",83
"1300","2010-04-22",81
"1301","2010-04-23",83
"1302","2010-04-24",86
"1303","2010-04-25",95
"1304","2010-04-26",90
"1305","2010-04-27",86
"1306","2010-04-28",83
"1307","2010-04-29",84
"1308","2010-04-30",85
"1309","2010-05-01",91
"1310","2010-05-02",100
"1311","2010-05-03",89
"1312","2010-05-04",87
"1313","2010-05-05",85
"1314","2010-05-06",84
"1315","2010-05-07",82
"1316","2010-05-08",89
"1317","2010-05-09",95
"1318","2010-05-10",87
"1319","2010-05-11",87
"1320","2010-05-12",85
"1321","2010-05-13",86
"1322","2010-05-14",86
"1323","2010-05-15",89
"1324","2010-05-16",99
"1325","2010-05-17",89
"1326","2010-05-18",88
"1327","2010-05-19",87
"1328","2010-05-20",82
"1329","2010-05-21",80
"1330","2010-05-22",84
"1331","2010-05-23",92
"1332","2010-05-24",85
"1333","2010-05-25",85
"1334","2010-05-26",85
"1335","2010-05-27",85
"1336","2010-05-28",84
"1337","2010-05-29",92
"1338","2010-05-30",95
"1339","2010-05-31",84
"1340","2010-06-01",88
"1341","2010-06-02",85
"1342","2010-06-03",85
"1343","2010-06-04",82
"1344","2010-06-05",88
"1345","2010-06-06",98
"1346","2010-06-07",90
"1347","2010-06-08",86
"1348","2010-06-09",86
"1349","2010-06-10",84
"1350","2010-06-11",82
"1351","2010-06-12",86
"1352","2010-06-13",95
"1353","2010-06-14",89
"1354","2010-06-15",86
"1355","2010-06-16",87
"1356","2010-06-17",84
"1357","2010-06-18",80
"1358","2010-06-19",90
"1359","2010-06-20",100
"1360","2010-06-21",86
"1361","2010-06-22",83
"1362","2010-06-23",80
"1363","2010-06-24",82
"1364","2010-06-25",80
"1365","2010-06-26",86
"1366","2010-06-27",93
"1367","2010-06-28",88
"1368","2010-06-29",92
"1369","2010-06-30",90
"1370","2010-07-01",76
"1371","2010-07-02",72
"1372","2010-07-03",74
"1373","2010-07-04",83
"1374","2010-07-05",75
"1375","2010-07-06",74
"1376","2010-07-07",74
"1377","2010-07-08",73
"1378","2010-07-09",72
"1379","2010-07-10",76
"1380","2010-07-11",83
"1381","2010-07-12",78
"1382","2010-07-13",79
"1383","2010-07-14",78
"1384","2010-07-15",76
"1385","2010-07-16",76
"1386","2010-07-17",81
"1387","2010-07-18",88
"1388","2010-07-19",80
"1389","2010-07-20",80
"1390","2010-07-21",78
"1391","2010-07-22",78
"1392","2010-07-23",78
"1393","2010-07-24",82
"1394","2010-07-25",89
"1395","2010-07-26",82
"1396","2010-07-27",81
"1397","2010-07-28",80
"1398","2010-07-29",81
"1399","2010-07-30",79
"1400","2010-07-31",82
"1401","2010-08-01",91
"1402","2010-08-02",84
"1403","2010-08-03",84
"1404","2010-08-04",81
"1405","2010-08-05",79
"1406","2010-08-06",79
"1407","2010-08-07",83
"1408","2010-08-08",90
"1409","2010-08-09",83
"1410","2010-08-10",83
"1411","2010-08-11",83
"1412","2010-08-12",80
"1413","2010-08-13",79
"1414","2010-08-14",83
"1415","2010-08-15",90
"1416","2010-08-16",85
"1417","2010-08-17",84
"1418","2010-08-18",83
"1419","2010-08-19",81
"1420","2010-08-20",81
"1421","2010-08-21",83
"1422","2010-08-22",91
"1423","2010-08-23",86
"1424","2010-08-24",85
"1425","2010-08-25",85
"1426","2010-08-26",83
"1427","2010-08-27",82
"1428","2010-08-28",85
"1429","2010-08-29",91
"1430","2010-08-30",85
"1431","2010-08-31",85
"1432","2010-09-01",87
"1433","2010-09-02",84
"1434","2010-09-03",82
"1435","2010-09-04",88
"1436","2010-09-05",93
"1437","2010-09-06",87
"1438","2010-09-07",86
"1439","2010-09-08",86
"1440","2010-09-09",92
"1441","2010-09-10",89
"1442","2010-09-11",93
"1443","2010-09-12",100
"1444","2010-09-13",90
"1445","2010-09-14",90
"1446","2010-09-15",90
"1447","2010-09-16",89
"1448","2010-09-17",86
"1449","2010-09-18",93
"1450","2010-09-19",97
"1451","2010-09-20",90
"1452","2010-09-21",88
"1453","2010-09-22",88
"1454","2010-09-23",88
"1455","2010-09-24",87
"1456","2010-09-25",92
"1457","2010-09-26",98
"1458","2010-09-27",92
"1459","2010-09-28",90
"1460","2010-09-29",90
"1461","2010-09-30",88
"1462","2010-10-01",49
"1463","2010-10-02",52
"1464","2010-10-03",56
"1465","2010-10-04",51
"1466","2010-10-05",51
"1467","2010-10-06",50
"1468","2010-10-07",51
"1469","2010-10-08",49
"1470","2010-10-09",51
"1471","2010-10-10",55
"1472","2010-10-11",52
"1473","2010-10-12",48
"1474","2010-10-13",47
"1475","2010-10-14",49
"1476","2010-10-15",50
"1477","2010-10-16",53
"1478","2010-10-17",56
"1479","2010-10-18",53
"1480","2010-10-19",52
"1481","2010-10-20",51
"1482","2010-10-21",51
"1483","2010-10-22",50
"1484","2010-10-23",54
"1485","2010-10-24",57
"1486","2010-10-25",53
"1487","2010-10-26",53
"1488","2010-10-27",53
"1489","2010-10-28",52
"1490","2010-10-29",51
"1491","2010-10-30",54
"1492","2010-10-31",58
"1493","2010-11-01",58
"1494","2010-11-02",55
"1495","2010-11-03",54
"1496","2010-11-04",55
"1497","2010-11-05",54
"1498","2010-11-06",60
"1499","2010-11-07",64
"1500","2010-11-08",59
"1501","2010-11-09",60
"1502","2010-11-10",58
"1503","2010-11-11",61
"1504","2010-11-12",59
"1505","2010-11-13",64
"1506","2010-11-14",69
"1507","2010-11-15",64
"1508","2010-11-16",62
"1509","2010-11-17",64
"1510","2010-11-18",62
"1511","2010-11-19",62
"1512","2010-11-20",70
"1513","2010-11-21",76
"1514","2010-11-22",73
"1515","2010-11-23",75
"1516","2010-11-24",72
"1517","2010-11-25",74
"1518","2010-11-26",90
"1519","2010-11-27",85
"1520","2010-11-28",89
"1521","2010-11-29",94
"1522","2010-11-30",83
"1523","2010-12-01",79
"1524","2010-12-02",77
"1525","2010-12-03",77
"1526","2010-12-04",84
"1527","2010-12-05",91
"1528","2010-12-06",85
"1529","2010-12-07",84
"1530","2010-12-08",83
"1531","2010-12-09",82
"1532","2010-12-10",80
"1533","2010-12-11",86
"1534","2010-12-12",100
"1535","2010-12-13",91
"1536","2010-12-14",87
"1537","2010-12-15",86
"1538","2010-12-16",83
"1539","2010-12-17",80
"1540","2010-12-18",82
"1541","2010-12-19",82
"1542","2010-12-20",75
"1543","2010-12-21",71
"1544","2010-12-22",68
"1545","2010-12-23",64
"1546","2010-12-24",59
"1547","2010-12-25",72
"1548","2010-12-26",80
"1549","2010-12-27",75
"1550","2010-12-28",72
"1551","2010-12-29",70
"1552","2010-12-30",69
"1553","2010-12-31",63
"1554","2011-01-01",94
"1555","2011-01-02",100
"1556","2011-01-03",93
"1557","2011-01-04",91
"1558","2011-01-05",90
"1559","2011-01-06",88
"1560","2011-01-07",86
"1561","2011-01-08",90
"1562","2011-01-09",92
"1563","2011-01-10",87
"1564","2011-01-11",83
"1565","2011-01-12",86
"1566","2011-01-13",82
"1567","2011-01-14",80
"1568","2011-01-15",88
"1569","2011-01-16",92
"1570","2011-01-17",86
"1571","2011-01-18",82
"1572","2011-01-19",83
"1573","2011-01-20",82
"1574","2011-01-21",79
"1575","2011-01-22",86
"1576","2011-01-23",92
"1577","2011-01-24",82
"1578","2011-01-25",80
"1579","2011-01-26",79
"1580","2011-01-27",78
"1581","2011-01-28",78
"1582","2011-01-29",85
"1583","2011-01-30",91
"1584","2011-01-31",80
"1585","2011-02-01",80
"1586","2011-02-02",79
"1587","2011-02-03",77
"1588","2011-02-04",77
"1589","2011-02-05",84
"1590","2011-02-06",89
"1591","2011-02-07",81
"1592","2011-02-08",80
"1593","2011-02-09",77
"1594","2011-02-10",76
"1595","2011-02-11",75
"1596","2011-02-12",81
"1597","2011-02-13",85
"1598","2011-02-14",75
"1599","2011-02-15",74
"1600","2011-02-16",76
"1601","2011-02-17",75
"1602","2011-02-18",75
"1603","2011-02-19",81
"1604","2011-02-20",85
"1605","2011-02-21",79
"1606","2011-02-22",77
"1607","2011-02-23",77
"1608","2011-02-24",73
"1609","2011-02-25",74
"1610","2011-02-26",80
"1611","2011-02-27",85
"1612","2011-02-28",77
"1613","2011-03-01",76
"1614","2011-03-02",75
"1615","2011-03-03",75
"1616","2011-03-04",73
"1617","2011-03-05",81
"1618","2011-03-06",86
"1619","2011-03-07",77
"1620","2011-03-08",76
"1621","2011-03-09",75
"1622","2011-03-10",73
"1623","2011-03-11",68
"1624","2011-03-12",65
"1625","2011-03-13",70
"1626","2011-03-14",66
"1627","2011-03-15",70
"1628","2011-03-16",73
"1629","2011-03-17",71
"1630","2011-03-18",71
"1631","2011-03-19",75
"1632","2011-03-20",81
"1633","2011-03-21",76
"1634","2011-03-22",80
"1635","2011-03-23",78
"1636","2011-03-24",75
"1637","2011-03-25",74
"1638","2011-03-26",81
"1639","2011-03-27",84
"1640","2011-03-28",79
"1641","2011-03-29",80
"1642","2011-03-30",79
"1643","2011-03-31",78
"1644","2011-04-01",82
"1645","2011-04-02",84
"1646","2011-04-03",93
"1647","2011-04-04",85
"1648","2011-04-05",84
"1649","2011-04-06",81
"1650","2011-04-07",80
"1651","2011-04-08",78
"1652","2011-04-09",81
"1653","2011-04-10",86
"1654","2011-04-11",84
"1655","2011-04-12",83
"1656","2011-04-13",82
"1657","2011-04-14",80
"1658","2011-04-15",79
"1659","2011-04-16",85
"1660","2011-04-17",89
"1661","2011-04-18",84
"1662","2011-04-19",82
"1663","2011-04-20",79
"1664","2011-04-21",80
"1665","2011-04-22",81
"1666","2011-04-23",83
"1667","2011-04-24",86
"1668","2011-04-25",86
"1669","2011-04-26",85
"1670","2011-04-27",84
"1671","2011-04-28",80
"1672","2011-04-29",73
"1673","2011-04-30",82
"1674","2011-05-01",89
"1675","2011-05-02",82
"1676","2011-05-03",84
"1677","2011-05-04",83
"1678","2011-05-05",82
"1679","2011-05-06",80
"1680","2011-05-07",86
"1681","2011-05-08",93
"1682","2011-05-09",86
"1683","2011-05-10",85
"1684","2011-05-11",84
"1685","2011-05-12",84
"1686","2011-05-13",83
"1687","2011-05-14",89
"1688","2011-05-15",97
"1689","2011-05-16",87
"1690","2011-05-17",88
"1691","2011-05-18",85
"1692","2011-05-19",84
"1693","2011-05-20",83
"1694","2011-05-21",87
"1695","2011-05-22",95
"1696","2011-05-23",90
"1697","2011-05-24",88
"1698","2011-05-25",85
"1699","2011-05-26",86
"1700","2011-05-27",84
"1701","2011-05-28",89
"1702","2011-05-29",93
"1703","2011-05-30",88
"1704","2011-05-31",87
"1705","2011-06-01",86
"1706","2011-06-02",84
"1707","2011-06-03",84
"1708","2011-06-04",88
"1709","2011-06-05",98
"1710","2011-06-06",85
"1711","2011-06-07",87
"1712","2011-06-08",87
"1713","2011-06-09",88
"1714","2011-06-10",88
"1715","2011-06-11",93
"1716","2011-06-12",98
"1717","2011-06-13",90
"1718","2011-06-14",88
"1719","2011-06-15",88
"1720","2011-06-16",86
"1721","2011-06-17",85
"1722","2011-06-18",93
"1723","2011-06-19",100
"1724","2011-06-20",89
"1725","2011-06-21",86
"1726","2011-06-22",87
"1727","2011-06-23",89
"1728","2011-06-24",86
"1729","2011-06-25",92
"1730","2011-06-26",97
"1731","2011-06-27",88
"1732","2011-06-28",87
"1733","2011-06-29",88
"1734","2011-06-30",88
"1735","2011-07-01",73
"1736","2011-07-02",77
"1737","2011-07-03",82
"1738","2011-07-04",74
"1739","2011-07-05",74
"1740","2011-07-06",75
"1741","2011-07-07",76
"1742","2011-07-08",76
"1743","2011-07-09",79
"1744","2011-07-10",86
"1745","2011-07-11",77
"1746","2011-07-12",78
"1747","2011-07-13",78
"1748","2011-07-14",75
"1749","2011-07-15",75
"1750","2011-07-16",81
"1751","2011-07-17",89
"1752","2011-07-18",80
"1753","2011-07-19",78
"1754","2011-07-20",79
"1755","2011-07-21",77
"1756","2011-07-22",77
"1757","2011-07-23",83
"1758","2011-07-24",89
"1759","2011-07-25",82
"1760","2011-07-26",82
"1761","2011-07-27",80
"1762","2011-07-28",79
"1763","2011-07-29",78
"1764","2011-07-30",82
"1765","2011-07-31",90
"1766","2011-08-01",81
"1767","2011-08-02",81
"1768","2011-08-03",81
"1769","2011-08-04",79
"1770","2011-08-05",78
"1771","2011-08-06",83
"1772","2011-08-07",93
"1773","2011-08-08",83
"1774","2011-08-09",79
"1775","2011-08-10",81
"1776","2011-08-11",78
"1777","2011-08-12",79
"1778","2011-08-13",84
"1779","2011-08-14",89
"1780","2011-08-15",87
"1781","2011-08-16",83
"1782","2011-08-17",82
"1783","2011-08-18",80
"1784","2011-08-19",79
"1785","2011-08-20",84
"1786","2011-08-21",91
"1787","2011-08-22",86
"1788","2011-08-23",85
"1789","2011-08-24",83
"1790","2011-08-25",80
"1791","2011-08-26",80
"1792","2011-08-27",84
"1793","2011-08-28",88
"1794","2011-08-29",83
"1795","2011-08-30",85
"1796","2011-08-31",84
"1797","2011-09-01",81
"1798","2011-09-02",80
"1799","2011-09-03",85
"1800","2011-09-04",91
"1801","2011-09-05",87
"1802","2011-09-06",83
"1803","2011-09-07",84
"1804","2011-09-08",81
"1805","2011-09-09",79
"1806","2011-09-10",82
"1807","2011-09-11",87
"1808","2011-09-12",82
"1809","2011-09-13",80
"1810","2011-09-14",83
"1811","2011-09-15",82
"1812","2011-09-16",80
"1813","2011-09-17",86
"1814","2011-09-18",90
"1815","2011-09-19",84
"1816","2011-09-20",82
"1817","2011-09-21",81
"1818","2011-09-22",79
"1819","2011-09-23",78
"1820","2011-09-24",83
"1821","2011-09-25",90
"1822","2011-09-26",84
"1823","2011-09-27",84
"1824","2011-09-28",100
"1825","2011-09-29",96
"1826","2011-09-30",85
"1827","2011-10-01",59
"1828","2011-10-02",62
"1829","2011-10-03",57
"1830","2011-10-04",56
"1831","2011-10-05",56
"1832","2011-10-06",54
"1833","2011-10-07",54
"1834","2011-10-08",58
"1835","2011-10-09",61
"1836","2011-10-10",58
"1837","2011-10-11",54
"1838","2011-10-12",55
"1839","2011-10-13",54
"1840","2011-10-14",54
"1841","2011-10-15",57
"1842","2011-10-16",61
"1843","2011-10-17",57
"1844","2011-10-18",57
"1845","2011-10-19",56
"1846","2011-10-20",55
"1847","2011-10-21",55
"1848","2011-10-22",58
"1849","2011-10-23",62
"1850","2011-10-24",58
"1851","2011-10-25",58
"1852","2011-10-26",59
"1853","2011-10-27",57
"1854","2011-10-28",55
"1855","2011-10-29",59
"1856","2011-10-30",64
"1857","2011-10-31",57
"1858","2011-11-01",60
"1859","2011-11-02",60
"1860","2011-11-03",60
"1861","2011-11-04",58
"1862","2011-11-05",62
"1863","2011-11-06",68
"1864","2011-11-07",65
"1865","2011-11-08",63
"1866","2011-11-09",62
"1867","2011-11-10",62
"1868","2011-11-11",62
"1869","2011-11-12",68
"1870","2011-11-13",75
"1871","2011-11-14",69
"1872","2011-11-15",70
"1873","2011-11-16",68
"1874","2011-11-17",66
"1875","2011-11-18",67
"1876","2011-11-19",73
"1877","2011-11-20",82
"1878","2011-11-21",77
"1879","2011-11-22",74
"1880","2011-11-23",75
"1881","2011-11-24",77
"1882","2011-11-25",96
"1883","2011-11-26",89
"1884","2011-11-27",95
"1885","2011-11-28",100
"1886","2011-11-29",85
"1887","2011-11-30",83
"1888","2011-12-01",82
"1889","2011-12-02",81
"1890","2011-12-03",88
"1891","2011-12-04",98
"1892","2011-12-05",90
"1893","2011-12-06",87
"1894","2011-12-07",87
"1895","2011-12-08",86
"1896","2011-12-09",84
"1897","2011-12-10",91
"1898","2011-12-11",100
"1899","2011-12-12",96
"1900","2011-12-13",92
"1901","2011-12-14",91
"1902","2011-12-15",90
"1903","2011-12-16",89
"1904","2011-12-17",94
"1905","2011-12-18",98
"1906","2011-12-19",90
"1907","2011-12-20",83
"1908","2011-12-21",78
"1909","2011-12-22",73
"1910","2011-12-23",69
"1911","2011-12-24",67
"1912","2011-12-25",88
"1913","2011-12-26",92
"1914","2011-12-27",86
"1915","2011-12-28",82
"1916","2011-12-29",79
"1917","2011-12-30",77
"1918","2011-12-31",72
"1919","2012-01-01",99
"1920","2012-01-02",100
"1921","2012-01-03",96
"1922","2012-01-04",94
"1923","2012-01-05",91
"1924","2012-01-06",89
"1925","2012-01-07",96
"1926","2012-01-08",97
"1927","2012-01-09",89
"1928","2012-01-10",86
"1929","2012-01-11",87
"1930","2012-01-12",84
"1931","2012-01-13",82
"1932","2012-01-14",91
"1933","2012-01-15",95
"1934","2012-01-16",85
"1935","2012-01-17",82
"1936","2012-01-18",84
"1937","2012-01-19",81
"1938","2012-01-20",80
"1939","2012-01-21",89
"1940","2012-01-22",94
"1941","2012-01-23",82
"1942","2012-01-24",83
"1943","2012-01-25",81
"1944","2012-01-26",79
"1945","2012-01-27",79
"1946","2012-01-28",85
"1947","2012-01-29",93
"1948","2012-01-30",81
"1949","2012-01-31",80
"1950","2012-02-01",80
"1951","2012-02-02",78
"1952","2012-02-03",78
"1953","2012-02-04",85
"1954","2012-02-05",90
"1955","2012-02-06",78
"1956","2012-02-07",80
"1957","2012-02-08",80
"1958","2012-02-09",78
"1959","2012-02-10",77
"1960","2012-02-11",85
"1961","2012-02-12",84
"1962","2012-02-13",77
"1963","2012-02-14",76
"1964","2012-02-15",77
"1965","2012-02-16",75
"1966","2012-02-17",77
"1967","2012-02-18",81
"1968","2012-02-19",86
"1969","2012-02-20",81
"1970","2012-02-21",78
"1971","2012-02-22",77
"1972","2012-02-23",77
"1973","2012-02-24",74
"1974","2012-02-25",82
"1975","2012-02-26",87
"1976","2012-02-27",77
"1977","2012-02-28",78
"1978","2012-02-29",78
"1979","2012-03-01",78
"1980","2012-03-02",78
"1981","2012-03-03",85
"1982","2012-03-04",92
"1983","2012-03-05",82
"1984","2012-03-06",79
"1985","2012-03-07",77
"1986","2012-03-08",78
"1987","2012-03-09",75
"1988","2012-03-10",82
"1989","2012-03-11",88
"1990","2012-03-12",79
"1991","2012-03-13",78
"1992","2012-03-14",76
"1993","2012-03-15",75
"1994","2012-03-16",75
"1995","2012-03-17",80
"1996","2012-03-18",87
"1997","2012-03-19",79
"1998","2012-03-20",79
"1999","2012-03-21",76
"2000","2012-03-22",75
"2001","2012-03-23",73
"2002","2012-03-24",77
"2003","2012-03-25",83
"2004","2012-03-26",77
"2005","2012-03-27",75
"2006","2012-03-28",76
"2007","2012-03-29",73
"2008","2012-03-30",70
"2009","2012-03-31",79
"2010","2012-04-01",95
"2011","2012-04-02",86
"2012","2012-04-03",86
"2013","2012-04-04",85
"2014","2012-04-05",84
"2015","2012-04-06",86
"2016","2012-04-07",87
"2017","2012-04-08",87
"2018","2012-04-09",84
"2019","2012-04-10",83
"2020","2012-04-11",83
"2021","2012-04-12",83
"2022","2012-04-13",82
"2023","2012-04-14",86
"2024","2012-04-15",95
"2025","2012-04-16",85
"2026","2012-04-17",83
"2027","2012-04-18",84
"2028","2012-04-19",81
"2029","2012-04-20",81
"2030","2012-04-21",88
"2031","2012-04-22",96
"2032","2012-04-23",88
"2033","2012-04-24",86
"2034","2012-04-25",83
"2035","2012-04-26",84
"2036","2012-04-27",83
"2037","2012-04-28",89
"2038","2012-04-29",98
"2039","2012-04-30",90
"2040","2012-05-01",92
"2041","2012-05-02",87
"2042","2012-05-03",87
"2043","2012-05-04",85
"2044","2012-05-05",91
"2045","2012-05-06",95
"2046","2012-05-07",91
"2047","2012-05-08",89
"2048","2012-05-09",88
"2049","2012-05-10",85
"2050","2012-05-11",81
"2051","2012-05-12",87
"2052","2012-05-13",93
"2053","2012-05-14",87
"2054","2012-05-15",87
"2055","2012-05-16",83
"2056","2012-05-17",82
"2057","2012-05-18",81
"2058","2012-05-19",86
"2059","2012-05-20",92
"2060","2012-05-21",84
"2061","2012-05-22",83
"2062","2012-05-23",81
"2063","2012-05-24",79
"2064","2012-05-25",78
"2065","2012-05-26",81
"2066","2012-05-27",87
"2067","2012-05-28",84
"2068","2012-05-29",84
"2069","2012-05-30",84
"2070","2012-05-31",83
"2071","2012-06-01",81
"2072","2012-06-02",88
"2073","2012-06-03",95
"2074","2012-06-04",83
"2075","2012-06-05",84
"2076","2012-06-06",84
"2077","2012-06-07",84
"2078","2012-06-08",84
"2079","2012-06-09",87
"2080","2012-06-10",95
"2081","2012-06-11",89
"2082","2012-06-12",89
"2083","2012-06-13",87
"2084","2012-06-14",86
"2085","2012-06-15",83
"2086","2012-06-16",92
"2087","2012-06-17",95
"2088","2012-06-18",88
"2089","2012-06-19",86
"2090","2012-06-20",85
"2091","2012-06-21",86
"2092","2012-06-22",84
"2093","2012-06-23",92
"2094","2012-06-24",100
"2095","2012-06-25",90
"2096","2012-06-26",89
"2097","2012-06-27",90
"2098","2012-06-28",84
"2099","2012-06-29",86
"2100","2012-06-30",92
"2101","2012-07-01",93
"2102","2012-07-02",83
"2103","2012-07-03",82
"2104","2012-07-04",79
"2105","2012-07-05",77
"2106","2012-07-06",80
"2107","2012-07-07",86
"2108","2012-07-08",92
"2109","2012-07-09",84
"2110","2012-07-10",83
"2111","2012-07-11",80
"2112","2012-07-12",80
"2113","2012-07-13",78
"2114","2012-07-14",86
"2115","2012-07-15",93
"2116","2012-07-16",84
"2117","2012-07-17",83
"2118","2012-07-18",83
"2119","2012-07-19",79
"2120","2012-07-20",78
"2121","2012-07-21",83
"2122","2012-07-22",88
"2123","2012-07-23",82
"2124","2012-07-24",80
"2125","2012-07-25",78
"2126","2012-07-26",78
"2127","2012-07-27",76
"2128","2012-07-28",79
"2129","2012-07-29",87
"2130","2012-07-30",81
"2131","2012-07-31",79
"2132","2012-08-01",79
"2133","2012-08-02",79
"2134","2012-08-03",78
"2135","2012-08-04",81
"2136","2012-08-05",90
"2137","2012-08-06",83
"2138","2012-08-07",82
"2139","2012-08-08",82
"2140","2012-08-09",77
"2141","2012-08-10",77
"2142","2012-08-11",80
"2143","2012-08-12",86
"2144","2012-08-13",84
"2145","2012-08-14",84
"2146","2012-08-15",85
"2147","2012-08-16",83
"2148","2012-08-17",83
"2149","2012-08-18",85
"2150","2012-08-19",93
"2151","2012-08-20",90
"2152","2012-08-21",88
"2153","2012-08-22",85
"2154","2012-08-23",82
"2155","2012-08-24",83
"2156","2012-08-25",86
"2157","2012-08-26",92
"2158","2012-08-27",87
"2159","2012-08-28",86
"2160","2012-08-29",87
"2161","2012-08-30",87
"2162","2012-08-31",84
"2163","2012-09-01",90
"2164","2012-09-02",95
"2165","2012-09-03",88
"2166","2012-09-04",86
"2167","2012-09-05",85
"2168","2012-09-06",90
"2169","2012-09-07",89
"2170","2012-09-08",89
"2171","2012-09-09",95
"2172","2012-09-10",88
"2173","2012-09-11",86
"2174","2012-09-12",86
"2175","2012-09-13",85
"2176","2012-09-14",83
"2177","2012-09-15",90
"2178","2012-09-16",95
"2179","2012-09-17",87
"2180","2012-09-18",87
"2181","2012-09-19",85
"2182","2012-09-20",84
"2183","2012-09-21",83
"2184","2012-09-22",91
"2185","2012-09-23",99
"2186","2012-09-24",91
"2187","2012-09-25",87
"2188","2012-09-26",89
"2189","2012-09-27",87
"2190","2012-09-28",87
"2191","2012-09-29",93
"2192","2012-09-30",100
"2193","2012-10-01",54
"2194","2012-10-02",52
"2195","2012-10-03",52
"2196","2012-10-04",51
"2197","2012-10-05",52
"2198","2012-10-06",55
"2199","2012-10-07",60
"2200","2012-10-08",54
"2201","2012-10-09",53
"2202","2012-10-10",53
"2203","2012-10-11",53
"2204","2012-10-12",53
"2205","2012-10-13",57
"2206","2012-10-14",61
"2207","2012-10-15",55
"2208","2012-10-16",55
"2209","2012-10-17",54
"2210","2012-10-18",53
"2211","2012-10-19",52
"2212","2012-10-20",56
"2213","2012-10-21",61
"2214","2012-10-22",57
"2215","2012-10-23",56
"2216","2012-10-24",56
"2217","2012-10-25",55
"2218","2012-10-26",56
"2219","2012-10-27",58
"2220","2012-10-28",62
"2221","2012-10-29",56
"2222","2012-10-30",54
"2223","2012-10-31",52
"2224","2012-11-01",56
"2225","2012-11-02",57
