date,Amazon,Amazon Error,Amazon Kindle,Amazon Order,Amazon Recall,Amazon Sucks,Amazon Echo,Price
7/23/08,79,18,30,54,41,58,87,31.610001
7/24/08,79,0,40,29,0,0,88,32.610001
7/25/08,78,0,51,15,0,41,85,33.939999
7/26/08,83,26,45,38,0,41,73,34.830002
7/27/08,88,18,48,43,40,58,66,33.759998
7/28/08,79,18,58,31,0,0,89,35.189999
7/29/08,80,0,53,27,0,29,93,35.630001
7/30/08,79,18,49,22,41,0,87,36.07
7/31/08,80,0,38,64,0,0,88,34.639999
8/1/08,81,25,27,60,0,0,86,34.610001
8/2/08,87,0,59,52,56,0,74,35.07
8/3/08,96,18,65,16,0,29,68,34.759998
8/4/08,87,0,100,69,0,57,84,33.490002
8/5/08,88,0,59,21,40,0,89,33.41
8/6/08,84,37,43,44,41,0,87,33.77
8/7/08,82,0,48,24,0,100,89,33.549999
8/8/08,82,51,54,39,0,0,81,33.779999
8/9/08,88,100,27,22,0,0,69,33.599998
8/10/08,93,35,33,26,0,29,74,33.470001
8/11/08,84,18,29,52,0,0,83,33.68
8/12/08,87,0,45,42,0,28,84,34.959999
8/13/08,83,0,32,43,40,29,90,35.09
8/14/08,81,0,35,45,42,61,85,35.07
8/15/08,82,48,46,29,0,40,89,35.48
8/16/08,87,0,59,57,54,39,67,36.650002
8/17/08,90,0,50,41,38,42,70,36.369999
8/18/08,87,0,39,25,37,0,86,36.549999
8/19/08,88,34,55,51,38,28,90,36.77
8/20/08,83,17,92,31,38,28,100,36.48
8/21/08,82,18,41,22,0,29,84,36.700001
8/22/08,83,24,25,43,0,0,82,38.52
8/23/08,85,70,52,28,0,0,68,38.68
8/24/08,92,0,52,48,0,29,72,38.610001
8/25/08,88,0,54,30,0,27,80,37.110001
8/26/08,88,16,54,20,0,26,87,36.799999
8/27/08,90,0,46,45,0,0,86,36.110001
8/28/08,87,0,53,31,39,28,85,35.790001
8/29/08,85,0,52,33,100,0,84,35.66
8/30/08,87,65,56,26,0,35,74,34.630001
8/31/08,96,0,32,62,72,0,69,33.73
9/1/08,89,16,43,29,0,26,87,32.919998
9/2/08,87,32,43,58,36,26,87,33.669998
9/3/08,90,49,66,54,0,40,86,33.490002
9/4/08,86,0,34,93,0,0,84,34.48
9/5/08,85,44,23,40,0,72,80,34.18
9/6/08,93,22,35,52,0,0,68,33.189999
9/7/08,100,16,49,68,0,39,63,34.310001
9/8/08,89,80,49,34,0,26,87,33.59
9/9/08,87,16,44,68,36,26,84,26.26
9/10/08,86,0,42,79,37,0,75,26.559999
9/11/08,83,18,33,42,39,28,84,27.17
9/12/08,84,0,50,20,0,0,79,26.889999
9/13/08,89,0,58,39,48,0,64,26.32
9/14/08,95,31,35,37,0,25,65,26.09
9/15/08,88,16,29,33,0,50,85,26.690001
9/16/08,86,32,39,29,35,39,81,27.290001
9/17/08,83,0,40,59,37,26,82,26.780001
9/18/08,82,35,34,72,39,28,77,26.360001
9/19/08,83,0,23,72,0,0,77,26.209999
9/20/08,88,0,38,26,0,70,61,26.49
9/21/08,94,0,35,29,0,51,64,26.07
9/22/08,90,16,46,29,36,0,85,26.530001
9/23/08,86,32,9,45,0,0,76,27.77
9/24/08,86,22,8,67,0,35,82,27.950001
9/25/08,85,0,17,53,47,89,82,29.09
9/26/08,83,39,12,68,0,0,79,29.120001
9/27/08,87,19,9,50,100,0,63,28.129999
9/28/08,93,30,10,42,0,16,65,28.370001
9/29/08,88,20,11,22,0,0,91,28.139999
9/30/08,90,20,8,43,0,48,85,27.969999
10/1/08,55,65,9,55,0,0,92,28.030001
10/2/08,52,56,6,48,0,22,90,28.91
10/3/08,52,0,12,47,0,0,90,29.52
10/4/08,57,41,9,35,34,16,75,30.67
10/5/08,60,19,13,54,0,16,74,30.83
10/6/08,54,59,12,46,0,0,95,31.76
10/7/08,53,0,15,34,0,16,94,32.23
10/8/08,51,21,10,32,72,17,97,30.799999
10/9/08,52,54,9,35,46,0,94,29.73
10/10/08,50,53,12,51,0,21,93,30.51
10/11/08,54,19,8,67,33,0,75,30.790001
10/12/08,57,39,8,50,32,0,72,31.719999
10/13/08,55,0,8,13,33,0,96,31.67
10/14/08,54,30,7,39,0,0,95,31.65
10/15/08,54,21,82,22,0,0,94,32.52
10/16/08,52,27,100,40,0,21,94,32.080002
10/17/08,53,51,49,28,44,0,92,31.58
10/18/08,56,19,47,29,0,23,72,32.119999
10/19/08,59,29,29,35,19,0,76,30.219999
10/20/08,55,51,24,40,0,14,100,30.84
10/21/08,53,0,19,51,0,0,93,31.790001
10/22/08,53,21,18,46,36,0,89,32.5
10/23/08,54,0,17,35,0,0,95,32.330002
10/24/08,55,51,24,44,0,21,92,31.84
10/25/08,59,27,18,29,0,21,75,32.119999
10/26/08,62,19,26,49,32,31,72,30.870001
10/27/08,57,0,17,16,32,0,96,31.700001
10/28/08,56,19,20,25,0,15,91,32.759998
10/29/08,54,20,19,48,0,16,87,33.32
10/30/08,53,26,18,45,0,21,88,32.59
10/31/08,51,0,18,22,0,100,84,33.380001
11/1/08,58,19,20,32,0,30,70,32.619999
11/2/08,64,0,18,29,32,15,70,32.91
11/3/08,58,19,18,32,0,30,90,33.549999
11/4/08,56,19,15,50,0,0,92,33.32
11/5/08,53,61,12,48,35,16,90,32.599998
11/6/08,56,51,19,44,0,0,87,32.470001
11/7/08,56,0,13,48,0,20,90,32.310001
11/8/08,62,19,19,56,0,0,70,32.540001
11/9/08,70,28,15,28,0,0,67,32.57
11/10/08,63,39,14,37,32,15,84,32.880001
11/11/08,62,19,12,38,0,0,88,33.630001
11/12/08,61,40,12,26,69,0,94,37.68
11/13/08,61,51,17,33,43,20,96,38.299999
11/14/08,62,0,19,42,42,20,95,38.240002
11/15/08,67,19,13,73,32,30,75,38.150002
11/16/08,74,19,20,40,0,15,71,38.09
11/17/08,67,0,20,62,32,0,93,37.560001
11/18/08,65,0,14,27,0,17,87,37.450001
11/19/08,65,43,22,74,36,0,91,37.459999
11/20/08,65,39,15,55,44,0,86,38.209999
11/21/08,66,37,21,47,0,0,86,38.77
11/22/08,73,37,23,48,0,0,71,39.470001
11/23/08,80,19,20,52,0,30,71,38.84
11/24/08,74,38,21,53,0,15,88,39.259998
11/25/08,72,0,21,37,0,0,87,39.990002
11/26/08,72,20,18,48,35,32,89,41.509998
11/27/08,73,26,16,100,43,20,88,42.599998
11/28/08,84,38,24,38,43,20,82,42.84
11/29/08,87,30,19,38,0,0,71,42.549999
11/30/08,93,19,20,61,32,0,69,42.439999
12/1/08,91,57,20,70,0,15,86,42.540001
12/2/08,85,58,16,50,0,16,84,42.959999
12/3/08,83,61,16,35,0,32,89,42.41
12/4/08,86,26,22,27,0,0,90,40.849998
12/5/08,85,100,23,48,0,20,88,40.919998
12/6/08,92,37,20,92,32,30,67,40.630001
12/7/08,100,28,19,77,32,0,74,40.34
12/8/08,99,0,17,62,0,15,88,39.41
12/9/08,92,40,19,60,0,0,92,39.099998
12/10/08,88,43,20,56,0,17,88,38.98
12/11/08,87,53,21,80,0,0,91,38.900002
12/12/08,85,27,17,40,0,0,85,38.119999
12/13/08,94,41,21,88,35,16,69,38.459999
12/14/08,100,88,19,33,0,26,70,38.689999
12/15/08,94,0,21,23,0,0,92,38.459999
12/16/08,90,96,26,34,0,25,95,38.5
12/17/08,88,53,23,68,0,42,87,39.02
12/18/08,84,0,16,41,0,22,84,40.009998
12/19/08,80,54,16,41,0,0,84,39.259998
12/20/08,80,22,12,37,0,17,67,39.419998
12/21/08,80,33,20,52,0,0,67,40.009998
12/22/08,73,40,17,52,46,43,84,39.889999
12/23/08,66,0,23,89,0,0,82,40.240002
12/24/08,62,36,31,40,53,0,70,39.799999
12/25/08,69,0,14,70,0,29,51,40.290001
12/26/08,81,0,19,37,39,22,59,40.209999
12/27/08,82,27,20,73,0,45,68,39.459999
12/28/08,81,27,17,88,0,22,67,38.700001
12/29/08,74,27,18,66,0,22,88,38.900002
12/30/08,71,0,19,56,0,69,91,38.369999
12/31/08,69,0,17,55,50,57,83,37.5
1/1/09,100,34,20,77,100,28,47,37.779999
1/2/09,99,26,16,75,75,0,52,37.150002
1/3/09,97,26,25,47,0,43,43,37.400002
1/4/09,99,0,16,87,0,21,41,38.200001
1/5/09,92,26,23,52,0,21,55,38.66
1/6/09,90,0,17,80,40,23,54,37.880001
1/7/09,88,0,16,55,0,100,54,36.98
1/8/09,84,34,14,45,0,55,55,37.02
1/9/09,84,77,14,52,0,21,55,36.950001
1/10/09,89,0,11,29,74,21,47,36.43
1/11/09,94,0,16,80,37,0,42,37.259998
1/12/09,86,52,16,57,0,0,55,37.080002
1/13/09,82,0,13,54,0,22,54,36.849998
1/14/09,81,34,18,31,0,28,57,37.43
1/15/09,80,66,15,61,48,0,56,37.049999
1/16/09,79,0,12,69,0,0,56,37.669998
1/17/09,85,0,18,74,37,52,46,38.700001
1/18/09,94,0,23,40,0,21,43,37.389999
1/19/09,82,25,17,46,38,21,58,37.16
1/20/09,77,0,25,80,0,0,56,38.27
1/21/09,77,67,18,30,0,0,57,38.98
1/22/09,77,33,17,59,0,0,56,39.099998
1/23/09,79,0,22,33,36,21,57,38.720001
1/24/09,85,0,24,50,0,20,46,38.849998
1/25/09,92,25,19,45,0,20,43,39.310001
1/26/09,82,26,21,45,36,0,57,40.139999
1/27/09,79,26,19,65,0,22,56,40.060001
1/28/09,78,0,37,30,0,0,56,40.330002
1/29/09,77,64,41,71,0,26,56,41.509998
1/30/09,77,0,100,60,0,20,55,41.259998
1/31/09,86,24,87,27,0,0,45,41
2/1/09,89,0,58,51,0,21,45,40.779999
2/2/09,77,26,38,28,0,21,65,40.880001
2/3/09,78,27,39,48,0,0,61,38.830002
2/4/09,75,0,26,38,0,42,55,39.139999
2/5/09,76,0,22,38,97,55,61,38.849998
2/6/09,74,0,31,80,0,42,57,37.689999
2/7/09,82,0,22,56,0,20,46,37.049999
2/8/09,88,0,19,50,0,21,46,38.580002
2/9/09,80,26,26,62,0,0,60,38.360001
2/10/09,75,54,34,85,0,22,57,38.099998
2/11/09,74,68,22,75,0,28,59,38.84
2/12/09,72,0,18,52,0,27,56,38.810001
2/13/09,70,51,27,79,0,21,57,37.82
2/14/09,78,25,42,68,0,21,46,38.080002
2/15/09,85,0,59,73,0,21,47,37.779999
2/16/09,75,0,45,61,36,20,58,37.849998
2/17/09,74,0,47,29,0,0,56,38.450001
2/18/09,71,33,53,89,48,41,59,38.580002
2/19/09,72,32,40,100,0,26,57,39.799999
2/20/09,72,0,40,60,0,20,58,39.490002
2/21/09,79,49,35,55,0,0,75,38.98
2/22/09,84,24,54,55,0,40,100,39.009998
2/23/09,74,0,45,50,36,20,76,39.369999
2/24/09,74,52,44,41,38,43,62,39.34
2/25/09,72,100,35,44,95,54,60,39.810001
2/26/09,71,32,43,57,47,27,58,39.790001
2/27/09,72,24,34,38,0,40,55,40.419998
2/28/09,77,0,28,81,0,0,46,41.189999
3/1/09,84,25,23,83,0,20,45,41.529999
3/2/09,75,0,28,33,0,0,54,41.68
3/3/09,74,53,31,65,38,44,57,41.66
3/4/09,72,33,27,37,0,0,57,41.860001
3/5/09,73,0,28,58,0,53,58,41.68
3/6/09,72,48,27,76,0,0,55,42.27
3/7/09,78,49,22,49,0,20,47,42.41
3/8/09,85,25,16,94,0,0,49,45.200001
3/9/09,75,0,27,67,0,0,59,45.07
3/10/09,72,27,28,36,0,22,56,44.990002
3/11/09,71,0,21,60,0,0,58,44.639999
3/12/09,72,0,27,50,0,0,58,44.950001
3/13/09,69,0,15,38,0,20,53,44.77
3/14/09,75,24,19,65,35,0,49,44.75
3/15/09,81,0,30,65,0,0,47,56.810001
3/16/09,73,0,24,39,0,20,59,62.779999
3/17/09,71,26,26,17,38,21,56,62.599998
3/18/09,69,0,24,65,0,26,56,61.330002
3/19/09,68,0,26,78,0,52,56,62.040001
3/20/09,67,24,28,32,68,39,54,61.18
3/21/09,70,0,22,38,0,20,46,62.189999
3/22/09,79,34,21,31,0,0,49,63.23
3/23/09,73,35,24,33,0,39,55,60.82
3/24/09,72,0,23,85,0,0,55,61.830002
3/25/09,72,0,22,28,0,50,57,62.849998
3/26/09,71,33,23,21,0,37,58,60.919998
3/27/09,69,99,17,26,24,0,55,61.560001
3/28/09,76,68,26,37,0,0,45,61.700001
3/29/09,80,0,23,68,0,0,47,60.580002
3/30/09,73,41,23,82,0,68,58,63.220001
3/31/09,71,0,26,52,0,53,55,62.169998
4/1/09,83,0,19,53,0,0,85,63.299999
4/2/09,80,0,34,85,0,40,87,68.300003
4/3/09,81,32,18,30,0,36,82,68.879997
4/4/09,87,100,21,31,0,0,84,69
4/5/09,93,33,21,41,24,0,76,69.349998
4/6/09,87,0,25,71,51,0,93,68.550003
4/7/09,84,0,20,56,33,49,84,69.629997
4/8/09,85,0,31,54,0,0,85,69.860001
4/9/09,82,65,24,65,0,36,87,69.139999
4/10/09,85,0,26,50,0,72,75,68.580002
4/11/09,85,0,28,55,0,72,65,70.419998
4/12/09,90,66,27,67,49,37,68,73.650002
4/13/09,88,35,30,43,0,0,74,72.290001
4/14/09,84,46,18,70,0,0,85,72.040001
4/15/09,80,87,24,93,0,0,85,73.239998
4/16/09,81,0,25,24,0,70,82,71.169998
4/17/09,83,0,19,64,0,35,87,70.07
4/18/09,84,33,26,46,0,73,72,70.889999
4/19/09,91,34,37,85,0,0,68,71.940002
4/20/09,85,41,31,50,59,67,85,72.400002
4/21/09,83,46,23,64,100,51,83,71.830002
4/22/09,78,0,35,61,0,48,87,69.809998
4/23/09,78,0,44,70,0,36,83,69.099998
4/24/09,79,32,58,59,0,35,88,69.669998
4/25/09,84,32,100,49,0,35,67,68.860001
4/26/09,92,33,77,76,0,0,74,68.660004
4/27/09,82,35,62,81,0,39,90,67.480003
4/28/09,81,0,43,83,0,50,88,68.139999
4/29/09,81,45,47,77,0,0,89,68.889999
4/30/09,79,32,42,64,0,0,85,68.410004
5/1/09,85,0,28,43,23,34,85,69.610001
5/2/09,85,0,30,77,23,35,72,69.449997
5/3/09,91,62,32,53,23,0,73,68.730003
5/4/09,86,67,38,62,0,74,82,68.970001
5/5/09,85,43,33,40,0,47,89,72.07
5/6/09,85,42,31,64,0,46,86,70.279999
5/7/09,82,31,34,47,0,0,90,70.730003
5/8/09,82,62,26,48,0,0,88,72.790001
5/9/09,86,0,24,49,0,35,71,75.099998
5/10/09,90,67,31,62,0,0,72,73.690002
5/11/09,82,34,25,53,50,38,96,73.790001
5/12/09,82,0,29,48,0,49,91,73.32
5/13/09,82,44,25,48,33,49,92,73.349998
5/14/09,81,0,21,47,0,0,93,71.629997
5/15/09,82,31,21,52,0,34,87,71.739998
5/16/09,85,0,28,71,22,0,76,69.25
5/17/09,94,32,23,25,23,70,73,86.18
5/18/09,84,0,27,52,0,38,91,84.010002
5/19/09,82,44,29,55,0,0,96,84.040001
5/20/09,79,0,20,61,32,0,94,82.699997
5/21/09,80,65,37,40,0,72,89,78.540001
5/22/09,79,0,23,53,0,0,91,77.309998
5/23/09,81,0,25,52,22,34,74,79.709999
5/24/09,83,32,26,58,23,35,74,76.800003
5/25/09,80,66,25,67,24,0,78,79
5/26/09,82,43,27,59,0,0,92,79.139999
5/27/09,80,83,32,64,0,0,94,77.779999
5/28/09,80,91,25,75,67,100,88,74.110001
5/29/09,79,0,29,56,0,67,85,74.779999
5/30/09,83,94,26,72,0,34,70,74.870003
5/31/09,88,0,30,60,0,71,76,73.449997
6/1/09,81,34,30,68,0,38,88,72.379997
6/2/09,82,44,33,48,0,49,89,72.790001
6/3/09,80,43,36,73,0,47,93,75.019997
6/4/09,81,31,27,56,22,0,91,74.699997
6/5/09,80,0,25,95,0,34,100,77.489998
6/6/09,90,31,29,43,0,0,78,78.5
6/7/09,93,31,33,64,0,35,75,77.300003
6/8/09,84,33,25,51,25,0,94,79.25
6/9/09,85,0,28,67,0,48,89,78.650002
6/10/09,84,43,38,100,0,48,90,76.220001
6/11/09,84,61,24,80,0,67,88,79.050003
6/12/09,81,31,27,43,0,0,93,78.68
6/13/09,86,0,28,79,46,0,80,79.910004
6/14/09,94,0,26,29,0,35,76,82.699997
6/15/09,88,33,22,67,0,37,91,83.75
6/16/09,84,0,26,34,32,0,93,86.209999
6/17/09,84,44,30,75,32,0,96,84.519997
6/18/09,84,0,21,68,0,0,93,83.339996
6/19/09,83,32,32,19,0,0,97,86.279999
6/20/09,89,18,25,66,0,27,80,87.300003
6/21/09,97,0,51,32,0,0,74,87.260002
6/22/09,85,30,42,57,0,76,92,87.769997
6/23/09,84,17,60,46,0,0,89,86.910004
6/24/09,81,12,51,35,33,25,88,88.75
6/25/09,82,35,57,56,0,26,91,89
6/26/09,86,20,62,32,33,52,87,89.650002
6/27/09,94,33,93,33,0,27,77,91.300003
6/28/09,100,39,62,58,36,0,70,92.589996
6/29/09,87,46,59,65,0,0,89,93.480003
6/30/09,85,17,40,60,0,0,95,93.43
7/1/09,81,17,62,61,0,26,85,93.379997
7/2/09,79,12,63,62,0,0,84,93.150002
7/3/09,79,12,61,81,0,0,91,93.410004
7/4/09,84,12,63,81,0,27,74,92.360001
7/5/09,92,26,82,54,36,0,74,92.459999
7/6/09,84,29,100,35,0,37,94,92.260002
7/7/09,84,29,88,50,0,74,91,93.43
7/8/09,84,12,65,51,66,0,90,95.849998
7/9/09,83,24,69,68,0,26,90,95.32
7/10/09,81,15,71,50,0,40,88,94.660004
7/11/09,90,27,61,59,0,0,80,89.339996
7/12/09,96,29,68,46,0,0,74,92.370003
7/13/09,87,68,53,61,0,37,100,90.529999
7/14/09,86,21,47,36,0,0,97,89.529999
7/15/09,85,21,62,53,0,78,93,90.550003
7/16/09,82,21,89,64,0,0,92,89.849998
7/17/09,84,35,78,33,33,27,93,89.760002
7/18/09,88,12,59,36,34,53,73,91.290001
7/19/09,98,25,71,43,36,43,77,100.82
7/20/09,88,0,70,77,0,0,90,88.730003
7/21/09,88,21,35,65,46,37,91,88.209999
7/22/09,83,0,68,69,67,27,87,90
7/23/09,85,15,74,58,100,0,89,90.099998
7/24/09,85,21,76,22,0,27,89,88.239998
7/25/09,88,49,42,37,0,55,78,89.150002
7/26/09,97,39,52,40,0,29,77,87.650002
7/27/09,88,0,38,41,0,57,91,85.980003
7/28/09,86,45,62,95,46,37,86,84.370003
7/29/09,85,18,61,65,0,52,89,87.269997
7/30/09,83,12,59,58,33,0,89,87.040001
7/31/09,84,27,59,58,0,54,88,83.580002
8/1/09,93,15,30,34,0,27,80,78.889999
8/2/09,98,13,57,60,37,0,75,77
8/3/09,89,50,64,62,0,0,88,79.860001
8/4/09,87,17,47,20,0,74,92,78.510002
8/5/09,85,21,53,60,0,26,90,77.849998
8/6/09,83,35,35,42,0,26,86,78.599998
8/7/09,82,15,52,62,0,27,88,79.18
8/8/09,89,57,45,84,33,53,73,80.389999
8/9/09,95,25,45,42,0,0,71,79.760002
8/10/09,92,28,37,58,0,0,90,81.43
8/11/09,87,16,58,58,0,36,85,81.300003
8/12/09,86,100,56,76,32,25,89,85.589996
8/13/09,85,25,39,48,32,25,87,90.300003
8/14/09,85,37,67,55,0,25,82,89.150002
8/15/09,89,32,53,39,33,26,76,90.559998
8/16/09,95,25,55,59,34,27,71,90.910004
8/17/09,89,27,58,60,43,0,91,94.410004
8/18/09,88,26,43,96,0,34,85,93.190002
8/19/09,85,14,70,61,0,0,88,94.209999
8/20/09,85,16,42,37,0,37,88,94.309998
8/21/09,86,0,71,67,0,25,85,93.019997
8/22/09,88,36,73,71,32,50,71,90.75
8/23/09,94,21,65,39,0,0,71,91.279999
8/24/09,90,0,37,50,0,34,82,92.400002
8/25/09,91,0,40,55,0,0,84,89.080002
8/26/09,90,53,41,40,0,40,83,85.089996
8/27/09,85,19,81,67,0,0,86,86.889999
8/28/09,87,19,52,60,0,0,81,89.379997
8/29/09,90,23,78,40,0,25,71,90.580002
8/30/09,97,12,64,39,33,0,71,91.260002
8/31/09,86,40,30,45,0,33,80,91.010002
9/1/09,88,54,57,65,40,96,83,92.849998
9/2/09,89,0,40,49,0,24,85,94.25
9/3/09,87,21,47,82,0,24,85,94.449997
9/4/09,87,11,58,66,0,24,85,92.639999
9/5/09,91,0,31,67,0,0,72,96.25
9/6/09,97,32,47,58,0,0,68,95.209999
9/7/09,91,0,37,100,0,33,85,88.790001
9/8/09,87,0,83,80,0,0,81,88.82
9/9/09,87,16,62,67,0,0,82,87.879997
9/10/09,85,16,72,53,31,24,82,85.220001
9/11/09,83,27,49,66,0,24,80,84.260002
9/12/09,91,22,56,43,0,25,67,81.080002
9/13/09,100,20,31,63,0,26,64,82.870003
9/14/09,87,15,53,85,0,100,83,80.239998
9/15/09,87,56,30,65,40,63,81,80.349998
9/16/09,86,11,46,52,0,24,79,80.120003
9/17/09,84,24,38,61,0,0,83,79.760002
9/18/09,81,11,37,33,30,0,82,78.480003
9/19/09,88,41,16,48,0,0,67,73.970001
9/20/09,94,84,16,53,0,32,64,77.669998
9/21/09,88,0,13,55,0,0,86,77.599998
9/22/09,86,37,15,56,0,0,88,75.82
9/23/09,84,75,14,32,27,24,81,73.949997
9/24/09,83,37,63,41,0,35,84,74.209999
9/25/09,82,26,48,50,27,0,78,77.699997
9/26/09,88,67,31,23,28,25,68,74.629997
9/27/09,93,100,32,52,36,0,68,73.949997
9/28/09,86,33,24,29,0,0,84,72.089996
9/29/09,86,52,30,48,28,0,80,68.489998
9/30/09,86,49,23,62,26,0,78,70.910004
10/1/09,55,50,24,46,54,0,85,73.5
10/2/09,54,51,26,30,27,0,89,75.190002
10/3/09,59,54,21,39,0,25,69,74.449997
10/4/09,62,33,24,36,36,32,68,77.730003
10/5/09,56,32,28,35,34,0,86,75.800003
10/6/09,56,0,35,36,0,47,89,72.959999
10/7/09,57,25,41,41,0,0,87,72.080002
10/8/09,55,49,31,50,0,23,87,73.639999
10/9/09,55,25,29,44,0,24,85,69.900002
10/10/09,57,39,42,26,28,0,72,72.080002
10/11/09,63,96,29,28,34,31,70,73.269997
10/12/09,59,32,25,37,33,30,90,71.690002
10/13/09,56,24,23,23,26,23,88,70.870003
10/14/09,56,36,27,65,0,0,91,67.849998
10/15/09,55,37,22,33,39,23,92,64.470001
10/16/09,55,75,25,34,0,23,87,62.43
10/17/09,58,66,23,33,0,100,81,65.339996
10/18/09,63,67,23,42,71,32,81,64.989998
10/19/09,58,97,21,41,68,31,99,62.740002
10/20/09,57,74,27,29,79,23,92,64.089996
10/21/09,57,36,30,40,26,23,94,63.470001
10/22/09,56,24,24,56,25,23,86,67.150002
10/23/09,56,25,19,27,26,47,88,66.510002
10/24/09,61,39,25,45,27,24,75,68.32
10/25/09,65,32,26,50,0,61,74,68.220001
10/26/09,58,62,25,81,66,29,92,66.529999
10/27/09,58,59,27,79,25,23,88,71.699997
10/28/09,57,47,30,67,25,22,90,70.169998
10/29/09,56,97,31,31,52,0,90,73.190002
10/30/09,55,36,29,35,26,46,89,75.949997
10/31/09,57,26,31,43,27,0,74,75.169998
11/1/09,68,63,31,55,0,30,76,73.800003
11/2/09,62,31,30,42,33,0,97,70.800003
11/3/09,60,24,38,42,25,23,92,69.760002
11/4/09,59,36,28,37,25,23,92,71.300003
11/5/09,59,36,38,54,25,0,100,76.699997
11/6/09,59,49,32,38,78,0,94,77.370003
11/7/09,64,26,29,60,55,24,81,74.940002
11/8/09,70,64,32,28,34,45,82,76.870003
11/9/09,64,31,35,30,33,29,98,76.900002
11/10/09,64,59,37,30,0,56,97,77.300003
11/11/09,64,47,45,60,37,22,94,74.389999
11/12/09,63,61,47,33,0,0,95,74.830002
11/13/09,63,79,45,39,56,0,95,71.989998
11/14/09,69,69,54,57,29,39,80,72.610001
11/15/09,76,97,44,44,69,31,85,72.5
11/16/09,69,46,49,84,33,0,96,74.589996
11/17/09,67,35,57,51,25,45,98,74.040001
11/18/09,67,59,50,43,49,45,97,80.099998
11/19/09,65,47,50,95,63,22,91,80.18
11/20/09,66,36,47,56,26,23,91,79.599998
11/21/09,74,38,50,62,54,48,77,81
11/22/09,82,63,55,40,34,60,77,77.690002
11/23/09,76,93,50,60,33,44,92,80.860001
11/24/09,76,36,60,86,38,23,91,81.970001
11/25/09,77,48,63,54,52,0,92,80.739998
11/26/09,77,59,55,49,0,34,91,78.629997
11/27/09,91,36,57,40,0,46,93,79.360001
11/28/09,92,76,52,49,27,24,78,77.309998
11/29/09,96,94,53,40,100,0,75,75.919998
11/30/09,98,46,55,66,32,44,93,75.709999
12/1/09,90,58,59,48,25,33,88,73.18
12/2/09,83,24,53,100,51,23,92,72.790001
12/3/09,84,84,60,71,39,0,90,72.410004
12/4/09,82,50,49,63,26,59,91,74.529999
12/5/09,91,80,59,80,28,51,78,74.559998
12/6/09,100,81,57,48,34,31,74,74.199997
12/7/09,96,32,53,60,34,31,89,76.120003
12/8/09,92,50,55,68,27,48,88,76.459999
12/9/09,89,51,47,53,55,49,88,82.290001
12/10/09,87,69,47,51,30,0,89,80.720001
12/11/09,86,33,47,35,0,0,84,78.300003
12/12/09,94,97,100,64,41,37,75,79.260002
12/13/09,100,52,93,44,37,33,74,78.349998
12/14/09,97,50,63,53,54,0,87,80.620003
12/15/09,93,79,68,62,57,25,86,80.080002
12/16/09,91,54,69,39,57,25,88,80.349998
12/17/09,87,41,49,53,29,26,83,81.620003
12/18/09,82,81,47,51,51,31,80,80.230003
12/19/09,85,28,56,58,55,0,71,80.110001
12/20/09,86,27,49,71,35,0,67,81.5
12/21/09,78,41,59,63,26,33,85,84.510002
12/22/09,73,21,52,51,27,33,81,80.629997
12/23/09,66,0,60,55,40,34,82,79.43
12/24/09,60,20,55,65,0,33,69,79.620003
12/25/09,70,42,53,32,27,68,59,77.279999
12/26/09,80,26,44,39,33,83,67,76.150002
12/27/09,81,100,48,49,33,81,69,79.169998
12/28/09,75,59,44,55,0,0,73,81.699997
12/29/09,73,0,42,59,63,31,80,82.970001
12/30/09,70,0,43,70,25,32,81,82.519997
12/31/09,65,40,35,61,0,33,79,84.260002
1/1/10,97,62,35,84,41,68,53,81.099998
1/2/10,100,0,32,54,67,0,54,80.68
1/3/10,100,25,43,66,32,41,49,79.639999
1/4/10,93,20,34,70,51,63,63,80.510002
1/5/10,88,19,34,54,49,0,66,76.300003
1/6/10,88,19,33,45,62,0,69,74.660004
1/7/10,84,0,38,74,0,32,66,73.330002
1/8/10,84,62,44,74,40,0,62,73.620003
1/9/10,90,0,40,74,98,42,53,71.440002
1/10/10,95,25,41,79,0,100,51,72
1/11/10,85,19,38,82,99,0,65,72.489998
1/12/10,82,19,40,78,25,31,63,75.040001
1/13/10,80,76,73,82,37,62,62,70.610001
1/14/10,81,19,100,65,100,0,65,70.629997
1/15/10,79,41,77,69,80,33,61,68.540001
1/16/10,86,75,64,55,65,40,52,66.279999
1/17/10,89,25,58,69,64,40,53,67.029999
1/18/10,80,19,58,40,49,62,64,71.839996
1/19/10,79,57,44,48,75,31,63,72.110001
1/20/10,78,76,38,48,74,62,64,69.120003
1/21/10,76,19,43,41,25,63,63,68.480003
1/22/10,79,41,41,49,53,33,58,67.970001
1/23/10,85,0,30,34,32,40,50,70.540001
1/24/10,90,25,38,76,32,40,52,78.720001
1/25/10,81,38,37,71,50,31,62,78.309998
1/26/10,79,57,31,77,37,62,61,75.980003
1/27/10,77,0,29,61,25,62,61,78.209999
1/28/10,80,20,37,68,51,32,61,78.209999
1/29/10,79,21,37,58,0,34,59,76.339996
1/30/10,86,26,32,54,0,0,50,75.75
1/31/10,92,0,40,76,67,42,50,75.709999
2/1/10,82,0,36,77,27,50,62,79.110001
2/2/10,80,0,37,47,26,32,59,78.089996
2/3/10,78,39,39,79,38,0,61,76.949997
2/4/10,77,39,33,88,51,32,62,80.510002
2/5/10,75,41,27,43,0,67,59,88.089996
