date,Google,Translate,Docs,Okay google,gmail,Earth,Hangout,Maps,Street View,Classroom,Chrome,Price
2/1/16,95,96,80,58,97,93,85,92,48,92,91,678.109985
2/2/16,96,98,83,57,96,94,91,95,48,95,91,684.119995
2/3/16,97,99,85,58,96,96,99,95,50,96,90,683.109985
2/4/16,98,96,91,59,94,96,99,96,52,100,89,682.400024
2/5/16,93,86,78,62,89,97,98,96,50,87,89,691
2/6/16,85,70,23,74,67,89,71,73,49,10,86,708.400024
2/7/16,84,75,30,75,62,88,60,69,48,14,81,697.349976
2/8/16,94,93,79,62,88,92,78,90,44,88,84,700.909973
2/9/16,96,96,91,58,90,92,97,93,49,97,85,706.460022
2/10/16,95,96,92,58,94,92,94,96,52,98,86,695.849976
2/11/16,96,96,91,58,95,95,95,97,51,99,89,699.559998
2/12/16,91,86,69,59,88,91,96,94,52,73,83,705.75
2/13/16,85,71,22,72,66,85,64,74,49,9,83,705.070007
2/14/16,84,75,24,70,61,86,59,68,48,10,78,697.77002
2/15/16,90,89,42,62,94,90,79,92,52,26,85,718.809998
2/16/16,93,95,74,55,96,92,85,94,50,75,86,718.849976
2/17/16,95,98,83,56,96,94,91,94,53,88,89,712.419983
2/18/16,95,97,85,57,95,94,86,93,52,91,86,710.890015
2/19/16,92,90,78,62,97,92,85,93,53,86,84,695.159973
2/20/16,84,74,25,74,72,87,59,73,52,11,84,693.969971
2/21/16,84,79,34,69,65,89,60,69,50,17,82,705.23999
2/22/16,95,98,91,54,99,95,84,95,50,98,84,712.820007
2/23/16,97,99,95,56,98,95,87,94,52,99,86,726.820007
2/24/16,96,99,93,57,97,97,94,95,53,94,84,730.48999
2/25/16,95,98,97,58,97,96,86,96,51,97,83,728.330017
2/26/16,94,90,87,62,93,95,89,94,52,91,81,736.090027
2/27/16,83,72,27,73,68,86,61,73,48,11,79,737.780029
2/28/16,83,80,36,68,65,89,62,69,46,18,77,737.599976
2/29/16,96,97,94,54,98,87,81,93,46,95,79,742.090027
3/1/16,97,99,94,57,100,94,88,94,48,94,82,740.75
3/2/16,96,100,95,58,98,99,86,95,50,93,82,738.059998
3/3/16,96,99,100,58,98,96,88,94,50,100,84,735.299988
3/4/16,93,90,88,60,91,96,89,96,58,91,81,733.530029
3/5/16,84,73,26,73,69,89,58,75,52,11,81,744.77002
3/6/16,84,76,34,66,64,90,60,69,52,16,77,750.530029
3/7/16,95,98,93,55,99,95,79,96,52,94,78,744.950012
3/8/16,97,99,95,56,98,97,81,97,51,96,81,749.909973
3/9/16,98,97,95,54,97,96,87,96,54,94,82,745.289978
3/10/16,96,96,96,56,97,96,87,96,54,94,82,737.799988
3/11/16,94,88,85,62,92,97,84,96,50,82,83,745.690002
3/12/16,83,71,25,74,67,87,62,75,48,10,79,740.280029
3/13/16,85,78,34,68,64,89,63,71,45,16,77,739.150024
3/14/16,95,95,84,54,100,93,83,95,49,86,79,736.099976
3/15/16,95,98,89,56,99,89,79,96,49,86,87,743.090027
3/16/16,95,96,87,57,96,91,83,95,49,83,86,751.719971
3/17/16,95,95,86,59,95,91,89,94,46,86,83,753.200012
3/18/16,92,86,75,63,89,91,81,95,47,75,82,759
3/19/16,83,70,23,72,65,87,53,75,43,9,80,766.609985
3/20/16,82,75,33,69,61,88,59,71,46,15,77,753.929993
3/21/16,95,94,78,57,93,93,83,92,45,75,79,752.669983
3/22/16,100,94,80,57,92,92,84,96,47,77,78,759.140015
3/23/16,94,94,81,58,90,93,92,98,70,74,80,718.77002
3/24/16,91,87,68,63,83,92,90,91,90,59,77,723.150024
3/25/16,85,74,38,70,69,89,71,78,100,24,77,708.140015
3/26/16,83,71,20,74,63,84,51,69,85,7,75,705.840027
3/27/16,82,75,24,68,58,91,55,64,73,8,74,691.02002
3/28/16,89,86,60,59,89,93,82,88,66,47,77,693.01001
3/29/16,93,92,71,55,96,92,83,95,60,61,77,698.210022
3/30/16,91,95,75,55,98,90,83,96,64,62,79,692.359985
3/31/16,93,92,77,58,97,90,84,97,64,64,78,695.700012
1/1/17,77,67,11,100,49,70,36,49,76,4,80,701.429993
1/2/17,82,72,21,81,74,75,45,67,77,12,90,711.119995
1/3/17,90,80,44,72,87,80,60,80,88,49,96,712.900024
1/4/17,90,85,53,71,87,84,70,82,83,66,97,723.179993
1/5/17,91,86,59,72,85,82,67,82,89,71,97,786.140015
1/6/17,90,82,57,77,78,86,69,77,88,67,95,786.900024
1/7/17,81,69,17,86,61,75,52,60,88,8,91,794.02002
1/8/17,80,74,23,82,60,81,52,59,87,12,90,806.150024
1/9/17,93,92,67,67,93,84,76,85,85,83,94,806.650024
1/10/17,95,95,71,68,93,86,80,86,92,85,98,804.789978
1/11/17,96,96,73,66,91,87,74,85,98,87,98,807.909973
1/12/17,95,95,79,67,89,87,77,86,97,92,97,806.359985
1/13/17,93,87,72,71,83,85,74,85,97,85,94,807.880005
1/14/17,80,70,18,84,60,80,53,63,96,8,89,804.609985
1/15/17,81,75,21,76,58,80,43,59,96,9,88,806.070007
1/16/17,85,89,37,64,90,81,57,83,87,22,89,802.174988
1/17/17,96,97,78,54,93,89,74,87,90,88,98,805.02002
1/18/17,97,99,80,54,91,91,78,87,94,92,99,819.309998
1/19/17,96,95,82,53,89,89,79,86,88,95,97,823.869995
1/20/17,93,87,76,25,85,88,76,84,87,87,92,835.669983
1/21/17,79,69,21,5,62,78,48,63,86,9,89,832.150024
1/22/17,80,77,27,5,59,80,56,59,87,14,87,823.309998
1/23/17,94,95,78,5,93,88,82,87,89,91,94,802.320007
1/24/17,96,97,80,4,91,91,86,87,87,92,97,796.789978
1/25/17,95,96,82,4,90,89,79,86,87,93,97,795.695007
1/26/17,96,93,84,4,85,91,84,86,85,96,98,798.530029
1/27/17,93,86,76,4,84,88,82,85,86,87,98,801.48999
1/28/17,79,68,21,4,61,80,57,65,90,9,91,801.340027
1/29/17,81,75,26,4,59,80,51,59,87,13,88,806.969971
1/30/17,94,93,80,3,91,84,78,85,86,92,93,808.380005
1/31/17,96,96,86,4,94,89,84,86,87,97,96,809.559998
2/1/17,95,96,86,3,91,90,82,86,86,96,98,813.669983
2/2/17,97,95,89,4,91,90,81,86,93,100,96,819.23999
2/3/17,94,88,80,4,87,89,80,86,90,93,94,820.450012
2/4/17,79,69,21,4,64,80,55,63,90,9,90,818.97998
2/5/17,78,76,27,4,58,80,50,58,100,14,86,824.159973
2/6/17,93,94,79,4,91,87,72,81,87,93,93,828.070007
2/7/17,96,97,88,4,95,92,89,86,88,97,99,831.659973
2/8/17,97,99,89,4,95,94,84,86,90,98,100,830.76001
2/9/17,96,95,81,4,91,91,83,86,88,87,99,831.330017
2/10/17,92,87,80,4,88,90,83,86,86,90,96,828.640015
2/11/17,80,71,21,5,63,81,54,65,87,10,92,829.280029
2/12/17,81,77,29,4,60,84,57,61,89,15,89,823.210022
2/13/17,93,96,81,3,92,90,73,87,85,85,93,835.23999
2/14/17,98,98,88,4,93,87,82,85,88,94,96,830.630005
2/15/17,99,97,93,3,95,94,90,88,89,98,96,829.080017
2/16/17,95,96,90,4,92,92,88,88,87,93,95,827.780029
2/17/17,92,89,73,4,87,92,80,89,90,78,93,831.909973
2/18/17,80,71,20,4,64,82,52,67,85,9,89,835.369995
2/19/17,79,79,24,4,60,87,50,64,89,11,87,838.679993
2/20/17,87,91,42,4,94,89,64,86,84,29,89,843.25
2/21/17,95,98,83,9,93,94,81,90,89,84,93,845.539978
2/22/17,96,98,85,13,94,93,82,89,82,89,95,845.619995
2/23/17,100,95,88,52,94,100,80,90,87,91,91,847.200012
2/24/17,97,89,79,69,97,93,84,89,88,85,94,848.780029
2/25/17,81,73,23,78,66,81,53,66,81,10,90,852.119995
2/26/17,81,77,31,71,61,83,50,60,86,15,84,848.400024
2/27/17,94,99,95,62,91,90,79,84,83,98,89,830.460022
2/28/17,97,100,100,63,92,94,86,86,85,100,94,829.590027
3/1/17,97,99,96,65,95,91,89,87,90,94,93,817.580017
3/2/17,98,98,97,63,97,93,86,89,91,97,93,814.429993
3/3/17,95,87,88,68,92,89,87,88,85,92,92,819.51001
3/4/17,78,69,22,75,66,79,53,66,76,10,87,820.919983
3/5/17,80,78,32,70,63,84,50,62,84,15,83,831.409973
3/6/17,96,97,92,60,97,91,80,91,86,93,90,831.5
3/7/17,97,100,97,59,98,92,83,90,88,96,94,829.559998
3/8/17,100,100,94,61,94,91,91,88,84,94,92,838.549988
3/9/17,96,94,95,63,96,89,90,88,91,93,92,834.570007
3/10/17,93,87,80,64,90,88,100,88,88,81,91,831.409973
3/11/17,79,70,21,73,64,77,56,66,84,9,85,827.880005
3/12/17,80,75,29,68,61,81,56,62,84,14,84,824.669983
3/13/17,93,92,81,58,95,89,78,89,86,81,89,824.72998
3/14/17,92,94,71,57,96,88,84,88,84,68,91,823.349976
3/15/17,93,92,76,59,95,87,78,89,86,73,91,824.320007
3/16/17,93,91,84,58,95,88,78,88,87,80,93,823.559998
3/17/17,91,86,71,64,91,87,79,89,89,71,95,837.169983
3/18/17,79,70,21,70,65,80,51,66,83,8,87,836.820007
3/19/17,79,75,30,66,61,83,46,61,91,14,86,838.210022
3/20/17,93,94,84,57,96,90,82,87,86,84,90,841.650024
3/21/17,97,96,88,58,99,95,84,90,96,85,95,843.190002
3/22/17,94,95,88,56,98,92,81,91,95,86,93,862.76001
3/23/17,96,94,90,58,96,92,79,91,92,86,92,872.299988
3/24/17,92,87,76,61,91,89,86,89,95,75,90,871.72998
3/25/17,79,70,22,69,66,78,48,67,90,8,87,874.25
3/26/17,80,77,32,62,62,83,50,63,83,15,85,905.960022
3/27/17,93,93,84,55,99,90,76,89,83,78,89,912.570007
3/28/17,94,95,84,56,96,92,84,89,86,76,92,916.440002
3/29/17,92,97,85,53,99,90,79,89,88,79,92,927.039978
3/30/17,94,96,86,54,100,95,78,91,95,80,92,931.659973
3/31/17,91,86,73,57,94,90,72,100,92,70,92,927.130005
