date,Microsoft,Glasses,Phone,Office 10,Band,Hologram,Surface,Office,Silverlight,Outlook,Price
1/3/12,86,0,53,84,89,44,51,86,78,89,28.26
1/4/12,93,35,57,90,18,0,48,96,76,93,28.23
1/5/12,91,0,71,86,80,44,42,91,74,88,28.120001
1/6/12,87,54,50,85,37,0,43,85,76,85,29.709999
1/7/12,77,82,50,86,21,0,46,81,75,55,29.73
1/8/12,79,0,57,98,20,100,51,93,85,49,29.34
1/9/12,92,67,61,88,69,0,65,94,73,87,29.559999
1/10/12,97,50,70,94,59,84,65,97,65,97,29.5
1/11/12,96,34,63,94,77,42,74,100,77,91,29.23
1/12/12,95,34,72,89,17,0,50,93,68,100,29.610001
1/13/12,88,69,61,86,62,0,58,85,69,88,29.530001
1/14/12,77,40,46,89,41,0,45,83,78,49,29.889999
1/15/12,80,0,55,88,41,0,33,87,81,51,29.950001
1/16/12,90,33,72,89,34,42,65,87,68,80,30.24
1/17/12,92,100,55,87,42,42,67,89,73,95,30.200001
1/18/12,93,33,68,89,50,42,73,91,74,86,30.35
1/19/12,91,67,63,86,34,42,83,87,62,90,30.66
1/20/12,86,35,62,78,45,44,32,81,66,82,30.77
1/21/12,75,0,49,83,51,0,40,79,80,51,30.5
1/22/12,77,0,53,92,100,50,54,84,76,50,30.58
1/23/12,87,44,65,90,34,0,85,87,62,86,30.25
1/24/12,93,33,55,87,25,42,86,90,76,85,30.049999
1/25/12,91,0,59,88,42,0,61,89,70,83,31.290001
1/26/12,88,45,52,80,34,0,71,83,70,84,31.25
1/27/12,85,35,63,80,44,44,64,81,67,79,31.440001
1/28/12,73,0,60,79,41,51,41,80,83,54,31.27
1/29/12,78,39,52,90,40,0,58,85,83,49,31.370001
1/30/12,90,49,53,83,83,41,57,86,71,81,31.48
1/31/12,90,81,59,89,41,0,57,89,69,90,31.35
2/1/12,90,32,62,88,33,0,57,85,71,88,31.870001
2/2/12,88,0,60,84,42,42,43,83,54,80,31.74
2/3/12,84,34,61,79,35,43,35,78,63,76,32.290001
2/4/12,73,59,52,78,40,0,44,75,67,51,32.080002
2/5/12,74,0,50,84,20,49,61,80,95,46,31.799999
2/6/12,85,49,62,84,33,0,42,87,71,88,31.559999
2/7/12,90,32,68,87,33,0,51,90,66,90,31.84
2/8/12,91,33,62,87,50,42,66,90,63,85,32.009998
2/9/12,89,33,50,84,67,0,64,85,70,92,31.99
2/10/12,84,0,61,75,26,0,57,77,74,77,32.040001
2/11/12,73,0,54,76,50,50,40,76,74,54,32.669998
2/12/12,72,38,46,81,0,0,38,78,79,39,32.77
2/13/12,85,32,66,80,25,0,36,84,63,84,32.849998
2/14/12,86,33,44,82,17,0,52,79,76,85,32.599998
2/15/12,92,33,49,85,59,0,70,88,100,92,32.200001
2/16/12,91,67,57,86,93,0,49,83,98,89,31.99
2/17/12,84,0,47,79,52,0,60,76,100,79,31.91
2/18/12,73,40,58,78,51,0,36,77,91,53,32
2/19/12,76,0,45,89,20,0,29,84,90,52,32.009998
2/20/12,86,34,48,85,43,0,59,87,81,77,32.59
2/21/12,90,33,62,85,25,42,40,88,78,86,32.52
2/22/12,92,98,58,85,33,0,100,88,87,89,32.189999
2/23/12,89,65,46,86,33,0,55,84,79,87,32.119999
2/24/12,82,0,57,79,60,42,41,81,72,78,32.259998
2/25/12,73,39,46,80,60,0,43,78,76,53,32.290001
2/26/12,76,0,56,86,29,0,50,84,92,47,31.940001
2/27/12,87,32,60,80,57,41,21,89,76,79,31.209999
2/28/12,91,64,50,87,16,0,65,90,69,81,31.52
2/29/12,100,33,70,89,50,0,72,91,67,83,31.1
3/1/12,100,34,69,87,79,0,70,94,78,94,30.469999
3/2/12,93,35,62,83,36,44,72,88,64,83,30.35
3/3/12,82,40,50,87,21,0,19,84,79,50,30.98
3/4/12,83,40,48,100,51,0,49,93,95,51,30.809999
3/5/12,92,0,64,95,25,42,58,92,73,85,31.08
3/6/12,92,48,54,89,58,0,51,90,80,83,31.440001
3/7/12,89,0,51,83,25,40,39,87,72,80,31.139999
3/8/12,88,50,51,86,51,0,61,86,71,83,31.01
3/9/12,84,34,62,75,69,0,79,80,64,79,32.419998
3/10/12,73,0,54,82,30,0,65,78,70,44,32.119999
3/11/12,75,79,51,90,30,50,25,85,78,46,31.92
3/12/12,87,32,53,85,41,0,45,90,66,82,32.200001
3/13/12,89,96,68,87,33,40,41,89,69,87,32.110001
3/14/12,90,32,45,86,33,0,42,89,75,80,31.98
3/15/12,89,66,51,84,59,0,61,84,58,85,32.02
3/16/12,83,34,57,82,17,0,54,81,72,72,32.009998
3/17/12,73,53,38,78,81,0,51,79,77,47,31.799999
3/18/12,73,39,44,83,30,0,29,83,77,41,31.76
3/19/12,86,81,53,84,58,41,52,88,69,88,30.98
3/20/12,88,32,62,85,74,0,66,89,72,85,30.65
3/21/12,88,32,52,87,75,41,48,88,66,89,30.5
3/22/12,86,33,66,83,17,0,61,84,64,77,30.76
3/23/12,79,35,49,75,36,0,41,74,67,74,30.74
3/24/12,69,0,44,71,31,0,33,73,72,48,31.16
3/25/12,72,81,39,83,31,0,37,78,79,39,30.68
3/26/12,85,32,76,84,49,0,84,82,66,82,30.209999
3/27/12,87,65,93,82,50,0,75,86,78,87,27.620001
3/28/12,87,33,90,84,50,42,33,84,71,83,27.25
3/29/12,86,44,100,83,42,42,58,84,78,78,26.74
3/30/12,77,0,80,72,36,0,45,72,71,72,26.690001
3/31/12,68,0,62,73,40,0,47,68,75,42,26.549999
1/1/13,66,60,74,68,76,0,74,63,22,48,26.700001
1/2/13,84,31,100,83,45,0,78,78,25,91,26.459999
1/3/13,87,53,96,91,39,44,65,80,25,87,26.83
1/4/13,85,47,97,86,46,45,66,80,25,80,26.889999
1/5/13,75,26,81,84,51,0,68,73,23,56,27.209999
1/6/13,75,39,70,90,25,0,81,78,26,47,27.040001
1/7/13,88,34,88,95,43,0,68,86,23,82,27.25
1/8/13,91,29,82,92,27,42,55,84,21,91,27.25
1/9/13,93,22,88,97,69,43,59,89,20,100,27.15
1/10/13,96,22,92,92,65,0,62,87,21,91,27.610001
1/11/13,88,23,83,84,72,44,61,79,26,86,27.629999
1/12/13,78,26,87,87,57,99,63,78,25,54,27.879999
1/13/13,80,25,72,94,62,0,71,84,26,53,27.91
1/14/13,91,22,74,99,100,0,62,88,21,87,28.01
1/15/13,91,43,86,97,41,41,61,86,23,89,27.85
1/16/13,91,51,86,96,26,0,55,87,23,89,27.450001
1/17/13,91,22,87,95,64,0,50,86,21,84,27.93
1/18/13,85,38,84,88,38,0,55,78,19,84,27.440001
1/19/13,75,26,75,85,37,0,49,75,24,52,27.5
1/20/13,77,38,62,85,62,0,54,81,28,46,27.34
1/21/13,89,21,76,92,41,0,56,83,25,75,27.280001
1/22/13,93,87,77,95,37,41,63,89,22,90,27.549999
1/23/13,94,65,92,95,68,41,63,86,25,87,27.860001
1/24/13,92,0,89,90,64,0,55,84,22,90,27.879999
1/25/13,87,45,97,81,38,0,55,78,22,81,28.030001
1/26/13,77,39,78,83,38,100,49,76,23,52,28.040001
1/27/13,79,34,63,94,43,0,50,83,25,47,28.01
1/28/13,90,32,86,91,42,41,49,86,21,87,28.049999
1/29/13,100,36,93,100,52,41,53,100,20,90,27.870001
1/30/13,98,32,92,95,78,0,62,100,19,85,27.49
1/31/13,95,33,99,94,26,42,54,96,21,91,27.76
2/1/13,91,38,78,84,39,43,51,87,22,89,27.370001
2/2/13,78,34,67,87,19,0,51,79,24,53,27.370001
2/3/13,78,25,81,94,18,0,48,86,23,54,27.809999
2/4/13,89,22,73,91,52,0,52,87,22,86,27.799999
2/5/13,92,86,89,90,47,0,59,88,20,86,27.950001
2/6/13,92,43,82,90,37,0,69,83,21,91,28.15
2/7/13,92,22,76,90,58,63,58,86,22,87,28.35
2/8/13,85,34,88,81,55,44,70,78,22,85,28.09
2/9/13,77,35,92,82,63,0,91,77,22,54,28.139999
2/10/13,79,26,70,91,66,0,100,82,22,53,28
2/11/13,90,22,83,89,64,0,93,84,19,80,27.870001
2/12/13,91,44,71,90,59,0,80,86,21,85,27.91
2/13/13,89,33,77,87,73,0,77,86,20,89,27.92
2/14/13,87,0,78,79,54,0,69,78,21,80,28.139999
2/15/13,84,30,67,78,44,0,68,74,19,80,28.040001
2/16/13,76,51,74,83,47,0,65,79,22,55,28.1
2/17/13,78,25,74,93,49,98,72,82,22,47,28.18
2/18/13,88,32,83,91,31,0,59,85,22,89,28.32
2/19/13,92,28,87,90,77,82,59,87,21,100,28.110001
2/20/13,95,29,75,89,52,0,53,87,23,98,28.25
2/21/13,94,100,87,86,36,0,54,85,21,97,28.16
2/22/13,88,52,87,82,65,0,51,79,22,88,28.16
2/23/13,78,25,68,85,46,0,57,78,24,62,28.370001
2/24/13,80,62,58,89,36,47,55,82,27,54,28.610001
2/25/13,90,21,82,87,56,0,51,85,22,95,28.610001
2/26/13,92,63,88,92,30,0,54,85,19,96,28.799999
2/27/13,91,35,80,92,31,41,49,87,24,92,28.559999
2/28/13,91,22,73,91,79,0,50,87,22,87,28.6
3/1/13,86,37,78,83,32,0,53,78,22,84,28.700001
3/2/13,74,38,72,87,49,0,53,79,20,56,28.59
3/3/13,77,38,72,90,36,0,52,84,23,48,29.610001
3/4/13,90,28,82,88,23,41,46,86,21,84,30.280001
3/5/13,90,64,72,92,26,0,44,85,22,97,28.940001
3/6/13,90,64,75,91,46,0,40,84,23,92,28.790001
3/7/13,92,64,80,87,31,0,41,85,24,94,28.690001
3/8/13,82,59,84,77,32,0,41,77,19,78,28.969999
3/9/13,74,25,76,86,48,0,39,78,23,49,28.83
3/10/13,74,49,68,90,30,0,40,84,22,50,28.790001
3/11/13,87,28,77,89,30,40,40,86,20,85,29.77
3/12/13,89,69,79,88,35,0,40,86,24,79,30.83
3/13/13,90,28,74,88,45,40,39,85,60,89,30.6
3/14/13,91,21,69,83,53,0,39,82,100,90,31.76
3/15/13,84,44,87,81,64,0,40,75,77,85,31.940001
3/16/13,74,33,67,81,60,0,42,74,63,58,31.790001
3/17/13,77,37,65,92,35,0,45,83,57,54,32.610001
3/18/13,87,83,81,90,25,40,40,85,47,90,33.099998
3/19/13,91,35,81,92,20,0,40,90,45,92,32.720001
3/20/13,89,63,77,89,66,0,35,86,37,88,33.16
3/21/13,87,21,85,82,21,0,36,83,34,92,33.490002
3/22/13,80,22,69,73,26,0,34,74,29,78,33.75
3/23/13,71,25,77,80,45,0,38,75,29,52,33.310001
3/24/13,73,37,64,89,44,0,38,80,31,51,32.990002
3/25/13,85,42,85,84,20,0,42,83,26,84,32.66
3/26/13,86,32,77,86,46,41,33,81,26,89,32.689999
3/27/13,85,22,74,81,21,42,34,80,27,82,33.029999
3/28/13,81,56,71,77,38,0,37,74,26,87,33.529999
3/29/13,74,24,57,74,58,0,36,73,27,73,33.849998
3/30/13,66,26,74,71,47,0,33,68,25,48,37.16
3/31/13,68,79,49,80,70,0,38,71,28,48,36.91
1/1/14,64,0,76,63,42,0,90,61,60,48,36.130001
1/2/14,82,31,92,82,62,0,99,78,64,87,36.41
1/3/14,80,62,100,80,41,0,100,77,67,79,35.759998
1/4/14,73,35,90,78,45,0,95,74,69,57,35.529999
1/5/14,73,34,80,90,45,51,87,80,62,57,36.040001
1/6/14,87,45,93,93,100,0,92,88,61,99,34.98
1/7/14,89,48,97,89,58,0,85,88,56,100,35.779999
1/8/14,91,44,83,100,96,0,86,92,56,98,36.759998
1/9/14,91,29,77,91,39,0,86,89,52,99,36.889999
1/10/14,85,60,79,84,40,0,86,81,58,93,36.380001
1/11/14,72,34,89,86,60,51,76,76,60,55,36.169998
1/12/14,74,34,82,97,60,50,82,84,64,54,35.93
1/13/14,89,28,97,97,50,0,82,89,59,92,36.060001
1/14/14,92,29,82,95,95,0,81,90,54,87,36.810001
1/15/14,92,43,90,96,63,43,75,91,58,93,36.029999
1/16/14,90,44,84,91,51,0,75,90,56,94,36.27
1/17/14,86,60,85,78,70,0,73,79,49,95,36.66
1/18/14,75,68,92,81,68,0,74,78,66,58,36.860001
1/19/14,75,100,77,92,59,0,80,81,59,49,37.84
1/20/14,87,58,83,91,64,43,83,85,52,83,36.48
1/21/14,91,43,71,86,56,0,72,87,60,98,36.349998
1/22/14,91,57,88,86,75,0,71,88,63,96,35.82
1/23/14,89,58,85,82,32,0,78,84,56,93,36.18
1/24/14,85,45,82,74,66,0,91,78,50,90,36.560001
1/25/14,71,0,79,76,60,0,72,70,54,52,36.799999
1/26/14,72,33,66,87,44,50,83,78,60,54,37.169998
1/27/14,88,0,81,82,50,0,75,85,52,93,37.470001
1/28/14,90,65,87,80,74,0,78,84,57,94,37.610001
1/29/14,89,28,76,83,69,0,73,83,53,97,37.619999
1/30/14,88,29,75,80,26,43,73,81,50,94,37.419998
1/31/14,86,60,82,76,53,45,83,74,56,82,37.509998
2/1/14,74,0,74,76,59,0,99,73,77,56,37.75
2/2/14,73,65,73,83,44,49,81,75,80,49,37.98
2/3/14,87,47,84,82,44,0,71,81,67,90,37.689999
2/4/14,100,28,90,86,69,0,78,86,74,95,37.540001
2/5/14,98,57,96,85,38,43,74,86,69,94,37.470001
2/6/14,89,98,72,82,86,0,68,80,58,91,37.860001
2/7/14,84,33,82,72,54,0,66,73,54,85,38.310001
2/8/14,72,33,86,77,66,0,69,71,60,55,37.779999
2/9/14,73,33,72,84,65,49,67,79,59,51,38.41
2/10/14,87,56,86,84,37,0,73,84,49,91,38.110001
2/11/14,91,28,80,85,37,0,78,84,50,92,38.150002
2/12/14,91,57,87,87,57,0,73,86,54,95,37.900002
2/13/14,88,38,85,80,70,0,71,80,58,95,37.82
2/14/14,78,30,82,69,59,0,63,68,55,80,38.02
2/15/14,69,33,91,79,60,0,69,69,75,55,38.27
2/16/14,73,66,68,87,22,0,83,77,73,49,37.889999
2/17/14,85,57,78,84,50,0,76,81,72,88,37.700001
2/18/14,89,56,82,85,56,0,72,85,63,93,38.049999
2/19/14,90,57,85,88,44,0,74,82,52,87,39.549999
2/20/14,88,29,76,82,69,0,69,82,51,92,39.27
2/21/14,83,0,83,73,59,0,65,73,55,86,40.330002
2/22/14,71,67,86,75,44,0,67,72,57,50,40.16
2/23/14,73,33,74,87,59,50,76,79,64,52,40.5
2/24/14,88,42,92,83,28,0,63,82,47,89,40.34
2/25/14,91,28,92,86,37,0,68,86,53,92,39.790001
2/26/14,89,56,84,88,56,0,68,85,53,94,39.360001
2/27/14,88,85,92,88,57,0,68,82,49,87,40.299999
2/28/14,84,30,94,78,66,0,66,73,45,88,40.990002
3/1/14,71,33,87,77,89,0,69,71,56,55,41.419998
3/2/14,73,0,73,78,73,0,68,77,62,50,41.349998
3/3/14,88,28,89,88,50,42,66,86,52,87,41.009998
3/4/14,88,29,88,84,51,0,63,84,52,93,39.869999
3/5/14,89,29,89,82,44,0,66,85,56,93,39.799999
3/6/14,89,29,79,78,64,0,73,81,47,93,39.82
3/7/14,81,30,88,76,79,0,71,71,48,84,40.470001
3/8/14,67,34,79,81,34,0,64,68,57,49,39.360001
3/9/14,70,67,76,90,51,100,65,75,56,48,39.209999
3/10/14,86,57,77,86,57,0,69,82,49,93,39.18
3/11/14,91,29,80,81,25,0,64,82,61,92,39.75
3/12/14,89,76,91,86,19,0,61,82,100,91,40.400002
3/13/14,88,29,77,83,57,0,63,81,93,87,40.009998
3/14/14,80,30,75,78,90,0,67,73,92,81,39.939999
3/15/14,69,33,75,79,59,0,65,72,83,52,39.990002
3/16/14,71,0,74,89,43,0,66,74,85,50,39.689999
3/17/14,85,28,81,78,44,84,68,81,63,85,39.860001
3/18/14,89,47,73,85,31,0,65,85,70,91,39.91
3/19/14,89,56,74,83,56,0,67,84,69,90,40.869999
3/20/14,87,29,87,77,63,0,65,82,67,88,40.509998
3/21/14,79,50,82,73,33,0,66,73,66,88,40.400002
3/22/14,70,33,73,75,59,0,66,70,73,49,40
3/23/14,71,32,69,85,64,0,63,76,73,54,39.689999
3/24/14,86,28,74,82,55,0,69,83,65,93,39.43
3/25/14,89,28,76,83,31,0,65,84,68,98,39.060001
3/26/14,91,42,75,82,19,0,67,84,63,93,39.419998
3/27/14,93,86,85,83,51,0,67,100,55,94,39.639999
3/28/14,92,59,85,69,66,44,71,100,60,89,39.540001
3/29/14,74,0,74,70,59,0,65,88,56,51,39.970001
3/30/14,74,0,76,83,44,49,65,87,65,52,40.419998
3/31/14,87,56,88,76,65,0,63,88,56,96,40.240002
1/1/15,54,0,81,63,41,0,69,65,80,44,39.599998
1/2/15,65,3,92,84,39,0,66,82,87,73,46.759998
1/3/15,61,6,86,90,41,0,57,81,75,50,46.330002
1/4/15,62,3,78,89,41,0,80,86,100,47,45.650002
1/5/15,76,2,94,97,47,0,68,98,75,95,46.23
1/6/15,77,7,91,100,38,0,61,98,73,91,47.59
1/7/15,76,4,84,91,41,0,60,97,68,91,47.189999
1/8/15,76,2,86,97,38,0,60,92,85,90,46.599998
1/9/15,72,2,85,85,32,1,60,88,71,85,46.360001
1/10/15,62,5,86,84,29,1,62,82,75,52,45.959999
1/11/15,63,5,88,93,35,0,75,88,74,50,45.48
1/12/15,78,7,94,91,34,0,71,99,75,91,46.240002
1/13/15,79,5,89,97,29,0,64,100,75,100,46.389999
1/14/15,80,2,80,98,38,0,57,99,80,89,45.919998
1/15/15,78,2,76,92,32,0,61,97,76,88,47.130001
1/16/15,74,2,84,83,30,0,55,86,70,80,47.18
1/17/15,62,11,76,86,32,0,59,81,81,54,47.009998
1/18/15,63,5,73,97,26,0,61,88,88,50,42.66
1/19/15,75,5,73,95,45,0,64,95,83,84,41.189999
1/20/15,79,2,84,92,35,1,60,99,81,92,42.009998
1/21/15,91,22,99,97,31,37,71,99,79,92,40.400002
1/22/15,100,100,100,93,33,100,78,97,74,96,41.279999
1/23/15,85,71,87,85,34,51,64,87,93,84,41.599998
1/24/15,71,39,87,88,28,30,62,83,82,51,41.84
1/25/15,70,40,73,97,26,26,61,89,92,47,42.450001
1/26/15,82,44,75,88,23,20,63,94,92,85,42.41
1/27/15,85,44,88,96,29,22,70,95,87,89,42.360001
1/28/15,85,41,82,92,26,21,69,96,86,90,42.599998
1/29/15,84,32,89,92,24,19,67,92,71,99,42.380001
1/30/15,76,19,80,83,28,15,65,87,82,100,43.09
1/31/15,66,30,82,84,22,13,63,81,95,64,43.869999
2/1/15,66,23,77,87,24,10,63,87,92,55,43.580002
2/2/15,81,21,78,88,25,11,74,93,79,95,43.529999
2/3/15,82,30,88,90,27,7,63,96,84,96,43.5
2/4/15,82,17,80,89,24,6,66,94,69,93,43.860001
2/5/15,80,15,83,87,26,8,60,92,78,99,44.150002
2/6/15,76,17,78,85,21,7,63,87,71,85,44.09
2/7/15,63,21,87,86,25,3,60,81,95,51,43.990002
2/8/15,65,20,80,96,20,7,60,88,95,49,44.060001
2/9/15,78,9,78,90,23,5,68,94,78,86,43.849998
2/10/15,80,13,70,90,24,3,57,96,80,88,43.880001
2/11/15,81,11,86,93,25,5,57,95,67,92,43.279999
2/12/15,79,11,85,84,22,4,56,90,76,91,43.060001
2/13/15,74,19,84,82,20,5,55,84,64,85,43.110001
2/14/15,59,16,85,78,20,2,52,73,81,50,42.360001
2/15/15,64,14,88,83,23,4,57,81,80,50,42.849998
2/16/15,77,8,90,98,22,3,60,91,69,85,42.029999
2/17/15,79,16,84,89,26,3,63,95,74,95,41.98
2/18/15,78,14,91,82,24,3,57,91,67,85,41.02
2/19/15,77,10,88,81,20,3,58,86,67,85,41.380001
2/20/15,73,12,91,72,22,2,57,82,68,80,41.560001
2/21/15,65,19,86,82,21,3,52,80,77,49,41.700001
2/22/15,63,13,74,88,23,3,55,84,84,47,42.5
2/23/15,77,16,81,86,35,2,53,92,64,87,42.290001
2/24/15,81,4,78,89,61,2,55,94,91,91,42.880001
2/25/15,79,10,79,92,48,2,54,95,66,93,42.860001
2/26/15,79,6,80,83,38,3,57,93,61,95,42.900002
2/27/15,72,12,76,77,25,1,57,79,60,77,41.459999
2/28/15,62,4,99,89,26,2,52,80,74,50,41.209999
3/1/15,64,6,84,89,29,2,55,89,74,49,40.970001
3/2/15,79,9,93,95,26,3,52,92,57,90,40.959999
3/3/15,81,13,97,89,26,2,54,97,71,91,40.66
3/4/15,80,9,83,90,30,2,53,93,68,88,40.720001
3/5/15,79,13,83,88,23,2,60,94,60,87,40.290001
3/6/15,74,13,93,82,22,1,53,87,71,81,41.549999
3/7/15,63,7,99,87,31,2,51,81,73,51,41.529999
3/8/15,64,9,93,93,27,2,47,82,63,50,41.419998
3/9/15,78,9,90,91,49,2,57,95,56,90,41.48
3/10/15,80,7,99,95,72,2,54,93,60,95,41.720001
3/11/15,80,10,94,98,48,2,54,95,62,88,41.759998
3/12/15,80,12,94,92,42,2,57,91,64,91,41.650002
3/13/15,75,8,91,83,38,2,58,83,64,81,42.259998
3/14/15,64,9,90,80,28,2,49,78,82,49,42.16
3/15/15,64,6,85,95,29,1,47,86,61,47,41.619999
3/16/15,79,9,79,91,29,3,50,92,68,90,42.91
3/17/15,80,15,88,94,95,2,51,91,59,86,42.639999
3/18/15,81,6,90,91,100,3,52,93,59,89,42.990002
3/19/15,79,16,86,88,53,1,48,87,72,90,43.34
3/20/15,72,9,84,81,53,2,46,82,66,83,47.869999
3/21/15,63,5,99,82,48,2,45,74,65,50,48.029999
3/22/15,63,8,89,86,47,1,44,80,82,46,49.16
3/23/15,77,11,85,92,41,1,51,90,61,88,49.060001
3/24/15,78,7,89,95,37,1,50,90,72,87,48.639999
3/25/15,80,7,80,95,42,2,52,93,65,80,48.66
3/26/15,76,9,84,82,29,1,51,84,67,86,48.240002
3/27/15,71,7,89,79,36,3,48,77,59,83,47.599998
3/28/15,61,9,91,84,44,1,41,72,62,48,46.279999
3/29/15,61,5,79,81,46,1,41,77,82,49,46.700001
3/30/15,74,4,89,83,36,2,51,86,72,86,47.75
3/31/15,77,9,88,82,33,1,100,82,82,91,47.369999
1/1/16,67,64,95,67,100,37,75,61,64,40,47.349998
1/2/16,73,28,100,78,67,64,79,71,65,46,47.630001
1/3/16,75,55,82,89,68,31,82,80,68,49,48.720001
1/4/16,94,31,94,100,65,40,94,97,65,100,48.299999
1/5/16,98,31,97,99,67,27,95,95,63,93,54.799999
1/6/16,97,48,94,97,58,27,96,95,71,94,55.049999
1/7/16,97,31,95,98,62,27,96,94,69,88,54.049999
1/8/16,91,24,88,87,54,37,88,86,59,81,52.169998
1/9/16,78,27,91,89,54,0,84,79,57,53,52.330002
1/10/16,76,35,92,93,46,60,87,84,69,52,52.299999
1/11/16,94,45,85,90,42,26,86,97,58,88,52.779999
1/12/16,99,53,85,98,44,39,82,99,61,86,51.639999
1/13/16,99,31,83,97,39,26,88,99,93,94,53.110001
1/14/16,95,54,83,90,44,26,83,95,85,87,50.990002
1/15/16,89,24,86,88,56,27,83,84,72,82,50.560001
1/16/16,76,71,93,85,58,46,81,77,77,46,50.790001
1/17/16,77,0,83,86,53,30,89,85,87,44,50.48
1/18/16,94,15,92,95,46,0,84,98,72,85,52.290001
1/19/16,100,46,84,97,41,0,84,100,78,81,51.790001
1/20/16,97,38,80,98,48,26,85,100,63,89,52.169998
1/21/16,97,15,85,98,46,40,91,94,97,86,51.220001
1/22/16,91,40,87,85,46,27,86,86,96,85,52.060001
1/23/16,75,70,82,81,44,30,79,78,100,49,55.09
1/24/16,77,35,82,90,39,30,90,82,97,48,54.709999
1/25/16,93,15,79,92,40,0,100,91,85,83,53
1/26/16,96,38,82,89,35,26,86,96,80,84,52.16
1/27/16,97,23,81,94,36,26,91,95,80,90,52
1/28/16,96,38,90,97,35,35,83,93,75,88,50.16
1/29/16,91,39,87,82,34,54,88,82,77,79,49.41
1/30/16,75,44,88,80,32,31,82,78,72,47,49.279999
1/31/16,77,34,81,83,35,29,73,81,87,48,49.709999
2/1/16,94,29,82,92,39,25,82,92,85,89,49.689999
2/2/16,98,29,79,89,36,75,74,93,69,89,50.5
2/3/16,96,29,84,85,45,25,85,91,76,88,51.09
2/4/16,94,45,83,86,45,26,81,89,65,88,52.419998
2/5/16,88,46,81,78,35,26,77,81,65,76,52.189999
2/6/16,72,17,81,82,36,0,69,72,75,49,51.82
2/7/16,71,26,73,81,35,0,68,74,86,46,52.650002
2/8/16,89,23,79,80,37,52,77,87,74,78,51.18
2/9/16,94,45,80,84,38,26,76,90,78,87,51.360001
2/10/16,94,30,76,85,38,25,80,89,72,81,52.099998
2/11/16,93,30,80,84,36,39,81,91,71,85,51.299999
2/12/16,87,61,79,82,33,40,76,82,75,74,50.880001
2/13/16,72,17,80,79,35,29,68,72,75,48,52.580002
2/14/16,69,25,76,81,44,29,64,71,74,44,52.950001
2/15/16,90,30,90,89,30,39,82,90,73,79,52.349998
2/16/16,92,44,85,88,39,0,83,90,56,86,52.029999
2/17/16,95,22,77,99,34,50,79,91,67,79,51.029999
2/18/16,93,29,79,86,33,42,91,87,63,82,51.650002
2/19/16,87,38,87,87,33,44,82,81,70,83,52.84
2/20/16,73,17,79,81,33,29,74,73,61,48,52.049999
2/21/16,75,0,83,89,38,29,75,79,69,46,53.07
2/22/16,94,65,82,88,31,50,86,91,68,86,53.169998
2/23/16,96,36,84,93,28,50,82,91,81,83,53.59
2/24/16,95,44,76,91,31,42,79,91,68,83,54.349998
2/25/16,94,15,73,91,27,25,83,89,53,87,54.66
2/26/16,87,30,78,80,36,26,79,80,59,76,53.490002
2/27/16,71,34,90,84,33,0,75,74,73,45,53.860001
2/28/16,74,33,76,89,33,43,74,79,67,48,54.07
2/29/16,90,35,73,89,39,24,72,90,66,83,53.970001
3/1/16,93,57,78,92,41,37,78,93,57,83,54.209999
3/2/16,93,29,80,89,38,66,76,90,61,84,53.540001
3/3/16,93,22,83,84,28,25,73,87,50,85,54.709999
3/4/16,86,30,76,82,31,26,69,80,63,79,55.049999
3/5/16,72,33,78,82,29,57,72,72,65,48,55.23
3/6/16,71,16,74,84,34,28,65,78,54,45,55.57
3/7/16,91,43,74,90,34,33,77,89,63,82,55.43
3/8/16,90,43,75,89,30,37,73,88,65,80,54.560001
3/9/16,91,14,70,90,28,0,79,89,63,82,55.119999
3/10/16,93,22,73,88,33,49,75,89,55,79,54.459999
3/11/16,87,45,78,80,42,39,73,81,58,74,54.419998
3/12/16,72,42,74,85,38,0,72,72,64,45,54.310001
3/13/16,73,33,73,88,43,38,69,78,62,43,54.650002
3/14/16,91,57,73,86,36,25,75,88,45,82,55.349998
3/15/16,92,22,78,86,40,25,70,87,57,83,55.360001
3/16/16,92,0,72,85,33,25,67,87,68,79,55.650002
3/17/16,89,22,77,89,33,0,72,84,57,82,56.459999
3/18/16,83,30,88,80,37,26,67,76,57,74,56.389999
3/19/16,69,33,80,82,35,29,71,68,62,44,55.59
3/20/16,70,41,76,80,32,57,64,71,61,39,55.779999
3/21/16,89,58,81,79,35,25,79,81,51,76,51.779999
3/22/16,88,29,78,82,33,37,80,82,53,81,52.110001
3/23/16,88,45,79,82,34,26,74,82,63,83,51.439999
3/24/16,88,100,82,80,38,27,83,76,54,75,50.939999
3/25/16,85,33,82,74,31,28,77,69,61,60,49.900002
3/26/16,71,35,87,68,37,80,72,66,64,40,49.869999
3/27/16,70,44,75,78,39,91,71,64,66,39,50.610001
3/28/16,85,61,78,84,39,78,80,83,55,68,49.779999
3/29/16,93,22,85,91,36,58,75,85,71,80,49.869999
3/30/16,96,36,73,85,34,100,74,86,64,80,49.939999
3/31/16,93,58,81,85,34,75,75,82,51,80,50.389999
1/1/17,56,56,77,62,84,33,76,56,57,34,50.07
1/2/17,73,70,91,84,100,0,85,81,65,52,51.02
1/3/17,85,52,100,89,54,51,86,91,64,73,51.049999
1/4/17,87,66,93,94,78,26,84,96,71,73,51.509998
1/5/17,86,30,88,92,85,26,81,93,65,71,51.080002
