date,Amazon,Amazon Error,Amazon Kindle,Amazon Order,Amazon Recall,Amazon Sucks,Amazon Echo,Amazon mp3,Amazon dvd,Amazon india,Amazon music,Price
2/18/11,66,0,88,74,0,0,95,64,54,62,63,34.73
2/19/11,66,32,100,72,41,0,93,79,63,73,75,35.330002
2/20/11,65,0,55,63,43,34,88,75,71,60,73,35.59
2/21/11,72,36,37,68,46,0,69,46,60,64,61,35.5
2/22/11,83,0,42,56,0,96,76,55,52,56,58,35.68
2/23/11,77,0,30,68,0,0,99,55,55,47,67,35.540001
2/24/11,76,0,25,16,57,0,81,52,54,49,59,35.25
2/25/11,74,32,23,24,41,32,85,60,53,53,65,35.450001
2/26/11,75,0,19,24,41,32,85,60,63,68,79,35.5
2/27/11,82,64,16,36,0,0,84,75,66,63,79,35.509998
2/28/11,85,0,18,74,0,0,76,56,63,45,54,36.5
3/1/11,91,0,16,52,0,36,77,49,57,63,52,36.41
3/2/11,86,0,11,50,57,0,89,53,46,66,54,35.59
3/3/11,81,0,12,33,0,0,93,53,57,71,56,35.77
3/4/11,78,32,14,95,41,0,88,62,54,57,62,35.349998
3/5/11,77,31,12,71,41,33,91,71,58,64,67,34.830002
3/6/11,78,0,12,50,42,0,83,73,67,63,78,35.200001
3/7/11,87,65,10,49,0,51,74,53,57,76,74,34.950001
3/8/11,97,0,12,0,45,0,78,65,62,61,60,34.869999
3/9/11,88,0,13,100,0,0,88,49,50,60,62,35.040001
3/10/11,87,0,13,81,0,44,90,54,50,60,53,35.240002
3/11/11,86,0,7,60,41,32,83,60,49,50,55,35.580002
3/12/11,86,32,11,60,0,67,89,58,54,44,45,35.310001
3/13/11,85,32,11,61,42,0,91,55,55,63,67,35.689999
3/14/11,92,100,9,25,0,0,67,47,45,45,50,35.380001
3/15/11,100,0,11,40,46,71,67,52,49,55,55,35.220001
3/16/11,94,46,8,17,59,0,87,52,50,62,56,35.43
3/17/11,94,0,7,100,0,44,82,54,46,45,65,35.02
3/18/11,91,0,9,87,0,0,86,59,51,48,54,34.5
3/19/11,90,0,9,13,0,0,88,71,58,59,68,33.709999
3/20/11,90,34,9,38,0,35,84,78,63,79,76,33.349998
3/21/11,96,0,10,27,0,54,67,49,54,70,62,33.09
3/22/11,99,40,10,15,51,40,67,50,56,80,53,32.91
3/23/11,93,0,7,57,0,51,82,53,50,52,57,34.080002
3/24/11,90,0,8,77,0,0,89,61,40,76,62,34.060001
3/25/11,84,0,7,55,64,100,81,64,46,43,55,33.959999
3/26/11,79,0,10,0,0,56,80,71,64,62,73,34.740002
3/27/11,73,0,8,64,0,43,72,75,62,88,81,35.59
3/28/11,70,77,8,59,50,0,64,51,51,66,58,36.310001
3/29/11,66,39,8,75,0,81,59,82,54,76,99,36.509998
3/30/11,63,0,9,36,0,0,69,82,55,84,93,37.189999
3/31/11,68,0,5,37,0,0,54,69,49,44,80,37.150002
1/1/12,76,0,10,73,0,48,59,100,100,45,92,37.189999
1/2/12,75,0,62,98,0,0,83,84,83,34,93,38.169998
1/3/12,74,0,49,70,0,39,78,70,78,40,82,38.169998
1/4/12,74,0,56,52,0,0,76,79,77,41,84,37.950001
1/5/12,74,0,57,66,0,0,70,56,72,40,80,37.950001
1/6/12,70,0,64,58,35,0,82,70,62,45,92,37.950001
1/7/12,100,0,36,60,25,37,48,87,73,41,93,37.740002
1/8/12,96,0,61,30,0,0,63,82,84,30,98,43.650002
1/9/12,93,0,92,18,0,73,61,68,72,37,86,45.68
1/10/12,92,0,72,30,0,37,60,60,61,26,79,45.150002
1/11/12,95,25,43,37,0,77,51,66,65,33,75,44.93
1/12/12,97,0,62,40,0,100,51,56,57,33,84,46.509998
1/13/12,92,32,48,63,0,0,66,66,58,34,85,46.110001
1/14/12,88,0,45,29,0,35,63,78,77,34,96,45.459999
1/15/12,87,23,54,69,0,0,65,82,81,34,100,45.27
1/16/12,86,0,35,46,0,36,75,64,63,36,77,45.66
1/17/12,85,0,96,35,25,0,79,73,54,31,73,45.93
1/18/12,90,0,52,31,26,38,62,63,58,37,74,44.759998
1/19/12,94,0,47,71,33,0,58,67,59,36,77,45.209999
1/20/12,87,62,20,54,0,47,71,66,64,44,83,44.200001
1/21/12,86,0,29,52,0,53,68,83,70,45,94,45.040001
1/22/12,83,45,24,45,0,0,66,80,78,50,86,44.27
1/23/12,82,0,43,11,0,0,73,57,63,36,76,44.119999
1/24/12,81,47,69,52,0,0,71,62,61,39,71,43.73
1/25/12,87,0,32,43,0,38,60,67,58,33,82,43.720001
1/26/12,91,0,48,80,0,49,54,62,53,39,74,43.77
1/27/12,82,31,80,23,0,0,69,70,62,34,83,43.419998
1/28/12,82,23,48,34,0,35,69,81,73,37,99,42.369999
1/29/12,78,22,77,34,0,34,63,78,83,30,100,42.310001
1/30/12,77,23,49,57,0,0,66,63,64,37,78,42.369999
1/31/12,79,24,30,35,0,36,64,50,57,27,76,42.790001
2/1/12,84,0,26,25,0,38,58,55,59,43,83,42.490002
2/2/12,91,32,87,31,0,0,57,53,57,100,73,42.700001
2/3/12,83,32,47,55,33,0,67,71,60,68,81,41.84
2/4/12,81,24,51,18,0,0,65,84,71,56,83,41.509998
2/5/12,80,0,60,70,0,36,66,76,76,47,97,43.619999
2/6/12,81,47,35,41,0,0,68,65,63,44,75,43.73
2/7/12,80,0,36,12,100,0,68,64,56,48,85,42.959999
2/8/12,84,0,16,25,0,0,54,52,59,43,69,42.950001
2/9/12,91,0,74,48,0,0,57,66,59,38,81,44.5
2/10/12,83,64,40,39,33,0,69,70,57,38,83,43.93
2/11/12,81,23,29,40,0,0,69,73,71,40,100,43.099998
2/12/12,80,0,68,51,24,0,65,83,69,39,84,42.709999
2/13/12,79,0,58,29,0,71,70,67,59,38,81,42.799999
2/14/12,77,0,56,41,50,73,67,66,59,35,79,42.75
2/15/12,83,25,31,31,52,38,55,63,53,36,73,41.869999
2/16/12,88,31,100,54,0,48,53,71,56,44,83,41.25
2/17/12,80,0,59,38,0,0,63,66,60,39,76,42.080002
2/18/12,80,0,34,62,24,0,65,87,74,43,89,42.189999
2/19/12,74,0,29,45,0,0,63,84,73,36,92,43.34
2/20/12,72,0,43,45,0,34,66,57,64,44,72,43.16
2/21/12,75,0,62,34,24,35,95,57,63,38,84,43.369999
2/22/12,82,0,67,60,25,36,100,60,60,41,85,44.790001
2/23/12,86,30,19,46,0,47,67,60,58,36,68,45.299999
2/24/12,78,0,44,37,0,0,74,65,59,37,83,46.009998
2/25/12,76,0,19,76,0,34,66,84,66,47,83,44.93
2/26/12,75,21,47,38,34,0,63,95,71,37,79,44.490002
2/27/12,76,22,23,44,23,34,62,62,61,34,71,44.009998
2/28/12,76,0,63,45,0,35,66,55,61,40,77,43.720001
2/29/12,80,0,46,53,0,0,55,55,57,39,74,43.759998
3/1/12,84,0,32,38,0,0,53,57,54,36,75,43.400002
3/2/12,76,0,31,22,31,45,67,65,58,38,83,42.549999
3/3/12,75,44,38,33,0,34,64,80,74,44,89,42.619999
3/4/12,77,0,56,27,0,0,63,86,77,40,84,43.790001
3/5/12,76,22,42,27,23,34,65,64,59,42,78,45.02
3/6/12,75,23,19,46,0,35,66,63,59,33,72,44.650002
3/7/12,81,24,35,12,0,36,55,58,52,35,70,45.860001
3/8/12,86,0,19,52,0,0,53,54,49,34,74,45.009998
3/9/12,79,0,56,36,0,0,63,73,55,35,80,45.950001
3/10/12,76,0,41,38,23,33,64,82,65,32,78,46.93
3/11/12,77,0,52,33,0,67,65,86,67,33,87,46.169998
3/12/12,76,0,81,44,0,0,64,59,58,47,77,39.75
3/13/12,75,0,29,17,24,35,65,59,55,39,64,39.060001
3/14/12,80,24,60,12,0,0,58,57,53,36,65,38.950001
3/15/12,82,0,26,46,32,0,55,52,55,32,78,39.860001
3/16/12,78,0,13,44,0,89,70,58,52,34,70,40.369999
3/17/12,77,22,23,44,23,34,67,79,67,38,76,40.75
3/18/12,84,23,24,11,0,68,65,86,70,35,84,41.560001
3/19/12,78,0,54,23,0,36,68,56,60,29,74,41.09
3/20/12,75,100,43,44,0,0,69,60,50,33,78,41.389999
3/21/12,80,0,59,28,0,43,57,62,47,34,75,41.950001
3/22/12,85,0,28,49,34,0,54,67,48,26,77,41.400002
3/23/12,77,0,43,17,35,51,69,59,58,29,70,42.18
3/24/12,76,0,53,37,0,0,64,68,62,38,86,42.68
3/25/12,76,0,37,38,23,0,65,81,66,38,81,42.529999
3/26/12,77,22,5,32,0,0,63,69,57,34,73,44.450001
3/27/12,77,22,29,22,0,0,58,74,52,39,79,45.299999
3/28/12,79,0,25,47,0,0,51,65,52,36,69,46.740002
3/29/12,84,30,38,22,0,0,49,58,58,36,67,47.98
3/30/12,79,29,19,59,0,0,52,79,52,40,63,47.990002
3/31/12,77,22,14,21,0,65,62,82,62,38,81,48.849998
1/1/13,76,30,51,55,0,0,62,95,97,88,91,48.240002
1/2/13,76,0,39,40,0,0,65,86,86,89,76,48.060001
1/3/13,77,79,37,67,0,0,61,84,83,84,66,48.349998
1/4/13,80,61,17,53,0,0,52,77,85,83,84,48.549999
1/5/13,85,39,46,72,0,0,51,91,93,91,88,48.459999
1/6/13,78,29,61,30,0,0,62,91,100,85,100,49
1/7/13,81,29,43,46,0,95,84,69,81,83,68,49.060001
1/8/13,83,29,32,62,0,48,86,73,72,77,83,48.830002
1/9/13,81,30,61,47,100,0,90,68,78,90,73,49.259998
1/10/13,81,31,63,74,0,0,84,79,69,79,76,48.830002
1/11/13,86,83,30,65,0,0,74,81,66,74,74,48.349998
1/12/13,92,60,47,84,0,0,71,94,86,73,91,48.740002
1/13/13,84,0,68,30,0,0,94,100,89,69,96,49.07
1/14/13,81,29,62,30,0,47,89,67,73,60,72,49.5
1/15/13,82,29,38,31,0,0,90,72,65,63,70,49.41
1/16/13,81,30,41,63,0,0,96,68,65,87,67,49.48
1/17/13,82,95,64,50,0,52,87,80,60,78,71,49.209999
1/18/13,86,0,52,64,0,0,70,82,67,82,65,48.369999
1/19/13,93,40,69,42,0,67,69,100,84,91,97,48.139999
1/20/13,83,29,59,46,48,0,88,89,89,66,94,48.970001
1/21/13,83,29,50,30,0,47,87,68,74,69,71,49.220001
1/22/13,81,59,51,69,0,48,87,70,67,76,69,49.220001
1/23/13,79,45,45,87,0,50,87,66,66,75,68,48.560001
1/24/13,80,32,55,84,0,0,85,68,64,69,66,48.060001
1/25/13,86,0,59,100,0,69,78,81,67,70,77,47.990002
1/26/13,91,82,57,85,0,0,74,84,75,71,84,47.150002
1/27/13,82,56,55,67,0,70,90,90,83,80,92,47.580002
1/28/13,81,29,62,15,48,47,89,71,64,84,66,47.25
1/29/13,80,30,71,24,0,0,95,65,72,68,70,47.650002
1/30/13,80,69,59,82,58,0,90,63,64,72,63,47.869999
1/31/13,83,100,58,53,0,0,91,69,65,80,77,47.080002
2/1/13,85,0,68,56,0,0,77,73,60,80,72,45.650002
2/2/13,94,41,88,76,0,67,77,89,77,90,87,44.93
2/3/13,84,0,77,39,0,49,93,93,88,97,92,44.360001
2/4/13,84,0,68,38,0,0,91,69,67,83,67,44.400002
2/5/13,81,0,44,62,49,48,87,68,74,69,71,44
2/6/13,89,30,67,63,0,49,97,67,63,69,70,44.32
2/7/13,85,0,68,84,0,52,95,71,55,68,76,44.450001
2/8/13,85,64,63,78,70,0,70,77,63,63,69,43.919998
2/9/13,87,43,78,67,0,0,70,94,81,70,71,43.73
2/10/13,81,30,57,71,50,49,82,90,90,84,95,44.02
2/11/13,81,0,51,44,0,46,89,78,70,96,69,43.599998
2/12/13,79,0,55,91,0,94,87,65,65,73,70,44.68
2/13/13,78,29,56,38,0,0,91,74,62,67,60,45.220001
2/14/13,77,0,72,40,0,100,93,70,61,68,71,44.959999
2/15/13,79,80,56,95,0,0,72,71,64,73,69,44.82
2/16/13,85,0,72,72,0,0,73,92,77,78,89,43.98
2/17/13,80,42,66,66,0,46,94,84,82,69,59,42.740002
2/18/13,79,0,54,74,0,46,93,64,70,81,61,38.330002
2/19/13,78,29,67,53,0,47,93,62,62,87,76,37.950001
2/20/13,79,30,70,63,0,0,90,62,68,73,73,37.52
2/21/13,78,0,44,33,53,52,92,57,60,75,57,38.169998
2/22/13,85,41,49,33,0,0,79,71,64,73,65,37.990002
2/23/13,91,0,48,64,67,0,69,79,72,87,80,38.52
2/24/13,81,31,29,72,0,50,92,75,94,80,94,37.860001
2/25/13,80,28,63,29,0,46,91,58,71,66,64,38.25
2/26/13,78,28,65,37,0,47,90,76,64,70,64,39.259998
2/27/13,79,29,59,45,0,0,94,64,66,76,60,39.150002
2/28/13,80,46,40,33,0,0,88,71,57,79,69,39.189999
3/1/13,82,41,57,64,0,0,77,75,59,80,68,38.290001
3/2/13,88,60,48,42,0,0,69,83,78,95,75,38.720001
3/3/13,83,42,76,59,47,47,81,81,88,79,80,37.900002
3/4/13,81,56,42,58,0,45,94,63,63,65,65,38.349998
3/5/13,86,28,51,30,0,0,94,63,59,92,48,38.009998
3/6/13,82,29,53,92,0,0,92,77,64,78,64,37.439999
3/7/13,88,77,99,65,0,0,96,65,65,70,56,37.119999
3/8/13,93,41,44,86,0,67,77,68,58,88,83,36.880001
3/9/13,100,0,70,32,0,0,85,75,77,79,73,37.209999
3/10/13,89,29,84,54,0,48,100,79,80,79,86,36.860001
3/11/13,90,0,74,61,0,47,95,63,67,55,55,36.93
3/12/13,86,29,100,84,0,0,92,68,58,74,58,36.810001
3/13/13,85,0,77,39,0,0,93,62,57,68,66,36.119999
3/14/13,99,63,54,84,0,0,95,53,55,68,54,36.220001
3/15/13,89,0,86,22,0,0,73,60,74,77,69,36.189999
3/16/13,90,41,62,43,0,0,64,79,80,83,80,36.91
3/17/13,89,71,55,37,0,0,89,82,79,82,81,36.889999
3/18/13,84,58,43,38,0,0,95,58,67,90,60,36.77
3/19/13,83,29,43,54,0,48,92,63,63,73,63,35.990002
3/20/13,84,30,64,24,0,73,92,63,63,75,66,36.23
3/21/13,82,0,37,17,0,0,96,57,56,82,62,35.919998
3/22/13,87,0,46,79,0,70,74,65,63,71,65,36
3/23/13,94,0,81,44,0,0,76,83,74,73,75,35.68
3/24/13,81,43,49,53,0,95,91,89,82,94,74,35.470001
3/25/13,82,29,73,46,0,48,94,75,65,71,70,35.25
3/26/13,82,60,60,70,0,0,90,71,64,71,56,35.689999
3/27/13,79,30,61,40,50,49,92,69,58,76,57,36.32
3/28/13,81,32,61,50,0,0,90,67,59,78,70,36.669998
3/29/13,89,0,55,23,0,0,76,70,67,75,80,36.529999
3/30/13,97,86,82,56,0,71,75,69,70,89,71,36.139999
3/31/13,85,29,70,54,0,0,95,74,77,100,77,36.77
1/1/14,85,0,38,43,40,29,90,100,97,80,84,37.34
1/2/14,83,37,43,39,41,60,96,75,94,86,100,38.509998
1/3/14,81,21,42,13,0,0,92,82,90,78,90,37.09
1/4/14,84,27,44,24,0,0,83,86,100,81,94,36.610001
1/5/14,90,0,30,46,0,0,77,86,95,72,92,36.060001
1/6/14,94,17,53,36,39,0,78,74,87,76,79,36.130001
1/7/14,85,17,34,68,39,28,95,64,71,73,62,36.619999
1/8/14,78,35,23,48,0,0,90,73,76,68,60,35.27
1/9/14,78,0,49,43,40,0,88,67,72,65,73,36.279999
1/10/14,77,0,29,40,0,31,89,71,72,60,66,36.889999
1/11/14,76,0,45,38,0,0,87,88,90,77,96,36.34
1/12/14,82,0,12,15,0,42,74,90,89,68,90,36.029999
1/13/14,91,53,58,42,40,29,74,62,79,72,81,35.790001
1/14/14,81,36,46,27,0,29,90,75,66,65,70,35.549999
1/15/14,80,0,44,43,0,0,88,69,64,64,76,35.790001
1/16/14,81,0,38,27,0,58,89,72,67,66,74,35.740002
1/17/14,78,19,47,23,0,31,89,71,67,66,71,35.209999
1/18/14,78,0,47,32,0,0,85,83,92,77,82,34.59
1/19/14,84,0,15,100,0,0,71,89,94,91,83,34.380001
1/20/14,91,0,35,52,39,0,71,70,72,88,72,33.959999
1/21/14,80,18,43,32,0,0,94,60,72,77,78,34.470001
1/22/14,80,0,36,16,40,29,92,67,70,80,72,35.040001
1/23/14,78,0,19,55,0,0,95,64,64,80,78,34.689999
1/24/14,79,20,46,35,0,64,92,69,69,79,69,34.84
1/25/14,84,0,37,55,0,0,92,84,78,83,86,34.16
1/26/14,85,26,27,31,58,0,78,86,97,86,85,33.529999
1/27/14,93,0,47,21,39,0,76,69,68,75,79,32.73
1/28/14,80,17,22,36,0,28,86,68,66,70,77,32.779999
1/29/14,80,17,31,31,39,0,86,72,64,67,65,32.759998
1/30/14,79,18,30,54,41,58,87,63,66,77,77,31.610001
1/31/14,79,0,40,29,0,0,88,76,64,71,81,32.610001
2/1/14,78,0,51,15,0,41,85,88,82,73,73,33.939999
2/2/14,83,26,45,38,0,41,73,90,89,79,94,34.830002
2/3/14,88,18,48,43,40,58,66,61,66,78,61,33.759998
2/4/14,79,18,58,31,0,0,89,63,61,73,62,35.189999
2/5/14,80,0,53,27,0,29,93,66,66,82,58,35.630001
2/6/14,79,18,49,22,41,0,87,59,68,33,78,36.07
2/7/14,80,0,38,64,0,0,88,59,62,78,88,34.639999
2/8/14,81,25,27,60,0,0,86,85,83,79,89,34.610001
2/9/14,87,0,59,52,56,0,74,93,80,77,87,35.07
2/10/14,96,18,65,16,0,29,68,58,69,74,69,34.759998
2/11/14,87,0,100,69,0,57,84,69,61,91,70,33.490002
2/12/14,88,0,59,21,40,0,89,70,66,86,74,33.41
2/13/14,84,37,43,44,41,0,87,63,59,74,66,33.77
2/14/14,82,0,48,24,0,100,89,69,62,83,64,33.549999
2/15/14,82,51,54,39,0,0,81,80,79,87,86,33.779999
2/16/14,88,100,27,22,0,0,69,84,84,76,78,33.599998
2/17/14,93,35,33,26,0,29,74,67,69,80,65,33.470001
2/18/14,84,18,29,52,0,0,83,63,61,78,70,33.68
2/19/14,87,0,45,42,0,28,84,59,61,76,70,34.959999
2/20/14,83,0,32,43,40,29,90,64,59,77,62,35.09
2/21/14,81,0,35,45,42,61,85,74,64,78,66,35.07
2/22/14,82,48,46,29,0,40,89,76,74,74,69,35.48
2/23/14,87,0,59,57,54,39,67,88,88,76,80,36.650002
2/24/14,90,0,50,41,38,42,70,61,62,94,69,36.369999
2/25/14,87,0,39,25,37,0,86,68,64,66,66,36.549999
2/26/14,88,34,55,51,38,28,90,70,64,80,60,36.77
2/27/14,83,17,92,31,38,28,100,62,63,93,71,36.48
2/28/14,82,18,41,22,0,29,84,73,69,81,69,36.700001
3/1/14,83,24,25,43,0,0,82,75,77,79,72,38.52
3/2/14,85,70,52,28,0,0,68,86,90,80,88,38.68
3/3/14,92,0,52,48,0,29,72,68,73,75,68,38.610001
3/4/14,88,0,54,30,0,27,80,64,67,82,67,37.110001
3/5/14,88,16,54,20,0,26,87,63,66,83,64,36.799999
3/6/14,90,0,46,45,0,0,86,61,64,82,64,36.110001
3/7/14,87,0,53,31,39,28,85,65,63,76,62,35.790001
3/8/14,85,0,52,33,100,0,84,86,80,85,73,35.66
3/9/14,87,65,56,26,0,35,74,81,80,85,80,34.630001
3/10/14,96,0,32,62,72,0,69,63,63,89,67,33.73
3/11/14,89,16,43,29,0,26,87,67,64,70,61,32.919998
3/12/14,87,32,43,58,36,26,87,64,62,79,68,33.669998
3/13/14,90,49,66,54,0,40,86,60,53,78,69,33.490002
3/14/14,86,0,34,93,0,0,84,66,59,82,64,34.48
3/15/14,85,44,23,40,0,72,80,82,76,95,63,34.18
3/16/14,93,22,35,52,0,0,68,81,68,80,76,33.189999
3/17/14,100,16,49,68,0,39,63,57,59,73,55,34.310001
3/18/14,89,80,49,34,0,26,87,59,65,89,74,33.59
3/19/14,87,16,44,68,36,26,84,67,57,75,65,26.26
3/20/14,86,0,42,79,37,0,75,59,59,87,71,26.559999
3/21/14,83,18,33,42,39,28,84,66,60,88,77,27.17
3/22/14,84,0,50,20,0,0,79,78,86,93,83,26.889999
3/23/14,89,0,58,39,48,0,64,76,78,72,92,26.32
3/24/14,95,31,35,37,0,25,65,61,54,84,61,26.09
3/25/14,88,16,29,33,0,50,85,65,58,83,59,26.690001
3/26/14,86,32,39,29,35,39,81,65,55,91,60,27.290001
3/27/14,83,0,40,59,37,26,82,70,63,82,65,26.780001
3/28/14,82,35,34,72,39,28,77,65,62,88,74,26.360001
3/29/14,83,0,23,72,0,0,77,79,72,91,70,26.209999
3/30/14,88,0,38,26,0,70,61,75,77,87,75,26.49
3/31/14,94,0,35,29,0,51,64,65,66,100,54,26.07
1/1/15,90,16,46,29,36,0,85,80,97,67,86,26.530001
1/2/15,86,32,9,45,0,0,76,96,92,62,85,27.77
1/3/15,86,22,8,67,0,35,82,93,98,72,94,27.950001
1/4/15,85,0,17,53,47,89,82,90,100,58,82,29.09
1/5/15,83,39,12,68,0,0,79,73,75,60,75,29.120001
1/6/15,87,19,9,50,100,0,63,77,73,61,76,28.129999
1/7/15,93,30,10,42,0,16,65,69,67,56,68,28.370001
1/8/15,88,20,11,22,0,0,91,76,64,52,62,28.139999
1/9/15,90,20,8,43,0,48,85,73,64,58,73,27.969999
1/10/15,55,65,9,55,0,0,92,93,89,63,90,28.030001
1/11/15,52,56,6,48,0,22,90,100,81,56,76,28.91
1/12/15,52,0,12,47,0,0,90,79,63,57,71,29.52
1/13/15,57,41,9,35,34,16,75,75,65,64,70,30.67
1/14/15,60,19,13,54,0,16,74,69,58,47,73,30.83
1/15/15,54,59,12,46,0,0,95,71,61,48,78,31.76
1/16/15,53,0,15,34,0,16,94,79,68,53,76,32.23
1/17/15,51,21,10,32,72,17,97,85,83,54,88,30.799999
1/18/15,52,54,9,35,46,0,94,87,89,46,81,29.73
1/19/15,50,53,12,51,0,21,93,77,62,50,65,30.51
1/20/15,54,19,8,67,33,0,75,65,64,53,71,30.790001
1/21/15,57,39,8,50,32,0,72,79,56,55,70,31.719999
1/22/15,55,0,8,13,33,0,96,78,63,68,75,31.67
1/23/15,54,30,7,39,0,0,95,91,59,100,80,31.65
1/24/15,54,21,82,22,0,0,94,100,73,99,92,32.52
1/25/15,52,27,100,40,0,21,94,97,82,89,100,32.080002
1/26/15,53,51,49,28,44,0,92,73,64,74,70,31.58
1/27/15,56,19,47,29,0,23,72,62,64,56,73,32.119999
1/28/15,59,29,29,35,19,0,76,77,66,49,66,30.219999
1/29/15,55,51,24,40,0,14,100,77,59,51,76,30.84
1/30/15,53,0,19,51,0,0,93,78,60,50,75,31.790001
1/31/15,53,21,18,46,36,0,89,97,83,53,93,32.5
2/1/15,54,0,17,35,0,0,95,97,67,51,85,32.330002
2/2/15,55,51,24,44,0,21,92,67,57,47,73,31.84
2/3/15,59,27,18,29,0,21,75,65,58,51,78,32.119999
2/4/15,62,19,26,49,32,31,72,76,58,45,80,30.870001
2/5/15,57,0,17,16,32,0,96,70,54,54,73,31.700001
2/6/15,56,19,20,25,0,15,91,69,60,48,74,32.759998
2/7/15,54,20,19,48,0,16,87,93,70,53,85,33.32
2/8/15,53,26,18,45,0,21,88,99,80,45,84,32.59
2/9/15,51,0,18,22,0,100,84,81,61,52,74,33.380001
2/10/15,58,19,20,32,0,30,70,76,61,48,72,32.619999
2/11/15,64,0,18,29,32,15,70,66,57,54,69,32.91
2/12/15,58,19,18,32,0,30,90,81,57,53,73,33.549999
2/13/15,56,19,15,50,0,0,92,85,60,35,74,33.32
2/14/15,53,61,12,48,35,16,90,85,77,34,79,32.599998
2/15/15,56,51,19,44,0,0,87,92,90,36,85,32.470001
2/16/15,56,0,13,48,0,20,90,78,73,35,69,32.310001
2/17/15,62,19,19,56,0,0,70,74,62,34,64,32.540001
2/18/15,70,28,15,28,0,0,67,73,64,33,70,32.57
2/19/15,63,39,14,37,32,15,84,67,52,36,69,32.880001
2/20/15,62,19,12,38,0,0,88,69,61,34,66,33.630001
2/21/15,61,40,12,26,69,0,94,84,76,32,82,37.68
2/22/15,61,51,17,33,43,20,96,83,93,25,76,38.299999
2/23/15,62,0,19,42,42,20,95,71,66,30,68,38.240002
2/24/15,67,19,13,73,32,30,75,74,55,29,63,38.150002
2/25/15,74,19,20,40,0,15,71,78,65,32,71,38.09
2/26/15,67,0,20,62,32,0,93,66,58,30,73,37.560001
2/27/15,65,0,14,27,0,17,87,75,54,30,76,37.450001
2/28/15,65,43,22,74,36,0,91,98,76,30,80,37.459999
3/1/15,65,39,15,55,44,0,86,95,83,32,89,38.209999
3/2/15,66,37,21,47,0,0,86,75,63,29,76,38.77
3/3/15,73,37,23,48,0,0,71,69,64,29,66,39.470001
3/4/15,80,19,20,52,0,30,71,65,52,30,65,38.84
3/5/15,74,38,21,53,0,15,88,67,59,29,77,39.259998
3/6/15,72,0,21,37,0,0,87,73,59,24,74,39.990002
3/7/15,72,20,18,48,35,32,89,83,63,32,84,41.509998
3/8/15,73,26,16,100,43,20,88,90,69,31,76,42.599998
3/9/15,84,38,24,38,43,20,82,69,72,27,75,42.84
3/10/15,87,30,19,38,0,0,71,64,55,28,70,42.549999
3/11/15,93,19,20,61,32,0,69,82,53,31,70,42.439999
3/12/15,91,57,20,70,0,15,86,70,53,32,70,42.540001
3/13/15,85,58,16,50,0,16,84,73,63,28,72,42.959999
3/14/15,83,61,16,35,0,32,89,85,63,31,83,42.41
3/15/15,86,26,22,27,0,0,90,80,69,27,79,40.849998
3/16/15,85,100,23,48,0,20,88,70,58,30,73,40.919998
3/17/15,92,37,20,92,32,30,67,62,50,27,66,40.630001
3/18/15,100,28,19,77,32,0,74,62,51,28,64,40.34
3/19/15,99,0,17,62,0,15,88,64,49,29,71,39.41
3/20/15,92,40,19,60,0,0,92,72,47,30,75,39.099998
3/21/15,88,43,20,56,0,17,88,82,65,29,87,38.98
3/22/15,87,53,21,80,0,0,91,85,76,27,82,38.900002
3/23/15,85,27,17,40,0,0,85,67,60,32,72,38.119999
3/24/15,94,41,21,88,35,16,69,69,58,32,73,38.459999
3/25/15,100,88,19,33,0,26,70,64,50,38,71,38.689999
3/26/15,94,0,21,23,0,0,92,68,58,30,69,38.459999
3/27/15,90,96,26,34,0,25,95,80,56,31,72,38.5
3/28/15,88,53,23,68,0,42,87,90,62,32,84,39.02
3/29/15,84,0,16,41,0,22,84,97,74,31,81,40.009998
3/30/15,80,54,16,41,0,0,84,73,59,33,65,39.259998
3/31/15,80,22,12,37,0,17,67,72,56,38,76,39.419998
1/1/16,80,33,20,52,0,0,67,93,100,25,100,40.009998
1/2/16,73,40,17,52,46,43,84,92,93,28,89,39.889999
1/3/16,66,0,23,89,0,0,82,93,94,25,82,40.240002
1/4/16,62,36,31,40,53,0,70,64,76,25,70,39.799999
1/5/16,69,0,14,70,0,29,51,67,71,26,70,40.290001
1/6/16,81,0,19,37,39,22,59,71,73,25,80,40.209999
1/7/16,82,27,20,73,0,45,68,69,67,24,78,39.459999
1/8/16,81,27,17,88,0,22,67,88,64,23,81,38.700001
1/9/16,74,27,18,66,0,22,88,86,82,26,90,38.900002
1/10/16,71,0,19,56,0,69,91,83,80,23,78,38.369999
1/11/16,69,0,17,55,50,57,83,74,65,24,74,37.5
1/12/16,100,34,20,77,100,28,47,61,70,24,69,37.779999
1/13/16,99,26,16,75,75,0,52,56,61,23,67,37.150002
1/14/16,97,26,25,47,0,43,43,64,63,23,65,37.400002
1/15/16,99,0,16,87,0,21,41,70,59,24,69,38.200001
1/16/16,92,26,23,52,0,21,55,80,80,27,95,38.66
1/17/16,90,0,17,80,40,23,54,87,80,25,73,37.880001
1/18/16,88,0,16,55,0,100,54,72,64,26,72,36.98
1/19/16,84,34,14,45,0,55,55,72,59,28,69,37.02
1/20/16,84,77,14,52,0,21,55,64,58,33,69,36.950001
1/21/16,89,0,11,29,74,21,47,81,66,83,66,36.43
1/22/16,94,0,16,80,37,0,42,77,60,100,70,37.259998
